cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"939","9735","476342","1131385","Citizens First State Bank of Walnut","Walnut","IL","61376","6/30/2019","11/18/2019","SM","105 North Main Street","CITIZENS BANCSHARES, INC.","1","0","0","2","1","Bureau","","","1/1/1920","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","41045","41045","36203","0","4841","0","0","0","","20383","7384","20661","2839","8594","9228","33660","7384","33661","40671","38809","1282","0","0","0","",""
"20872","9108","764816","1143294","Citizens Guaranty Bank","Richmond","KY","40475","6/30/2019","11/18/2019","NM","457 East Main Street","CITIZENS GUARANTY FINANCIAL CORPORATION","6","0","0","4","1","Madison","","","11/29/1972","11/29/1972","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","172259","172259","153758","8037","9335","1129","0","0","","57770","42853","114489","4031","13484","96975","129406","42853","129406","156567","159419","5619","0","0","0","",""
"16863","10604","825753","1129029","Citizens Independent Bank","Saint Louis Park","MN","55416","6/30/2019","11/18/2019","NM","5000 West 36th Street","BAKKEN SECURITIES, INC.","4","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/16/1950","1/16/1950","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.bankcib.com","254809","254809","247542","0","7267","0","0","0","","23449","19731","231360","170194","15889","45277","235078","19731","235078","254003","197124","10715","0","0","0","",""
"24085","11696","700252","1131460","Citizens National Bank","Crockett","TX","75835","6/30/2019","11/18/2019","N","1320 Loop 304 East","CITIZENS BANCORP, INC.","1","0","0","7","1","Houston","","","9/7/1982","9/7/1982","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","77373","77373","69301","0","8072","0","0","0","","49634","29478","27739","6807","7393","13539","47895","29537","47836","74115","64743","1526","0","0","0","",""
"3127","0","59352","3137729","Citizens National Bank","Cameron","TX","76520","6/30/2019","11/18/2019","N","118 South Houston Street","CENTRAL TEXAS FINANCIAL CORP.","11","0","0","4","0","Milam","","","7/1/1900","1/1/1934","2/13/2016","Stock","0","1","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.cnbanktexas.com","358027","358027","329490","0","28536","1","0","0","","32544","16711","325483","49335","157406","118742","341316","16711","341316","336198","288683","9278","0","0","0","",""
"20954","10476","717737","1086270","Citizens National Bank","Sevierville","TN","37862","6/30/2019","11/18/2019","N","200 Forks Of The River Pkwy","CNB BANCSHARES, INC.","21","0","0","4","1","Sevier","","","2/5/1973","2/5/1973","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.cnbtn.com","918636","918636","784853","0","128523","5260","0","0","","106563","53986","812073","183760","441626","186685","864650","173153","745483","863041","531518","23195","0","0","846","",""
"14779","11971","233358","1103373","Citizens National Bank at Brownwood","Brownwood","TX","76801","6/30/2019","11/18/2019","N","1 Carnegie","BROWNWOOD BANCSHARES, INC.","2","0","0","8","1","Brown","","","9/28/1934","9/28/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","184924","184924","173275","0","11649","0","0","0","","109607","81982","75317","24158","19344","31815","102942","81982","102942","177782","154064","4330","0","0","0","",""
"15760","13149","853747","2473260","Citizens National Bank of Albion","Albion","IL","62806","6/30/2019","11/18/2019","N","10 West Elm Street","CITIZENS BANCSHARES, INC.","6","0","0","2","0","Edwards","","","8/5/1940","8/5/1940","4/17/2015","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","248500","248500","219471","1","29028","0","0","0","","81888","41776","166612","19388","34797","112427","206724","41776","206724","231761","225887","10856","2778","2778","0","",""
"5018","14478","773742","1135422","Citizens National Bank of Cheboygan","Cheboygan","MI","49721","6/30/2019","11/18/2019","N","303 North Main Street","CNB CORPORATION","10","0","0","4","0","Cheboygan","","","1/24/1931","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","263926","263926","204852","0","56814","2260","0","0","","122425","79005","141501","52726","56640","32135","184921","78672","185254","259044","211128","5272","0","0","0","",""
"3158","0","901451","1102161","Citizens National Bank of Crosbyton","Crosbyton","TX","79322","6/30/2019","11/18/2019","N","202 West Main Street","CITIZENS BANCSHARES, INC.","1","0","0","2","1","Crosby","31180","Lubbock, TX","1/1/1907","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","42377","42377","41670","0","670","37","0","0","","18843","12508","23534","1174","3841","18519","29869","12067","30310","36647","36269","876","0","0","0","",""
"4549","12959","870650","1140930","Citizens National Bank of Greater St. Louis","Maplewood","MO","63143","6/30/2019","11/18/2019","N","7305 Manchester Avenue","CARDINAL BANCORP, INC.","6","0","0","4","1","Saint Louis","41180","St. Louis, MO-IL","1/1/1915","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","414151","414151","379746","0","34405","0","0","0","","67107","13487","347044","213481","1744","131819","400664","91080","323072","377573","314531","9128","9040","9040","0","",""
"5574","0","552161","1105470","Citizens National Bank of Texas","Waxahachie","TX","75165","6/30/2019","11/18/2019","N","200 North Elm Street","FIRST CITIZENS BANCSHARES, INC.","14","0","0","4","1","Ellis","19100","Dallas-Fort Worth-Arlington, TX","7/1/1868","1/1/1934","8/8/2007","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","1003223","1003223","975534","1986","25703","0","0","0","","77720","33160","925503","687394","176247","61862","970063","330930","672293","997936","719230","17644","0","0","0","",""
"26381","10830","594853","2344856","Citizens National Bank, N.A.","Bossier City","LA","71111","6/30/2019","11/18/2019","N","2711 East Texas Street","CITIZENS NATIONAL BANCSHARES OF BOSSIER, INC.","12","0","0","4","0","Bossier","43340","Shreveport-Bossier City, LA","10/7/1985","10/7/1985","11/3/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","873773","873773","609400","0","264373","0","0","0","","9987","4234","863786","661868","66224","135694","869539","4234","869539","804449","460689","6071","0","0","0","",""
"10531","14432","732253","1108985","Citizens Progressive Bank","Winnsboro","LA","71295","6/30/2019","11/18/2019","NM","3540 Front Street","CALDWELL HOLDING COMPANY","4","0","0","2","1","Franklin","","","1/1/1918","1/1/1934","4/1/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","142244","142244","89097","16750","30436","5961","0","0","","38208","24880","104036","11147","12721","80169","117364","17494","124750","103196","102953","5585","11997","0","10513","",""
"30150","4846","864378","0","Citizens Savings and Loan Association, FSB","Leavenworth","KS","66048","6/30/2019","11/18/2019","SA","5151 S 4th St. Trafficway","","3","0","0","5","0","Leavenworth","28140","Kansas City, MO-KS","1/1/1884","2/20/1950","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","132636","132636","116756","0","15880","0","0","0","","38068","487","94568","13746","27821","53001","132149","11105","121531","117306","117543","12097","0","0","0","",""
"30270","5086","1014376","0","Citizens Savings Bank","Bogalusa","LA","70427","6/30/2019","11/18/2019","SB","1725 Sullivan Drive","","5","0","0","4","0","Washington","","","1/1/1945","2/14/1946","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","200758","200758","196198","0","4560","0","0","0","","57233","37688","143525","9096","31908","102521","163070","38411","162347","185887","184395","24202","0","0","0","",""
"31184","6503","828473","0","Citizens Savings Bank","Clarks Summit","PA","18411","6/30/2019","11/18/2019","SA","500 South State Street","","7","0","0","5","0","Lackawanna","42540","Scranton-Wilkes-Barre-Hazleton, PA","1/1/1902","2/20/1961","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","citizens-savings.com","276214","276214","272832","0","2668","714","0","0","","81642","16911","194572","60273","30321","103980","259303","20466","255748","265635","261003","24511","0","0","0","",""
"12128","0","544447","0","Citizens Savings Bank","Spillville","IA","52168","6/30/2019","11/18/2019","NM","101 Church St","","3","0","0","2","0","Winneshiek","","","1/1/1908","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","78313","78313","74108","0","4205","0","0","0","","18405","9435","59908","12841","10700","36367","68878","9435","68878","62944","72025","5443","11126","11126","0","",""
"14785","0","474544","1202913","Citizens Savings Bank","Marshalltown","IA","50158","6/30/2019","11/18/2019","NM","110 West Southridge Road","GILMAN INVESTMENT CO.","3","0","0","2","1","Marshall","","","1/1/1907","10/3/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","55673","55673","52159","0","3514","0","0","0","","21807","16286","33866","18656","5213","9997","39387","16286","39387","53344","46980","1533","0","0","0","",""
"11761","15347","730745","1204355","Citizens Savings Bank","Hawkeye","IA","52147","6/30/2019","11/18/2019","NM","133 East Main Street","FAYETTE BANCORPORATION","1","0","0","2","1","Fayette","","","6/27/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://WWW.CSBHAWKEYE.COM","21706","21706","21182","0","524","0","0","0","","8400","4293","13306","0","4873","8433","17413","4293","17413","21410","19959","2101","0","0","0","",""
"10125","12684","758842","1990096","Citizens Savings Bank","Anamosa","IA","52205","6/30/2019","11/18/2019","NM","215 East Main Street","FIRST COMMUNITY BANCSHARES CORP.","2","0","0","2","1","Jones","16300","Cedar Rapids, IA","11/8/1906","1/1/1934","6/21/2013","Stock","0","1","FDIC","DIF","Kansas City","CHICAGO","Cedar Rapids","Chicago","Western","Western","0","1","","100007","100007","84078","0","15929","0","0","0","","43396","14487","56611","17767","22758","16085","85520","14482","85525","98150","79790","6194","0","0","0","",""
"10319","0","55635","3602227","Citizens Savings Bank and Trust Company","Nashville","TN","37208","6/30/2019","11/18/2019","NM","2013 Jefferson Street","CSB&T BANCORP, INC.","5","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","1/4/1904","1/1/1934","9/6/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","88360","88360","60003","21","10178","18158","0","0","","20247","15203","68113","15276","4078","48760","73157","15203","73157","78077","74187","790","5547","5547","2989","",""
"9047","13763","795548","1245741","Citizens State Bank","Monticello","IA","52310","6/30/2019","11/18/2019","NM","117 West First Street","HERKY HAWK FINANCIAL CORP.","7","0","0","2","1","Jones","16300","Cedar Rapids, IA","3/11/1931","1/1/1934","10/9/2009","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.citizensstateonline.com","342413","342413","249455","0","91962","996","0","0","","119595","44001","222818","61872","35936","125010","298412","44001","298413","300760","251686","19866","6235","6235","0","",""
"2467","11635","149150","3559862","Citizens State Bank","Cadott","WI","54727","6/30/2019","11/18/2019","NM","304 North Main Street","CITIZENS BANCORP, INC.","4","0","0","4","0","Chippewa","20740","Eau Claire, WI","8/20/1902","1/1/1934","7/8/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","","98082","98082","87427","0","10655","0","0","0","","40802","19529","57280","6814","23092","27374","78553","18721","79362","95143","90828","5894","0","0","0","",""
"19806","0","877154","2303947","Citizens State Bank","Tyler","TX","75701","6/30/2019","11/18/2019","SM","3915 Ssw Loop 323","KIDD PARTNERS, LTD.","7","0","0","4","0","Smith","46340","Tyler, TX","11/13/1967","3/28/1968","3/28/2014","Stock","0","0","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","265714","265714","256288","0","9326","100","0","0","","115063","96191","150651","75633","22001","53018","169523","96191","169523","244443","204062","5574","12030","0","0","",""
"11905","0","899651","1105818","Citizens State Bank","Corrigan","TX","75939","6/30/2019","11/18/2019","NM","300 North Home Street","CITIZENS STATE FINANCIAL CORPORATION","2","0","0","8","1","Polk","","","1/1/1919","1/1/1934","10/27/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","114468","114468","92298","0","22170","0","0","0","","45902","27777","68566","1843","22717","44006","86691","27777","86691","106097","95885","8604","0","0","0","",""
"16581","0","489155","1109209","Citizens State Bank","Anton","TX","79313","6/30/2019","11/18/2019","NM","224 North Main Street","ANTON BANCSHARES, INC.","1","0","0","2","0","Hockley","","","6/7/1947","6/7/1947","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.csbanton.com","28782","28782","25888","262","2632","0","0","0","","10427","5283","18355","3088","1566","13699","23499","5283","23499","26273","25083","873","0","0","0","",""
"15519","0","296755","3647572","Citizens State Bank","Miles","TX","76861","6/30/2019","11/18/2019","NM","111 South Robinson","CSB FINANCIAL CORPORATION","2","0","0","4","1","Runnels","","","8/2/1937","8/2/1937","11/6/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","137534","137534","124649","0","12885","0","0","0","","38758","31512","98776","19237","7654","71885","106022","31512","106022","92037","105861","1261","10448","10448","0","",""
"11759","12815","212344","1210301","Citizens State Bank","Wyoming","IA","52362","6/30/2019","11/18/2019","NM","114 West Main Street","C.S.B. HOLDING CORPORATION","3","0","0","2","1","Jones","16300","Cedar Rapids, IA","1/1/1913","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","68716","68716","63361","0","5355","0","0","0","","26294","11498","42422","3176","10391","28854","57218","11498","57218","66407","63622","6171","0","0","0","",""
"12303","0","625065","3181405","Citizens State Bank","Woodville","TX","75979","6/30/2019","11/18/2019","NM","102 West Bluff Street","RAM SECURITY HOLDINGS GP, INC.","8","0","0","8","0","Tyler","","","5/8/1920","1/1/1934","5/31/2016","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","137995","137995","105461","0","32534","0","0","0","","81674","37716","56321","18853","14039","23427","100279","37066","100929","135506","99418","3131","0","0","0","",""
