cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,igltrad,iglrtex,iglfxex,igledex,iglcmex,IGLCREX
"15966","13348","900502","0","Fulton Savings Bank","Fulton","NY","13069","6/30/2019","11/18/2019","SB","75 South First Street","","6","0","0","7","0","Oswego","45060","Syracuse, NY","1/1/1871","7/1/1943","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","","","","","",""
"58696","0","3614976","4875907","FVCbank","Fairfax","VA","22030","6/30/2019","11/18/2019","SM","11325 Random Hills Road","FVCBANKCORP, INC.","11","0","1","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11/27/2007","11/27/2007","10/13/2018","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","0","","","","",""
"999","10335","540542","2004039","G. W. Jones Exchange Bank","Marcellus","MI","49067","6/30/2019","11/18/2019","SM","119-21 West Main Street","JONES BANCORP, INC.","4","0","0","8","0","Cass","43780","South Bend-Mishawaka, IN-MI","5/28/1877","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","","","","","",""
"32307","8123","24378","0","Galion Building and Loan Bank","Galion","OH","44833","6/30/2019","11/18/2019","NM","135 South Market Street","","2","0","0","5","0","Crawford","","","2/13/1884","4/17/1985","1/1/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","","","","","",""
"19687","13038","987651","1139756","Garden Plain State Bank","Wichita","KS","67209","6/30/2019","11/18/2019","NM","10526 West Maple Street","GARDEN PLAIN BANCSHARES, INC.","2","0","0","8","0","Sedgwick","48620","Wichita, KS","12/21/1966","3/17/1967","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","","","","","",""
"18164","0","608358","1842551","Garfield County Bank","Jordan","MT","59337","6/30/2019","11/18/2019","NM","444 Main Street","GARFIELD COUNTY BANCSHARES, INC.","2","0","0","2","0","Garfield","","","3/14/1960","3/14/1960","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","","","","","",""
"15306","0","808653","1126523","Garrison State Bank and Trust","Garrison","ND","58540","6/30/2019","11/18/2019","NM","102 North Main Street","MCLEAN BANK HOLDING COMPANY","2","0","0","2","0","Mclean","","","11/2/1935","11/19/1935","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","","","","","",""
"27774","257","657271","0","Gate City Bank","Fargo","ND","58102","6/30/2019","11/18/2019","SA","500 Second Avenue North","","39","0","1","5","0","Cass","22020","Fargo, ND-MN","1/1/1923","7/12/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.gatecity.bank","0","","","","",""
"10306","13807","136459","1135374","Gates Banking and Trust Company","Gates","TN","38037","6/30/2019","11/18/2019","SM","Wardlaw And Third Streets","SECURITY BANCORP OF TENNESSEE, INC.","1","0","0","2","0","Lauderdale","","","9/1/1904","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.gatesbank.com","","","","","",""
"57644","0","3223417","3223396","Gateway Bank","Mendota Heights","MN","55118","6/30/2019","11/18/2019","NM","745 Market Street","GATEWAY BANCORPORATION, INC.","2","0","0","4","1","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/20/2004","1/20/2004","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.gateway-banking.com","0","","","","",""
"8730","0","733540","4512378","Gateway Bank","Rison","AR","71665","6/30/2019","11/18/2019","NM","112 Main Street","SIGMA HOLDINGS, INC.","2","0","0","4","1","Cleveland","38220","Pine Bluff, AR","1/1/1932","1/1/1934","10/15/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.gatewaybank.bank","0","","","","",""
"33103","8857","1493319","0","Gateway Bank, F.S.B.","Oakland","CA","94607","6/30/2019","11/18/2019","SA","360 Eighth Street","","1","0","0","5","0","Alameda","41860","San Francisco-Oakland-Hayward, CA","6/8/1990","6/8/1990","2/23/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","","","","","",""
"58678","0","3667132","0","Gateway Commercial Bank","Mesa","AZ","85212","6/30/2019","11/18/2019","NM","6860 East Warner Road","","1","0","0","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","12/3/2007","12/3/2007","8/12/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","www.gcbaz.com","0","","","","",""
"15118","16041","3851427","0","Gateway First Bank","Jenks","OK","74037","6/30/2019","11/18/2019","NM","244 South Gateway Place","","11","0","1","9","0","Alfalfa","","","3/2/1935","5/3/1935","5/3/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.gatewayfirst.com","0","","","","",""
"22366","0","972769","2017673","GBC International Bank","Los Angeles","CA","90036","6/30/2019","11/18/2019","NM","5670 Wilshire Blvd, # 1780","GBC HOLDINGS, INC.","9","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","11/15/1976","11/15/1976","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","","","","","","",""
"32287","8095","291273","3828625","Geauga Savings Bank","Newbury","OH","44065","6/30/2019","11/18/2019","SA","10800 Kinsman Road","MAPLE LEAF FINANCIAL, INC.","2","0","0","4","0","Geauga","17460","Cleveland-Elyria, OH","8/30/1983","3/25/1985","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","","","","","",""
"30397","5278","451273","0","Geddes Federal Savings and Loan Association","Syracuse","NY","13219","6/30/2019","11/18/2019","SA","2208 West Genesee St","","1","0","0","5","0","Onondaga","45060","Syracuse, NY","1/1/1948","3/30/1949","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.geddesfederal.com","0","","","","",""
"14096","0","1016558","4195285","Generations Bank","Exeter","NE","68351","6/30/2019","11/18/2019","NM","139 South Exeter Avenue","GLAASS FINANCIAL, LLC","1","0","0","2","0","Fillmore","","","1/1/1934","3/21/1934","12/17/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","","","","","",""
"16040","18024","442011","2912442","Generations Bank","Seneca Falls","NY","13148","6/30/2019","11/18/2019","SA","19 Cayuga Street","SENECA FALLS SAVINGS BANK MHC, THE","10","0","0","6","0","Seneca","","","5/21/1870","7/1/1943","9/29/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.mygenbank.com","0","","","","",""
"88","10660","329345","2352196","Generations Bank","Rogers","AR","72758","6/30/2019","11/18/2019","NM","3710 Southern Hills Blvd, #","HARRELL BANCSHARES, INC.","11","0","0","4","0","Benton","22220","Fayetteville-Springdale-Rogers, AR-MO","10/8/1907","1/1/1934","3/21/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","","","","","",""
"59149","0","5336928","2912442","Generations Commercial Bank","Seneca Falls","NY","13148","6/30/2019","11/18/2019","NM","19 Cayuga Street","SENECA FALLS SAVINGS BANK MHC, THE","1","0","0","7","0","Seneca","","","12/31/2018","12/31/2018","12/31/2018","Stock","16040","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","","","","","",""
"26333","0","852704","3644722","Genesee Regional Bank","Rochester","NY","14618","6/30/2019","11/18/2019","NM","1850 South Winton Rd","GREATER ROCHESTER BANCORP, INC.","3","0","0","4","0","Monroe","40380","Rochester, NY","8/12/1985","8/12/1985","5/19/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","","","","","",""
"5408","0","2750","0","Genoa Community Bank","Genoa","NE","68640","6/30/2019","11/18/2019","NM","Willard Ave. & Oak St.","","1","0","0","2","1","Nance","","","1/1/1903","1/1/1934","6/30/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","","","","","",""
"57071","0","3016347","3016338","Georgia Banking Company","Atlanta","GA","30339","6/30/2019","11/18/2019","NM","6190 Powers Ferry Road","GEORGIA BANKING COMPANY, INC.","2","0","0","5","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","11/1/2001","11/1/2001","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.geobanking.com","0","","","","",""
"58523","0","3646397","0","Georgia Primary Bank","Atlanta","GA","30342","6/30/2019","11/18/2019","NM","3880 Roswell Road, Ne","","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","10/22/2007","10/22/2007","2/25/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","","","","","",""
"17393","9936","37640","1098620","German American Bank","Jasper","IN","47546","6/30/2019","11/18/2019","NM","711 Main Street","GERMAN AMERICAN BANCORP, INC.","65","0","1","4","0","Dubois","","","11/10/1910","1/18/1955","6/30/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","http://www.germanamerican.com","-206","","","","",""
"5749","15373","556936","1137453","German-American State Bank","German Valley","IL","61039","6/30/2019","11/18/2019","NM","100 Church Street","FORESIGHT FINANCIAL GROUP, INC.","4","0","0","2","0","Stephenson","","","1/6/1907","1/1/1934","6/30/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.germanamericanstatebank.com","0","","","","",""
"12113","12626","830748","1098741","Germantown Trust & Savings Bank","Breese","IL","62230","6/30/2019","11/18/2019","NM","205 Germantown Road","GERMANTOWN BANC CORP.","4","0","0","2","1","Clinton","41180","St. Louis, MO-IL","2/6/1906","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","","","","","",""
"30126","4804","670775","0","Gibraltar Bank","Oak Ridge","NJ","7438","6/30/2019","11/18/2019","SA","5527 Berkshire Valley Road","","3","0","0","5","0","Morris","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1909","9/25/1940","12/1/2016","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.gibraltarbanknj.com","","","","","",""
"16689","0","734350","1136102","Gibsland Bank & Trust Company","Gibsland","LA","71028","6/30/2019","11/18/2019","NM","1246 Third Street","GIBSLAND BANCSHARES, INC.","9","0","0","4","0","Bienville","","","4/15/1948","4/15/1948","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","","","","","",""
"3219","0","323651","2839969","Gilmer National Bank, Gilmer, Texas","Gilmer","TX","75644","6/30/2019","11/18/2019","N","713 Us Highway 271 N","GILMER NATIONAL BANCSHARES, INC.","1","0","0","8","0","Upshur","30980","Longview, TX","5/1/1901","1/1/1934","1/1/2014","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","","","","","",""
"30788","5918","2634191","2003975","Glacier Bank","Kalispell","MT","59901","6/30/2019","11/18/2019","NM","49 Commons Loop","GLACIER BANCORP, INC.","167","0","1","4","0","Flathead","","","7/15/1955","7/15/1955","4/29/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","0","www.glacierbank.com","0","","","","",""
"8492","16050","617538","1095058","Glasford State Bank","Glasford","IL","61533","6/30/2019","11/18/2019","NM","305 East Main Street","BACKLUND INVESTMENT CO.","2","0","0","8","1","Peoria","37900","Peoria, IL","9/1/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.glasfordbank.com","","","","","",""
"28729","2246","147679","0","Glen Rock Savings Bank","Glen Rock","NJ","7452","6/30/2019","11/18/2019","SB","175 Rock Road","","4","0","0","5","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1922","5/18/1937","10/30/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","","","","","",""
"9244","0","439132","3348897","Glennville Bank","Glennville","GA","30427","6/30/2019","11/18/2019","NM","102 East Barnard Street","GB BANK GROUP, INC.","7","0","0","2","0","Tattnall","","","1/18/1905","1/1/1934","1/1/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.glennvillebank.com","0","","","","",""
"7074","10436","866000","1048812","Glens Falls National Bank and Trust Company","Glens Falls","NY","12801","6/30/2019","11/18/2019","N","250 Glen Street","ARROW FINANCIAL CORPORATION","30","0","0","6","0","Warren","24020","Glens Falls, NY","1/1/1851","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.gfnational.com","0","","","","",""
"12406","12925","750239","1201112","Glenview State Bank","Glenview","IL","60025","6/30/2019","11/18/2019","NM","800 Waukegan Road","CUMMINS-AMERICAN CORP.","7","0","0","9","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1920","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.gsb.com","0","","","","",""
"956","16057","566243","1204421","Glenwood State Bank","Glenwood","IA","51534","6/30/2019","11/18/2019","SM","32 North Walnut Street","GLENWOOD BANCORPORATION","4","0","0","8","0","Mills","36540","Omaha-Council Bluffs, NE-IA","1/1/1899","1/1/1934","1/1/2019","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","","","","","","",""
"8853","0","975854","0","Glenwood State Bank (Incorporated)","Glenwood","MN","56334","6/30/2019","11/18/2019","NM","5 East Minnesota Street","","3","0","0","4","1","Pope","","","5/9/1907","1/1/1934","7/10/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","","","","","",""
"58263","0","3561771","0","Global Bank","New York","NY","10038","6/30/2019","11/18/2019","NM","8 Catherine Street","","1","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/12/2007","3/12/2007","1/9/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","","","","","",""
"29399","3395","250476","0","GN Bank","Chicago","IL","60653","6/30/2019","11/18/2019","SA","4619 S Martin L King Drive","","2","0","0","7","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1934","3/30/1935","5/31/2018","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.gnbank.net","0","","","","",""
"14079","10194","724744","1205950","GNB Bank","Grundy Center","IA","50638","6/30/2019","11/18/2019","SM","529 G Ave","GNB BANCORPORATION","11","0","0","2","1","Grundy","47940","Waterloo-Cedar Falls, IA","3/16/1934","3/16/1934","1/1/2016","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","","","","","",""
"4673","0","928056","1064915","GNBank, National Association","Girard","KS","66743","6/30/2019","11/18/2019","N","100 East Forest Avenue","GN BANKSHARES, INC.","16","0","1","2","0","Crawford","","","7/1/1929","1/1/1934","4/2/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","","","","","","",""
"57192","0","3025929","3025910","Gogebic Range Bank","Ironwood","MI","49938","6/30/2019","11/18/2019","NM","155 East Cloverland Drive","WEST END FINANCIAL CORP.","4","0","0","4","0","Gogebic","","","5/20/2002","5/20/2002","4/22/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","","","","","","",""
"58654","0","3614369","5124714","Gold Coast Bank","Islandia","NY","11749","6/30/2019","11/18/2019","NM","2929 Expressway Drive North","GOLD COAST BANCORP, INC.","7","0","0","4","0","Suffolk","35620","New York-Newark-Jersey City, NY-NJ-PA","3/10/2008","3/10/2008","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","","","","","",""
"58556","0","3593307","3593295","Gold Coast Bank","Chicago","IL","60610","6/30/2019","11/18/2019","NM","1165 N. Clark St. Suite 200","GC BANCORP, INC.","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/4/2007","6/4/2007","6/1/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","","","","","",""
"26223","0","536059","0","Golden Bank, National Association","Houston","TX","77036","6/30/2019","11/18/2019","N","9315 Bellaire Boulevard","","8","0","1","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","5/3/1985","5/3/1985","7/11/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.goldenbank-na.com","0","","","","",""
"28735","2253","148171","3835230","Golden Belt Bank, FSA","Ellis","KS","67637","6/30/2019","11/18/2019","SA","901 Washington St","MID-AMERICA FINANCIAL CORPORATION","3","0","1","4","1","Ellis","","","1/1/1920","7/22/1936","10/2/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","","","","","",""
"58579","0","3602889","3831139","Golden Eagle Community Bank","Woodstock","IL","60098","6/30/2019","11/18/2019","NM","975 Country Club Road","GOLDEN EAGLE BANCORP, INC.","3","0","0","4","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/31/2007","10/31/2007","7/21/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","","","","","",""
"26881","13877","962966","2930419","Golden Pacific Bank, National Association","Sacramento","CA","95814","6/30/2019","11/18/2019","N","1409 28th St","GOLDEN PACIFIC BANCORP, INC.","4","0","0","4","0","Sacramento","40900","Sacramento-Roseville-Arden-Arcade, CA","12/29/1986","12/29/1986","6/24/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","","","","","","",""
"57585","0","3224375","4725589","Golden State Bank","Glendale","CA","91203","6/30/2019","11/18/2019","NM","500 N Brand Blvd Suite 2300","GOLDEN STATE BANCORP","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/1/2003","12/1/2003","6/27/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","","","","","",""
"58278","0","3440803","0","Golden Valley Bank","Chico","CA","95926","6/30/2019","11/18/2019","NM","190 Cohasset Rd., Suite 170","","2","0","0","4","0","Butte","17020","Chico, CA","4/24/2006","4/24/2006","8/11/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","","","","","","",""
"33124","0","2182786","2380443","Goldman Sachs Bank USA","New York","NY","10282","6/30/2019","11/18/2019","SM","200 West Street","GOLDMAN SACHS GROUP, INC., THE","6","0","1","9","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","8/30/1990","11/28/2008","4/15/2016","Stock","0","1","FED","DIF","New York","WASHINGTON","New York City","New York","Northeastern","Northeast","0","0","www.marcus.com","379000","658000","270000","-153000","0","-396000"
"58405","0","3592047","0","Goldwater Bank, N.A.","Phoenix","AZ","85016","6/30/2019","11/18/2019","N","2525 E Camelback Rd, # 1100","","1","0","0","5","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","4/2/2007","4/2/2007","10/1/2016","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","goldwaterbank.com","0","","","","",""
"11699","0","936837","3154333","Goodfield State Bank","Goodfield","IL","61742","6/30/2019","11/18/2019","NM","201 South Eureka Street","GOODFIELD FINANCIAL CORPORATION","3","0","0","4","1","Woodford","37900","Peoria, IL","12/14/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","","","","","",""
"8569","0","815053","1051380","Goppert Financial Bank","Lathrop","MO","64465","6/30/2019","11/18/2019","NM","710 Oak Street","GOPPERT FINANCIAL CORP.","6","0","0","2","0","Clinton","28140","Kansas City, MO-KS","9/28/1879","1/1/1934","1/2/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","","","","","",""
"17317","0","850456","1051380","Goppert State Service Bank","Garnett","KS","66032","6/30/2019","11/18/2019","NM","106 East 5th Street","GOPPERT FINANCIAL CORP.","9","0","0","2","0","Anderson","","","7/11/1899","4/12/1954","4/24/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","","","","","",""
"17748","15348","241607","3444717","Gorham Savings Bank","Gorham","ME","4038","6/30/2019","11/18/2019","SB","64 Main Street","GORHAM BANCORP, MHC","14","0","0","4","0","Cumberland","38860","Portland-South Portland, ME","1/1/1868","4/18/1957","7/22/2019","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","","209","","","","",""
"30976","6199","905673","3793077","Gouverneur Savings and Loan Association","Gouverneur","NY","13642","6/30/2019","11/18/2019","SA","42 Church Street","CAMBRAY MUTUAL HOLDING COMPANY","2","0","0","5","0","Saint Lawrence","","","1/1/1892","7/21/1958","3/13/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","","","","","",""
"29206","3099","839974","3799006","Graham Savings and Loan, SSB","Graham","TX","76450","6/30/2019","11/18/2019","SB","745 Elm Street","GRAHAM SAVINGS FINANCIAL CORP","3","0","0","5","1","Young","","","11/27/1934","11/27/1934","7/1/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","","","","","",""
"22065","13633","76854","1065967","Grand Bank","Tulsa","OK","74135","6/30/2019","11/18/2019","NM","4200 East Skelly Drive","GRAND CAPITAL CORPORATION","3","0","0","4","0","Tulsa","46140","Tulsa, OK","7/21/1975","7/21/1975","5/18/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","","","","","",""
"31864","7547","68671","3842032","Grand Bank for Savings, FSB","Hattiesburg","MS","39402","6/30/2019","11/18/2019","SA","204 Westover Drive","GRAND FINANCIAL CORP","2","0","0","5","1","Lamar","25620","Hattiesburg, MS","1/1/1968","4/13/1977","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","","","","","",""
"57274","0","3093964","0","Grand Bank, National Association","Hamilton","NJ","8619","6/30/2019","11/18/2019","N","One Edinburg Road","","2","0","0","4","1","Mercer","45940","Trenton, NJ","3/1/2002","3/1/2002","9/29/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","","","","","","",""
"8842","0","945950","1020920","Grand Marais State Bank","Grand Marais","MN","55604","6/30/2019","11/18/2019","SM","211 East Highway 61","CENTRAL TRUST COMPANY","2","0","0","4","1","Cook","","","9/16/1916","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","","","","","",""
"57531","17950","3148033","3835203","Grand Mountain Bank, FSB","Granby","CO","80446","6/30/2019","11/18/2019","SA","337 East Agate Avenue","GRAND MOUNTAIN BANCSHARES, INC.","4","0","0","4","0","Grand","","","11/26/2003","11/26/2003","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","","","","","",""
"10962","0","1003558","1125245","Grand Rapids State Bank","Grand Rapids","MN","55744","6/30/2019","11/18/2019","SM","523 Nw 1st Avenue","WILCOX BANCSHARES, INC.","2","0","0","4","1","Itasca","","","6/15/1914","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.grsb.com","0","","","","",""
"3674","14498","875132","4087830","Grand Ridge National Bank","Grand Ridge","IL","61325","6/30/2019","11/18/2019","N","105 West Main Street","PREMIER COMMERCE BANCORP, INC.","2","0","0","4","0","La Salle","","","4/6/1903","1/1/1934","2/1/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","","","","","",""
"58789","0","3812147","3916326","Grand River Bank","Grandville","MI","49418","6/30/2019","11/18/2019","SM","4471 Wilson Avenue","GRAND RIVER COMMERCE, INC.","1","0","0","4","0","Kent","24340","Grand Rapids-Wyoming, MI","4/30/2009","4/30/2009","1/13/2015","Stock","0","0","FED","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","","","","","",""
"10816","0","226949","4625595","Grand Rivers Community Bank","Grand Chain","IL","62941","6/30/2019","11/18/2019","NM","260 S Main St","MAIN STREET BANCSHARES, INCORPORATED","3","0","0","2","0","Pulaski","","","1/1/1902","1/1/1934","1/29/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.grandriverscommunitybank.com","0","","","","",""
"32084","7832","732178","4521334","Grand Savings Bank","Grove","OK","74344","6/30/2019","11/18/2019","NM","1022 South Main Street","GRAND BANCORP, INC.","12","0","1","4","1","Delaware","","","4/10/1981","4/10/1981","7/23/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.grandsavingsbank.com","","","","","",""
"18719","9307","918356","1128246","Grand Timber Bank","Mcgregor","MN","55760","6/30/2019","11/18/2019","NM","204 North Maddy Street","MCGREGOR BANCO, INC.","1","0","0","8","1","Aitkin","","","3/18/1963","3/18/1963","11/1/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","","","","","",""
"24922","0","178851","3701269","Grand Valley Bank","Heber City","UT","84032","6/30/2019","11/18/2019","NM","2 South Main Street","SAGEBRUSH PARTNERS, LLLP","9","0","1","2","0","Wasatch","","","12/13/1983","12/13/1983","4/26/2019","Stock","0","0","FDIC","DIF","San Francisco","DALLAS","Salt Lake City","San Francisco","Western","West","0","1","","","","","","",""
