cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"4722","0","132451","0","The First National Bank of Louisburg","Louisburg","KS","66053","6/30/2019","11/18/2019","N","1201 West Amity Street","","3","0","0","8","1","Miami","28140","Kansas City, MO-KS","8/10/1920","1/1/1934","8/24/2007","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","59670","1617","3895","2669","3658","7810","11562","5410","6516","4843","5407","4707","1576"
"4951","9274","290230","1085488","The First National Bank of Manchester","Manchester","TN","37355","6/30/2019","11/18/2019","N","100 West High Street","FCB CORPORATION","4","0","0","4","0","Coffee","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","200277","3939","9196","9142","11363","26561","10817","16056","38150","22381","13554","24774","13276"
"2708","11148","719610","1427220","The First National Bank of Manchester","Manchester","KY","40962","6/30/2019","11/18/2019","N","120 Town Branch Road","FIRST NATIONAL FINANCIAL CORPORATION","4","0","0","4","0","Clay","","","2/5/1905","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","66253","940","199","902","3053","13341","654","10293","848","3265","7506","13755","10185"
"4477","15806","818540","1491838","The First National Bank of Manning","Manning","IA","51455","6/30/2019","11/18/2019","N","401 Main Street","MANNING FINANCIAL SERVICES, INC.","1","0","0","2","0","Carroll","","","1/1/1886","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.fnbmanning.com","39630","265","694","2195","1551","1026","0","8016","4698","11771","4432","4747","235"
"6637","14205","44929","1137891","The First National Bank of McConnelsville","Mcconnelsville","OH","43756","6/30/2019","11/18/2019","N","86 North Kennebec Avenue","FNB SHARES, INC.","6","0","0","8","0","Morgan","","","7/1/1863","1/1/1934","1/20/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.first-national.com","82592","2244","8066","21294","19018","1348","182","2184","1763","6467","10113","7561","2090"
"3330","0","895055","4619437","The First National Bank of McGregor","Mc Gregor","TX","76657","6/30/2019","11/18/2019","N","401 South Main Street","MCGREGOR BANCSHARES, INC.","3","0","0","4","0","Mclennan","47380","Waco, TX","1/1/1889","1/1/1934","4/10/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","424747","9152","19219","77429","42991","1902","11830","36995","40174","89007","60390","20797","14437"
"20081","0","231336","1491913","The First National Bank of McHenry","Mchenry","IL","60050","6/30/2019","11/18/2019","N","3814 West Elm Street","BLACKHAWK BANCORP, INC.","3","0","0","7","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/28/1969","11/28/1969","7/18/2019","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","39825","638","885","2547","1137","8152","6876","2171","2096","2539","2760","6656","2779"
"5196","0","988256","0","The First National Bank of McIntosh","Mcintosh","MN","56556","6/30/2019","11/18/2019","N","260 Cleveland Ave. Sw","","1","0","0","2","1","Polk","24220","Grand Forks, ND-MN","8/22/1889","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","10248","210","310","979","613","318","0","981","2048","3202","1489","87","0"
"3339","0","500256","0","The First National Bank of Mertzon","Mertzon","TX","76941","6/30/2019","11/18/2019","N","Main And Broadway","","3","0","0","2","0","Irion","41660","San Angelo, TX","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.fnbmertzon.com","57270","699","848","2296","2620","855","0","5735","12162","12755","10498","7834","968"
"4952","9343","87234","1086449","The First National Bank of Middle Tennessee","Mcminnville","TN","37110","6/30/2019","11/18/2019","N","200 East Main Street","FIRST MCMINNVILLE CORPORATION","9","0","0","4","0","Warren","","","10/30/1874","1/1/1934","7/1/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","325875","11432","13382","35317","40818","7143","24576","50159","21954","39564","53832","25683","1573"
"5198","0","924357","3342411","The First National Bank of Milaca","Milaca","MN","56353","6/30/2019","11/18/2019","N","190 Second Avenue S.W.","RUM RIVER BANCORPORATION, INC.","4","0","0","4","1","Mille Lacs","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/24/1897","1/1/1934","5/4/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","132568","1830","3512","11673","13349","3403","477","14746","16111","35937","23628","5323","2337"
"4364","14637","44040","0","The First National Bank of Monterey","Monterey","IN","46960","6/30/2019","11/18/2019","N","6222 E. Main Street","","4","0","0","2","0","Pulaski","","","8/1/1910","1/1/1934","3/7/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","206517","1506","3481","9255","18945","1704","3858","39681","25785","30810","53399","8947","8268"
"3351","0","108269","3147353","The First National Bank of Moody","Moody","TX","76557","6/30/2019","11/18/2019","N","101 7th St","REYNOLDS, TEAGUE, THURMAN FINANCIAL CORP.","1","0","0","8","1","Mclennan","47380","Waco, TX","1/1/1893","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","21720","3255","3664","79","614","127","0","2407","6141","1454","1939","1291","0"
"5214","15570","706058","2992396","The First National Bank of Moose Lake","Moose Lake","MN","55767","6/30/2019","11/18/2019","N","400 Elm Avenue","FIRST NATIONAL BANK OF MOOSE LAKE PROFIT SHARING AND ESOP","2","0","0","4","1","Carlton","20260","Duluth, MN-WI","6/21/1926","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","83706","3294","1562","5863","10572","2899","2680","20656","5576","8313","13092","5379","3367"
"3579","16000","61832","5113763","The First National Bank of Mount Dora","Mount Dora","FL","32757","6/30/2019","11/18/2019","N","714 N Donnelly Street","FNBMD BANCSHARES, INC.","4","0","0","8","0","Lake","36740","Orlando-Kissimmee-Sanford, FL","9/1/1925","1/1/1934","7/26/2007","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","","102899","1422","2583","4718","1842","3729","17693","6110","3508","13083","9566","11636","22762"
"4598","0","827355","2090751","The First National Bank of Nevada, Missouri","Nevada","MO","64772","6/30/2019","11/18/2019","N","100 W. Walnut St","1889 BANCSHARES, INC.","1","0","0","2","0","Vernon","","","1/1/1889","1/1/1934","6/1/2010","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","0","1","","56135","471","1474","1026","719","4700","4577","3990","10195","10270","13794","1906","1338"
"5218","0","782351","3481776","The First National Bank of Northfield","Northfield","MN","55057","6/30/2019","11/18/2019","N","329 Division Street","HEYWOOD BANCSHARES, INC.","2","0","0","4","1","Rice","","","12/31/1872","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","165086","1630","1908","8100","11729","16100","635","24365","6519","22376","41941","25899","3875"
"3826","15548","333940","0","The First National Bank of Okawville","Okawville","IL","62271","6/30/2019","11/18/2019","N","203 East Walnut Street","","1","0","0","2","0","Washington","","","6/26/1920","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.fnbokaw.com","23352","1266","286","1256","0","162","1186","1822","7036","6142","606","391","3194"
"4958","0","966731","0","The First National Bank of Oneida","Oneida","TN","37841","6/30/2019","11/18/2019","N","18418 Alberta Street","","5","0","0","4","1","Scott","","","1/1/1904","1/1/1934","11/12/2013","Stock","0","1","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","151185","2443","7374","10129","6475","13949","19301","13612","18366","13522","10086","25068","10222"
"6280","12254","177500","0","The First National Bank of Orwell","Orwell","VT","5760","6/30/2019","11/18/2019","N","441 Main Street","","2","0","0","5","0","Addison","","","1/1/1863","1/1/1934","1/1/2016","Stock","0","0","OCC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","64989","2032","7574","19139","15420","388","300","3582","4931","7001","2578","375","0"
"5221","12598","726458","1124967","The First National Bank of Osakis","Osakis","MN","56360","6/30/2019","11/18/2019","N","211-213 Central Avenue","OSAKIS BANCSHARES, INC.","1","0","0","8","1","Douglas","","","6/8/1903","1/1/1934","6/24/2016","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","43641","908","1344","3288","3996","4624","635","2516","3598","6934","12329","2865","566"
"3719","0","856243","2791816","The First National Bank of Ottawa","Ottawa","IL","61350","6/30/2019","11/18/2019","N","701 La Salle Street","FIRST OTTAWA BANCSHARES, INC.","8","0","0","4","0","La Salle","","","6/1/1865","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","232571","22006","2804","6541","9108","4700","13211","30256","22373","29807","46910","16055","24517"
"3377","0","1014965","2341565","The First National Bank of Paducah","Paducah","TX","79248","6/30/2019","11/18/2019","N","Tenth And Bacus Streets","FIRST PADUCAH BANCSHARES OF TEXAS, INC.","2","0","0","2","0","Cottle","","","1/1/1909","1/1/1934","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","30308","253","4","1680","1328","954","0","4421","5351","7997","3877","2798","1245"
"6671","10937","571920","1139149","The First National Bank of Pandora","Pandora","OH","45877","6/30/2019","11/18/2019","N","102 East Main Street","PANDORA BANCSHARES, INCORPORATED","5","0","0","4","0","Putnam","","","6/21/1919","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","124954","1461","3936","11165","6445","8962","1825","8529","8916","26716","34894","8783","3155"
"4177","52809","639651","1055397","The First National Bank of Pawnee","Pawnee","OK","74058","6/30/2019","11/18/2019","N","601 Harrison Street","GEORGE MADISON CORPORATION, THE","1","0","0","2","1","Pawnee","46140","Tulsa, OK","2/8/1894","1/1/1934","6/23/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","fnbpawnee.com","26422","26","492","580","714","1898","304","2180","6961","3000","4139","4212","1375"
"6787","0","719030","2942805","The First National Bank of Peterstown","Peterstown","WV","24963","6/30/2019","11/18/2019","N","380 Market Street","PETERSTOWN BANCORP, INC.","2","0","1","8","0","Monroe","","","1/27/1910","1/1/1934","1/19/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","44249","1204","5405","2769","5888","10911","494","885","2906","1960","3385","7423","297"
"4494","0","343248","0","The First National Bank of Primghar","Primghar","IA","51245","6/30/2019","11/18/2019","N","108 South Hayes Avenue","","1","0","0","2","0","Obrien","","","11/11/1889","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.fnbprimghar.com","24188","0","86","287","125","39","0","978","5020","6580","9855","1213","0"
"5232","0","731957","0","The First National Bank of Proctor","Proctor","MN","55810","6/30/2019","11/18/2019","N","211 2nd Street","","1","0","0","8","0","Saint Louis","20260","Duluth, MN-WI","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","12929","690","856","2591","3158","722","46","980","319","1427","1183","793","140"
"3401","0","644963","3141034","The First National Bank of Quitaque","Quitaque","TX","79255","6/30/2019","11/18/2019","N","Main And First Streets","QUITAQUE NATIONAL CORPORATION","2","0","0","2","0","Briscoe","","","8/20/1920","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","31428","0","0","0","0","0","0","25714","1547","1018","1388","1027","446"
"3830","12205","421445","1131303","The First National Bank of Raymond","Raymond","IL","62560","6/30/2019","11/18/2019","N","403 East Broad Street","RAYMOND BANCORP, INC.","5","0","0","2","1","Montgomery","","","10/1/1903","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.fnbraymond.com","92735","1079","2517","6015","1947","1032","492","9916","25426","25738","11801","3386","1675"
"5364","0","956255","2577159","The First National Bank of River Falls","River Falls","WI","54022","6/30/2019","11/18/2019","N","104 East Locust Street","FIRST NATIONAL BANCORP OF RIVER FALLS, INC.","4","0","0","4","1","Pierce","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/4/1904","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","","154076","1383","2482","10457","10500","5148","3938","17218","11332","41074","28313","21108","1078"
"2767","15385","173641","1099140","The First National Bank of Russell Springs","Russell Springs","KY","42642","6/30/2019","11/18/2019","N","Highways 127 And 80","FIRST BANCORP, INC.","3","0","0","4","0","Russell","","","1/1/1906","1/1/1934","12/12/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","","127477","527","3441","74","166","3348","10351","6416","16952","9075","9058","26573","41346"
"3834","0","122546","1139523","The First National Bank of Sandoval","Sandoval","IL","62882","6/30/2019","11/18/2019","N","302 North Main Street","FIRST SANDOVAL BANCORP, INC.","1","0","0","8","1","Marion","","","6/1/1910","1/1/1934","8/1/2017","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","37566","284","228","2520","7120","7061","456","297","2219","4559","7095","3617","1931"
"4769","15726","414652","2260095","The First National Bank of Scott City","Scott City","KS","67871","6/30/2019","11/18/2019","N","501 Main Street","HOEME FAMILY PARTNERSHIP","1","0","0","2","0","Scott","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","71962","233","378","698","445","3397","1306","27420","2757","5916","10090","12082","5607"
"4770","0","195157","0","The First National Bank of Sedan","Sedan","KS","67361","6/30/2019","11/18/2019","N","101 West Main Street","","2","0","1","2","1","Chautauqua","","","3/13/1874","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","29082","192","271","2100","2175","753","446","5357","5416","4998","3593","1642","1621"
"5529","0","342362","2112439","The First National Bank of Shiner","Shiner","TX","77984","6/30/2019","11/18/2019","N","103 West 7th Street","INDUSTRY BANCSHARES, INC.","5","0","0","2","0","Lavaca","","","11/19/1900","1/1/1934","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","0","http://www.fnbshiner.com","121350","0","0","441","5088","23854","1542","13089","20865","8254","9840","26807","11293"
"5531","0","591366","2184333","The First National Bank of Sonora","Sonora","TX","76950","6/30/2019","11/18/2019","N","102 East Main Street","FIRST SONORA BANCSHARES, INC.","6","0","0","4","1","Sutton","","","1/1/1900","1/1/1934","4/7/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.sonorabank.com","300228","3546","1236","5046","8767","14185","42915","32364","32821","34655","38391","45303","39260"
"17093","0","794336","1250370","The First National Bank of South Miami","South Miami","FL","33143","6/30/2019","11/18/2019","N","5750 Sunset Drive","FIRST MIAMI BANCORP, INC.","5","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","4/3/1952","4/3/1952","3/31/2006","Stock","0","1","OCC","DIF","Atlanta","CHICAGO","South Florida","Atlanta","Southern","Southeast","0","1","","559870","7341","8968","15994","23524","39053","0","37552","33937","113162","153794","125881","0"
"3837","0","246947","1099421","The First National Bank of Sparta","Sparta","IL","62286","6/30/2019","11/18/2019","N","Broadway And Market Streets","FIRST BANCORP OF SPARTA, LTD.","1","0","0","8","1","Randolph","","","10/2/1885","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.fnbsparta.com","38707","4343","9567","1088","137","298","1800","1553","7084","5704","3999","922","2097"
"4774","0","197254","3391642","The First National Bank of Spearville","Spearville","KS","67876","6/30/2019","11/18/2019","N","401 North Main St","SPEARVILLE BANCSHARES, INC.","1","0","0","2","0","Ford","","","2/18/1908","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","http://www.fnbspearville.com","20904","0","0","0","0","0","0","4702","8093","4426","3388","295","0"
"5074","11319","381950","5140929","The First National Bank of St. Ignace","St. Ignace","MI","49781","6/30/2019","11/18/2019","N","132 North State Street","MACKINAC NATIONAL BANCORP, INC.","7","0","0","7","0","Mackinac","","","5/17/1888","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Grand Rapids","Minneapolis","Central","Central","0","1","","85409","5241","1762","4902","5909","3500","1725","14573","1794","13108","15800","9358","4612"
"5536","0","458665","0","The First National Bank of Stanton","Stanton","TX","79782","6/30/2019","11/18/2019","N","119 North St. Peter","","2","0","0","7","0","Martin","33260","Midland, TX","1/1/1906","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","56192","1484","0","140","2568","149","342","32304","4087","4394","5048","2868","2715"
"5538","0","411062","2940810","The First National Bank of Sterling City","Sterling City","TX","76951","6/30/2019","11/18/2019","N","602 4th St","STERLING CITY BANCSHARES, INC.","3","0","0","7","1","Sterling","41660","San Angelo, TX","8/2/1910","1/1/1934","6/2/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","26644","290","1039","2442","4804","1339","0","4251","3353","3710","3714","1272","227"
"4199","12218","319458","1142288","The First National Bank of Stigler","Stigler","OK","74462","6/30/2019","11/18/2019","N","300 East Main Street","STIGLER BANCORPORATION, INC.","1","0","0","2","1","Haskell","","","4/19/1904","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.fnbstigler.com","37390","807","654","1982","1869","964","925","7501","4792","8099","7080","1226","1275"
"6706","0","553926","4226693","The First National Bank of Sycamore","Sycamore","OH","44882","6/30/2019","11/18/2019","N","141 S Sycamore Ave","FNB BANCSHARES, INC.","4","0","0","4","0","Wyandot","","","7/1/1919","1/1/1934","6/2/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.fnbsycamore.com","85373","355","1178","2062","1388","7245","17387","6368","2996","7607","6652","11304","20821"
"4779","10633","543459","4442699","The First National Bank of Syracuse","Syracuse","KS","67878","6/30/2019","11/18/2019","N","111 South Main Street","LEGACY FINANCIAL, INC.","5","0","0","2","0","Hamilton","","","2/10/1906","1/1/1934","10/10/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","282862","2256","1317","4110","690","6044","8492","22504","51377","50014","45962","85146","3722"
"5546","0","467265","1830473","The First National Bank of Tahoka","Tahoka","TX","79373","6/30/2019","11/18/2019","N","1601 South 1st Street","TAHOKA FIRST BANCORP, INC.","1","0","0","2","1","Lynn","31180","Lubbock, TX","1/1/1907","1/1/1934","1/12/2017","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","15133","2","5","72","183","342","115","11198","222","966","831","449","567"
"5557","0","193162","0","The First National Bank of Tom Bean","Tom Bean","TX","75489","6/30/2019","11/18/2019","N","109 S Britton St","","4","0","1","4","1","Grayson","43300","Sherman-Denison, TX","9/22/1906","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","93023","122","897","3376","3249","3704","17939","13481","12803","8084","15037","4649","8092"
"5559","0","479567","0","The First National Bank of Trinity","Trinity","TX","75862","6/30/2019","11/18/2019","N","105 South Robb Street","","2","0","0","8","1","Trinity","","","9/11/1911","1/1/1934","9/25/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","29325","121","426","169","316","2472","3949","3197","1732","3613","5253","4495","3451"
"5076","11326","292850","1128321","The First National Bank of Wakefield","Wakefield","MI","49968","6/30/2019","11/18/2019","N","401 Sunday Lake Street","WAKEFIELD BANCORPORATION, INC.","2","0","0","7","1","Gogebic","","","1/1/1910","1/1/1934","4/22/2013","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","","19536","490","1186","2910","3892","77","0","610","1701","3616","4010","943","0"
"5270","11110","837354","1122534","The First National Bank of Waseca","Waseca","MN","56093","6/30/2019","11/18/2019","N","101 North State Street","FRANKSON INVESTMENT CORPORATION","3","0","0","4","1","Waseca","","","12/18/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","110573","446","2331","7392","614","9144","17407","6846","7026","13918","7582","22403","14977"
"6725","0","263627","3015612","The First National Bank of Waverly","Waverly","OH","45690","6/30/2019","11/18/2019","N","107 North Market","CENTRAL OHIO BANCORP","5","0","0","4","0","Pike","","","1/1/1901","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","86815","1127","2500","7943","9682","6021","327","9715","5390","12782","13935","13324","2384"
"2160","11878","31134","1137752","The First National Bank of Waynesboro","Waynesboro","GA","30830","6/30/2019","11/18/2019","N","626 Liberty Street","FIRST BURKE BANKING COMPANY","3","0","0","8","0","Burke","12260","Augusta-Richmond County, GA-SC","1/1/1905","1/1/1934","5/28/2010","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.fnbwaynesboro.com","88951","1471","2744","1154","3911","9398","18983","4968","12164","7076","11076","13274","2260"
"6805","0","917630","0","The First National Bank of Williamson","Williamson","WV","25661","6/30/2019","11/18/2019","N","68 E. 2nd Avenue","","3","0","1","8","1","Mingo","","","6/11/1903","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.yourfnbonline.com","57982","23","14","796","1981","17931","11360","2644","1047","4285","3599","7166","6902"
"5590","12096","501767","1102170","The First National Bank of Winnsboro","Winnsboro","TX","75494","6/30/2019","11/18/2019","N","315 North Main Street","ETEX BANCO, INC.","3","0","0","4","0","Wood","","","1/1/1893","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","89011","2305","9018","1148","1223","1704","4632","33180","12604","3556","5959","6377","7200"
"3897","12242","988845","1132159","The First National Bank of Wynne","Wynne","AR","72396","6/30/2019","11/18/2019","N","528 East Merriman Avenue","FIRST NATIONAL CORPORATION OF WYNNE","7","0","0","2","0","Cross","","","12/3/1915","1/1/1934","10/31/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","0","1","","195495","1991","1457","4824","6096","1269","0","28131","40226","58200","41715","10520","129"
"4752","0","460350","1063776","The First Security Bank","Overbrook","KS","66524","6/30/2019","11/18/2019","NM","312 Maple Street","OVERBROOK BANKSHARES, INC.","3","0","0","4","1","Osage","45820","Topeka, KS","4/3/1897","1/1/1934","3/2/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.firstsecurityks.com","45727","105","499","2844","1762","3391","3468","3226","7324","8566","8160","3220","3162"
"4041","0","49951","0","The First Security Bank","Beaver","OK","73932","6/30/2019","11/18/2019","NM","15 South Douglas Avenue","","1","0","0","2","1","Beaver","","","1/16/1916","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","108008","1414","1173","900","600","2673","2840","38176","12725","5448","6272","15302","16982"
"9973","0","736662","3600399","The First State Bank","Rice","TX","75155","6/30/2019","11/18/2019","NM","100 North Mckinney Street","RICE BANCSHARES, INC.","4","0","0","4","0","Navarro","","","2/27/1928","1/1/1934","3/12/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","87812","1339","4354","147","125","2842","4920","14273","21051","8726","8202","8881","12543"
"5835","13277","394259","1056992","The First State Bank","Norton","KS","67654","6/30/2019","11/18/2019","NM","105 West Main Street","NORTON BANKSHARES, INC.","5","0","1","2","1","Norton","","","4/21/1902","1/1/1934","1/1/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.firstatebank.com","240111","277","5714","105","98","732","869","88538","68713","10345","23635","30246","7510"
"14361","0","627425","1076057","The First State Bank","Barboursville","WV","25504","6/30/2019","11/18/2019","NM","660 Central Avenue","FIRST BANKSHARES, INC.","4","0","0","4","0","Cabell","26580","Huntington-Ashland, WV-KY-OH","9/1/1905","5/14/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","100216","13276","3881","5575","4145","614","5361","29733","3065","6379","5781","4560","928"
"12315","10301","801654","1898008","The First State Bank","Columbus","TX","78934","6/30/2019","11/18/2019","NM","420 Walnut Street","COLUMBUS BANCORP, INC.","1","0","0","2","1","Colorado","","","3/1/1913","1/1/1934","3/25/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","31653","0","191","216","323","966","3407","1737","3531","2985","3532","3120","11612"
"10503","0","275657","1059591","The First State Bank","Ness City","KS","67560","6/30/2019","11/18/2019","SM","206 N. Pennsylvania Ave.","BEUTLER, INC.","1","0","0","2","1","Ness","","","1/1/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","27018","0","3","0","0","0","0","2828","7901","6744","6034","2899","608"
"17588","12692","888552","1141021","The First State Bank","Louise","TX","77455","6/30/2019","11/18/2019","NM","206 North St.","LOUISE BANCSHARES, INC.","12","0","0","2","1","Wharton","","","5/7/1956","5/7/1956","8/17/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.fsblouise.com","348974","2581","7023","10303","12425","12198","821","28886","98016","49485","88959","18946","19308"
"2301","53275","141350","0","The First State Bank","Boise City","OK","73933","6/30/2019","11/18/2019","NM","20 Sw Square","","1","0","0","2","1","Cimarron","","","8/6/1915","1/1/1934","1/28/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","67750","502","0","26","9","626","164","51977","2928","4178","4450","2328","292"
