cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnreres,LNRERSFM,LNRERSF2,lnreloc,LNRERSF1
"3808","0","372444","1248489","The Litchfield National Bank","Litchfield","IL","62056","6/30/2019","11/18/2019","N","316 North State Street","LITCHFIELD BANCSHARES COMPANY","3","0","0","2","0","Montgomery","","","5/1/1907","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","","19682","18289","378","1015","13329"
"17395","0","125958","1062797","The Lorraine State Bank","Lorraine","KS","67459","6/30/2019","11/18/2019","NM","233 Main St","ELLCO BANCSHARES, INC.","1","0","0","2","0","Ellsworth","","","1/1/1907","2/3/1955","7/23/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","1814","1814","0","0","0"
"90227","0","923707","4268349","The Lowell Five Cent Savings Bank","Lowell","MA","1852","6/30/2019","11/18/2019","SB","34 John Street","LOWELL FIVE BANCORP MHC","16","0","1","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/12/1854","7/1/1985","6/29/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","","343208","297681","2935","42592","178052"
"7586","13939","501815","1117688","The Luzerne Bank","Luzerne","PA","18709","6/30/2019","11/18/2019","NM","118 Main Street","PENNS WOODS BANCORP, INC.","9","0","0","4","0","Luzerne","42540","Scranton-Wilkes-Barre-Hazleton, PA","1/1/1907","1/1/1934","5/23/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.luzernebank.com","134396","64580","965","68851","55718"
"12135","0","136655","1416617","The Lyndon State Bank","Lyndon","KS","66451","6/30/2019","11/18/2019","NM","817 Topeka Avenue","CMJR INVESTMENTS, INC.","3","0","0","2","1","Osage","45820","Topeka, KS","8/1/1901","1/1/1934","7/21/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","25451","24673","778","0","22279"
"14952","0","796657","1056769","The Lyon County State Bank","Emporia","KS","66801","6/30/2019","11/18/2019","NM","902 Merchant Street","OTTAWA BANCSHARES, INC.","3","0","0","7","1","Lyon","","","6/27/1913","12/28/1934","7/12/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","25739","23030","1017","1692","14551"
"7151","13866","323204","1246476","The Lyons National Bank","Lyons","NY","14489","6/30/2019","11/18/2019","N","35 Williams Street","LYONS BANCORP, INC.","15","0","0","4","0","Wayne","40380","Rochester, NY","1/1/1865","1/1/1934","6/2/2010","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","346127","269057","17103","59967","3583"
"15604","0","142656","2948236","The Lyons State Bank","Lyons","KS","67554","6/30/2019","11/18/2019","NM","101 East Main Street","CORONADO FINANCIAL CORPORATION","2","0","0","2","1","Rice","","","5/21/1938","5/21/1938","8/8/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","8738","8208","122","408","6777"
"15501","0","830252","0","The Lytle State Bank of Lytle, Texas","Lytle","TX","78052","6/30/2019","11/18/2019","NM","14631 S. Fm 2790 W.","","1","0","0","7","0","Atascosa","41700","San Antonio-New Braunfels, TX","9/14/1910","6/10/1937","3/9/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","3806","3806","0","0","0"
"14644","10787","906241","1099980","The Malvern National Bank","Malvern","AR","72104","6/30/2019","11/18/2019","N","501 S. Main Street","MNB BANCSHARES, INC.","15","0","0","4","1","Hot Spring","","","1/1/1934","8/7/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","41445","37727","950","2768","3640"
"9860","0","513920","2375449","The Marblehead Bank","Marblehead","OH","43440","6/30/2019","11/18/2019","SM","709 West Main Street","MARBLEHEAD BANCORP","3","0","0","5","0","Ottawa","45780","Toledo, OH","3/6/1907","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.marbleheadbank.com","12727","12548","0","179","11520"
"8576","0","441359","1099814","The Maries County Bank","Vienna","MO","65582","6/30/2019","11/18/2019","NM","218 Fourth Street","MARIES COUNTY BANCORP., INC.","11","0","0","2","0","Maries","","","8/17/1900","1/1/1934","12/28/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","","73472","68999","1208","3265","45539"
"4728","0","167752","2857552","The Marion National Bank","Marion","KS","66861","6/30/2019","11/18/2019","N","302 East Main Street","MARION BANCSHARES, INC.","1","0","0","2","0","Marion","","","1/1/1905","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","1897","1727","59","111","1718"
"35394","15930","2881445","0","The MassMutual Trust Company","Enfield","CT","6082","6/30/2019","11/18/2019","SA","100 Bright Meadow Blvd M327","","1","0","0","7","0","Hartford","25540","Hartford-West Hartford-East Hartford, CT","1/12/2000","1/12/2000","2/24/2012","Stock","0","1","OCC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","0","","0","0","0","0","0"
"314","0","741956","0","The Mer Rouge State Bank","Mer Rouge","LA","71261","6/30/2019","11/18/2019","NM","102 Davenport Avenue","","1","0","0","2","0","Morehouse","33740","Monroe, LA","1/1/1903","1/1/1934","4/9/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","1677","1677","0","0","453"
"12231","15976","867258","5060915","The Mercantile Bank of Louisiana, Missouri","Louisiana","MO","63353","6/30/2019","11/18/2019","NM","222 Georgia Street","NORTHEAST MISSOURI BANCSHARES, INC.","1","0","0","2","1","Pike","","","1/29/1880","1/1/1934","2/19/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","15571","14441","1130","0","277"
"183","0","784430","0","The Merchants & Citizens Bank","Mcrae","GA","31055","6/30/2019","11/18/2019","NM","6 College Street","","1","0","0","7","0","Telfair","","","2/23/1929","1/1/1934","2/15/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","16392","15795","597","0","44"
"107","0","691042","1099252","The Merchants & Planters Bank","Clarendon","AR","72029","6/30/2019","11/18/2019","NM","297 Madison Street","CLARENDON HOLDING CO.","1","0","0","7","0","Monroe","","","1/1/1890","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","0","1","","791","781","10","0","0"
"8259","11134","963954","1917918","The Merchants and Farmers Bank of Salisbury","Salisbury","MO","65281","6/30/2019","11/18/2019","NM","507 N Weber Ave","WIDMER BANCSHARES, INC.","4","0","0","2","1","Chariton","","","9/7/1903","1/1/1934","6/3/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","","14844","14480","172","192","8056"
"6605","10841","701222","2485487","The Merchants National Bank","Hillsboro","OH","45133","6/30/2019","11/18/2019","N","100 North High Street","MERCHANTS BANCORP, INC.","18","0","0","8","0","Highland","","","12/25/1879","1/1/1934","4/30/2019","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","338166","303244","6593","28329","140199"
"16167","12956","533227","1133204","The Metamora State Bank","Metamora","OH","43540","6/30/2019","11/18/2019","SM","120 East Main Street","METAMORA BANCORP, INC.","3","0","0","2","0","Fulton","45780","Toledo, OH","5/25/1944","7/1/1944","11/7/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","19940","16356","333","3251","3059"
"13716","14288","177920","1398740","The Middlefield Banking Company","Middlefield","OH","44062","6/30/2019","11/18/2019","NM","15985 East High Street","MIDDLEFIELD BANC CORP","15","0","0","4","0","Geauga","17460","Cleveland-Elyria, OH","3/15/1902","1/20/1934","1/13/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.middlefieldbank.com","346261","229073","3526","113662","219099"
"4739","12719","576653","1928437","The Midland National Bank of Newton","Newton","KS","67114","6/30/2019","11/18/2019","N","527 N Main Street","MIDLAND FINANCIAL CORPORATION","5","0","0","8","1","Harvey","48620","Wichita, KS","1/1/1893","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","30243","28488","366","1389","23111"
"16101","7458","258306","0","The Milford Bank","Milford","CT","6460","6/30/2019","11/18/2019","SB","33 Broad Street","","8","0","0","4","0","New Haven","35300","New Haven-Milford, CT","1/1/1872","11/17/1943","7/20/2015","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","","196375","169915","9424","17036","29856"
"5141","13578","43856","0","The Miners National Bank of Eveleth","Eveleth","MN","55734","6/30/2019","11/18/2019","N","401 Grant Avenue","","1","0","0","8","0","Saint Louis","20260","Duluth, MN-WI","10/10/1903","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","17897","15775","939","1183","8804"
"10928","9864","255350","2962344","The Miners State Bank","Iron River","MI","49935","6/30/2019","11/18/2019","NM","312 West Genesee Street","MSB BANKSHARES, INC.","6","0","0","4","0","Iron","","","1/1/1932","1/1/1934","8/7/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","http://www.msbir.com","6892","5604","345","943","361"
"58764","0","3821626","5005626","The MINT National Bank","Kingwood","TX","77339","6/30/2019","11/18/2019","N","1213 Kingwood Drive","MINT HOLDINGS, INC., THE","1","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","1/5/2009","1/5/2009","1/16/2009","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","29151","28959","192","0","22540"
"14036","0","309150","1138393","The Missouri Bank","Warrenton","MO","63383","6/30/2019","11/18/2019","SM","104 North Highway 47","WARREN COUNTY BANCSHARES, INC.","4","0","0","4","1","Warren","41180","St. Louis, MO-IL","1/1/1934","3/10/1934","2/19/2011","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","40416","38221","188","2007","1637"
"13787","13533","491251","1138393","The Missouri Bank II","Sedalia","MO","65301","6/30/2019","11/18/2019","SM","1601 South Limit","WARREN COUNTY BANCSHARES, INC.","4","0","0","4","1","Pettis","","","1/1/1891","1/30/1934","12/19/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","","30491","29501","698","292","7108"
"292","13745","266945","1097922","The Monticello Banking Company","Monticello","KY","42633","6/30/2019","11/18/2019","SM","50 North Main","MONTICELLO BANKSHARES, INC.","20","0","0","4","0","Wayne","","","1/1/1895","1/1/1934","9/8/2018","Stock","0","1","FED","DIF","Chicago","CHICAGO","Lexington","St. louis","Central","Southeast","0","1","","183802","158670","2664","22468","112125"
"3210","0","253356","1107522","The Moody National Bank","Galveston","TX","77550","6/30/2019","11/18/2019","N","2302 Post Office","MOODY BANCSHARES, INC.","16","0","0","4","0","Galveston","26420","Houston-The Woodlands-Sugar Land, TX","1/1/1907","1/1/1934","8/5/2016","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","http://www.moodybank.com","87171","78008","9163","0","0"
"3358","14047","770068","1103515","The Morris County National Bank of Naples","Naples","TX","75568","6/30/2019","11/18/2019","N","101 Wl Doc Dodson East","MORRIS COUNTY BANKSHARES, INCORPORATED","2","0","0","4","1","Morris","","","8/15/1893","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.morriscountybank.com","15721","14787","288","646","13877"
"32907","11195","1826382","1208595","The Morris Plan Company of Terre Haute, Inc.","Terre Haute","IN","47808","6/30/2019","11/18/2019","NM","817 Wabash Avenue","FIRST FINANCIAL CORPORATION","1","0","0","6","0","Vigo","45460","Terre Haute, IN","7/27/1962","3/23/1990","8/15/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","2657","2657","0","0","2444"
"9438","0","274025","2266873","The Mt. Victory State Bank","Mount Victory","OH","43340","6/30/2019","11/18/2019","NM","103 S Main St","VICTORY BANCSHARES, INC.","1","0","0","8","0","Hardin","","","9/14/1929","1/1/1934","12/8/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","2997","2894","18","85","2894"
"10678","9219","141211","1364035","The Muncy Bank and Trust Company","Muncy","PA","17756","6/30/2019","11/18/2019","NM","2 N Main Street","MUNCY BANK FINANCIAL, INC.","8","0","0","5","0","Lycoming","48700","Williamsport, PA","11/1/1893","1/1/1934","8/11/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","","245991","190742","19559","35690","27433"
"35161","15834","2819242","3832592","The Murray Bank","Murray","KY","42071","6/30/2019","11/18/2019","SA","405 South 12th Street","BANCKENTUCKY, INC.","3","0","0","4","1","Calloway","","","6/15/1999","6/15/1999","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","","94140","77930","4580","11630","71340"
"10101","0","944047","1210525","The Napoleon State Bank","Napoleon","IN","47034","6/30/2019","11/18/2019","NM","8912 N Ushwy 421","NAPOLEON BANCORP","6","0","0","2","0","Ripley","","","12/9/1903","1/1/1934","1/1/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","73031","55782","2326","14923","51045"
"6728","0","290922","0","The National Bank of Adams County of West Union","West Union","OH","45693","6/30/2019","11/18/2019","N","28 North Market","","1","0","0","2","1","Adams","","","4/28/1928","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","20742","20147","595","0","0"
"17603","14211","488653","2348087","The National Bank of Andrews","Andrews","TX","79714","6/30/2019","11/18/2019","N","1501 North Main Street","ANDREWS BANCSHARES, INC.","4","0","0","4","1","Andrews","","","11/12/1945","5/18/1956","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","17801","17260","541","0","1367"
"6821","0","754929","1139925","The National Bank of Blacksburg","Blacksburg","VA","24060","6/30/2019","11/18/2019","N","100 South Main Street","NATIONAL BANKSHARES, INC.","25","0","0","4","0","Montgomery","13980","Blacksburg-Christiansburg-Radford, VA","1/1/1891","1/1/1934","5/26/2006","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.nbbank.com","179176","156248","5751","17177","134020"
"7018","0","234506","0","The National Bank of Coxsackie","Coxsackie","NY","12051","6/30/2019","11/18/2019","N","3-7 Reed Street","","8","0","0","8","0","Greene","","","1/1/1852","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.nbcoxsackie.com","100954","92036","1022","7896","0"
"33860","13754","2132941","2149622","The National Bank of Indianapolis","Indianapolis","IN","46204","6/30/2019","11/18/2019","N","107 N. Pennsylvania Street","NATIONAL BANK OF INDIANAPOLIS CORPORATION, THE","13","1","0","4","0","Marion","26900","Indianapolis-Carmel-Anderson, IN","12/8/1993","12/8/1993","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.nbofi.com","401232","259299","3026","138907","109805"
"7590","0","977616","2409755","The National Bank of Malvern","Malvern","PA","19355","6/30/2019","11/18/2019","N","King And Warren Streets","MALVERN BANK CORPORATION","2","0","0","2","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","4/7/1884","1/1/1934","9/16/2010","Stock","0","1","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","39797","30435","2038","7324","14163"
"6275","9067","173306","1136214","The National Bank of Middlebury","Middlebury","VT","5753","6/30/2019","11/18/2019","N","30 Main Street","MIDDLEBURY NATIONAL CORPORATION","7","0","0","5","0","Addison","","","11/9/1831","1/1/1934","12/3/2008","Stock","0","1","OCC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","nbmvt.com","159843","140600","7639","11604","81210"
"21329","0","406059","1133026","The National Bank of Texas at Fort Worth","Fort Worth","TX","76106","6/30/2019","11/18/2019","N","2535 N.E. 28th Street","HORIZON BANKSHARES, INC.","4","0","0","4","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","11/29/1973","11/29/1973","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","73818","72574","0","1244","7692"
"2093","0","791821","0","The National Capital Bank of Washington","Washington","DC","20003","6/30/2019","11/18/2019","N","316 Pennsylvania Ave., S.E.","","4","0","1","4","0","District Of Columb","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","8/30/1889","1/1/1934","6/21/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","156048","141124","2360","12564","68604"
"2608","12246","863607","1115406","The National Grand Bank of Marblehead","Marblehead","MA","1945","6/30/2019","11/18/2019","N","91 Pleasant Street","GRAND BANK CORPORATION","2","0","0","5","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1831","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","","229129","220523","650","7956","20588"
"2496","11090","1008209","2606693","The National Iron Bank","Salisbury","CT","6068","6/30/2019","11/18/2019","N","195 Main Street","IRON BANCSHARES, INC.","4","0","0","5","1","Litchfield","","","8/17/1847","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","","76564","63661","1976","10927","8567"
"7128","16125","313401","2589732","The National Union Bank of Kinderhook","Kinderhook","NY","12106","6/30/2019","11/18/2019","N","1 Hudson Street","KINDERHOOK BANK CORP.","12","0","0","4","0","Columbia","","","10/1/1853","1/1/1934","7/11/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","176079","162586","1697","11796","9845"
"7646","0","144913","1140097","The Neffs National Bank","Neffs","PA","18065","6/30/2019","11/18/2019","N","5629 Pennsylvania Route 873","NEFFS BANCORP, INC.","1","0","0","8","0","Lehigh","10900","Allentown-Bethlehem-Easton, PA-NJ","4/3/1923","1/1/1934","6/2/2010","Stock","0","0","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","88700","77233","4438","7029","0"
"13305","11809","305442","2257228","The New Washington State Bank","New Washington","IN","47162","6/30/2019","11/18/2019","NM","402 E Main Street","NEW INDEPENDENT BANCSHARES, INC.","8","0","0","4","1","Clark","31140","Louisville-Jefferson County, KY-IN","3/8/1908","1/1/1934","5/19/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","","64631","51288","4824","8519","17432"
"9757","15509","768252","1964668","The Nicollet County Bank of Saint Peter","Saint Peter","MN","56082","6/30/2019","11/18/2019","NM","220 South Third Street","CITIZENS BANK GROUP, INC.","1","0","0","2","1","Nicollet","31860","Mankato-North Mankato, MN","3/22/1883","1/1/1934","8/23/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","11156","8471","869","1816","0"
"8904","11379","770657","1066414","The Nodaway Valley Bank","Maryville","MO","64468","6/30/2019","11/18/2019","NM","Third And Main Streets","NODAWAY VALLEY BANCSHARES, INC.","8","0","0","2","1","Nodaway","","","12/12/1868","1/1/1934","5/25/2007","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","67433","60556","1017","5860","54184"
"16030","13295","166111","0","The North Country Savings Bank","Canton","NY","13617","6/30/2019","11/18/2019","SB","127 Main Street","","4","0","0","5","0","Saint Lawrence","","","5/9/1909","7/1/1943","1/1/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","198574","181929","6527","10118","168445"
"8063","9459","947749","1136830","The North Salem State Bank","North Salem","IN","46165","6/30/2019","11/18/2019","NM","7 North Broadway Street","NORTH SALEM STATE BANCORPORATION, THE","9","0","0","2","0","Hendricks","26900","Indianapolis-Carmel-Anderson, IN","7/14/1923","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","65136","55017","2349","7770","40769"
"9457","0","615217","0","The North Side Bank and Trust Company","Cincinnati","OH","45223","6/30/2019","11/18/2019","SM","4125 Hamilton Avenue","","9","0","0","4","0","Hamilton","17140","Cincinnati, OH-KY-IN","1/1/1892","1/1/1934","11/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.nsbt.net","139293","77890","4851","56552","19324"
"10187","0","75455","0","The Northern State Bank of Gonvick","Gonvick","MN","56644","6/30/2019","11/18/2019","NM","283 Main Street","","1","0","0","2","1","Clearwater","","","5/12/1928","1/1/1934","10/18/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","1584","1411","76","97","0"
"913","14033","210434","1199611","The Northern Trust Company","Chicago","IL","60603","6/30/2019","11/18/2019","SM","50 South Lasalle Street","NORTHERN TRUST CORPORATION","63","2","1","1","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1889","1/1/1934","8/30/2013","Stock","0","1","FED","DIF","Chicago","WASHINGTON","Chicago","Chicago","Central","Central","0","0","www.northerntrust.com","6242448","5505633","80959","655856","4310180"
"7666","11560","70414","2575726","The Northumberland National Bank","Northumberland","PA","17857","6/30/2019","11/18/2019","N","245 Front Street","NORTHUMBERLAND BANCORP","7","0","0","8","0","Northumberland","","","11/2/1903","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","215718","186375","9283","20060","157160"
"384","10041","498317","2012436","The Ohio Valley Bank Company","Gallipolis","OH","45631","6/30/2019","11/18/2019","SM","420 Third Avenue","OHIO VALLEY BANC CORP.","16","0","1","4","0","Gallia","","","1/1/1872","1/1/1934","8/6/2016","Stock","0","1","FED","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.ovbc.com","330585","301795","5561","23229","221493"
"3827","16033","411240","1248377","The Old Exchange National Bank of Okawville","Okawville","IL","62271","6/30/2019","11/18/2019","N","Walnut & Nashville St.","OKAWVILLE BANCSHARES, INC.","1","0","0","2","1","Washington","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","5654","5002","299","353","4853"
"10255","11857","564324","4902465","The Old Fort Banking Company","Old Fort","OH","44861","6/30/2019","11/18/2019","NM","8034 Main Street","OLD FORT BANKING COMPANY EMPLOYEE STOCK OWNERSHIP AND 401-K PLAN","11","0","0","4","1","Seneca","","","1/16/1916","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","93620","73566","1024","19030","29418"
"6892","12252","186221","1076673","The Old Point National Bank of Phoebus","Hampton","VA","23663","6/30/2019","11/18/2019","N","1 West Mellen Street","OLD POINT FINANCIAL CORPORATION","23","0","0","4","0","Hampton City","47260","Virginia Beach-Norfolk-Newport News, VA-NC","11/4/1922","1/1/1934","4/1/2018","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://www.oldpoint.com","183782","115529","15289","52964","6926"
"13697","0","396356","0","The Olpe State Bank","Olpe","KS","66865","6/30/2019","11/18/2019","NM","202 Westphalia Street","","1","0","0","2","1","Lyon","","","10/5/1905","1/24/1934","11/5/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","7125","6883","0","242","3891"
"9137","0","313223","2582452","The Osgood State Bank","Osgood","OH","45351","6/30/2019","11/18/2019","NM","275 West Main Street","OSB BANCORP, INC.","5","0","0","4","0","Darke","","","1/1/1915","1/1/1934","1/4/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","33521","24027","247","9247","6435"
"8403","0","443625","0","The Ottoville Bank Company","Ottoville","OH","45876","6/30/2019","11/18/2019","SM","161 West Third Street","","1","0","0","2","0","Putnam","","","1/1/1904","1/1/1934","7/7/2014","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","10912","10750","162","0","5805"
"3376","0","780263","3491869","The Ozona National Bank","Ozona","TX","76943","6/30/2019","11/18/2019","N","503 11th Street","ONB BANCSHARES, INC.","7","0","0","4","1","Crockett","","","6/1/1905","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","34127","33418","156","553","11048"
"16664","10257","285740","1099908","The Paducah Bank and Trust Company","Paducah","KY","42001","6/30/2019","11/18/2019","SM","555 Jefferson Street","PADUCAH BANK SHARES, INC.","8","0","0","4","1","Mccracken","","","1/24/1948","1/24/1948","3/11/2013","Stock","0","1","FED","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","www.paducahbank.com","176697","147262","6493","22942","70338"
"19608","10183","403946","1209716","The Park Bank","Madison","WI","53713","6/30/2019","11/18/2019","NM","2401 South Park Street","PARK BANCORPORATION, INC.","12","0","0","4","0","Dane","31540","Madison, WI","7/18/1966","7/18/1966","1/12/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","211218","179699","7203","24316","44430"
"6653","11091","489623","1142336","The Park National Bank","Newark","OH","43055","6/30/2019","11/18/2019","N","50 North Third Street","PARK NATIONAL CORPORATION","121","0","1","4","0","Licking","18140","Columbus, OH","7/8/1908","1/1/1934","4/1/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","0","www.parknationalbank.com","1761890","1459129","52582","250179","757480"
"9440","0","389826","0","The Pataskala Banking Company","Pataskala","OH","43062","6/30/2019","11/18/2019","NM","354 S. Main St.","","3","0","0","8","0","Licking","18140","Columbus, OH","1/1/1888","1/1/1934","9/30/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","12246","11187","0","1059","6415"
