cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnreres,LNRERSFM,LNRERSF2,lnreloc,LNRERSF1
"9037","13222","259442","2510428","Mound City Bank","Platteville","WI","53818","6/30/2019","11/18/2019","NM","25 East Pine Street","MOUND CITY FINANCIAL SERVICES, INC.","6","0","0","2","0","Grant","","","2/15/1915","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","73103","65528","2166","5409","345"
"8028","13899","807432","2349516","Mount Vernon Bank","Mount Vernon","GA","30445","6/30/2019","11/18/2019","NM","101 Railroad Avenue","HEART OF GEORGIA BANCSHARES, INC.","3","0","0","4","1","Montgomery","","","1/24/1901","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","20693","19176","61","1456","0"
"10494","13676","890649","1140912","Mount Vernon Bank and Trust Company","Mount Vernon","IA","52314","6/30/2019","11/18/2019","NM","206 First Street West","MOUNT VERNON BANCORP.","2","0","0","8","0","Linn","16300","Cedar Rapids, IA","1/1/1884","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.mountvernonbank.com","43797","38873","4654","270","0"
"4931","12534","1016231","3416965","Mountain Commerce Bank","Knoxville","TN","37919","6/30/2019","11/18/2019","NM","6101 Kingston Pike","MOUNTAIN COMMERCE BANCORP, INC.","5","0","0","4","0","Knox","28940","Knoxville, TN","1/1/1910","1/1/1934","11/20/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.mcb.com","218701","173616","3162","41923","14005"
"58341","0","3459207","5217483","Mountain Pacific Bank","Everett","WA","98201","6/30/2019","11/18/2019","NM","3732 Broadway","MOUNTAIN PACIFIC BANCORP, INC.","5","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","7/24/2006","7/24/2006","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","30682","24099","1651","4932","4770"
"1705","0","714437","1134751","Mountain Valley Bank","Dunlap","TN","37327","6/30/2019","11/18/2019","NM","17114 Rankin Avenue","SEQUATCHIE COUNTY BANCORP, INC.","5","0","0","8","0","Sequatchie","16860","Chattanooga, TN-GA","1/1/1905","1/1/1934","6/4/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","41268","40355","913","0","27366"
"17411","0","475653","2511014","Mountain Valley Bank","Walden","CO","80480","6/30/2019","11/18/2019","SM","461 Main","PLATTE VALLEY FINANCIAL SERVICE COMPANIES, INC.","5","0","0","4","0","Jackson","","","2/21/1955","2/21/1955","5/17/2019","Stock","0","0","FED","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","","48362","37712","1211","9439","29596"
"6786","11246","1011432","1404641","Mountain Valley Bank, N.A.","Elkins","WV","26241","6/30/2019","11/18/2019","N","317 Davis Avenue","MOUNTAIN-VALLEY BANCSHARES, INC.","4","0","0","4","0","Randolph","","","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","41653","40997","656","0","40556"
"58772","0","3636259","4181130","Mountain View Bank of Commerce","Westminster","CO","80234","6/30/2019","11/18/2019","NM","1200 N Pecos Street","NBC BANCSHARES LLC","1","0","0","4","0","Adams","19740","Denver-Aurora-Lakewood, CO","2/8/2008","2/8/2008","11/13/2018","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","","9970","8955","612","403","2463"
"90253","12401","97804","2634212","MountainOne Bank","North Adams","MA","1247","6/30/2019","11/18/2019","SB","93 Main Street","MOUNTAINONE FINANCIAL, MHC","7","0","0","4","0","Berkshire","38340","Pittsfield, MA","1/1/1848","7/19/1985","9/22/2015","Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","281170","233858","6262","41050","116554"
"9502","14489","722227","0","Movement Bank","Danville","VA","24541","6/30/2019","11/18/2019","NM","201 N Union Street","","1","0","0","4","0","Danville City","","","9/8/1919","1/1/1934","7/25/2017","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","12038","5448","0","6590","856"
"58619","0","3482111","3482102","MRV Banks","Sainte Genevieve","MO","63670","6/30/2019","11/18/2019","NM","871 Ste. Genevieve Drive","MRV FINANCIAL CORP","4","0","0","4","0","Sainte Genevieve","","","7/16/2007","7/16/2007","6/28/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","34851","30293","223","4335","5532"
"19525","7136","542667","0","Mt. McKinley Bank","Fairbanks","AK","99701","6/30/2019","11/18/2019","SB","500 Fourth Ave","","5","0","0","4","0","Fairbanks North St","21820","Fairbanks, AK","12/3/1965","12/3/1965","5/31/2018","Non-Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","Western","0","1","","28349","16268","1025","11056","2595"
"15523","0","765662","0","Muenster State Bank","Muenster","TX","76252","6/30/2019","11/18/2019","NM","201 North Main Street","","2","0","0","5","1","Cooke","","","7/3/1923","7/31/1937","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","14994","14529","465","0","1239"
"22826","0","212465","2961897","MUFG Union Bank, National Association","San Francisco","CA","94104","6/30/2019","11/18/2019","N","400 California Street","MITSUBISHI UFJ FINANCIAL GROUP, INC.","352","0","1","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","3/9/1979","3/9/1979","10/16/2015","Stock","0","1","OCC","DIF","San Francisco","WASHINGTON","San Francisco","San Francisco","Western","Western","0","0","www.unionbank.com","40683605","38488774","11691","2183140","29380534"
"23546","0","460332","0","Municipal Trust and Savings Bank","Bourbonnais","IL","60914","6/30/2019","11/18/2019","NM","720 Main Street, N.W.","","3","0","0","4","1","Kankakee","28100","Kankakee, IL","10/2/1981","10/2/1981","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","71805","62866","5995","2944","59399"
"25726","13217","855563","0","Murphy Bank","Fresno","CA","93704","6/30/2019","11/18/2019","NM","5180 North Palm Avenue","","2","0","0","4","1","Fresno","23420","Fresno, CA","2/1/1984","10/29/1984","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","http://www.murphybank.com","41218","40788","0","430","13"
"10860","0","478140","2232748","Murphy-Wall State Bank and Trust Company","Pinckneyville","IL","62274","6/30/2019","11/18/2019","NM","105 East Water Street","MURPHY-WALL BANCORP, INC.","4","0","0","4","0","Perry","","","11/1/1874","1/1/1934","5/11/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","25806","22810","613","2383","20981"
"28302","1330","235174","3849013","Mutual Federal Bank","Chicago","IL","60608","6/30/2019","11/18/2019","SA","2212 West Cermak Road","MUTUAL FEDERAL BANCORP, MHC","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1905","4/10/1935","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","32994","25562","106","7326","7073"
"32325","8146","786274","1583836","Mutual of Omaha Bank","Omaha","NE","68102","6/30/2019","11/18/2019","SA","1299 Farnam St., Suite 1550","MUTUAL OF OMAHA INSURANCE COMPANY","28","0","1","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","5/23/1985","5/23/1985","1/1/2019","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","0","www.mutualofomahabank.com","2260095","2170133","19179","70783","1187600"
"27716","165","809070","0","Mutual Savings and Loan Association","Metairie","LA","70006","6/30/2019","11/18/2019","SA","2900 Clearview Parkway","","2","0","0","5","0","Jefferson","35380","New Orleans-Metairie, LA","1/1/1910","1/16/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","40765","38447","1502","816","0"
"29988","4492","636276","0","Mutual Savings Association","Leavenworth","KS","66048","6/30/2019","11/18/2019","SA","100 South 4th St","","6","0","0","5","0","Leavenworth","28140","Kansas City, MO-KS","1/1/1888","10/24/1949","12/28/2018","Non-Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","80881","79310","606","965","58717"
"27742","207","841472","3252659","Mutual Savings Bank","Franklin","IN","46131","6/30/2019","11/18/2019","SB","80 East Jefferson Street","THIRD CENTURY BANCORP","6","0","0","4","0","Johnson","26900","Indianapolis-Carmel-Anderson, IN","1/1/1890","8/24/1935","2/25/2008","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","51904","35641","1527","14736","15528"
"29999","4516","729570","0","Mutual Savings Bank","Hartsville","SC","29550","6/30/2019","11/18/2019","SA","330 West Carolina Ave","","1","0","0","4","0","Darlington","22500","Florence, SC","11/13/1936","11/13/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","13324","11758","13","1553","8153"
"27744","210","810777","3175794","MutualBank","Muncie","IN","47305","6/30/2019","11/18/2019","NM","110 East Charles St","MUTUALFIRST FINANCIAL, INC.","40","0","0","4","0","Delaware","34620","Muncie, IN","1/1/1889","6/9/1952","2/28/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.bankwithmutual.com","589909","507226","14818","67865","147552"
"26395","4185","154770","0","MutualOne Bank","Framingham","MA","1701","6/30/2019","11/18/2019","SB","828 Concord Street","","3","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1889","10/11/1985","7/27/2015","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","","171009","153148","6415","11446","119295"
"34603","0","2757205","3211601","MVB Bank, Inc","Fairmont","WV","26554","6/30/2019","11/18/2019","NM","301 Virginia Avenue","MVB FINANCIAL CORP.","15","0","1","4","0","Marion","","","1/4/1999","1/4/1999","8/28/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.mvbbanking.com","382000","316325","6521","59154","155655"
"58590","0","3635029","5196177","Nano Banc","Irvine","CA","92618","6/30/2019","11/18/2019","SM","7700 Irvine Center Dr 700","ALLEGIANT UNITED HOLDINGS, LLC","2","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","9/17/2007","9/17/2007","6/7/2019","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","32950","28615","507","3828","25144"
"57784","0","3285778","0","Nantahala Bank & Trust Company","Franklin","NC","28734","6/30/2019","11/18/2019","NM","120 Siler Road","","3","0","0","4","0","Macon","","","10/4/2004","10/4/2004","6/27/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","46413","35712","1565","9136","3802"
"29677","3872","343770","0","Nashville Savings Bank","Nashville","IL","62263","6/30/2019","11/18/2019","SB","209 East Lebanon Street","","1","0","0","2","0","Washington","","","1/1/1893","9/25/1958","10/12/2017","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","16401","14483","894","1024","570"
"33959","12209","2233875","1242188","Natbank, National Association","Hollywood","FL","33020","6/30/2019","11/18/2019","N","4031 Oakwood Boulevard","NATIONAL BANK OF CANADA","3","0","0","5","0","Broward","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12/6/1994","12/6/1994","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.natbank.com","134242","130100","0","4142","86185"
"57160","16268","2809373","0","National Advisors Trust Company","Kansas City","MO","64131","6/30/2019","11/18/2019","N","800 E 101st Terrace, # 300","","1","0","0","7","0","Jackson","28140","Kansas City, MO-KS","10/1/2001","10/1/2001","8/1/2017","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","","0","0","0","0","0"
"3289","12036","792659","3685109","National Bank & Trust","La Grange","TX","78945","6/30/2019","11/18/2019","N","141 West Colorado Street","NATIONAL BANK & TRUST EMPLOYEE STOCK OWNERSHIP PLAN WITH 401(K) PROVISIONS","1","0","0","5","1","Fayette","","","7/5/1888","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","53472","52701","771","0","47865"
"14266","14585","775456","2665739","National Bank of Commerce","Superior","WI","54880","6/30/2019","11/18/2019","N","1127 Tower Avenue","NATCOM BANCSHARES,INC.","6","0","1","4","1","Douglas","20260","Duluth, MN-WI","2/7/1934","4/23/1934","1/22/2013","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","","75069","63492","5018","6559","29750"
"18734","12245","502111","0","National Bank of New York City","Flushing","NY","11354","6/30/2019","11/18/2019","N","13629 38th Avenue","","1","0","0","4","1","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","4/1/1963","4/1/1963","4/1/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.nbnyc.com","41535","41535","0","0","41535"
"16752","0","760340","3595431","National Bank of St. Anne","St. Anne","IL","60964","6/30/2019","11/18/2019","N","158 West Station Street","ST. ANNE BANCORP, INC.","1","0","0","2","0","Kankakee","28100","Kankakee, IL","12/4/1948","12/4/1948","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","10739","9492","1066","181","0"
"32612","8527","99376","2398082","NATIONAL COOPERATIVE BANK, N.A.","Hillsboro","OH","45133","6/30/2019","11/18/2019","N","139 South High Street","NATIONAL CONSUMER COOPERATIVE BANK","1","0","0","4","0","Highland","","","9/16/1988","9/16/1988","9/1/2016","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","0","www.ncb.coop","553721","539737","2364","11620","392422"
"10044","10433","722544","1202052","National Exchange Bank and Trust","Fond Du Lac","WI","54935","6/30/2019","11/18/2019","N","130 South Main Street","NEB CORPORATION","33","0","0","4","0","Fond Du Lac","22540","Fond du Lac, WI","12/20/1933","1/1/1934","2/22/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","https://www.nebat.com","171272","106849","10876","53547","52452"
"3214","10765","322056","3059773","National United","Gatesville","TX","76528","6/30/2019","11/18/2019","N","905 Main Street","NATIONAL UNITED BANCSHARES, INC.","6","0","0","4","0","Coryell","28660","Killeen-Temple, TX","8/21/1889","1/1/1934","1/26/2017","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","84863","83702","1161","0","54070"
"34710","14970","2729677","0","Nationwide Trust Company, FSB","Columbus","OH","43215","6/30/2019","11/18/2019","SA","1 Nationwide Plaza, 1-14-401","","1","0","0","5","0","Franklin","18140","Columbus, OH","9/1/1998","9/1/1998","12/19/2018","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","0","","0","0","0","0","0"
"27026","10959","664653","2943419","Native American Bank, National Association","Denver","CO","80202","6/30/2019","11/18/2019","N","999 18th Street","NATIVE AMERICAN BANCORPORATION CO.","2","0","1","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","7/27/1987","7/27/1987","8/18/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.nabna.com","879","879","0","0","705"
"4032","0","39756","1066003","NBC OKLAHOMA","Oklahoma City","OK","73156","6/30/2019","11/18/2019","NM","13401 N. Pennsylvania Ave.","NBC CORP. OF OKLAHOMA","7","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","8/1/1931","1/1/1934","2/8/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.nbc.bank","98264","74624","8696","14944","50701"
"59052","0","4210227","3973888","NBH Bank","Greenwood Villag","CO","80111","6/30/2019","11/18/2019","SM","7800 E Orchard Rd Suite 200","NATIONAL BANK HOLDINGS CORPORATION","105","0","1","4","0","Arapahoe","19740","Denver-Aurora-Lakewood, CO","12/10/2010","12/10/2010","1/1/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","0","www.nbhbank.com","901303","769462","15697","116144","320611"
"35014","0","2747587","2772990","NBKC Bank","Overland Park","KS","66211","6/30/2019","11/18/2019","NM","10700 Nall Ave","AMERI-NATIONAL CORPORATION","4","0","1","4","1","Johnson","28140","Kansas City, MO-KS","3/30/1999","3/30/1999","12/18/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","320907","314611","281","6015","91372"
"7230","10286","702117","1139279","NBT Bank, National Association","Norwich","NY","13815","6/30/2019","11/18/2019","N","52 South Broad Street","NBT BANCORP INC.","151","0","1","4","0","Chenango","","","3/3/1856","1/1/1934","12/19/2016","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","0","www.nbtbank.com","1955654","1494719","97454","363481","146671"
"5331","0","881544","1248555","NBW BANK","Waupun","WI","53963","6/30/2019","11/18/2019","SM","210 East Main Street","NATIONAL BANCSHARES WAUPUN, INC.","4","0","0","4","0","Fond Du Lac","22540","Fond du Lac, WI","9/1/1905","1/1/1934","8/1/2017","Stock","0","0","FED","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.nbwbank.com","25477","18820","1117","5540","0"
"58724","18064","3614846","4181130","Nebraska Bank of Commerce","Lincoln","NE","68516","6/30/2019","11/18/2019","NM","6000 Village Drive, # 100","NBC BANCSHARES LLC","2","0","0","4","0","Lancaster","30700","Lincoln, NE","12/3/2007","12/3/2007","2/5/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","26773","21514","1880","3379","878"
"13696","0","70955","0","Nebraska State Bank","Bristow","NE","68719","6/30/2019","11/18/2019","NM","301 Prairie Street","","1","0","0","2","0","Boyd","","","11/14/1924","1/19/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","","284","284","0","0","0"
"16516","0","514057","1840801","Nebraska State Bank","Lynch","NE","68746","6/30/2019","11/18/2019","NM","202 N 4th St","JDJ BANCO, INC.","1","0","0","2","0","Boyd","","","12/9/1946","12/9/1946","8/13/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","","359","359","0","0","0"
"9819","52466","911759","1051399","Nebraska State Bank","Oshkosh","NE","69154","6/30/2019","11/18/2019","NM","218 Main Street","O & F CATTLE COMPANY","1","0","0","2","1","Garden","","","6/21/1921","1/1/1934","7/24/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","0","0","0","0","0"
"8322","52873","412153","1051072","Nebraska State Bank and Trust Company","Broken Bow","NE","68822","6/30/2019","11/18/2019","NM","945 South D Street","FIRST CENTRAL NEBRASKA CO.","4","0","0","2","1","Custer","","","2/23/1917","1/1/1934","1/5/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","20468","20285","0","183","753"
"34811","0","2667957","2947350","NebraskaLand National Bank","North Platte","NE","69101","6/30/2019","11/18/2019","N","1400 South Dewey","NEBRASKALAND FINANCIAL SERVICES, INC.","7","0","1","4","0","Lincoln","","","5/14/1998","5/14/1998","12/13/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.nebraskalandbank.com","38635","34206","3455","974","0"
"26483","12669","339773","0","Needham Bank","Needham","MA","2492","6/30/2019","11/18/2019","SM","1063 Great Plain Avenue","","10","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1892","1/13/1986","2/6/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.needhambank.com","1041450","992969","5209","43272","599261"
"18885","12860","705556","1124024","Neighborhood National Bank","Mora","MN","55051","6/30/2019","11/18/2019","N","45 North Union Street","PEOPLES BANKSHARES, INC.","6","0","0","4","1","Kanabec","","","9/26/1963","9/26/1963","6/12/2015","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.neighborhood.bank","50831","41535","1926","7370","33790"
"34548","16008","2333140","2333131","Neighborhood National Bank","San Diego","CA","92113","6/30/2019","11/18/2019","N","3511 National Avenue","NEIGHBORHOOD BANCORP","2","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","9/19/1997","9/19/1997","5/28/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","5190","1843","3347","0","1843"
"16247","0","503640","4975496","Neighbors Bank","Clarence","MO","63437","6/30/2019","11/18/2019","NM","101 East Chestnut","COLUMBIA BANCSHARES, INC","1","0","0","2","1","Shelby","","","3/31/1945","4/7/1945","7/7/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","","2397","2397","0","0","0"
"2482","0","791942","1204074","Nekoosa Port Edwards State Bank","Nekoosa","WI","54457","6/30/2019","11/18/2019","NM","405 Market Street","NEKOOSA PORT EDWARDS BANCORPORATION, INC.","3","0","0","8","1","Wood","","","12/13/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","","68188","66416","1772","0","53075"
"28085","871","840578","0","Nelsonville Home and Savings","Nelsonville","OH","45764","6/30/2019","11/18/2019","NM","9 West Columbus Street","","1","0","0","5","0","Athens","","","1/1/1888","8/19/1936","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","16150","15735","0","415","11930"
"22669","0","400767","0","Nevada Bank and Trust Company","Caliente","NV","89008","6/30/2019","11/18/2019","NM","210 Front Street","","4","0","0","7","0","Lincoln","","","6/21/1978","6/21/1978","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","","5390","5085","150","155","3041"
"8506","14541","234841","0","New Albin Savings Bank","New Albin","IA","52160","6/30/2019","11/18/2019","NM","118 Main Street","","1","0","0","2","0","Allamakee","","","1/1/1898","1/1/1934","6/3/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","26520","25159","1361","0","0"
"31257","6624","294676","4869072","New Buffalo Savings Bank","New Buffalo","MI","49117","6/30/2019","11/18/2019","SA","45 North Whittaker St","NEW BANCORP, INC.","3","0","0","4","0","Berrien","35660","Niles-Benton Harbor, MI","1/1/1921","12/14/1961","10/19/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","31500","26514","773","4213","19344"
"29173","3043","646873","0","New Carlisle Federal Savings Bank","New Carlisle","OH","45344","6/30/2019","11/18/2019","SA","400 North Main Street","","3","0","0","4","0","Clark","44220","Springfield, OH","1/1/1883","10/26/1935","9/25/2017","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","58303","47831","1400","9072","37320"
"8108","0","392152","3333790","New Century Bank","Belleville","KS","66935","6/30/2019","11/18/2019","SM","1211 28th Street","REPUBLIC BANCORP, INC.","2","0","0","4","1","Republic","","","5/5/1905","1/1/1934","4/2/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","24682","22847","777","1058","6596"
"14546","13764","1014657","1119628","New Era Bank","Fredericktown","MO","63645","6/30/2019","11/18/2019","NM","101 South Mine La Motte","NEW ERA BANCORPORATION, INC.","8","0","0","4","1","Madison","","","1/1/1934","7/3/1934","7/26/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.newerabank.com","100913","92194","1144","7575","74508"
"32306","8122","918776","0","New Foundation Savings Bank","Cincinnati","OH","45239","6/30/2019","11/18/2019","SA","8249 Clara Avenue","","1","0","0","5","0","Hamilton","17140","Cincinnati, OH-KY-IN","10/28/1891","4/12/1985","1/3/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","12534","11281","20","1233","6024"
"35597","0","2917184","1097173","NEW FRONTIER BANK","Saint Charles","MO","63303","6/30/2019","11/18/2019","SM","1771 Zumbehl Road","LINCOLN COUNTY BANCORP, INC.","2","0","0","4","1","Saint Charles","41180","St. Louis, MO-IL","10/16/2000","10/16/2000","7/9/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","11874","9183","207","2484","1376"
"58857","0","3816154","0","New Horizon Bank, National Association","Powhatan","VA","23139","6/30/2019","11/18/2019","N","1870 Stoneridge Commerce Dr","","1","0","0","4","0","Powhatan","40060","Richmond, VA","10/7/2009","10/7/2009","6/11/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","17848","10673","1916","5259","10033"
"1931","0","165758","1143904","New Market Bank","Elko New Market","MN","55020","6/30/2019","11/18/2019","NM","101 Old Town Road","MARKET BANCORPORATION, INC.","3","0","0","4","0","Scott","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/10/1905","1/1/1934","5/11/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","18120","11415","930","5775","2793"
"34726","0","2649122","1206546","New Mexico Bank & Trust","Albuquerque","NM","87102","6/30/2019","11/18/2019","NM","320 Gold Street, S.W.","HEARTLAND FINANCIAL USA, INC.","17","0","0","4","0","Bernalillo","10740","Albuquerque, NM","5/4/1998","5/4/1998","8/21/2015","Stock","0","1","FDIC","DIF","Dallas","KANSAS CITY","Albuquerque","Kansas City","Western","West","0","0","http://www.nmb-t.com","140532","98028","3513","38991","62696"
"35151","0","2833882","5011832","New Millennium Bank","Fort Lee","NJ","7024","6/30/2019","11/18/2019","NM","222 Bridge Plaza South","NMB FINANCIAL CORPORATION","6","0","1","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","7/19/1999","7/19/1999","11/22/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","57275","56182","543","550","51179"
