cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scage,idscas,scaot,scspn,scfmn,scgnm,sccol,SCCPTG,SCCMOG
"3702","0","238139","1206603","First Bank of Manhattan","Manhattan","IL","60442","6/30/2019","11/18/2019","SM","230 South State Street","MANHATTAN BANCSHARES, INC.","3","0","0","8","1","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1907","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","23677","23654","","","23","","0","0","0"
"17474","0","946461","2314859","First Bank of Muleshoe","Muleshoe","TX","79347","6/30/2019","11/18/2019","SM","W. 1st Street And Avenue B","DANNY MANAGEMENT, INCORPORATED","3","0","0","2","0","Bailey","","","8/1/1955","8/1/1955","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","WWW.FBMULESHOE.COM","64283","0","","","25369","38914","0","0","0"
"4738","0","332055","1050776","First Bank of Newton","Newton","KS","67114","6/30/2019","11/18/2019","NM","128 East Broadway Street","FIRST NEWTON BANKSHARES, INC.","4","0","0","6","1","Harvey","48620","Wichita, KS","9/20/1873","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","8980","3039","","","549","","5392","0","0"
"9450","9964","586027","1069714","First Bank of Ohio","Tiffin","OH","44883","6/30/2019","11/18/2019","NM","175 South Washington Street","TONTI FINANCIAL CORPORATION","5","0","0","6","0","Seneca","","","3/3/1873","1/1/1934","12/9/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","9739","0","","","2552","","7187","0","0"
"18592","0","637554","0","First Bank of Owasso","Owasso","OK","74055","6/30/2019","11/18/2019","NM","8601 North Garnett Road","","3","0","0","4","1","Tulsa","46140","Tulsa, OK","9/8/1962","9/8/1962","11/13/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.firstbank.net","8106","0","","","2793","0","5313","0","0"
"9070","0","760939","0","First Bank of Pike","Molena","GA","30258","6/30/2019","11/18/2019","NM","50 Springs Road","","3","0","0","8","0","Pike","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","8747","667","","","1153","","5223","1704","0"
"26960","0","758851","0","First Bank of the Lake","Osage Beach","MO","65065","6/30/2019","11/18/2019","NM","4558 Osage Beach Pkwy Suite","","1","0","0","4","1","Camden","","","5/15/1987","5/15/1987","2/25/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.firstbanklake.com","69","0","","","69","","0","0","0"
"58152","0","3429282","0","First Bank of the Palm Beaches","West Palm Beach","FL","33401","6/30/2019","11/18/2019","NM","615 North Dixie Highway","","3","0","0","4","0","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","3/6/2006","3/6/2006","1/28/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","231","231","","","0","","0","0","0"
"14281","0","391959","1065109","First Bank of Utica","Utica","NE","68456","6/30/2019","11/18/2019","SM","785 D Street","FIRST NATIONAL UTICA COMPANY","4","0","0","2","0","Seward","30700","Lincoln, NE","1/1/1882","4/16/1934","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.fbutica.com","1520","1520","","","0","0","0","0","0"
"28533","1784","419675","2624398","First Bank Richmond","Richmond","IN","47374","6/30/2019","11/18/2019","NM","20 North 9th Street","FIRST MUTUAL OF RICHMOND, INC.","13","0","1","4","0","Wayne","","","1/1/1887","10/10/1935","4/21/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.firstbankrichmond.com","103441","42237","","","37275","","19338","0","4591"
"14276","11028","239556","1978414","First Bank, Upper Michigan","Gladstone","MI","49837","6/30/2019","11/18/2019","NM","1400 Delta Avenue","FIRST BANCSHARES CORPORATION","9","0","0","4","1","Delta","","","8/14/1916","4/23/1934","11/4/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","","16005","3016","","","7702","","4662","625","0"
"16501","10232","344647","1404632","First Bankers Trust Company, National Association","Quincy","IL","62301","6/30/2019","11/18/2019","N","12th And Broadway","FIRST BANKERS TRUSTSHARES, INC.","10","0","0","4","0","Adams","","","10/23/1946","10/23/1946","11/23/2009","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.firstbankers.com","321151","167945","","","135974","1788","15444","0","0"
"4228","11338","988452","1051175","First Bethany Bank & Trust","Bethany","OK","73008","6/30/2019","11/18/2019","SM","6500 Northwest 39th Expwy.","FIRST BETHANY BANCORP, INC.","3","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","1/1/1923","1/1/1934","1/9/2019","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","55835","0","","","25408","","30427","0","0"
"15229","10824","537449","1247428","First Business Bank","Madison","WI","53719","6/30/2019","11/18/2019","NM","401 Charmany Drive","FIRST BUSINESS FINANCIAL SERVICES, INC.","8","0","1","4","0","Dane","31540","Madison, WI","5/1/1909","1/1/1934","6/1/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","0","http://www.firstbusiness.com","165444","24563","","","34422","4147","97542","2016","2754"
"58636","0","3633016","0","First Cahawba Bank","Selma","AL","36701","6/30/2019","11/18/2019","NM","2610 Citizens Parkway","","4","0","0","4","0","Dallas","","","9/10/2007","9/10/2007","1/1/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","8056","2485","","","5571","","0","0","0"
"3399","15546","919568","2366755","First Capital Bank","Quanah","TX","79252","6/30/2019","11/18/2019","SM","Third And Mercer Streets","QUANAH FINANCIAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN","2","0","0","2","0","Hardeman","","","1/1/1907","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","0","0","","","0","","0","0","0"
"34966","15575","2849463","3836385","First Capital Bank","Laurinburg","NC","28352","6/30/2019","11/18/2019","NM","909 South Main Street","FIRST CAPITAL BANCSHARES, INC.","4","0","1","4","0","Scotland","","","9/27/1999","9/27/1999","7/9/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","0","0","","","0","","0","0","0"
"57552","0","3177426","3684746","First Capital Bank","Germantown","TN","38138","6/30/2019","11/18/2019","NM","7575 Poplar Avenue","GERMANTOWN CAPITAL CORPORATION, INC.","1","0","0","4","0","Shelby","32820","Memphis, TN-MS-AR","5/19/2003","5/19/2003","5/4/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","","4293","2526","","","1767","","0","0","0"
"35530","0","2963266","4346706","First Carolina Bank","Rocky Mount","NC","27804","6/30/2019","11/18/2019","NM","171 North Winstead Avenue","FIRST CAROLINA FINANCIAL SERVICES, INC.","4","0","0","4","0","Nash","40580","Rocky Mount, NC","11/29/2000","11/29/2000","10/31/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.firstcarolinabank.com","62687","4507","","","1988","0","0","1070","55122"
"10637","0","134156","1050495","First Central Bank","Cambridge","NE","69022","6/30/2019","11/18/2019","NM","623 Patterson St","CENTRAL BANCSHARES, INC.","3","0","0","2","0","Furnas","","","6/15/1907","1/1/1934","12/31/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","2315","2315","","","0","","0","0","0"
"34995","0","2726050","1050495","First Central Bank McCook","Mccook","NE","69001","6/30/2019","11/18/2019","NM","904 North Highway 83","CENTRAL BANCSHARES, INC.","2","0","0","2","0","Red Willow","","","1/4/1999","1/4/1999","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","823","823","","","0","","0","0","0"
"34969","0","2797359","0","First Central Savings Bank","Glen Cove","NY","11542","6/30/2019","11/18/2019","SB","70 Glen Street","","9","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","4/5/1999","4/5/1999","7/26/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://FIRSTCENTRALSAVINGS.COM","43445","2548","","","11963","8004","13909","7021","0"
"19716","9647","639549","1200311","First Central State Bank","Dewitt","IA","52742","6/30/2019","11/18/2019","NM","914 Sixth Avenue","OHNWARD BANCSHARES, INC.","6","0","0","2","0","Clinton","","","6/12/1967","6/12/1967","2/4/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","40295","39917","","","378","","0","0","0"
"1700","12840","999935","1135646","First Century Bank","Tazewell","TN","37879","6/30/2019","11/18/2019","NM","1780 North Broad Street","CLAIBORNE HOLDING COMPANY, INC.","10","0","0","4","0","Claiborne","","","10/10/1899","1/1/1934","7/29/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.fcbtn.com","4081","0","","","4081","0","0","0","0"
"57123","0","2997748","2997739","First Century Bank, National Association","Gainesville","GA","30501","6/30/2019","11/18/2019","N","807 Dorsey Street","FIRST CENTURY BANCORP.","1","0","0","7","0","Hall","23580","Gainesville, GA","3/25/2002","3/25/2002","9/25/2007","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","22163","4189","","","4163","","12888","923","0"
"57252","0","3075474","3031902","First Chatham Bank","Savannah","GA","31401","6/30/2019","11/18/2019","NM","111 Barnard Street","FCB FINANCIAL CORP.","8","0","0","4","0","Chatham","42340","Savannah, GA","1/23/2002","1/23/2002","1/1/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","24848","21152","","","3261","","435","0","0"
"57966","0","3374878","5163003","First Choice Bank","Cerritos","CA","90703","6/30/2019","11/18/2019","SM","17785 Center Court Dr N","FIRST CHOICE BANCORP","11","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","8/18/2005","8/18/2005","10/1/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","33634","12514","","","8814","557","9724","920","1105"
"5006","13028","968744","2524911","First Choice Bank","Pontotoc","MS","38863","6/30/2019","11/18/2019","SM","19 South Main Street","PONTOTOC BANCSHARES CORP.","3","0","0","4","0","Pontotoc","","","1/1/1900","1/1/1934","6/29/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","","53116","3424","","","9031","","38431","0","2230"
"23152","14558","541231","1143379","First Citizens Bank","Luverne","AL","36049","6/30/2019","11/18/2019","NM","100 West Third Street","FIRST CITIZENS-CRENSHAW BANCSHARES, INC.","5","0","0","4","0","Crenshaw","","","7/8/1980","7/8/1980","3/19/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.fcbl.com","29663","8481","","","16076","698","4408","0","0"
"4433","11448","186744","1203509","First Citizens Bank","Mason City","IA","50401","6/30/2019","11/18/2019","SM","2601 Fourth Street, S.W.","FIRST CITIZENS FINANCIAL CORP.","9","0","1","2","1","Cerro Gordo","","","1/9/1892","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","216385","69073","","","56469","5755","72157","0","12931"
"22502","0","666358","2351247","First Citizens Bank of Butte","Butte","MT","59701","6/30/2019","11/18/2019","SM","3220 Harrison Avenue","BUTTE BANK SHARES, INC.","2","0","0","4","1","Silver Bow","","","7/27/1977","7/27/1977","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","2238","2021","","","217","","0","0","0"
"21478","12088","620752","1128330","First Citizens Bank of Polson, National Association","Polson","MT","59860","6/30/2019","11/18/2019","N","213 First Street West","FLATHEAD LAKE BANCORPORATION, INC.","1","0","0","4","0","Lake","","","3/5/1974","3/5/1974","4/30/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","434","434","","","0","","0","0","0"
"7593","9836","978118","1118368","First Citizens Community Bank","Mansfield","PA","16933","6/30/2019","11/18/2019","SM","15 South Main Street","CITIZENS FINANCIAL SERVICES, INC.","28","0","1","2","0","Tioga","","","6/11/1932","1/1/1934","12/9/2017","Stock","0","1","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.firstcitizensbank.com","141049","110280","","","16636","10127","1091","0","2915"
"4972","10429","133850","1098796","First Citizens National Bank","Dyersburg","TN","38024","6/30/2019","11/18/2019","N","One First Citizens Place","FIRST CITIZENS BANCSHARES, INC.","25","0","0","4","0","Dyer","","","1/1/1889","1/1/1934","9/30/2016","Stock","0","1","OCC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","0","","325338","0","","","197264","4873","118217","3969","1015"
"11228","12845","831642","1203536","First Citizens State Bank","Whitewater","WI","53190","6/30/2019","11/18/2019","NM","207 West Main Street","WHITEWATER BANCORP., INC.","8","0","0","4","0","Walworth","","","10/25/1863","1/1/1934","2/22/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","11706","11706","","","0","","0","0","0"
"34899","0","2765602","3547841","First Citrus Bank","Tampa","FL","33618","6/30/2019","11/18/2019","NM","10824 N. Dale Mabry Highway","FIRST CITRUS BANCORPORATION, INC.","5","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","2/1/1999","2/1/1999","7/10/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","219","0","","","219","","0","0","0"
"741","9425","978417","0","First City Bank","Columbus","OH","43212","6/30/2019","11/18/2019","NM","1885 Northwest Boulevard","","1","0","0","4","1","Franklin","18140","Columbus, OH","1/1/1907","1/1/1934","5/31/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.myfirstcitybank.com","2218","693","","","1374","151","0","0","0"
"16748","11266","695134","1246382","First City Bank of Florida","Fort Walton Beac","FL","32548","6/30/2019","11/18/2019","NM","135 Perry Avenue, S.E.","FLORIDA FIRST CITY BANKS, INC.","2","0","0","4","0","Okaloosa","18880","Crestview-Fort Walton Beach-Destin, FL","11/17/1948","11/17/1948","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.fistitybank.com","9190","0","","","1563","","3258","4369","0"
"58644","0","3688548","0","First Colony Bank of Florida","Maitland","FL","32751","6/30/2019","11/18/2019","NM","711 North Orlando Avenue","","1","0","0","4","1","Orange","36740","Orlando-Kissimmee-Sanford, FL","1/28/2008","1/28/2008","3/9/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","7434","4016","","","924","","2494","0","0"
"3047","0","587752","3556375","First Colorado National Bank","Paonia","CO","81428","6/30/2019","11/18/2019","N","133 Grand Avenue","FIRST COLORADO FINANCIAL CORP.","2","0","0","4","1","Delta","","","1/4/1903","1/1/1934","3/14/2012","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","0","0","","","0","","0","0","0"
"686","11521","881012","1118283","First Columbia Bank & Trust Co.","Bloomsburg","PA","17815","6/30/2019","11/18/2019","NM","232 East Street","CCFNB BANCORP, INC.","14","0","0","8","0","Columbia","14100","Bloomsburg-Berwick, PA","2/1/1926","1/1/1934","12/31/2008","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","133167","100551","","","32569","","47","0","0"
"34415","13570","2568063","3823321","First Command Bank","Fort Worth","TX","76109","6/30/2019","11/18/2019","SA","1 Firstcomm Plaza","FIRST COMMAND FINANCIAL PLANNING, INC. EMPLOYEE STOCK OWNERSHIP PLAN TRUST","1","0","0","7","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","4/18/1997","4/18/1997","7/21/2011","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.firstcommandbank.com","297874","105748","","","6275","167","185684","0","0"
"57465","0","3153297","3465909","First Commerce Bank","Lewisburg","TN","37091","6/30/2019","11/18/2019","NM","500 North Ellington Parkway","FIRST COMMERCE BANCORP, INC.","4","0","0","4","0","Marshall","","","12/2/2002","12/2/2002","2/6/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","15498","15498","","","0","","0","0","0"
"58054","0","3404373","0","First Commerce Bank","Lakewood","NJ","8701","6/30/2019","11/18/2019","NM","105 River Avenue","","10","0","0","4","0","Ocean","35620","New York-Newark-Jersey City, NY-NJ-PA","1/30/2006","1/30/2006","5/14/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","","106467","29577","","","59570","","5998","11322","0"
"57273","52503","3041358","3123366","First Commerce Bank","Marysville","KS","66508","6/30/2019","11/18/2019","NM","902 Broadway","FIRST COMMERCE FINANCIAL CORPORATION","2","0","0","2","1","Marshall","","","8/21/2002","8/21/2002","9/9/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","3200","510","","","2690","","0","0","0"
"57069","0","2948058","3374935","FIRST COMMERCIAL BANK","Jackson","MS","39211","6/30/2019","11/18/2019","NM","1300 Meadowbrook Road","FIRST COMMERCIAL BANCSHARES, INC.","4","0","0","4","0","Hinds","27140","Jackson, MS","10/12/2000","10/12/2000","5/1/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","17653","3386","","","7077","","961","5722","507"
"34496","0","2332910","3086210","First Commercial Bank (USA)","Alhambra","CA","91801","6/30/2019","11/18/2019","NM","200 East Main Street","FIRST FINANCIAL HOLDING CO., LTD.","7","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","5/20/1997","5/20/1997","9/25/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","6845","0","","","6845","","0","0","0"
"24603","0","400365","2299992","First Commercial Bank, National Association","Seguin","TX","78155","6/30/2019","11/18/2019","N","1336 East Court Street","FIRST COMMERCIAL FINANCIAL CORP","7","0","0","4","1","Guadalupe","41700","San Antonio-New Braunfels, TX","7/1/1983","7/1/1983","5/7/2016","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","53034","19000","","","28390","","5644","0","0"
"7468","10244","42420","1071306","First Commonwealth Bank","Indiana","PA","15701","6/30/2019","11/18/2019","NM","600 Philadelphia Street","FIRST COMMONWEALTH FINANCIAL CORPORATION","137","0","1","4","0","Indiana","","","9/21/1880","1/1/1934","9/5/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","0","www.fcbanking.com","1145657","10003","","","549167","12530","336161","0","237796"
"33832","0","2107341","1491548","First Community  Bank of the Ozarks","Branson","MO","65616","6/30/2019","11/18/2019","NM","121 South Commercial Street","ALTON BANCSHARES, INC.","4","0","0","4","1","Taney","","","10/1/1993","10/1/1993","9/28/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","9626","3110","","","5499","","850","167","0"
"24353","12637","339456","2505929","First Community Bank","Corpus Christi","TX","78401","6/30/2019","11/18/2019","NM","416 North Water Street","COASTAL BEND BANCSHARES, INC.","12","0","0","4","1","Nueces","18580","Corpus Christi, TX","2/7/1983","2/7/1983","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.fcbot.com","13926","0","","","13559","367","0","0","0"
"22964","11675","334264","1107009","First Community Bank","San Benito","TX","78586","6/30/2019","11/18/2019","NM","1151 West Highway 77","FIRST SAN BENITO BANCSHARES CORPORATION","9","0","0","4","0","Cameron","15180","Brownsville-Harlingen, TX","10/1/1979","10/1/1979","6/2/2017","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","41633","0","","","35256","","6377","0","0"
"8535","14362","1017555","1125058","First Community Bank","Lester Prairie","MN","55354","6/30/2019","11/18/2019","NM","500 Central Avenue","PRAIRIE BANCSHARES, INC.","2","0","0","4","1","Mcleod","","","9/15/1913","1/1/1934","1/1/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","7204","0","","","7204","","0","0","0"
"34533","0","2596646","2641694","First Community Bank","Batesville","AR","72501","6/30/2019","11/18/2019","NM","1325 Harrison Street","FIRST COMMUNITY BANCSHARES, INC.","26","0","1","4","0","Independence","","","8/4/1997","8/4/1997","12/17/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.firstcommunity.net","137326","52169","","","46710","0","37753","694","0"
"13179","10580","932745","1208102","First Community Bank","Harbor Springs","MI","49740","6/30/2019","11/18/2019","SM","200 East Main Street","HARBOR SPRINGS FINANCIAL CORPORATION","9","0","0","4","1","Emmet","","","11/1/1905","1/1/1934","10/30/2017","Stock","0","0","FED","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","5991","5991","","","0","","0","0","0"
"11225","14233","742542","1990096","First Community Bank","Milton","WI","53563","6/30/2019","11/18/2019","NM","202 Merchant Row","FIRST COMMUNITY BANCSHARES CORP.","1","0","0","4","1","Rock","27500","Janesville-Beloit, WI","1/1/1911","1/1/1934","9/20/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","16089","0","","","10080","","5162","440","407"
"2176","0","642857","2252009","First Community Bank","Glasgow","MT","59230","6/30/2019","11/18/2019","SM","540 Second Avenue South","FIRST COMMUNITY BANCORP, INC.","9","0","0","2","0","Valley","","","1/1/1891","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.fcbank.net","41598","9612","","","26522","800","4664","0","0"
"13012","10818","2353595","1478017","First Community Bank","Bluefield","VA","24605","6/30/2019","11/18/2019","SM","29 College Drive","FIRST COMMUNITY BANKSHARES, INC.","51","0","1","4","0","Tazewell","","","1/7/1920","1/1/1934","7/16/2016","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","","34989","1049","","","16698","15942","1300","0","0"
"34047","0","2328137","2337401","First Community Bank","Lexington","SC","29072","6/30/2019","11/18/2019","NM","5455 Sunset Boulevard","FIRST COMMUNITY CORPORATION","22","0","1","4","0","Lexington","17900","Columbia, SC","8/17/1995","8/17/1995","10/21/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.firstcommunitysc.com","193092","29038","","","19832","13099","52057","27739","51327"
"14904","0","233246","2382335","First Community Bank","Newell","IA","50568","6/30/2019","11/18/2019","NM","119 S. Fulton","NEWELL BANCSHARES, INC.","4","0","0","2","1","Buena Vista","","","1/1/1912","12/4/1934","3/24/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","21725","21725","","","0","","0","0","0"
"5384","13628","993250","1059733","First Community Bank","Beemer","NE","68716","6/30/2019","11/18/2019","SM","201 Main Street","FIRST BEEMER CORPORATION","4","0","0","2","0","Cuming","","","4/7/1903","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","5725","1381","","","1539","","1087","1718","0"
"15913","10320","371232","1208018","First Community Bank and Trust","Beecher","IL","60401","6/30/2019","11/18/2019","SM","1111 Dixie Highway","FIRST COMMUNITY BANCORP, INC.","2","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/16/1916","10/4/1952","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.firstcbt.com","21345","70","","","19109","1423","743","0","0"
"57124","0","3034257","3034248","First Community Bank of Central Alabama","Wetumpka","AL","36092","6/30/2019","11/18/2019","NM","715 Wilson Street","CENTRAL ALABAMA BANCSHARES, INC.","7","0","0","4","1","Elmore","33860","Montgomery, AL","8/28/2001","8/28/2001","2/15/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.fcbca.com","69837","0","","","43593","0","26244","0","0"
"30166","4876","812379","4565721","First Community Bank of Cullman","Cullman","AL","35055","6/30/2019","11/18/2019","NM","420 2nd Avenue, Sw","SOUTHERN COMMUNITY BANCSHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","1","0","0","4","0","Cullman","","","1/1/1905","9/24/1941","7/15/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.fcbcullman.com","3742","1734","","","1465","320","0","223","0"
"33794","13619","2037185","2224239","First Community Bank of East Tennessee","Rogersville","TN","37857","6/30/2019","11/18/2019","NM","809 West Main Street","FIRST COMMUNITY CORPORATION","7","0","0","4","0","Hawkins","28700","Kingsport-Bristol-Bristol, TN-VA","4/26/1993","4/26/1993","7/29/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","17765","11829","","","4658","","0","1278","0"
"34752","15522","2696180","2917278","First Community Bank of Hillsboro","Hillsboro","IL","62049","6/30/2019","11/18/2019","NM","807 South Main Street","FIRST COMMUNITY BANC HOLDING COMPANY","2","0","0","2","1","Montgomery","","","5/29/1998","5/29/1998","7/22/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","","27792","26871","","","275","","0","646","0"
"27211","11231","1188772","2016340","First Community Bank of Tennessee","Shelbyville","TN","37160","6/30/2019","11/18/2019","NM","207 Elm Street","FIRST COMMUNITY BANCORP, INC.","6","0","0","4","0","Bedford","","","4/1/1988","4/1/1988","6/28/2016","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.firstcommunitybanker.com","31309","0","","","8248","0","20600","2461","0"
