cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scage,idscas,scaot,scspn,scfmn,scgnm,sccol,SCCPTG,SCCMOG
"35056","0","2805928","3619702","Madison County Community Bank","Madison","FL","32340","6/30/2019","11/18/2019","NM","301 West Base Street","MADISON COMMUNITY BANCSHARES CORPORATION","1","0","0","4","0","Madison","","","5/5/1999","5/5/1999","7/9/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","http://www.mccbflorida.com","29132","12444","","","2211","12938","1539","0","0"
"19544","0","596455","1123616","Madison Valley Bank","Ennis","MT","59729","6/30/2019","11/18/2019","NM","213 East Main","JACKASS CREEK LAND & LIVESTOCK COMPANY","5","0","0","4","1","Madison","","","6/21/1965","1/13/1966","10/29/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","44851","0","","","44851","","0","0","0"
"8120","10406","261146","1095843","Magnolia Bank","Magnolia","KY","42757","6/30/2019","11/18/2019","NM","4910 South L And N Turnpike","MAGNOLIA BANCSHARES, INC.","6","0","1","4","1","Larue","21060","Elizabethtown-Fort Knox, KY","11/4/1919","1/1/1934","9/4/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.magnoliabank.com","16631","15562","","","519","451","99","0","0"
"22081","0","34434","1084016","Magnolia State Bank","Bay Springs","MS","39422","6/30/2019","11/18/2019","NM","28 Highway 528","MAGNOLIA STATE CORPORATION, THE","8","0","0","4","1","Jasper","","","8/4/1975","8/4/1975","5/1/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","14715","1307","","","10674","","1432","1049","253"
"30704","5775","548771","3382855","Magyar Bank","New Brunswick","NJ","8903","6/30/2019","11/18/2019","SB","400 Somerset Street","MAGYAR BANCORP, MHC","7","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1922","9/7/1954","12/31/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","49588","5819","","","39468","","4301","0","0"
"7153","14309","521804","2367921","Mahopac Bank","Mahopac","NY","10541","6/30/2019","11/18/2019","NM","630 Route 6","TOMPKINS FINANCIAL CORPORATION","14","0","0","4","0","Putnam","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1927","1/1/1934","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://www.mahopacbank.com","278277","111951","","","97845","28839","39642","0","0"
"22086","0","430054","3365296","Main Bank","Albuquerque","NM","87110","6/30/2019","11/18/2019","NM","7300 Menaul Blvd, Ne","MAIN BANC, INC.","1","0","0","4","1","Bernalillo","10740","Albuquerque, NM","8/5/1975","8/5/1975","1/24/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","","8069","8069","","","0","","0","0","0"
"90235","16539","818401","3469354","Main Street Bank","Marlborough","MA","1752","6/30/2019","11/18/2019","SB","81 Granger Boulevard","MAIN STREET GROUP BANCSHARES MHC","13","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/3/1860","11/15/1985","1/1/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.bankmainstreet.com","54244","20554","","","31123","2215","352","0","0"
"57878","0","3351440","3351468","Main Street Bank","Bingham Farms","MI","48025","6/30/2019","11/18/2019","SM","31780 Telegraph Road","NORTH STAR FINANCIAL HOLDINGS, INC.","2","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","9/7/2005","9/7/2005","5/10/2010","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","4805","1992","","","2813","","0","0","0"
"57162","0","3034695","3178900","Main Street Bank Corp.","Wheeling","WV","26003","6/30/2019","11/18/2019","NM","2001 Main Street, Suite 100","MAIN STREET FINANCIAL SERVICES CORP","4","0","0","4","0","Ohio","48540","Wheeling, WV-OH","6/20/2001","6/20/2001","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Cleveland","Northeastern","Northeast","0","1","","34659","34453","","","206","","0","0","0"
"57742","0","3248849","4977397","MainStreet Bank","Fairfax","VA","22030","6/30/2019","11/18/2019","SM","10089 Fairfax Blvd","MAINSTREET BANCSHARES, INC.","6","0","0","4","0","Fairfax City","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/26/2004","5/26/2004","7/30/2013","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.mstreetbank.com","24376","9416","","","14476","0","484","0","0"
"18528","0","139955","1056170","Mainstreet Bank","Cook","NE","68329","6/30/2019","11/18/2019","NM","129 West Main Street","BANCOOK CORPORATION","8","0","0","2","0","Johnson","","","5/1/1890","5/18/1962","6/2/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","0","0","","","0","","0","0","0"
"57598","0","3217957","0","Mainstreet Community Bank of Florida","Deland","FL","32720","6/30/2019","11/18/2019","NM","204 S. Woodland Boulevard","","6","0","0","4","0","Volusia","19660","Deltona-Daytona Beach-Ormond Beach, FL","10/24/2003","10/24/2003","4/9/2016","Stock","0","0","FDIC","DIF","Atlanta","CHICAGO","Gainesville","Atlanta","Southern","Southeast","0","1","www.bankonmainstreet.com","29518","10129","","","7400","","11989","0","0"
"32282","8089","773470","3842528","Malaga Bank F.S.B.","Palos Verdes Pen","CA","90274","6/30/2019","11/18/2019","SA","2514 Via Tejon","MALAGA FINANCIAL CORPORATION","5","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/8/1985","3/8/1985","7/21/2011","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","","0","0","","","0","0","0","0","0"
"14230","0","756343","3070415","Malvern Bank","Malvern","IA","51551","6/30/2019","11/18/2019","NM","404 Main Street","MALVERN BANCSHARES, INC.","1","0","0","2","1","Mills","36540","Omaha-Council Bluffs, NE-IA","1/1/1892","4/10/1934","1/1/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","","0","0","","","0","","0","0","0"
"27861","416","676478","3805279","Malvern Bank N.A.","Paoli","PA","19301","6/30/2019","11/18/2019","N","42 East Lancaster Avenue","MALVERN BANCORP, INC","8","0","1","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1887","1/8/1947","2/12/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","22146","8001","","","0","0","14145","0","0"
"30470","5398","459671","2589714","Manasquan Bank","Manasquan","NJ","8736","6/30/2019","11/18/2019","SB","2221 Landmark Place","MB MUTUAL HOLDING COMPANY","12","0","0","4","0","Monmouth","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1874","7/7/1950","4/1/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://www.manasquanbank.com","68214","16480","","","46365","5369","0","0","0"
"11823","0","614751","2851318","Manhattan Bank","Manhattan","MT","59741","6/30/2019","11/18/2019","NM","124 South Broadway","MSB FINANCIAL, INC.","4","0","0","2","1","Gallatin","","","10/5/1905","1/1/1934","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.manhattanbank.com","37975","0","","","37975","0","0","0","0"
"26448","8465","163370","0","Mansfield Co-operative Bank","Mansfield","MA","2048","6/30/2019","11/18/2019","SM","80 North Main Street","","5","0","0","4","0","Bristol","39300","Providence-Warwick, RI-MA","1/1/1883","12/5/1985","1/1/2019","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.mansfieldbank.bank","31822","1748","","","19879","","8236","0","1959"
"223","0","868442","1143212","Manson State Bank","Manson","IA","50563","6/30/2019","11/18/2019","NM","1001 Main St","ROG-LEE, INCORPORATED","1","0","0","2","1","Calhoun","","","1/1/1933","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","5365","507","","","386","","4472","0","0"
"588","11394","501105","1037003","Manufacturers and Traders Trust Company","Buffalo","NY","14203","6/30/2019","11/18/2019","SM","One M And T Plaza","M&T BANK CORPORATION","807","3","1","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","1/1/1856","1/1/1934","2/7/2019","Stock","0","1","FED","DIF","New York","WASHINGTON","Syracuse","New York","Northeastern","Northeast","0","0","http://www.mtb.com","9362239","0","","","5863012","3497621","1606","0","0"
"18618","12962","930965","3133262","Manufacturers Bank","Los Angeles","CA","90071","6/30/2019","11/18/2019","NM","515 S Figueroa St, Ground Fl","SUMITOMO MITSUI FINANCIAL GROUP, INC.","10","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","10/29/1962","10/29/1962","6/5/2017","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","http://www.manufacturersbank.com","123589","0","","","239","12892","110458","0","0"
"16307","14046","215345","2269977","Manufacturers Bank & Trust Company","Forest City","IA","50436","6/30/2019","11/18/2019","NM","245 J Street","MBT CORP.","6","0","1","2","1","Winnebago","","","9/1/1945","9/1/1945","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","14208","2752","","","11456","","0","0","0"
"57581","0","3151417","3151426","Maple Bank","Champlin","MN","55316","6/30/2019","11/18/2019","NM","11660 Theatre Drive North","MAPLE FINANCIAL HOLDING COMPANY","1","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/4/2003","8/4/2003","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.maple-bank.com","0","0","","","0","0","0","0","0"
"28585","1899","548472","3793497","Maple City Savings Bank, FSB","Hornell","NY","14843","6/30/2019","11/18/2019","SA","145 Main Street","MAPLE CITY SAVINGS, MHC","2","0","0","5","0","Steuben","","","1/1/1905","1/5/1953","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","1035","1007","","","28","","0","0","0"
"3182","0","594451","5136810","MapleMark Bank","Dallas","TX","75219","6/30/2019","11/18/2019","NM","3963 Maple Ave Ste 260","MAPLE FINANCIAL HOLDINGS, INC.","2","0","1","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/1/1909","1/1/1934","7/14/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","maplemarkbank.com","34830","15927","","","18903","","0","0","0"
"17903","9612","683449","1200311","Maquoketa State Bank","Maquoketa","IA","52060","6/30/2019","11/18/2019","SM","203 North Main Street","OHNWARD BANCSHARES, INC.","4","0","0","2","0","Jackson","","","9/2/1958","9/2/1958","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","26100","24911","","","513","","676","0","0"
"29745","4000","596978","0","Marathon  Bank","Wausau","WI","54401","6/30/2019","11/18/2019","SB","500 Scott Street","","4","0","0","4","0","Marathon","48140","Wausau, WI","1/1/1902","3/12/1958","9/14/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","","18167","4114","","","6334","","7580","139","0"
"90234","8425","816304","0","Marblehead Bank","Marblehead","MA","1945","6/30/2019","11/18/2019","SM","21 Atlantic Avenue","","4","0","0","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","3/18/1871","9/17/1985","10/22/2008","Non-Stock","0","0","FED","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","","9975","9968","","","7","","0","0","0"
"20250","0","258445","1823608","Marine Bank","Springfield","IL","62704","6/30/2019","11/18/2019","NM","3050 West Wabash Avenue","MARINE BANCORP, INC.","13","0","0","4","1","Sangamon","44100","Springfield, IL","9/4/1970","9/4/1970","10/4/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.ibankmarine.com","30586","28467","","","2119","","0","0","0"
"34233","0","2587916","5076215","Marine Bank & Trust Company","Vero Beach","FL","32963","6/30/2019","11/18/2019","NM","571 Beachland Boulevard","MARINE BANCORP OF FLORIDA, INC.","4","0","0","4","0","Indian River","42680","Sebastian-Vero Beach, FL","7/1/1997","7/1/1997","10/22/2016","Stock","0","1","FDIC","DIF","Atlanta","NEW YORK","South Florida","Atlanta","Southern","Southeast","0","1","","29849","5527","","","6660","","3874","12347","1441"
"35479","0","3010000","3227947","MARINERS BANK","Edgewater","NJ","7020","6/30/2019","11/18/2019","NM","935 River Road","MARINER'S BANCORP","7","0","0","4","1","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","5/1/2001","5/1/2001","7/21/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","1873","0","","","0","","0","1873","0"
"14184","0","449832","1248023","Marion Bank and Trust Company","Marion","AL","36756","6/30/2019","11/18/2019","NM","332 South Washington Street","MARION BANCSHARES, INC.","4","0","0","4","1","Perry","","","3/17/1934","4/2/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","https://www.marion-bank.com","45065","26129","","","3934","7","12366","1660","969"
"7909","11479","947525","1138928","Marion Center Bank","Indiana","PA","15701","6/30/2019","11/18/2019","NM","1271 Indian Springs Road","COMMUNITY BANKERS' CORPORATION","7","0","0","4","0","Indiana","","","7/6/1905","1/1/1934","6/24/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","25118","25118","","","0","","0","0","0"
"15272","16045","97943","1200245","Marion County State Bank","Pella","IA","50219","6/30/2019","11/18/2019","NM","800 Main Street","PELLA FINANCIAL GROUP, INC.","2","0","0","2","1","Marion","","","9/21/1935","9/21/1935","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","11439","8062","","","0","","3377","0","0"
"9320","0","678454","0","Marion State Bank","Marion","LA","71260","6/30/2019","11/18/2019","NM","345 Main Street","","4","0","0","4","0","Union","33740","Monroe, LA","2/1/1907","1/1/1934","2/21/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.marionstatebank.com","15025","5223","","","8265","1447","90","0","0"
"15355","0","484057","3828250","Marion State Bank","Marion","TX","78124","6/30/2019","11/18/2019","NM","301 West San Antonio Street","MARION BANCSHARES, INC.","1","0","0","4","1","Guadalupe","41700","San Antonio-New Braunfels, TX","1/1/1906","2/11/1936","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","28278","0","","","23656","","4622","0","0"
"1517","13003","489641","1202883","Markesan State Bank","Markesan","WI","53946","6/30/2019","11/18/2019","SM","84 N. Bridge Street","SWORD FINANCIAL CORPORATION","4","0","0","2","0","Green Lake","","","11/3/1891","1/1/1934","10/30/2017","Stock","0","1","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.markesanstatebank.com","7364","7364","","","0","0","0","0","0"
"58267","0","3716852","3832583","Marlin Business Bank","Salt Lake City","UT","84121","6/30/2019","11/18/2019","SM","2795 E Cottonwood Parkway, #","MARLIN BUSINESS SERVICES CORP DBA MARLIN CAPITAL SOLUTIONS","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","3/12/2008","3/12/2008","3/13/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","","4615","1401","","","462","0","0","0","2752"
"16250","10700","716833","1207486","Marquette Bank","Chicago","IL","60636","6/30/2019","11/18/2019","SM","6316 South Western Avenue","MARQUETTE NATIONAL CORPORATION","24","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/12/1945","5/12/1945","5/3/2017","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.emarquettebank.com","184067","0","","","19990","40035","105073","0","18969"
"18094","0","388258","0","Marquette Farmers State Bank of Marquette","Marquette","KS","67464","6/30/2019","11/18/2019","NM","205 North Washington","","1","0","0","2","0","Mcpherson","","","7/26/1906","10/15/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","1172","1172","","","0","","0","0","0"
"30544","5523","304173","0","Marquette Savings Bank","Erie","PA","16501","6/30/2019","11/18/2019","SB","920 Peach Street","","12","0","0","5","0","Erie","21500","Erie, PA","1/1/1908","6/7/1954","8/28/2009","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.marquettesavings.bank","191668","0","","","93846","","82149","15673","0"
"58345","0","3625002","4981648","Marquis Bank","Coral Gables","FL","33134","6/30/2019","11/18/2019","NM","355 Alhambra Circle, # 125","MARQUIS BANCORP, INC.","3","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","8/13/2007","8/13/2007","6/27/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.marquisbank.com","27973","17639","","","8658","1676","0","0","0"
"7910","9438","978622","4655266","Mars Bank","Mars","PA","16046","6/30/2019","11/18/2019","NM","145 Grand Avenue","MARS BANCORP, INC.","5","0","0","4","0","Butler","38300","Pittsburgh, PA","10/16/1900","1/1/1934","6/26/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","83117","34755","","","23413","","12409","12540","0"
"16318","0","104542","1491780","Marseilles Bank","Marseilles","IL","61341","6/30/2019","11/18/2019","NM","101 East Bluff Street","MARSEILLES BANCORPORATION, INC.","2","0","0","8","1","La Salle","","","9/24/1945","9/24/1945","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","17451","17451","","","0","","0","0","0"
"9752","0","720157","0","Marshall County State Bank","Newfolden","MN","56738","6/30/2019","11/18/2019","NM","118 East Minnesota Avenue","","1","0","0","2","1","Marshall","","","10/20/1922","1/1/1934","2/18/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","784","0","","","0","","784","0","0"
"90190","13953","196800","0","Martha's Vineyard Savings Bank","Edgartown","MA","2539","6/30/2019","11/18/2019","SM","78 Main Street","","9","0","0","4","0","Dukes","","","4/15/1955","11/4/1985","11/14/2017","Non-Stock","0","1","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.mvbank.com","23914","3042","","","16578","4294","0","0","0"
"29685","3881","104971","0","Martinsville First Savings Bank","Martinsville","VA","24114","6/30/2019","11/18/2019","SA","25 W Church Street","","1","0","0","5","0","Martinsville City","","","1/1/1924","1/3/1950","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","9143","9007","","","136","","0","0","0"
"18013","13316","268006","3846106","Mascoma Bank","Lebanon","NH","3766","6/30/2019","11/18/2019","SM","67 North Park Street","MASCOMA MUTUAL FINANCIAL SERVICES CORPORATION","26","0","1","4","0","Grafton","","","1/1/1899","7/2/1959","10/2/2017","Stock","0","1","FED","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.mascomabank.com","151970","17985","","","68746","4522","1230","39688","19799"
"3327","14756","368054","3026896","Mason Bank","Mason","TX","76856","6/30/2019","11/18/2019","SM","111 Westmoreland Street","MASON BANK EMPLOYEE'S STOCK OWNERSHIP PLAN AND TRUST","1","0","0","2","1","Mason","","","1/15/1904","1/1/1934","1/1/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","47903","0","","","24285","","23618","0","0"
"16198","0","108746","1399019","Mason City National Bank","Mason City","IL","62664","6/30/2019","11/18/2019","N","104 West Pine Street","MASON CITY BANCORP, INC.","1","0","0","2","1","Mason","","","10/9/1944","10/9/1944","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","8336","3550","","","1958","","2828","0","0"
"30303","5138","29878","0","Maspeth Federal Savings and Loan Association","Maspeth","NY","11378","6/30/2019","11/18/2019","SA","56-18 69th St","","6","0","0","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1947","2/3/1947","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.maspethfederal.com","31526","31526","","","0","0","0","0","0"
"30429","5323","454975","0","Massena Savings and Loan","Massena","NY","13662","6/30/2019","11/18/2019","SA","255 Main Street","","2","0","0","5","0","Saint Lawrence","","","1/1/1924","10/14/1949","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","0","0","","","0","","0","0","0"
"2359","9252","857811","3045011","Mauch Chunk Trust Company","Jim Thorpe","PA","18229","6/30/2019","11/18/2019","NM","1111 North Street","MAUCH CHUNK TRUST FINANCIAL CORP.","8","0","0","8","0","Carbon","10900","Allentown-Bethlehem-Easton, PA-NJ","8/25/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","124417","0","","","124417","","0","0","0"
"15930","0","694146","1133615","Maxwell State Bank","Maxwell","IA","50161","6/30/2019","11/18/2019","NM","122 Main Street","DENTEL BANCORPORATION","1","0","0","2","1","Story","11180","Ames, IA","2/1/1943","2/1/1943","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","2","0","","","2","","0","0","0"
"13736","15541","1009840","1204355","Maynard Savings Bank","Maynard","IA","50655","6/30/2019","11/18/2019","NM","310 West Main Street","FAYETTE BANCORPORATION","2","0","0","2","1","Fayette","","","1/1/1895","1/13/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.maynardsavingsbank.com","3016","3016","","","0","0","0","0","0"
"30585","5592","411576","0","Mayville Savings Bank","Mayville","WI","53050","6/30/2019","11/18/2019","SB","200 South Main Street","","1","0","0","5","0","Dodge","","","1/1/1922","7/6/1953","8/5/2014","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","http://www.mayvillesavings.com","127","0","","","70","57","0","0","0"
"12899","15618","358448","2907251","Mayville State Bank","Mayville","MI","48744","6/30/2019","11/18/2019","NM","37 E. Ohmer Rd.","MAYVILLE FINANCIAL CORPORATION","2","0","0","8","0","Tuscola","","","4/15/1885","1/1/1934","1/14/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","9607","8029","","","1253","","325","0","0"
"14816","9117","132554","1123933","mBank","Manistique","MI","49854","6/30/2019","11/18/2019","NM","130 South Cedar Street","MACKINAC FINANCIAL CORPORATION","30","0","1","4","0","Schoolcraft","","","10/13/1934","10/13/1934","10/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Minneapolis","Central","Central","0","1","http://www.bankmbank.com","44015","15478","","","19558","1006","6550","1063","360"
"15669","0","522753","1103999","MCBank","Goldthwaite","TX","76844","6/30/2019","11/18/2019","NM","1017 Parker Street","GOLDTHWAITE BANCSHARES, INC.","5","0","0","2","1","Mills","","","11/24/1908","6/20/1939","6/3/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.mcbanktx.com","65551","0","","","23791","","40237","0","1523"
"4187","11821","648251","1060485","McClain Bank","Purcell","OK","73080","6/30/2019","11/18/2019","NM","131 West Main Street","MCCLAIN COUNTY BANCORPORATION, INC.","5","0","0","4","0","Mcclain","36420","Oklahoma City, OK","3/8/1922","1/1/1934","10/18/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","4802","1987","","","371","","2444","0","0"
"11261","0","399357","0","McClave State Bank","Mcclave","CO","81057","6/30/2019","11/18/2019","NM","101 East First Street","","1","0","0","2","0","Bent","","","3/9/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","2601","1863","","","0","","110","379","249"
"23798","14781","423159","2642196","McCurtain County National Bank","Broken Bow","OK","74728","6/30/2019","11/18/2019","N","20 North Park Drive","MCCURTAIN COUNTY BANCSHARES, INC.","4","0","0","8","0","Mccurtain","","","4/23/1982","4/23/1982","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","30001","28949","","","26","","0","1026","0"
"2476","9863","663647","1204748","McFarland State Bank","Mc Farland","WI","53558","6/30/2019","11/18/2019","NM","5990 Highway 51","NORTHERN BANKSHARES, INC.","6","0","0","4","1","Dane","31540","Madison, WI","1/5/1905","1/1/1934","1/28/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","43169","0","","","5653","","27528","8594","1394"
"11242","13681","897648","3487965","McGehee Bank","Mcgehee","AR","71654","6/30/2019","11/18/2019","NM","301 North Second Street","MCGEHEE BANK EMPLOYEE STOCK OWNERSHIP PLAN THE","4","0","0","2","1","Desha","","","12/6/1933","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","19037","19031","","","0","0","6","0","0"
"30864","6031","446877","3866878","McHenry Savings Bank","Mchenry","IL","60050","6/30/2019","11/18/2019","SB","353 Bank Drive","MCHENRY BANCORP, INC.","3","0","0","8","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1955","6/12/1957","4/5/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","37540","5925","","","9739","","9795","2965","9116"
"13794","0","720858","1143678","McIntosh County Bank","Ashley","ND","58413","6/30/2019","11/18/2019","NM","204 West Main Street","MCINTOSH COUNTY BANK HOLDING COMPANY, INC.","2","0","0","2","1","Mcintosh","","","1/1/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","13130","0","","","11741","","0","1389","0"
