cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,uc,ucloc,uccrcd,uccomre,uccomres,uccomreu,ucsc,ucother,ucover1,sclent,othoffbs,partconv,partacqu
"9188","14332","322757","1248582","Farmers & Merchants Bank","Adamsville","TN","38310","6/30/2019","11/18/2019","NM","119 Main Street","CHESTER COUNTY BANCSHARES, INC.","1","0","0","4","0","Mcnairy","","","1/1/1909","1/1/1934","6/30/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","","601","0","0","175","175","0","","426","0","0","0","",""
"2036","10327","348720","1076619","Farmers & Merchants Bank","Granite Quarry","NC","28072","6/30/2019","11/18/2019","NM","138 North Salisbury Avenue","F & M FINANCIAL CORPORATION","11","0","0","4","0","Rowan","16740","Charlotte-Concord-Gastonia, NC-SC","1/1/1909","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","153623","45045","0","99559","99559","0","","9019","13897","0","11800","",""
"13737","0","888141","2178631","Farmers & Merchants Bank & Trust","Burlington","IA","52601","6/30/2019","11/18/2019","NM","221 Jefferson Street","FARMERS AND MERCHANTS BANCSHARES, INC.","4","0","0","8","0","Des Moines","","","1/1/1916","1/24/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","9976","1241","0","1735","1735","0","","7000","2186","0","21","",""
"10382","0","672247","1204300","Farmers & Merchants Bank & Trust","Marinette","WI","54143","6/30/2019","11/18/2019","NM","1644 Ludington Street","F & M BANKSHARES, INC.","3","0","0","4","0","Marinette","","","12/2/1902","1/2/1934","1/29/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","","7453","1528","0","3641","3641","0","","2284","5818","0","3000","",""
"1331","13589","808260","2781910","Farmers & Merchants Bank of Central California","Lodi","CA","95240","6/30/2019","11/18/2019","NM","121 West Pine Street","FARMERS & MERCHANTS BANCORP","37","0","0","2","0","San Joaquin","44700","Stockton-Lodi, CA","5/24/1916","1/1/1934","10/10/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","0","www.fmbonline.com","835231","52133","0","192448","192448","0","0","590650","617675","0","60000","",""
"34719","15958","2667939","1248836","Farmers & Merchants Bank of Colby","Colby","KS","67701","6/30/2019","11/18/2019","NM","240 West Fourth Street","SECURITY BANCSHARES, INC.","2","0","0","2","0","Thomas","","","3/13/1998","3/13/1998","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","32863","468","0","1457","1457","0","","30938","0","0","0","",""
"9986","0","804422","0","Farmers & Merchants Bank of Craig County","New Castle","VA","24127","6/30/2019","11/18/2019","SM","189 Main Street","","1","0","0","8","0","Craig","40220","Roanoke, VA","5/2/1917","1/1/1934","1/6/2009","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","4418","0","0","3399","3399","0","","1019","0","0","0","",""
"10469","0","724940","1096390","Farmers & Merchants Bank of Hutsonville","Hutsonville","IL","62433","6/30/2019","11/18/2019","NM","108 S Main St","HUTSONVILLE BANC CORP.","1","0","0","8","1","Crawford","","","12/20/1920","1/1/1934","9/18/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","1333","169","0","435","435","0","","729","1333","0","0","",""
"15173","0","41245","0","Farmers & Merchants Bank, of Orfordville","Orfordville","WI","53576","6/30/2019","11/18/2019","SM","303 Spring Street","","1","0","0","2","0","Rock","27500","Janesville-Beloit, WI","2/25/1901","7/1/1935","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","898","0","188","0","0","0","","710","0","0","0","",""
"9298","10283","863746","2558484","Farmers & Merchants Savings Bank","Manchester","IA","52057","6/30/2019","11/18/2019","SM","101 E Main Street","DUNN INVESTMENT CO.","11","0","1","4","1","Delaware","","","7/20/1925","1/1/1934","1/1/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.fmbank.biz","163772","5484","16870","14153","14153","0","","127265","39671","0","0","",""
"13242","0","79145","3087039","Farmers & Merchants State Bank","Waterloo","WI","53594","6/30/2019","11/18/2019","NM","210 West Madison","MAUNESHA BANCSHARES, INC.","2","0","0","4","0","Jefferson","","","1/1/1897","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","28751","11367","0","12822","12822","0","","4562","4950","0","21000","",""
"9340","12477","721752","1124202","Farmers & Merchants State Bank of New York Mills, Incorporated","New York Mills","MN","56567","6/30/2019","11/18/2019","NM","Walker Ave. & Front St.","NEW YORK MILLS BANCSHARES, INC.","1","0","0","2","1","Otter Tail","","","12/16/1916","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","3376","0","0","1247","1247","0","","2129","0","0","0","",""
"13625","0","622653","3640425","Farmers & Stockmens Bank","Clayton","NM","88415","6/30/2019","11/18/2019","NM","22 Maple Street","CENTRAL BANCORP, INC.","4","0","1","4","1","Union","","","7/6/1920","1/1/1934","7/13/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","","37989","223","0","9637","9637","0","","28129","13879","0","16980","",""
"288","10627","839817","1071539","Farmers & Traders Bank of Campton","Campton","KY","41301","6/30/2019","11/18/2019","NM","215 Mountain Parkway Spur","MIDDLEFORK FINANCIAL GROUP INC.","1","0","0","8","1","Wolfe","","","1/1/1902","1/1/1934","12/11/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.farmersandtradersbank.com","2780","282","424","818","818","0","0","1256","0","0","0","",""
"16717","15545","792248","1205017","Farmers & Traders Savings Bank","Bancroft","IA","50517","6/30/2019","11/18/2019","NM","108 West Ramsey","KENNEDY BANCSHARES, INC.","1","0","0","2","1","Kossuth","","","1/1/1887","7/1/1948","7/28/2009","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","10813","0","719","0","0","0","","10094","218","0","0","",""
"12602","0","788559","3566749","Farmers and Drovers Bank","Council Grove","KS","66846","6/30/2019","11/18/2019","NM","201 West Main Street","FARMERS AND DROVERS FINANCIAL CORP","3","0","0","2","0","Morris","","","3/16/1882","1/1/1934","9/3/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","14409","239","0","535","535","0","","13635","460","0","0","",""
"28478","1669","412872","0","Farmers and Mechanics Federal Savings Bank","Bloomfield","IN","47424","6/30/2019","11/18/2019","SB","225 East Main Street","","2","0","0","5","0","Greene","","","1/1/1892","8/15/1936","6/30/2017","Non-Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","","1588","1588","0","0","0","0","","0","0","0","0","",""
"13415","0","257653","0","Farmers and Merchants Bank","Arnett","OK","73832","6/30/2019","11/18/2019","NM","225 E. Renfrow Ave","","1","0","0","2","1","Ellis","","","12/28/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","1372","0","0","0","0","0","","1372","0","0","0","",""
"1735","16123","434539","1137882","Farmers and Merchants Bank","Piedmont","AL","36272","6/30/2019","11/18/2019","NM","112 East Ladiga Street","F&M FINANCIAL CORP","4","0","0","4","0","Calhoun","11500","Anniston-Oxford-Jacksonville, AL","4/12/1915","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","24804","6783","0","8288","8288","0","","9733","7337","0","0","",""
"17444","0","984650","0","Farmers and Merchants Bank","Axtell","NE","68924","6/30/2019","11/18/2019","NM","402 Main St","","1","0","0","2","0","Kearney","","","7/1/1907","5/26/1955","2/17/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","0","0","0","0","0","0","0","0","0","0","0","",""
"16810","9353","455552","1416831","Farmers and Merchants Bank","Milford","NE","68405","6/30/2019","11/18/2019","NM","617 First Street","COUNTRY BANK SHARES, INC.","11","0","0","2","0","Seward","30700","Lincoln, NE","7/5/1949","7/5/1949","2/19/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","55410","3714","0","2318","2318","0","","49378","3002","0","0","",""
"14275","14396","516154","2230249","Farmers and Merchants Bank","Milligan","NE","68406","6/30/2019","11/18/2019","NM","501 Main St","FM GROUP, INC.","2","0","1","2","1","Fillmore","","","6/10/1903","4/24/1934","10/12/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","25829","0","0","4","4","0","","25825","0","0","2750","",""
"3170","0","555256","2344641","Farmers and Merchants Bank","De Leon","TX","76444","6/30/2019","11/18/2019","NM","240 South Texas Street","F & M BANCSHARES, INC.","5","0","0","2","1","Comanche","","","1/1/1905","1/1/1934","12/2/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","5325","0","0","2907","2907","0","","2418","412","0","0","",""
"13887","9676","446130","1086485","Farmers and Merchants Bank","Lafayette","AL","36862","6/30/2019","11/18/2019","NM","2 1st St Ne","FARMERS & MERCHANTS BANCSHARES, INC.","3","0","0","7","0","Chambers","","","1/30/1934","2/13/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.fmlafayette.com","5859","740","0","968","447","521","0","4151","0","0","0","",""
"15801","10344","205243","0","Farmers and Merchants Bank","Baldwyn","MS","38824","6/30/2019","11/18/2019","SM","111 West Clayton Street","","10","0","0","4","0","Prentiss","","","3/10/1941","3/10/1941","11/1/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","","21660","326","4367","9999","9999","0","","6968","4367","0","0","",""
"1895","13167","891226","5041521","Farmers and Merchants Bank","Upperco","MD","21155","6/30/2019","11/18/2019","NM","15226 Hanover Pike","FARMERS AND MERCHANTS BANCSHARES, INC.","8","0","0","4","0","Baltimore","12580","Baltimore-Columbia-Towson, MD","1/1/1919","1/1/1934","7/25/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","37126","4037","0","11721","11721","0","","21368","10986","0","0","",""
"13801","0","372640","1135196","Farmers and Merchants Bank","Laotto","IN","46763","6/30/2019","11/18/2019","NM","6464 Merchants Drive","FM FINCORP","4","0","0","8","1","De Kalb","","","10/29/1914","1/31/1934","7/31/2007","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","15509","9494","0","785","785","0","","5230","15509","0","0","",""
"16440","0","4231","1863239","Farmers and Merchants Bank","Sylvania","GA","30467","6/30/2019","11/18/2019","NM","104 North Main Street","SCREVEN BANCSHARES, INC.","3","0","0","7","0","Screven","","","3/1/1946","6/18/1946","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","4135","0","0","176","176","0","","3959","0","0","0","",""
"4144","0","836656","1053526","Farmers and Merchants Bank","Maysville","OK","73057","6/30/2019","11/18/2019","NM","621 Main Street","H. PAT HENSON COMPANY, THE","1","0","0","4","1","Garvin","","","1/1/1908","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","883","0","0","0","0","0","","883","1","0","0","",""
"5377","12966","398051","3446748","Farmers and Merchants Bank of Ashland","Ashland","NE","68003","6/30/2019","11/18/2019","SM","1501 Silver Street","FARMERS AND MERCHANTS FINANCIAL CORPORATION","4","0","0","2","0","Saunders","36540","Omaha-Council Bluffs, NE-IA","11/15/1883","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.fmnb.com","11957","1700","1519","837","837","0","0","7901","4807","0","0","",""
"12355","0","472643","0","Farmers and Merchants Bank of Kendall","Kendall","WI","54638","6/30/2019","11/18/2019","NM","102 E S Railroad St","","4","0","0","2","1","Monroe","","","9/11/1913","1/1/1934","6/7/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","2600","0","0","0","0","0","","2600","704","0","500","",""
"1225","0","871769","3649950","Farmers and Merchants Bank of Long Beach","Long Beach","CA","90802","6/30/2019","11/18/2019","SM","302 Pine Avenue","PALOMAR ENTERPRISES, LLC","25","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","11/20/1907","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","www.fmb.com","1985218","128258","48522","803964","803964","0","0","1004474","1779272","0","0","",""
"14024","0","274052","1051410","Farmers and Merchants Bank of Mound City, Kansas","Mound City","KS","66056","6/30/2019","11/18/2019","NM","103 S. 5th St.","CUNNINGHAM AGENCY, INC.","1","0","0","8","1","Linn","28140","Kansas City, MO-KS","11/14/1893","3/9/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","1639","0","0","608","608","0","","1031","158","0","6500","",""
"1660","13857","282226","1137426","Farmers and Merchants Bank of South Carolina","Holly Hill","SC","29059","6/30/2019","11/18/2019","NM","8624 Old State Street","FMB OF S.C. BANCSHARES, INC.","8","0","0","7","0","Orangeburg","","","1/3/1912","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.fmbsc.com","8397","934","0","4307","4307","0","","3156","2143","0","0","",""
"14056","10095","266851","2591539","Farmers and Merchants Bank of St. Clair","Saint Clair","MO","63077","6/30/2019","11/18/2019","NM","530 South Main Street","SAINT CLAIR BANCSHARES, INC.","5","0","0","4","0","Franklin","41180","St. Louis, MO-IL","5/2/1913","3/12/1934","9/1/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","20402","4402","0","8564","8564","0","","7436","1968","0","8200","",""
"10492","12525","673244","1203910","Farmers and Merchants Savings Bank","Iowa City","IA","52246","6/30/2019","11/18/2019","NM","2235 Mormon Trek Boulevard","COUNTRY BANCORPORATION","3","0","0","4","0","Johnson","26980","Iowa City, IA","9/25/1901","1/1/1934","9/17/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","7230","0","0","2332","2332","0","","4898","0","0","0","",""
"501","0","601153","1363748","Farmers and Merchants State Bank","Plankinton","SD","57368","6/30/2019","11/18/2019","NM","101 South Main Street","PAGE HOLDING COMPANY","2","0","0","2","1","Aurora","","","4/6/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","20853","0","434","403","403","0","","20016","0","0","0","",""
"15610","0","145741","1245321","Farmers and Merchants State Bank","Winterset","IA","50273","6/30/2019","11/18/2019","NM","101 West Jefferson","FARMERS AND MERCHANTS BANCORP","4","0","0","2","0","Madison","19780","Des Moines-West Des Moines, IA","8/11/1938","8/11/1938","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","24291","3190","0","4842","4842","0","","16259","4460","0","0","",""
"21728","0","677756","2622219","Farmers and Merchants State Bank","Langdon","ND","58249","6/30/2019","11/18/2019","NM","816 Third Street","F & M BANCSHARES, INC.","1","0","0","2","1","Cavalier","","","8/12/1974","8/12/1974","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","13477","0","1074","72","72","0","","12331","3393","0","0","",""
"10571","0","388753","0","Farmers and Merchants State Bank of Alpha","Alpha","MN","56111","6/30/2019","11/18/2019","NM","210 North Main Street","","1","0","0","2","0","Jackson","","","8/1/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.famstatebankofalpha.com","1721","0","0","83","83","0","","1638","28","0","0","",""
"8845","0","269759","1121984","Farmers and Merchants State Bank of Appleton","Appleton","MN","56208","6/30/2019","11/18/2019","NM","239 North Miles","MPS INVESTMENT COMPANY","1","0","0","2","1","Swift","","","2/20/1915","1/1/1934","10/5/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","8172","0","0","0","0","0","","8172","0","0","0","",""
"1599","15528","334657","1992335","Farmers and Merchants State Bank of Blooming Prairie","Blooming Prairie","MN","55917","6/30/2019","11/18/2019","NM","245 East Main Street","COUNTRY BANKERS, INC.","2","0","0","2","1","Steele","","","5/7/1904","1/1/1934","5/22/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.fmbankmn.com","11607","161","0","2667","2667","0","0","8779","0","0","3950","",""
"11324","13394","321330","2397366","Farmers and Merchants State Bank of Bushnell","Bushnell","IL","61422","6/30/2019","11/18/2019","NM","484 East Main Street","PRAIRIELAND BANCORP EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","2","0","0","2","0","Mcdonough","","","1/1/1914","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","4715","249","0","0","0","0","","4466","587","0","0","",""
"8756","0","864248","2072270","Farmers and Merchants State Bank of Neola, Iowa","Neola","IA","51559","6/30/2019","11/18/2019","NM","300 Front Street","FMSB BANCORP","2","0","0","2","1","Pottawattamie","36540","Omaha-Council Bluffs, NE-IA","1/1/1886","1/1/1934","8/29/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","","3461","0","0","250","250","0","","3211","0","0","0","",""
"10165","12484","728957","1123791","Farmers and Merchants State Bank of Pierz","Pierz","MN","56364","6/30/2019","11/18/2019","NM","80 Main Street N","FARMERS & MERCHANTS AGENCY, INC.","3","0","0","2","1","Morrison","","","1/1/1908","1/1/1934","11/5/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","23312","1807","0","2184","2184","0","","19321","15748","0","0","",""
"1901","0","762353","1122981","Farmers and Merchants State Bank of Sacred Heart","Sacred Heart","MN","56285","6/30/2019","11/18/2019","NM","200 West Maple Street","POE INVESTMENT COMPANY","1","0","0","2","1","Renville","","","3/4/1905","1/1/1934","8/15/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","1200","0","0","236","236","0","","964","569","0","0","",""
"13382","12107","770451","2780717","Farmers and Merchants State Bank of Springfield","Springfield","MN","56087","6/30/2019","11/18/2019","NM","101 North Marshall Avenue","PIESCO, INC.","2","0","0","2","1","Brown","","","1/1/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","24853","836","0","1300","1300","0","","22717","0","0","0","",""
"13662","0","411651","2911931","Farmers and Merchants State Bank, Bloomfield, Nebraska","Bloomfield","NE","68718","6/30/2019","11/18/2019","NM","103 N Broadway St","LAURITZEN INVESTMENTS, INCORPORATED","6","0","1","2","0","Knox","","","1/1/1895","1/17/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","www.fandmstatebank.com","81089","0","0","0","0","0","","81089","65543","0","0","",""
"8405","9850","289515","1118238","Farmers and Merchants Trust Company of Chambersburg","Chambersburg","PA","17201","6/30/2019","11/18/2019","NM","20 South Main Street","FRANKLIN FINANCIAL SERVICES CORPORATION","25","0","0","4","0","Franklin","16540","Chambersburg-Waynesboro, PA","1/10/1906","1/1/1934","2/12/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","fmtrust.bank","326726","51253","0","37232","37075","157","0","238241","0","0","0","",""
"14445","14748","51842","2653071","Farmers and Merchants Union Bank","Columbus","WI","53925","6/30/2019","11/18/2019","NM","159 West James Street","JEWEL BOX FINANCIAL SERVICES, INC.","6","0","0","2","0","Columbia","31540","Madison, WI","9/5/1861","6/5/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","WWW.FMUB.COM","79097","4743","0","35536","35536","0","0","38818","38710","0","0","",""
"22888","0","658924","0","Farmers and Miners Bank","Pennington Gap","VA","24277","6/30/2019","11/18/2019","SM","41526 West Morgan Avenue","","6","0","0","8","0","Lee","","","7/2/1979","7/2/1979","3/24/2011","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","3954","0","0","1182","1182","0","","2772","508","0","0","",""
"10896","0","672041","1209659","Farmers and Traders Savings Bank","Douds","IA","52551","6/30/2019","11/18/2019","NM","14155 Hwy 98","FARMERS AND TRADERS BANCORPORATION, INC.","1","0","0","2","0","Van Buren","","","5/20/1910","1/1/1934","7/18/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","55","0","0","0","0","0","","55","0","0","0","",""
"1296","0","325141","1417511","Farmers Bank","Greenwood","AR","72936","6/30/2019","11/18/2019","NM","71 West Center St","WILKINSON BANKING CORPORATION","11","0","0","8","0","Sebastian","22900","Fort Smith, AR-OK","8/1/1907","1/1/1934","5/26/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.gofarmersbank.com","7364","0","0","3562","3562","0","0","3802","0","0","0","",""
"57335","0","3020447","3020438","Farmers Bank","Ault","CO","80610","6/30/2019","11/18/2019","SM","119 First Street","FARMERS BANK HOLDING COMPANY","2","0","0","2","1","Weld","24540","Greeley, CO","12/28/2001","12/28/2001","7/16/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.farmersbank-weld.com","52497","7400","0","23344","23344","0","0","21753","9650","0","27000","",""
"2429","0","619327","4553960","Farmers Bank","Windsor","VA","23487","6/30/2019","11/18/2019","SM","50 East Windsor Boulevard","FARMERS BANKSHARES, INC.","7","0","0","4","0","Isle Of Wight","47260","Virginia Beach-Norfolk-Newport News, VA-NC","11/15/1919","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","69816","11104","0","23591","23591","0","","35121","29346","0","0","",""
"8661","12373","524757","1095807","Farmers Bank","Parsons","TN","38363","6/30/2019","11/18/2019","SM","29 East Main Street","TOWNSEND FINANCIAL CORPORATION","1","0","0","8","0","Decatur","","","3/9/1907","1/1/1934","5/11/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.farmers-bank.com","541","1","0","518","518","0","","22","0","0","0","",""
"2850","0","307062","2142306","Farmers Bank","Buhl","ID","83316","6/30/2019","11/18/2019","NM","914 Main Street","FARMERS BANCORPORATION, INC.","6","0","0","2","0","Twin Falls","46300","Twin Falls, ID","5/11/1917","1/1/1934","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","","79433","2707","4343","7124","6997","127","","65259","25896","0","0","",""
"4621","0","984351","1062854","Farmers Bank & Trust","Atwood","KS","67730","6/30/2019","11/18/2019","NM","101 South 4th Street","RAWLINS BANCSHARES, INC.","4","0","0","2","1","Rawlins","","","1/1/1914","1/1/1934","10/25/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","8120","0","0","0","0","0","","8120","808","0","0","",""
"17614","10157","482156","1055155","Farmers Bank & Trust","Great Bend","KS","67530","6/30/2019","11/18/2019","NM","1017 Harrison Street","FARMERS ENTERPRISES, INC.","9","0","0","2","1","Barton","","","8/1/1907","6/7/1956","6/27/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","103506","8197","0","19122","19122","0","","76187","32188","0","0","",""
"1291","10472","12946","1135413","Farmers Bank & Trust Company","Magnolia","AR","71753","6/30/2019","11/18/2019","SM","200 East Main Street","MAGNOLIA BANKING CORPORATION","24","0","1","4","0","Columbia","","","1/1/1906","1/1/1934","1/17/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","0","1","","176847","0","4542","100359","100359","0","0","71946","109168","0","372343","",""
"2765","9952","46941","1098554","Farmers Bank and Trust Company","Princeton","KY","42445","6/30/2019","11/18/2019","NM","111 West Washington Street","UNITED BANCORP OF PRINCETON, INC.","3","0","0","4","1","Caldwell","","","1/1/1900","1/1/1934","5/12/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","","13115","4915","0","2937","2937","0","","5263","0","0","0","",""
"1027","16010","33147","1247615","Farmers Bank and Trust Company","Blytheville","AR","72315","6/30/2019","11/18/2019","SM","400 West Main Street","FARMERS BANCORP INC.","7","0","0","2","1","Mississippi","","","3/16/1908","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","0","1","","38004","0","0","4338","4338","0","","33666","7590","0","38000","",""
"12869","13658","262741","1246962","Farmers Bank and Trust Company","Marion","KY","42064","6/30/2019","11/18/2019","NM","201 South Main Street","FARMERS BANCORP, INC. OF MARION, KENTUCKY","5","0","0","8","1","Crittenden","","","12/1/1899","1/1/1934","9/26/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","","20339","4159","0","783","783","0","","15397","4303","0","0","",""
"16103","0","3458","1061165","Farmers Bank of Green City","Green City","MO","63545","6/30/2019","11/18/2019","NM","1 S Lincoln St.","GREEN CITY BANCSHARES INC.","2","0","0","2","0","Sullivan","","","11/21/1943","11/22/1943","1/1/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","","1173","0","0","421","421","0","","752","0","0","1500","",""
"8267","10998","742355","1066094","Farmers Bank of Lincoln","Lincoln","MO","65338","6/30/2019","11/18/2019","SM","Main And Highway 65","LINCOLN BANCSHARES, INC.","2","0","0","8","1","Benton","","","1/11/1890","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","","6191","0","0","4654","4654","0","","1537","215","0","0","",""
