cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,uc,ucloc,uccrcd,uccomre,uccomres,uccomreu,ucsc,ucother,ucover1,sclent,othoffbs,partconv,partacqu
"28776","2338","634973","0","Quarry City Savings and Loan Association","Warrensburg","MO","64093","6/30/2019","11/18/2019","SA","713 Pca Road","","1","0","0","4","0","Johnson","","","1/1/1890","10/19/1953","10/24/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","8359","0","0","3720","3720","0","","4639","5890","0","0","",""
"2138","12255","960935","1130904","Queensborough National Bank & Trust Company","Louisville","GA","30434","6/30/2019","11/18/2019","N","113 East Broad Street","QUEENSBOROUGH COMPANY, THE","24","0","0","4","0","Jefferson","","","1/1/1902","1/1/1934","4/8/2016","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","173207","28177","0","46910","46910","0","0","98120","56553","0","0","",""
"15629","0","592550","1143128","Quoin Financial Bank","Miller","SD","57362","6/30/2019","11/18/2019","NM","201 North Broadway","M & H FINANCIAL SERVICES, INC.","3","0","0","2","0","Hand","","","1/1/1938","11/14/1938","12/7/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.quoinbank.com","38724","0","3016","7067","7067","0","0","28641","0","0","0","",""
"57807","17974","3340725","4098537","Quontic Bank","Astoria","NY","11106","6/30/2019","11/18/2019","SA","31-05 Broadway","QUONTIC BANK ACQUISITION CORP.","2","0","0","8","1","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","3/14/2005","3/14/2005","8/18/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","2334","1673","0","0","0","0","","661","345","0","0","",""
"58935","0","3821037","4478027","R Bank","Round Rock","TX","78665","6/30/2019","11/18/2019","NM","3600 E Palm Valley Blvd","R CORP FINANCIAL","9","0","0","4","0","Williamson","12420","Austin-Round Rock, TX","6/22/2009","6/22/2009","10/1/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.rbanktexas.com","74239","539","0","28812","28812","0","0","44888","14876","0","685","",""
"23364","0","877369","1242928","Rabobank, National Association","Roseville","CA","95678","6/30/2019","11/18/2019","N","915 Highland Pointe Drive, #","COOPERATIEVE RABOBANK U.A.","107","0","0","2","0","Placer","40900","Sacramento-Roseville-Arden-Arcade, CA","3/19/1981","3/19/1981","8/30/2019","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","0","","2489607","268926","0","154098","152798","1300","0","2066583","1588039","0","0","",""
"22138","11806","514936","1085228","Rabun County Bank","Clayton","GA","30525","6/30/2019","11/18/2019","NM","121 Rickman Street","LIBERTY BANCORP OF GEORGIA, INC.","3","0","0","4","0","Rabun","","","10/10/1975","10/10/1975","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","15914","6125","0","7422","7422","0","","2367","4824","0","0","",""
"245","13420","102342","1200290","Raccoon Valley Bank","Perry","IA","50220","6/30/2019","11/18/2019","NM","1202 2nd Street","PERRY INVESTMENT COMPANY","4","0","0","2","1","Dallas","19780","Des Moines-West Des Moines, IA","1/1/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","49485","0","0","3289","3289","0","","46196","11850","0","0","",""
"32551","8433","264772","4121912","Radius Bank","Boston","MA","2210","6/30/2019","11/18/2019","SA","1 Harbor St, Ste 102","RADIUS BANCORP, INC.","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","8/26/1987","8/26/1987","9/18/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","http://www.radiusbank.com","58837","211","0","38580","38580","0","0","20046","0","0","22400","",""
"3914","12753","987352","3640434","Ramsey National Bank","Devils Lake","ND","58301","6/30/2019","11/18/2019","N","300 4th St. Ne","RAMSEY FINANCIAL CORPORATION AND AFFILIATES EMPLOYEE STOCK OWNERSHIP PLAN","6","0","0","2","1","Ramsey","","","1/1/1892","1/1/1934","10/1/2011","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","49375","784","0","7597","7597","0","","40994","0","0","0","",""
"10969","13250","172251","2359869","Randall State Bank","Randall","MN","56475","6/30/2019","11/18/2019","NM","307 Pacific Avenue","RANDALL BANCORP, INC.","2","0","0","4","1","Morrison","","","4/8/1908","1/1/1934","7/3/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","6422","0","0","5008","4379","629","","1414","1574","0","0","",""
"5072","14270","355559","1139868","Range Bank, National Association","Marquette","MI","49855","6/30/2019","11/18/2019","N","100 North Front Street","RANGE FINANCIAL CORPORATION","12","0","1","4","0","Marquette","","","6/4/1887","1/1/1934","10/14/2014","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","www.rangebank.com","52633","12384","0","7644","7644","0","","32605","37227","0","0","",""
"10438","0","749943","2267982","Raritan State Bank","Raritan","IL","61471","6/30/2019","11/18/2019","NM","106 East Main Street","RARITAN STATE BANCORP, INC.","3","0","0","2","0","Henderson","","","1/1/1920","1/1/1934","6/6/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","10740","0","0","448","423","25","","10292","0","0","0","",""
"28266","1265","768476","0","Raymond Federal Bank","Raymond","WA","98577","6/30/2019","11/18/2019","SB","202 Duryea St","","3","0","0","5","0","Pacific","","","1/1/1925","12/5/1934","8/3/2015","Non-Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","2140","753","0","1363","1363","0","","24","0","0","0","",""
"33893","12002","2193616","3815157","Raymond James Bank, National Association","Saint Petersburg","FL","33716","6/30/2019","11/18/2019","N","710 Carillon Parkway","RAYMOND JAMES FINANCIAL, INC.","1","0","0","4","0","Pinellas","45300","Tampa-St. Petersburg-Clearwater, FL","5/6/1994","5/6/1994","12/31/2012","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","0","www.raymondjamesbank.com","10965918","57597","0","582058","560986","21072","0","10326263","2259684","0","0","",""
"30447","5352","518176","0","Rayne Building and Loan Association","Rayne","LA","70578","6/30/2019","11/18/2019","SA","200 North Adams Avenue","","1","0","0","7","0","Acadia","29180","Lafayette, LA","1/1/1900","7/28/1936","7/21/2011","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","2405","0","0","2405","2405","0","","0","0","0","3085","",""
