cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"28703","2186","402873","4151544","Versailles Savings and Loan Company","Versailles","OH","45380","6/30/2019","11/18/2019","SA","10413 Kley Road","VERSAILLES FINANCIAL CORPORATION","1","0","0","5","0","Darke","","","12/13/1887","3/25/1985","7/1/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","42261","255","42516","0","42516","39872","39872","757","2704","1928","776","0","30173","6238","","269","1111","","1264","0","0","842","422","0","","0","0","0","0","0","","0","0","333","424","255",""
"58025","0","3322468","4136439","Verus Bank of Commerce","Fort Collins","CO","80525","6/30/2019","11/18/2019","SM","3700 S College Ave, Unit 102","VERUS ACQUISITION GROUP, INC.","1","0","0","4","0","Larimer","22660","Fort Collins, CO","6/27/2005","6/27/2005","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","242164","1971","244135","0","244135","236170","236170","19676","170644","44624","126020","15594","27450","2806","","0","7865","","89","0","70","0","19","11","","0","11","0","0","573","","0","0","6149","13527","1971",""
"12859","15596","616849","1206779","Victor State Bank","Victor","IA","52347","6/30/2019","11/18/2019","NM","201 Washington Street","CHEBELLE CORPORATION","1","0","0","2","1","Iowa","","","4/11/1928","1/1/1934","6/6/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","12888","130","13018","0","13018","5620","5620","0","369","369","0","0","2824","2427","","2228","4498","","574","0","0","504","70","98","","98","0","0","0","0","","0","0","0","0","130",""
"57277","17868","3153345","5045417","Victory Community Bank","Fort Mitchell","KY","41017","6/30/2019","11/18/2019","SA","2500 Chamber Ctr Drive, # 10","VICTORY TRUST, THE","3","0","0","5","1","Kenton","17140","Cincinnati, OH-KY-IN","12/9/2002","12/9/2002","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","152877","1319","154196","0","154196","153482","153482","6495","6153","2190","3963","4447","136387","0","","0","0","","681","0","4","547","130","32","","0","32","0","0","0","","0","0","4862","1633","1287",""
"34565","0","2631323","3165508","Victory State Bank","Staten Island","NY","10308","6/30/2019","11/18/2019","NM","4142 Hylan Boulevard","VSB BANCORP, INC.","5","0","0","4","0","Richmond","35620","New York-Newark-Jersey City, NY-NJ-PA","11/14/1997","11/14/1997","8/6/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.victorystatebank.com","153193","1672","154865","214","155079","134225","134225","20978","93665","32111","61554","3933","15649","0","","0","19930","0","491","0","121","0","370","433","","0","433","0","0","0","0","0","0","9722","11256","1672",""
"29772","4067","126375","0","Vidalia Federal Savings Bank","Vidalia","GA","30474","6/30/2019","11/18/2019","SA","300 Jackson Street","","2","0","0","7","0","Toombs","","","9/1/1936","10/2/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","61346","660","62006","0","62006","58098","58098","0","2742","2599","143","211","55145","0","","0","0","","3899","0","0","2299","1600","9","","0","0","9","0","0","","0","0","0","0","660",""
"32082","7830","484776","1449512","Viking Bank","Alexandria","MN","56308","6/30/2019","11/18/2019","SA","4277 Dakota Street","VIKING FINANCIAL CORPORATION","1","0","0","4","1","Douglas","","","4/7/1981","4/7/1981","1/17/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","143227","1491","144718","106","144824","115754","115754","10022","37023","29228","7795","17899","42457","8353","","3273","21140","","2719","0","93","657","1969","1938","","707","17","1214","0","0","","0","0","3779","6243","1491",""
"9273","0","474245","1203237","Villa Grove State Bank","Villa Grove","IL","61956","6/30/2019","11/18/2019","NM","10 North Main Street","VILLA GROVE BANCSHARES, INC.","2","0","0","8","1","Douglas","","","10/19/1919","1/1/1934","8/27/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","47404","772","48176","0","48176","36361","36361","473","450","271","179","165","31571","3702","","4625","5651","","1536","0","0","508","1028","3","","0","3","0","0","0","","47","0","473","0","478",""
"33761","0","2010722","2265867","Village Bank","Saint Francis","MN","55070","6/30/2019","11/18/2019","NM","3350 Bridge Street","VILLAGE BANCSHARES, INC.","4","0","0","4","1","Anoka","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/11/1993","1/11/1993","4/26/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","210485","3012","213497","0","213497","165262","165262","23486","82502","46083","36419","15239","43488","547","","651","43923","","3542","0","194","2389","959","119","","79","40","0","0","0","","2777","2777","13301","10185","2800",""
"35111","0","2760232","3251027","Village Bank","Midlothian","VA","23113","6/30/2019","11/18/2019","NM","13531 Midlothian Turnpike","VILLAGE BANK AND TRUST FINANCIAL CORP.","10","0","0","4","0","Chesterfield","40060","Richmond, VA","12/13/1999","12/13/1999","2/6/2018","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Richmond","Richmond","Northeastern","Southeast","0","1","villagebank.com","429849","3047","432896","0","432896","350099","350099","33129","200326","95227","105099","13291","103181","172","","0","44450","","38142","223","548","417","36954","205","","0","205","0","0","32","","8594","6281","5176","27953","3047",""
"34011","0","2298995","2260406","Village Bank and Trust","Arlington Height","IL","60004","6/30/2019","11/18/2019","SM","234 West Northwest Highway","WINTRUST FINANCIAL CORPORATION","10","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/8/1995","5/8/1995","9/30/2019","Stock","0","0","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.bankatvillage.com","1303416","9856","1313272","0","1313272","366166","366166","17941","206135","126005","80130","36427","105141","522","","0","742705","0","193531","0","56","138","193337","10870","","0","154","10716","0","1396","0","1820","1132","7809","10132","9934",""
"58533","0","3613559","4935762","Vinings Bank","Smyrna","GA","30080","6/30/2019","11/18/2019","NM","4135 Atlanta Road","VININGS BANCSHARES, INC.","2","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","7/9/2007","7/9/2007","5/22/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.viningsbank.com","133951","1329","135280","0","135280","110250","110250","24601","71484","42299","29185","548","13362","255","","0","20819","","373","0","38","35","300","3838","","3838","0","0","0","0","","0","0","11103","13498","1329",""
"17927","0","45458","4399337","Vintage Bank Kansas","Leon","KS","67074","6/30/2019","11/18/2019","NM","101 South Main Street","VINTAGE BANCORP, INC.","7","0","0","2","1","Butler","48620","Wichita, KS","5/1/1902","11/12/1958","8/1/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","92681","1415","94096","0","94096","56676","56676","1524","13305","2349","10956","737","22432","18678","","19694","11217","","4573","0","0","2396","2177","1936","","0","1911","25","0","0","","0","0","1389","135","1241",""
"16414","0","723822","2623467","Virginia Bank and Trust Company","Danville","VA","24541","6/30/2019","11/18/2019","SM","336 Main Street","VIRGINIA BANK BANKSHARES, INC.","7","0","0","4","0","Danville City","","","11/23/1945","4/30/1946","1/1/2012","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","148642","1025","149667","460","150127","103948","103948","6430","38178","30771","7407","5893","47190","6257","","2176","25541","","18396","0","1200","11664","5532","66","","0","66","0","0","0","","1522","1522","2444","3986","1025",""
"11200","0","34425","2560665","Virginia Commonwealth Bank","Richmond","VA","23226","6/30/2019","11/18/2019","SM","1801 Bayberry Court, # 101","BAY BANKS OF VIRGINIA, INC.","18","0","0","4","0","Henrico","40060","Richmond, VA","11/1/1930","1/1/1934","4/1/2017","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","910506","7479","917985","276","918261","713828","713828","109953","232590","82990","149600","28932","341721","632","","13","168707","0","16778","0","611","4131","12036","18935","","8607","10328","0","0","0","0","5450","1381","29005","80948","7565",""
"22331","0","105222","1076703","Virginia Community Bank","Louisa","VA","23093","6/30/2019","11/18/2019","NM","408 East Main Street","VIRGINIA COMMUNITY BANKSHARES, INC.","8","0","0","4","0","Louisa","","","9/10/1976","9/10/1976","1/5/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","176943","1542","178485","228","178713","147221","147221","22645","71887","31016","40871","4692","45366","2631","","308","26469","","3963","944","1108","1458","453","752","","26","726","0","0","4004","","1684","1362","12260","10385","1542",""
