cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","6/30/2019","11/18/2019","NM","3001 Southwest Wanamaker Rd","NEW MILLENNIUM BANKSHARES, INC.","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","12647","16157","3353","13550","10305","1595","5094","261","2242","2592","0"
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","6/30/2019","11/18/2019","NM","245 South Eau Claire Street","GEBSCO, INC.","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","9/30/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","32681","13078","8405","18762","15117","3475","6828","955","2226","3341","306"
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","6/30/2019","11/18/2019","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","7","0","0","4","0","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","45113","35307","15627","49670","13244","1880","47635","15814","10638","11774","9409"
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","6/30/2019","11/18/2019","NM","217 North Kingshighway","ALLIANCE BANCSHARES, INC.","4","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","25795","31459","16724","34866","5516","148","9160","4045","4848","267","0"
"57733","0","3276543","5216570","Alliance Bank & Trust Company","Gastonia","NC","28054","6/30/2019","11/18/2019","NM","292 West Main Ave","PBD HOLDINGS, LLC","4","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","2/4/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","7818","7925","1552","10607","2891","692","2830","0","826","1273","731"
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","6/30/2019","11/18/2019","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","5","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","4/5/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","13027","31776","7843","29442","6151","1367","78840","20580","53344","4916","0"
"9631","0","924937","1406971","Alliance Community Bank","Petersburg","IL","62675","6/30/2019","11/18/2019","NM","321 North Sixth Street","AC BANCORP, INC.","4","0","0","2","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","10/31/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","38725","20987","15855","22051","17570","4235","2371","267","300","1549","256"
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","6/30/2019","11/18/2019","NM","101 East Broadway","NEMO BANCSHARES, INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","10058","30281","8815","12502","16943","2079","9516","2619","5780","1116","0"
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","6/30/2019","11/18/2019","SB","3201 Orchard Rd","ALLIED FIRST BANCORP, INC.","1","0","0","5","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","3371","10538","1146","3391","7239","2133","259","0","259","0","0"
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","6/30/2019","11/18/2019","SM","114 East Main Street","ALLNATIONS BANCORPORATION, INC.","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","1815","1186","1619","965","413","4","0","0","0","0","0"
"57803","0","3284070","1562859","Ally Bank","Sandy","UT","84070","6/30/2019","11/18/2019","SM","200 West Civic Centre Drive","ALLY FINANCIAL INC.","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","http://www.ally.com","31317000","15903000","6372000","25696000","13289000","1863000","6864000","876000","4864000","828000","296000"
"58424","0","3633173","0","Alma Bank","Astoria","NY","11102","6/30/2019","11/18/2019","NM","28-31 31st Street","","13","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","114790","310793","66302","219558","132732","6992","49923","10125","27156","12382","260"
"15426","0","224552","5188060","Almena State Bank","Almena","KS","67622","6/30/2019","11/18/2019","NM","500 Main Street","ALMENA INVESTMENTS LLC","3","0","0","2","1","Norton","","","1/1/1934","10/3/1936","7/30/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.almenastatebank.com","7884","64687","14222","21777","25600","10972","2264","0","1353","0","911"
"23091","10415","260055","1061679","Alpine Bank","Glenwood Springs","CO","81601","6/30/2019","11/18/2019","NM","2200 Grand Avenue","ALPINE BANKS OF COLORADO","46","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","61227","44223","20655","54439","24664","5691","37635","1042","14578","18470","3545"
"35377","0","2889227","0","Alpine Capital Bank","New York","NY","10019","6/30/2019","11/18/2019","NM","680 Fifth Avenue, 7th Floor","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","2169","15911","4735","4226","5522","3597","22034","19958","2076","0","0"
"19590","0","199436","1081510","Altamaha Bank and Trust Company","Vidalia","GA","30474","6/30/2019","11/18/2019","NM","206 Jackson Street","ALTAMAHA BANCSHARES, INC.","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","1/25/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","25343","18467","7845","24640","9552","1773","6761","3133","2165","1463","0"
"58275","0","3453737","4152505","AltaPacific Bank","Santa Rosa","CA","95403","6/30/2019","11/18/2019","SM","4845 Old Redwood Highway","ALTAPACIFIC BANCORP","6","0","0","4","0","Sonoma","42220","Santa Rosa, CA","7/10/2006","7/10/2006","10/31/2019","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","1709","4149","1823","3067","853","114","3207","914","1082","1211","0"
"8276","0","881441","1491548","Alton Bank","Alton","MO","65606","6/30/2019","11/18/2019","NM","26 Court Square","ALTON BANCSHARES, INC.","2","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","6/17/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","6247","10394","2331","7195","4843","2272","437","0","437","0","0"
"27711","153","777870","0","Altoona First Savings Bank","Altoona","PA","16603","6/30/2019","11/18/2019","SB","203 North Logan Boulevard","","5","0","0","4","0","Blair","11020","Altoona, PA","1/1/1927","3/31/1937","12/29/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.altoonabank.com","44265","29968","10961","32643","27040","3589","13161","3998","6002","2881","280"
"9465","9767","246956","3822687","Alva State Bank & Trust Company","Alva","OK","73717","6/30/2019","11/18/2019","NM","518 College Avenue","GRACE INVESTMENT COMPANY, INC. ESOP, THE","5","0","1","2","1","Woods","","","9/10/1901","1/1/1934","6/27/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","39417","80223","28010","52968","33042","5620","26322","5743","14216","5076","1287"
"622","9297","661308","4400336","Amalgamated Bank","New York","NY","10001","6/30/2019","11/18/2019","NM","275 Seventh Avenue","WORKERS UNITED","14","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/14/1923","1/1/1934","5/18/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://AMALGAMATEDBANK.COM","130997","214764","182117","140966","18032","4647","85622","56587","7990","21045","0"
"903","10892","397531","1020676","Amalgamated Bank of Chicago","Chicago","IL","60602","6/30/2019","11/18/2019","NM","30 North Lasalle Street","AMALGAMATED INVESTMENTS COMPANY","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/30/1922","1/1/1934","7/28/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","15617","8300","3448","8847","11546","76","38672","4083","34589","0","0"
"14531","10978","353555","1107205","Amarillo National Bank","Amarillo","TX","79101","6/30/2019","11/18/2019","N","410 S Taylor","AMARILLO NATIONAL BANCORP, INC.","33","0","0","4","1","Potter","11100","Amarillo, TX","1/1/1892","1/1/1934","3/4/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.anb.com","228148","443344","263733","327055","56056","24648","382285","174529","160571","43750","3435"
"28701","2179","206174","0","Ambler Savings Bank","Ambler","PA","19002","6/30/2019","11/18/2019","SB","155 E Butler Ave","","10","0","0","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1899","9/17/1936","5/31/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","74187","44489","13081","44433","40309","20853","16864","4302","7671","4045","846"
"6423","9315","9807","2611718","Amboy Bank","Old Bridge","NJ","8857","6/30/2019","11/18/2019","SM","3590 Nj Highway 9 South","AMBOY BANCORPORATION","23","0","0","4","1","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","5/12/1888","1/1/1934","1/4/2019","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.amboybank.com","76907","203244","32765","161362","84176","1847","135660","81413","48542","5705","0"
"22953","14111","83638","1135972","Amerant Bank, National Association","Coral Gables","FL","33134","6/30/2019","11/18/2019","N","220 Alhambra Circle","AMERANT BANCORP INC.","24","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","9/17/1979","9/17/1979","10/23/2018","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.amerantbank.com","949755","691222","287108","674839","384109","294920","698794","144266","349356","113855","91317"
"27267","0","1169650","0","Amerasia Bank","Flushing","NY","11355","6/30/2019","11/18/2019","NM","41-06 Main Street","","6","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","6/20/1988","6/20/1988","4/1/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.amerasiabankny.com","102845","155698","40237","163856","43124","11326","110476","9161","66687","30477","4151"
"8893","0","440857","1064492","America's Community Bank","Blue Springs","MO","64015","6/30/2019","11/18/2019","SM","1100 West Main Street","URICH BANCORP, INC.","1","0","0","4","1","Jackson","28140","Kansas City, MO-KS","2/27/1888","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","5348","4982","1523","6648","1804","356","5676","750","4068","858","0"
"20311","10556","630555","1121993","American Bank","Bozeman","MT","59715","6/30/2019","11/18/2019","NM","1632 West Main Street","GUARANTY DEVELOPMENT COMPANY","6","0","0","4","1","Gallatin","","","7/27/1970","11/25/1970","9/13/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","14896","5628","4592","8834","5170","1927","3981","1615","500","1612","254"
"34422","15591","2580243","3008753","American Bank","Allentown","PA","18104","6/30/2019","11/18/2019","SM","4029 West Tilghman Street","AMERICAN BANK INCORPORATED","1","0","0","4","0","Lehigh","10900","Allentown-Bethlehem-Easton, PA-NJ","6/2/1997","6/2/1997","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.ambk.com","82532","67923","9597","58228","41112","41517","24148","506","11505","5460","6677"
"59157","0","5230790","0","American Bank & Trust","Monroe","NC","28110","6/30/2019","11/18/2019","NM","3302 Highway 74 West","","1","0","0","7","0","Union","16740","Charlotte-Concord-Gastonia, NC-SC","5/20/2019","5/20/2019","5/21/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","233","1099","0","279","1052","0","840","0","0","840","0"
"1117","0","275358","1131406","American Bank & Trust","Wessington Sprin","SD","57382","6/30/2019","11/18/2019","NM","120 East Main Street","LEACKCO BANK HOLDING COMPANY, INC.","13","0","0","2","1","Jerauld","","","1/1/1892","1/1/1934","7/1/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","95475","65680","31373","81367","41812","6603","59153","10952","35506","12019","676"
"19234","0","597452","1104615","American Bank & Trust Company","Covington","LA","70433","6/30/2019","11/18/2019","NM","1819 N. Columbia Street","AMERICAN BANCSHARES, INC.","5","0","0","4","0","Saint Tammany","35380","New Orleans-Metairie, LA","9/14/1964","9/14/1964","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","13718","20160","5709","14888","6271","7010","18453","2208","8731","4756","2758"
"17906","0","83834","1085349","American Bank & Trust Company","Opelousas","LA","70570","6/30/2019","11/18/2019","NM","307 East Landry Street","AMERICAN BANCORP, INC.","8","0","0","4","1","Saint Landry","","","9/22/1958","9/22/1958","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.americanbankandtrust.net","9268","9213","6088","9773","2620","0","3779","806","666","2307","0"
"35568","0","2919898","1119404","American Bank & Trust Company, Inc.","Bowling Green","KY","42103","6/30/2019","11/18/2019","NM","1302 Scottsville Road","FIRST BRECKINRIDGE BANCSHARES, INC.","5","0","0","4","0","Warren","14540","Bowling Green, KY","7/5/2000","7/5/2000","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","www.ambanking.com","77809","62030","40201","72965","23952","2719","30912","10385","14373","4421","1733"
"31980","7685","718079","2226475","American Bank & Trust of the Cumberlands","Livingston","TN","38570","6/30/2019","11/18/2019","NM","808 West Main Street","AMERICAN BANCSHARES CORP.","3","0","0","4","1","Overton","","","1/1/1978","8/10/1979","2/14/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","45267","55299","9056","35577","44906","11027","30591","1959","3555","17993","7084"
"20537","16110","452159","0","American Bank and Trust Company","Tulsa","OK","74135","6/30/2019","11/18/2019","NM","6060 American Plaza","","2","0","0","4","0","Tulsa","46140","Tulsa, OK","11/5/1971","11/5/1971","3/23/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","americanbanktulsa.com","5508","24035","9337","17647","2425","134","30921","14009","15771","1141","0"
"34955","0","2733263","1138610","American Bank and Trust Company, National Association","Davenport","IA","52807","6/30/2019","11/18/2019","N","4301 East 53rd Street","AMBANK HOLDINGS, INC.","9","0","1","4","0","Scott","19340","Davenport-Moline-Rock Island, IA-IL","1/5/1999","1/5/1999","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","23343","16355","6572","17792","13792","1541","15687","7500","2611","4576","1000"
