cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"35141","0","2850722","0","BMW Bank of North America","Salt Lake City","UT","84109","6/30/2019","11/18/2019","NM","2735 E Parleys Way, # No 301","","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","11/12/1999","11/12/1999","1/1/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.bmwusa.com","0","0","0","0","96034","89286","6584","164","0","0","0","0","0","0","0","0","0","0","0","0","4057","3932","121","4","0","0","0","0","0","0","0","0"
"19448","15938","916745","3326176","BNA Bank","New Albany","MS","38652","6/30/2019","11/18/2019","NM","205 Bankhead Street","BNA BANCSHARES, INC.","6","0","0","8","0","Union","","","1/1/1896","6/3/1965","5/6/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","www.bnabank.com","53678","9646","12464","31568","9525","1763","1338","6424","864","864","0","0","697","697","0","0","224","129","53","42","140","97","23","20","12","12","0","0","10","10","0","0"
"6976","9545","23504","1416523","BNB Bank","Bridgehampton","NY","11932","6/30/2019","11/18/2019","SM","2200 Montauk Highway","BRIDGE BANCORP, INC.","39","0","0","4","0","Suffolk","35620","New York-Newark-Jersey City, NY-NJ-PA","2/19/1909","1/1/1934","12/31/2017","Stock","0","1","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.bnbbank.com","198853","578","9656","188619","266217","56924","48074","161219","460","0","9","451","0","0","0","0","506","10","67","429","2560","1694","424","442","2","0","1","1","0","0","0","0"
"57197","0","2358769","1248162","BNC National Bank","Glendale","AZ","85308","6/30/2019","11/18/2019","N","20175 North 67th Avenue","BNCCORP, INC.","15","0","1","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","7/9/2001","7/9/2001","3/14/2018","Stock","0","1","OCC","DIF","San Francisco","KANSAS CITY","Phoenix","San Francisco","Western","Western","0","1","","47885","1244","5669","40972","40258","7928","7766","24564","3372","451","1885","1036","8538","2719","2525","3294","176","26","36","114","515","277","111","127","30","12","14","4","136","89","31","16"
"24867","0","488318","3587146","BNY Mellon Trust of Delaware","Wilmington","DE","19809","6/30/2019","11/18/2019","NM","301 Bellevue Parkway","BANK OF NEW YORK MELLON CORPORATION, THE","1","0","0","7","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","12/31/1983","12/31/1983","1/1/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","www.bnymellon.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7946","0","934329","3587146","BNY Mellon, National Association","Pittsburgh","PA","15219","6/30/2019","11/18/2019","N","500 Grant St","BANK OF NEW YORK MELLON CORPORATION, THE","35","2","1","9","0","Allegheny","38300","Pittsburgh, PA","1/1/1869","1/1/1934","2/23/2016","Stock","0","1","OCC","DIF","New York","WASHINGTON","Wexford","Cleveland","Northeastern","Northeast","0","0","www.bnymellon.com","3000","0","0","3000","9000","0","2000","7000","0","0","0","0","0","0","0","0","6","1","0","5","24","0","9","15","0","0","0","0","1","1","0","0"
"25328","10155","352651","0","BOC Bank","Mclean","TX","79057","6/30/2019","11/18/2019","SM","201 North Main Street","","2","0","0","4","1","Gray","","","8/16/1984","8/16/1984","9/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","2288","0","0","2288","4228","214","357","3657","111","111","0","0","1200","15","525","660","8","0","0","8","27","7","4","16","3","3","0","0","10","3","4","3"
"5624","0","942847","2712781","Bodcaw Bank","Stamps","AR","71860","6/30/2019","11/18/2019","NM","307 Thomas Street","BODCAW BANCSHARES, INC.","2","0","0","4","0","Lafayette","","","1/1/1903","1/1/1934","12/1/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","0","1","","6195","746","2278","3171","15980","5880","4834","5266","2271","203","925","1143","1490","817","373","300","39","14","16","9","283","224","43","16","17","8","6","3","36","32","3","1"
"17825","0","472250","0","Boelus State Bank","Boelus","NE","68820","6/30/2019","11/18/2019","NM","523 Delaware Street","","1","0","0","2","0","Howard","24260","Grand Island, NE","1/1/1900","1/1/1958","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://boelusstatebank.com","64","64","0","0","253","153","100","0","1739","236","756","747","4085","2851","852","382","6","6","0","0","12","11","1","0","17","8","6","3","118","110","6","2"
"29941","4393","927479","0","Bogota Savings Bank","Teaneck","NJ","7666","6/30/2019","11/18/2019","SB","819 Teaneck Road","","4","0","0","5","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1893","9/16/1937","12/6/2018","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","16285","137","1330","14818","1529","37","98","1394","0","0","0","0","0","0","0","0","46","4","8","34","6","2","1","3","0","0","0","0","0","0","0","0"
"30052","4639","797775","2835514","Boiling Springs Savings Bank","Rutherford","NJ","7070","6/30/2019","11/18/2019","SB","25 Orient Way","BOILING SPRINGS, MHC","17","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","4/10/1939","4/10/1939","6/30/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://bluefoundrybank.com","54646","125","6042","48479","0","0","0","0","0","0","0","0","0","0","0","0","194","3","44","147","0","0","0","0","0","0","0","0","0","0","0","0"
"4214","9656","339858","1883693","BOKF, National Association","Tulsa","OK","74172","6/30/2019","11/18/2019","N","One Williams Center","BOK FINANCIAL CORPORATION","135","0","1","4","0","Tulsa","46140","Tulsa, OK","2/10/1910","1/1/1934","3/25/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","0","www.bokfinancial.com","378554","3233","27685","347636","350508","27234","46975","276299","294","0","294","0","252","5","0","247","1050","65","215","770","2212","1181","420","611","2","0","2","0","2","1","0","1"
"1373","0","684455","3203138","BOM Bank","Natchitoches","LA","71457","6/30/2019","11/18/2019","NM","814 Washington Street","GRANT BANCSHARES, INC.","14","0","0","4","1","Natchitoches","","","10/5/1903","1/1/1934","9/30/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","43467","2692","8815","31960","20209","9638","4332","6239","8920","2495","3177","3248","2654","899","568","1187","224","70","76","78","618","549","44","25","108","70","27","11","52","41","6","5"
"10993","0","107758","0","Bonanza Valley State Bank","Brooten","MN","56316","6/30/2019","11/18/2019","NM","1st St. & Central Ave.","","1","0","0","2","1","Stearns","41060","St. Cloud, MN","2/22/1894","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","3666","1462","1265","939","7139","2500","2981","1658","6301","64","3303","2934","5217","2065","1853","1299","42","30","9","3","183","151","23","9","75","43","23","9","118","94","19","5"
"11235","13510","35646","1839252","Bonduel State Bank","Bonduel","WI","54107","6/30/2019","11/18/2019","NM","130 North Cecil Street","BONDUEL BANCORP, INC.","1","0","0","8","0","Shawano","","","9/21/1906","1/1/1934","7/23/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","","2977","826","1077","1074","4636","2071","795","1770","2204","308","1292","604","1730","1321","110","299","28","18","7","3","107","96","6","5","15","5","8","2","45","43","1","1"
"33552","15832","745347","1202258","Boone Bank & Trust Co.","Boone","IA","50036","6/30/2019","11/18/2019","NM","716 Eighth Street","AMES NATIONAL CORPORATION","2","0","0","2","0","Boone","11180","Ames, IA","1/16/1992","1/16/1992","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","https://www.boonebankiowa.com","5132","415","788","3929","6161","1581","1505","3075","6313","527","2493","3293","6225","876","2867","2482","29","11","8","10","80","59","13","8","44","12","19","13","68","35","20","13"
"30128","4807","991078","0","Boonville Federal Savings Bank","Boonville","IN","47601","6/30/2019","11/18/2019","SB","123 N Third Street","","1","0","0","6","0","Warrick","21780","Evansville, IN-KY","1/1/1917","6/13/1949","6/27/2017","Non-Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","","1133","163","319","651","3105","1193","1103","809","79","0","79","0","188","0","188","0","9","4","3","2","46","36","7","3","2","0","2","0","2","0","2","0"
"15684","15593","977951","2238544","Border State Bank","Greenbush","MN","56726","6/30/2019","11/18/2019","NM","133 Main Street North","BORDER BANCSHARES, INC.","9","0","0","2","1","Roseau","","","8/9/1935","9/9/1939","10/15/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.borderstatebank.com","60836","6756","15407","38673","37975","8242","10339","19394","32469","7426","14511","10532","23945","5533","8154","10258","407","172","129","106","497","329","101","67","337","174","123","40","394","274","74","46"
"24811","9312","964700","1248078","Boston Private Bank & Trust Company","Boston","MA","2109","6/30/2019","11/18/2019","SM","Ten Post Office Square","BOSTON PRIVATE FINANCIAL HOLDINGS, INC.","23","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","11/21/1983","11/21/1983","7/27/2017","Stock","0","1","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","http://www.bostonprivate.com","66968","130","1844","64994","105690","8300","11428","85962","0","0","0","0","0","0","0","0","146","2","12","132","490","176","96","218","0","0","0","0","0","0","0","0"
"18342","0","972406","0","Boston Trust & Investment Management Company","Boston","MA","2108","6/30/2019","11/18/2019","NM","1 Beacon Street, 33rd Floor","","1","0","0","7","1","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","12/14/1960","12/14/1960","9/3/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.bostontrustwalden.com","0","0","0","0","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0"
"35172","0","2749059","0","Boundary Waters Bank","Ely","MN","55731","6/30/2019","11/18/2019","NM","601 East Sheridan Street","","3","0","0","4","0","Saint Louis","20260","Duluth, MN-WI","4/1/1999","4/1/1999","3/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","27085","1715","6844","18526","2592","867","673","1052","498","64","85","349","0","0","0","0","126","36","48","42","39","28","7","4","3","1","1","1","0","0","0","0"
"31443","6979","416973","0","Brainerd Savings and Loan Association, A Federal Association","Brainerd","MN","56401","6/30/2019","11/18/2019","SA","524 S 6th Street","","2","0","0","5","0","Crow Wing","","","1/1/1922","6/29/1965","3/12/2018","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","1129","202","188","739","205","205","0","0","457","104","353","0","0","0","0","0","8","4","2","2","14","14","0","0","5","2","3","0","0","0","0","0"
"9846","12045","852320","1074156","Branch Banking and Trust Company","Winston Salem","NC","27101","6/30/2019","11/18/2019","NM","200 W 2nd St","BB&T CORPORATION","1792","1","1","4","0","Forsyth","49180","Winston-Salem, NC","1/1/1872","1/1/1934","4/1/2016","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","0","www.BBT.com","4855000","139000","730000","3986000","5729000","2410000","1016000","2303000","167000","11000","47000","109000","49000","11000","14000","24000","21629","3688","6640","11301","369785","345163","12906","11716","1319","419","435","465","1072","599","239","234"
"5676","9714","760331","1082375","Brannen Bank","Inverness","FL","34450","6/30/2019","11/18/2019","NM","320 Highway 41 South","BRANNEN BANKS OF FLORIDA, INC.","12","0","0","5","1","Citrus","26140","Homosassa Springs, FL","7/1/1926","1/1/1934","2/2/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","","29038","1067","5746","22225","1253","420","258","575","98","98","0","0","186","0","186","0","137","29","48","60","27","24","2","1","1","1","0","0","1","0","1","0"
"35420","0","2861317","2861812","Branson Bank","Branson","MO","65616","6/30/2019","11/18/2019","NM","1501 State Highway 248","BRANSON BANCSHARES, INC","4","0","0","4","0","Taney","","","3/22/2000","3/22/2000","2/8/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","34162","2826","7760","23576","9764","3180","1616","4968","6410","1570","2246","2594","2303","1793","140","370","186","63","60","63","150","121","17","12","67","38","20","9","94","91","2","1"
"16386","14591","411231","1084025","Brantley Bank and Trust Company","Brantley","AL","36009","6/30/2019","11/18/2019","NM","9402 North Main Street","BRANTLEY BANCORP, INC.","2","0","0","8","0","Crenshaw","","","3/6/1946","3/6/1946","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","7426","505","1070","5851","6202","1964","1840","2398","2748","2748","0","0","1595","1595","0","0","32","12","8","12","107","78","17","12","36","36","0","0","29","29","0","0"
"24038","0","863362","3530218","Brazos National Bank","Richwood","TX","77531","6/30/2019","11/18/2019","N","2300 Brazosport Blvd","GULFPORT BANCSHARES OF DELAWARE, INC.","1","0","0","5","0","Brazoria","26420","Houston-The Woodlands-Sugar Land, TX","8/2/1982","8/2/1982","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","174","174","0","0","129","129","0","0","0","0","0","0","0","0","0","0","1","1","0","0","10","10","0","0","0","0","0","0","0","0","0","0"
"5792","0","856542","3943528","Breda Savings Bank","Breda","IA","51436","6/30/2019","11/18/2019","NM","103 Main Street","VAN FINANCIAL CORPORATION","1","0","0","2","0","Carroll","","","1/1/1890","1/1/1934","5/14/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","2636","0","200","2436","3409","422","633","2354","9020","1113","2920","4987","6601","1228","3749","1624","8","0","1","7","34","20","6","8","70","26","25","19","110","69","33","8"
"12923","12109","800657","1121340","Bremer Bank, National Association","Saint Paul","MN","55102","6/30/2019","11/18/2019","N","372 Saint Peter Street","OTTO BREMER TRUST","82","0","1","4","0","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","11/19/1932","1/1/1934","1/1/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.bremer.com","526565","29153","101071","396341","419127","64094","96914","258119","288226","20389","101293","166544","263782","54770","95074","113938","2511","667","819","1025","6223","3860","1228","1135","2003","560","835","608","4433","2980","927","526"
"27943","587","534877","2394628","Brentwood Bank","Bethel Park","PA","15102","6/30/2019","11/18/2019","SB","411 Mcmurray Rd., Suite 200","MUTUAL HOLDING COMPANY OF WESTERN PENNSYLVANIA","12","0","0","4","0","Allegheny","38300","Pittsburgh, PA","1/1/1922","11/26/1935","4/1/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","61416","2376","11506","47534","13672","2677","3573","7422","0","0","0","0","0","0","0","0","280","67","102","111","153","91","36","26","0","0","0","0","0","0","0","0"
"21220","0","729132","2464268","Brickell Bank","Miami","FL","33131","6/30/2019","11/18/2019","NM","1395 Brickell Avenue","ESPIRITO SANTO CONTROL S.A.","1","0","0","5","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","9/12/1973","9/12/1973","8/29/2019","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","3263","0","232","3031","1360","0","160","1200","0","0","0","0","0","0","0","0","6","0","2","4","4","0","1","3","0","0","0","0","0","0","0","0"
"22811","10473","270531","2447935","Brickyard Bank","Lincolnwood","IL","60712","6/30/2019","11/18/2019","NM","6676 North Lincoln Avenue","BRICKYARD BANCORP, INC.","3","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","2/26/1979","2/26/1979","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","18144","0","1448","16696","5328","467","1768","3093","0","0","0","0","0","0","0","0","43","0","9","34","26","9","11","6","0","0","0","0","0","0","0","0"
