cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,nclnlsr,ncrer,ncreconr,ncrenrer,ncremulr,ncreresr,ncrelocr,ncrereor,idnccir,idncconr,idnccrdr,idnccoor,idncator,idnccotr,nccomrer,idncgtpr
"1040","15512","773247","1491351","Midland States Bank","Effingham","IL","62401","6/30/2019","11/18/2019","SM","1201 Network Centre Drive","MIDLAND STATES BANCORP, INC.","77","0","1","4","0","Effingham","","","1/1/1881","1/1/1934","10/18/2019","Stock","0","1","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","0","www.midlandsb.com","1.2140870724448","1.7138512032398","1.24793342225275","1.56670137863504","6.05984290556637","1.40540034483566","1.86334698879949","1.3323950184889","0.709461419131066","0.059257000382918","0.589970501474926","5.86328146006117E-02","0.477360152013718","5.66696239091097E-03","0","4.1447963800905"
"2777","0","929932","1136689","MidSouth Bank","Dothan","AL","36301","6/30/2019","11/18/2019","NM","2526 West Main Street","MIDSOUTH BANCORPORATION","10","0","1","4","1","Houston","20020","Dothan, AL","1/1/1912","1/1/1934","11/10/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","0.051948882299817","6.68517947135658E-02","0","0","0","0.29195113187208","0.105474106106951","0.342397352127144","0","0","","0","0","0","0","0"
"25884","11275","223331","1086654","MidSouth Bank, National Association","Lafayette","LA","70501","6/30/2019","11/18/2019","N","102 Versailles Blvd","MIDSOUTH BANCORP, INC.","43","0","1","4","0","Lafayette","29180","Lafayette, LA","2/7/1985","2/7/1985","9/20/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","0","","2.61593301198974","1.24425571330261","0.604019049831572","1.16636069312161","0","1.83112112533024","1.17220300272059","2.034901838579","6.69099596991218","6.83907900402746E-02","0","7.80391930169374E-02","0.519730510105871","0","0","0.347743957412098"
"4465","13627","728948","1825367","Midstates Bank, National Association","Council Bluffs","IA","51503","6/30/2019","11/18/2019","N","1851 Madison Ave., Suite 17","MIDSTATES BANCSHARES, INC.","9","0","0","2","1","Pottawattamie","36540","Omaha-Council Bluffs, NE-IA","1/1/1913","1/1/1934","5/1/2019","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","","2.53034789268334","2.26251560497819","0","0","0","0.439111178407843","0.80051232788985","0.416406831485989","2.17617876349689","0.505192253718776","","0.505192253718776","0","3.11418685121107","0","13.417540514776"
"3711","13691","709143","3356632","Midwest Bank","Monmouth","IL","61462","6/30/2019","11/18/2019","SM","200 East Broadway","WESTERN ILLINOIS BANCSHARES, INC.","10","0","0","2","0","Warren","","","9/9/1870","1/1/1934","9/29/2018","Stock","0","1","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.mbwi.com","1.46846985890857","1.29372896532559","0","0.149971089910379","0","2.63301214914118","0","2.91836924219911","4.57540263543192E-03","0.200587434629988","0","0.209111277072442","0.293470286133529","0","","0"
"9737","14221","806958","1125580","Midwest Bank","Detroit Lakes","MN","56501","6/30/2019","11/18/2019","NM","613 Highway 10 East","MIDWEST BANK GROUP, INC.","7","0","0","4","1","Becker","","","6/1/1917","1/1/1934","7/5/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","https://www.midwestbank.net","0.548578090809033","4.68145959132321E-02","0","0","0","0.121983760911829","0","0.160284504996369","2.14360544765896","0","","0","0","0","","0"
"13255","15702","669555","1064652","Midwest Bank National Association","Pierce","NE","68767","6/30/2019","11/18/2019","N","114 W Main Street","MIDWEST BANC HOLDING CO.","10","0","0","2","0","Pierce","","","1/1/1882","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","","0.181175400859056","0.201436075369862","0","0.430733299512793","","0.27848308624785","0.681271707186749","0","0.516917293233083","0.12561885760733","","0.12561885760733","7.53768844221105E-02","0.197380226090077","","2.71535580524345"
"1058","0","657459","1094556","Midwest BankCentre","Lemay","MO","63125","6/30/2019","11/18/2019","SM","2191 Lemay Ferry Road","STUPP BROS., INC.","19","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","3/1/1906","1/1/1934","7/16/2016","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.midwestbankcentre.com","0.318494619799634","0.36199102842956","0","0.36739689959174","0","0.529767547046341","0.569259962049336","0.525122810979987","0.182633453796751","1.06326422115896E-02","0","1.07025129500407E-02","","1.07025129500407E-02","","0"
"19628","15482","607333","1205585","Midwest Community Bank","Freeport","IL","61032","6/30/2019","11/18/2019","NM","510 Park Crest Drive","FREEPORT BANCSHARES, INC.","4","0","0","4","1","Stephenson","","","8/22/1966","8/22/1966","6/30/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","0","0","0","0","0","0","0","0","0","0","","0","0","0","",""
"4432","12423","203043","1200852","Midwest Heritage Bank, FSB","West Des Moines","IA","50265","6/30/2019","11/18/2019","SA","3580 Ep True Parkway, # 100","HY-VEE INC.","7","0","0","8","0","Polk","19780","Des Moines-West Des Moines, IA","4/1/1930","2/9/1995","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.mhbank.com","0.986118449493251","1.09070649495361","0","1.25053717232488","0","0.274662084455208","0","0.279468047027727","0.644394394394394","0","","0","0","0","","49.0501704822211"
"25849","13812","977250","1142309","Midwest Independent Bank","Jefferson City","MO","65101","6/30/2019","11/18/2019","SM","910 Weathered Rock Road","MIDWEST INDEPENDENT BANCSHARES, INC.","2","0","1","8","0","Cole","27620","Jefferson City, MO","1/7/1985","1/7/1985","12/31/2011","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","0","","0","0","0","0","0","0","","0","0","","","","","","",""
"8889","0","691958","3595020","Midwest Regional Bank","Festus","MO","63028","6/30/2019","11/18/2019","NM","363 Festus Centre Drive","MIDWEST REGIONAL BANCORP, INC.","8","0","0","4","0","Jefferson","41180","St. Louis, MO-IL","6/13/1894","1/1/1934","8/17/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","0.873189772760252","0.721466865314454","0","1.27260161154819","0","0","0","0","1.47401612178645","0","","0","0","0","","0"
"14843","10044","836843","1245228","MidWestOne Bank","Iowa City","IA","52240","6/30/2019","11/18/2019","NM","102 South Clinton Street","MIDWESTONE FINANCIAL GROUP, INC.","60","0","1","4","0","Johnson","26980","Iowa City, IA","10/15/1934","11/1/1934","5/1/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","0","http://www.midwestone.com","0.898777652225805","0.660304359040495","8.38370266777473E-02","0.321173963545229","0","0.580532800103206","0.132908727234446","0.730834914820616","2.05431424622639","0.367215041128085","0.16308779559663","0.378876104408317","0.100086741842931","0.62160513550411","0","3.25226244343891"
"10685","9706","779016","1137042","Mifflinburg Bank and Trust Company","Mifflinburg","PA","17844","6/30/2019","11/18/2019","NM","250 East Chestnut Street","MIFFLINBURG BANCORP, INC.","8","0","0","4","0","Union","","","1/1/1872","1/1/1934","6/6/2007","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","0.359524667833968","0.352140957840315","0","0.076402205177373","0","0.550820432538992","1.6597510373444","0.488635250318409","0.260259048541339","1.16007532956686","","1.16007532956686","1.30797693830135","0.120918984280532","","0"
"30152","4853","994770","0","Milford Building and Loan Association","Milford","IL","60953","6/30/2019","11/18/2019","SB","131 East Jones St.","","1","0","0","5","0","Iroquois","","","1/1/1883","9/5/1961","4/1/2013","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","2.3051902135483","2.3051902135483","","0","","1.23646754959609","","1.23646754959609","","","","","","","","0"
"29835","4167","227777","0","Milford Federal Bank","Milford","MA","1757","6/30/2019","11/18/2019","SA","246 Main St","","4","0","1","5","0","Worcester","49340","Worcester, MA-CT","1/1/1937","1/7/1938","5/1/2018","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","0.535806634846083","0.54195504204084","0","0","0","0.572530038944128","0.437999659806089","0.582819192704353","0","0.027708506511499","","0.027708506511499","0","3.44234079173838E-02","","0"
"2616","0","881900","0","Millbury National Bank","Millbury","MA","1527","6/30/2019","11/18/2019","N","18 Main Street","","1","0","0","4","0","Worcester","49340","Worcester, MA-CT","11/15/1933","1/1/1934","1/1/2015","Stock","0","0","OCC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.mnbonline.com","2.35110155530115","2.58897686217234","0","4.60289641177013","0","1.95408192331795","0","2.43911111111111","0","0","","0","0","0","","0"
"21920","12919","949305","0","Millbury Savings Bank","Millbury","MA","1527","6/30/2019","11/18/2019","SB","109 Elm Street","","2","0","0","4","0","Worcester","49340","Worcester, MA-CT","4/10/1854","1/29/1975","10/18/2019","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","0.555423311909863","0.402726912798179","1.80084745762712","0","0","0.56418735563998","1.46530881383252E-02","0.678560536749009","2.43540243540244","7.54147812971342E-02","","7.54147812971342E-02","0","0.206185567010309","","0"
"15873","0","895448","1143454","Milledgeville State Bank","Milledgeville","IL","61051","6/30/2019","11/18/2019","NM","451 North Main Street","MILLEDGEVILLE BANCORP, INC.","1","0","0","2","1","Carroll","","","1/2/1942","1/2/1942","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","0.508754040743714","0.202980227337855","0","0","","0.904832872045987","0","1.0183299389002","2.00461796809404","0.180831826401447","","0.180831826401447","","0.180831826401447","","0"
"34460","0","2621285","0","Millennial Bank","Leeds","AL","35094","6/30/2019","11/18/2019","NM","7924 Parkway Drive","","1","0","0","4","0","Jefferson","13820","Birmingham-Hoover, AL","12/30/1997","12/30/1997","4/5/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","0.182980735623676","0.229340067513593","0","0","0","0.632821387940842","0","0.859571180220205","0","0","","0","0","0","","0"
"58348","0","3547896","3547887","Millennium Bank","Des Plaines","IL","60016","6/30/2019","11/18/2019","NM","2077 Miner Street","MILLENNIUM BANCORP, INC.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/2/2007","7/2/2007","7/20/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.milbnk.com","0.209954936501434","0.241204847629133","0","0.38982030234843","0","0","0","0","0","0","","0","","0","","0"
"35138","0","2820604","5216570","Millennium Bank","Ooltewah","TN","37363","6/30/2019","11/18/2019","NM","6392 Artesian Circle","PBD HOLDINGS, LLC","6","0","0","4","1","Hamilton","16860","Chattanooga, TN-GA","6/21/1999","6/21/1999","4/8/2016","Stock","0","1","FDIC","DIF","Dallas","ATLANTA","Knoxville","Atlanta","Southern","Southeast","0","1","","0.361577193742623","0.417295168589055","1.14240018278403","0","0","0.92055795650188","0","1.00842923674993","9.72805659960203E-02","0","","0","0","0","0","0"
"30022","4566","793571","3599318","Millington Bank","Millington","NJ","7946","6/30/2019","11/18/2019","SB","1902 Long Hill Road","MSB FINANCIAL CORP","4","0","0","4","0","Morris","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1911","12/23/1957","7/17/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://www.millingtonbank.com","0.807437386591658","0.954200333336582","0","0.831233332517799","0","1.5224134748775","2.30036148537627","1.42753124603371","0.165448779815249","0","","0","0","0","0","0"
"30183","4903","814476","0","Millville Savings Bank","Millville","NJ","8332","6/30/2019","11/18/2019","SB","100 Albertson Street","","2","0","0","7","0","Cumberland","47220","Vineland-Bridgeton, NJ","12/1/1941","3/17/1942","3/14/2018","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.millvillesavings.com","0.73566132687949","0.736099632911149","0","0","0","1.25187945348761","0","1.3415061295972","","0","","0","","0","","0"
"28637","2007","123075","0","Milton Savings Bank","Milton","PA","17847","6/30/2019","11/18/2019","SA","80 Broadway","","1","0","0","5","0","Northumberland","","","1/1/1920","3/28/1972","1/1/2019","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","0.772889417360285","0.791486045492182","0","0","0","0.844726308675989","","0.844726308675989","","0","","0","","0","","0"
"5439","0","456054","2540283","Minden Exchange Bank & Trust Company","Minden","NE","68959","6/30/2019","11/18/2019","NM","448 North Minden Avenue","ARMSTRONG FINANCIAL CO.","1","0","0","2","0","Kearney","","","9/1/1883","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.mindenexchange.com","2.13215070041151E-03","0","0","0","","0","","0","0","4.88519785051295E-02","","4.88519785051295E-02","0.132187706543291","0","","0"
"28868","2523","279","3619720","Mineola Community Bank, S.S.B.","Mineola","TX","75773","6/30/2019","11/18/2019","SB","215 West Broad","MINEOLA COMMUNITY MUTUAL HOLDING COMPANY","6","0","0","5","0","Wood","","","4/1/1934","10/25/1934","12/31/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","0.312679805417846","0.324543610547667","2.48899889988999","0","0","0.132380618201538","0","0.13258574144183","2.49500998003992E-02","0.212314225053079","","0.212314225053079","0","0.245164805230182","","0"
"13018","0","913436","0","Miners & Merchants Bank","Thomas","WV","26292","6/30/2019","11/18/2019","NM","172 East Ave","","3","0","1","7","0","Tucker","","","6/10/1902","1/1/1934","8/26/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","2.48605083694978","2.68726906281491","0","0","","3.11647837943124","0","3.12548835755587","0","0.099009900990099","","0.099009900990099","0","0.12853470437018","","0"
"23989","0","711520","0","Miners Exchange Bank","Coeburn","VA","24230","6/30/2019","11/18/2019","SM","483 Front Street","","5","0","0","8","0","Wise","","","7/8/1982","7/8/1982","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","0.719093367082782","0.668596172399094","0","1.24393471548302","","0.485166872682324","0","0.50031867431485","0","1.36913229018492","","1.36913229018492","2.2086602731764","4.58085203847916E-02","","0"
"58818","0","3686928","1206546","Minnesota Bank & Trust","Edina","MN","55435","6/30/2019","11/18/2019","NM","7701 France Avenue South","HEARTLAND FINANCIAL USA, INC.","2","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","4/15/2008","4/15/2008","6/22/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","0","http://www.mnbankandtrust.com","2.24921515902137","0.841236505083522","0","0.95255430166242","0","1.22820972591105","0","1.79684418145957","5.22446353903414","0.421539298341039","0","0.423150423150423","0","0.436343162784151","0","22.2025912838634"
"26755","13707","821559","0","Minnesota First Credit and Savings, Incorporated","Rochester","MN","55901","6/30/2019","11/18/2019","NM","1932 Viking Drive Northwest","","4","0","0","6","1","Olmsted","40340","Rochester, MN","1/1/1956","8/7/1986","12/14/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","0","","0.21990341497068","0","","","","0","","0","0","0.525339925834363","","0.525339925834363","1.37903861308117","0.223152022315202","","0"
"23986","0","157650","1125245","MINNESOTA LAKES BANK","Delano","MN","55328","6/30/2019","11/18/2019","SM","710 Babcock Boulevard","WILCOX BANCSHARES, INC.","2","0","0","4","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/24/1982","6/24/1982","9/12/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://https://www.mnlakesbank.com","0.208469650166624","0","0","0","0","0","0","0","1.08257605689451","0","","0","0","0","0","0"
"5249","10290","799751","1246364","Minnesota National Bank","Sauk Centre","MN","56378","6/30/2019","11/18/2019","N","131 12th Street South","MINNESOTA NATIONAL BANK RETIREMENT SAVINGS AND EMPLOYEE STOCK OWNERSHIP PLAN & TRUST","3","0","0","4","1","Stearns","41060","St. Cloud, MN","9/11/1902","1/1/1934","3/24/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.mn-bank.com","0.271042522091067","0.202271984308598","0","0.224207853869234","0","0.336134453781513","0","0.39146014634587","6.30659038695437E-02","0","","0","0","0","","0"
"13809","0","89854","1126747","Minnstar Bank National Association","Lake Crystal","MN","56055","6/30/2019","11/18/2019","N","202 North Main Street","LAKE CRYSTAL BANCORPORATION, INC.","2","0","0","4","1","Blue Earth","31860","Mankato-North Mankato, MN","1/29/1934","1/29/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.minnstarbank.com","0.168955744495313","0.166817947648603","0","3.75058602906704E-02","0","0.404580899866227","0","0.427674691315445","0","0","","0","0","0","","0"
"16958","14673","302656","1141348","Minnwest Bank","Redwood Falls","MN","56283","6/30/2019","11/18/2019","NM","300 South Washington Street","MINNWEST CORPORATION","33","0","1","2","0","Redwood","","","5/19/1941","11/28/1950","11/16/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","http://www.minnwestbank.com","0.477701524394949","0.222866398869585","0","0.037083175119188","0","0.600411768882037","0.231389861470543","0.784743133497582","1.66619427460825","0.336849080567674","","0.336849080567674","2.87273771904625E-02","0.529290392033731","","31.7594433399602"
"763","11060","604024","2795702","Minster Bank","Minster","OH","45865","6/30/2019","11/18/2019","SM","95 West 4th Street","MINSTER FINANCIAL CORP.","7","0","0","4","0","Auglaize","","","1/23/1914","1/1/1934","7/21/2019","Stock","0","0","FED","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","0.247364052497062","0.266529505283831","0","0.436603601701976","0","0.241672372819914","0","0.319897632757518","0.280872282008395","0","","0","0","0","","0"
"57137","0","2963275","3392443","Mission Bank","Kingman","AZ","86401","6/30/2019","11/18/2019","NM","2439 Hualapai Mountain Road","COMMUNITY BANCSHARES, INC.","3","0","0","4","0","Mohave","29420","Lake Havasu City-Kingman, AZ","4/30/2001","4/30/2001","8/10/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","","0.538439534922852","0.598477622547644","0","0.926569376882094","0","0","0","0","0","0","","0","","0","","0"
"34805","0","2736714","3108082","Mission Bank","Bakersfield","CA","93301","6/30/2019","11/18/2019","SM","1330 Truxtun Avenue","MISSION BANCORP","9","0","0","4","0","Kern","12540","Bakersfield, CA","10/7/1998","10/7/1998","6/1/2015","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","2.82441657081799E-02","3.47670919003148E-02","0.123203285420945","4.36469149008109E-02","0","0","0","0","0","0","","0","","0","","0"
"23749","14614","519360","3195297","Mission National Bank","San Francisco","CA","94103","6/30/2019","11/18/2019","N","3060 Sixteenth Street","MNB HOLDINGS CORPORATION","2","0","0","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","2/16/1982","2/16/1982","3/18/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","0.280417428860457","0.275301952940401","0","0.547038784067086","0","0","","0","0.825242718446602","0","","0","","0","","0"
"57101","0","3039636","3364600","Mission Valley Bank","Sun Valley","CA","91352","6/30/2019","11/18/2019","NM","9116 Sunland Boulevard","MISSION VALLEY BANCORP","2","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/12/2001","7/12/2001","8/10/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","0.562654380607535","0.405436841580539","0","0.540660314646576","0","0","0","0","1.01763690970669","0","","0","0","0","","0"
"23222","11791","742636","0","Mississippi River Bank","Belle Chasse","LA","70037","6/30/2019","11/18/2019","NM","8435 Hwy 23","","2","0","0","4","1","Plaquemines","35380","New Orleans-Metairie, LA","10/10/1980","10/10/1980","12/23/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","1.76742902691765","2.72432269262697","3.64196936121014","3.60392597893876","0","0","","0","0.286228328426562","0","","0","0","0","","0"
"13029","10226","761347","1201420","Mitchell Bank","Milwaukee","WI","53204","6/30/2019","11/18/2019","NM","1039 West Mitchell Street","M.S. INVESTMENT CO.","3","0","0","7","0","Milwaukee","33340","Milwaukee-Waukesha-West Allis, WI","1/1/1907","1/1/1934","6/30/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","0.316967060285892","0.414263666639591","","0","0","0.893482831114226","","0.893482831114226","0","0","0","0","","0","","0"
"33661","0","887461","0","Mizrahi Tefahot Bank, Ltd.","Los Angeles","CA","90017","6/30/2019","11/18/2019","OI","800 Wilshire Blvd, 14th Floo","","1","0","0","9","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","6/1/1923","8/18/1981","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","","3.75085776353982","","","","","","","","","","","","","","",""
"21843","0","229913","3185355","Mizuho Bank (USA)","New York","NY","10020","6/30/2019","11/18/2019","SM","1251 Avenue Of The Americas","MIZUHO FINANCIAL GROUP, INC.","3","2","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1974","11/29/1974","12/31/2017","Stock","0","1","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","2.73144237012691","0","","","","0","","0","5.29427999109726","","","","","","","0"
"5434","13908","575759","2846275","MNB BANK","Mccook","NE","69001","6/30/2019","11/18/2019","SM","220 Norris Avenue","GRAFF FAMILY, INC.","4","0","1","2","0","Red Willow","","","10/1/1907","1/1/1934","6/30/2018","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.mnb.bank","2.88343098741594","3.45770714573617","0","2.48911014312383","0","0.122716760277529","0","0.122739932965114","4.15825422054212","0.405305821665438","","0.405305821665438","0","0.636942675159236","","0"
"22398","0","2398701","3720000","Modern Bank, National Association","New York","NY","10022","6/30/2019","11/18/2019","N","410 Park Avenue","MODERN BANK MANAGEMENT LLC","2","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1977","1/1/1977","6/17/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","0","0","","0","0","0","","0","0","","","","","","",""
"33458","13938","1872996","1889967","Monona Bank","Monona","WI","53716","6/30/2019","11/18/2019","NM","5515 Monona Drive","MONONA BANKSHARES, INC.","9","0","0","4","0","Dane","31540","Madison, WI","7/1/1991","7/1/1991","6/9/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","0.34863708840576","0.322537394602884","0","0.389103862455165","0","0.551017966334377","5.64137004701142E-02","0.702464383246142","0.643049469404994","5.27148128624143E-02","8.52514919011083E-02","0","0","0","","0"
"12181","0","364449","2907822","Monroe Bank & Trust","Monroe","MI","48161","6/30/2019","11/18/2019","NM","102 East Front Street","MBT FINANCIAL CORP.","20","0","0","4","0","Monroe","33780","Monroe, MI","1/1/1905","1/1/1934","8/31/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","1.0079112258306","1.20667184618629","4.49301125867057","1.10292945714195","0","0.589919704006928","0.123575789031413","0.705830318145798","7.00990610415245E-02","5.47060915232911E-02","","5.47060915232911E-02","0","5.90632567479771E-02","0","4.65506125080593"
"29578","3692","576578","0","Monroe Federal Savings and Loan Association","Tipp City","OH","45371","6/30/2019","11/18/2019","SA","24 East Main Street","","3","0","0","4","0","Miami","19430","                                        19430","1/1/1875","4/3/1936","12/30/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","0.664263169710656","0.722296414365514","0","0.95390126148575","0","0.801964502191415","0.3659174072138","0.829532685570758","0","0","","0","0","0","","0"
"30103","4752","927077","0","Monroe Savings Bank","Williamstown","NJ","8094","6/30/2019","11/18/2019","SB","114 South Main Street","","2","0","0","5","0","Gloucester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1870","2/28/1964","6/25/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.monroesavings.com","0.800277874261896","0.716998428496595","","2.93412599482213","0","0.261050133491546","0","0.270835898067217","0","1.33217492035911","","1.33217492035911","0","1.64422733230073","","0"
"90245","8424","951102","3370508","Monson Savings Bank","Monson","MA","1057","6/30/2019","11/18/2019","SB","146 Main Street","MONSON FINANCIAL SERVICES MHC","4","0","0","4","0","Hampden","44140","Springfield, MA","3/27/1872","7/1/1985","6/30/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","8.53364089390617E-02","9.69601503709636E-02","0","0","0","0.182156156940274","0.254060138285898","0.164924936033786","0","0","","0","0","0","","0"
"21956","12016","514066","1138919","Montecito Bank & Trust","Santa Barbara","CA","93101","6/30/2019","11/18/2019","NM","1000 State Street","MONTECITO BANCORP","14","0","0","4","0","Santa Barbara","42200","Santa Maria-Santa Barbara, CA","3/17/1975","3/17/1975","3/19/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","","0.82777769302354","0.36102860725348","0","7.89202929250136E-02","0","1.11924559505861","4.54260177029454","0.300662388739391","4.6407640147577","0.484380102318493","0","0.484432832571304","0","0.485357473959754","0","23.7867059835361"
"22460","10362","297761","2349888","Monterey County Bank","Monterey","CA","93940","6/30/2019","11/18/2019","NM","601 Munras Avenue","NORTHERN CALIFORNIA BANCORP, INC.","4","0","0","4","0","Monterey","41500","Salinas, CA","5/5/1977","5/5/1977","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","3.99445684484455","5.87941813872995","32.1072796934866","0","0","0","0","0","0","1.90114068441065","1.96078431372549","0","","0","0","0"
