cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"18592","0","637554","0","First Bank of Owasso","Owasso","OK","74055","6/30/2019","11/18/2019","NM","8601 North Garnett Road","","3","0","0","4","1","Tulsa","46140","Tulsa, OK","9/8/1962","9/8/1962","11/13/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.firstbank.net","10983","3022","7961","362","1109","0","161","0","948","4074","2609","487","978","4634","0","0","4634","0","4634","0","4634","0","2201","0","4634"
"9070","0","760939","0","First Bank of Pike","Molena","GA","30258","6/30/2019","11/18/2019","NM","50 Springs Road","","3","0","0","8","0","Pike","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","1400","132","1268","44","97","0","91","","6","1210","631","133","446","111","0","25","86","0","86","0","86","17","0","0","86"
"26960","0","758851","0","First Bank of the Lake","Osage Beach","MO","65065","6/30/2019","11/18/2019","NM","4558 Osage Beach Pkwy Suite","","1","0","0","4","1","Camden","","","5/15/1987","5/15/1987","2/25/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.firstbanklake.com","2671","811","1860","300","875","0","34","","841","1524","836","84","604","911","0","0","911","0","911","0","911","336","442","654","911"
"58152","0","3429282","0","First Bank of the Palm Beaches","West Palm Beach","FL","33401","6/30/2019","11/18/2019","NM","615 North Dixie Highway","","3","0","0","4","0","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","3/6/2006","3/6/2006","1/28/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","3852","719","3133","20","325","0","44","","281","2749","1665","387","697","689","0","175","514","0","514","0","514","-7","0","21","514"
"14281","0","391959","1065109","First Bank of Utica","Utica","NE","68456","6/30/2019","11/18/2019","SM","785 D Street","FIRST NATIONAL UTICA COMPANY","4","0","0","2","0","Seward","30700","Lincoln, NE","1/1/1882","4/16/1934","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.fbutica.com","1608","351","1257","47","95","0","44","0","51","1016","671","94","251","289","0","70","219","0","219","0","219","2","233","0","219"
"28533","1784","419675","2624398","First Bank Richmond","Richmond","IN","47374","6/30/2019","11/18/2019","NM","20 North 9th Street","FIRST MUTUAL OF RICHMOND, INC.","13","0","1","4","0","Wayne","","","1/1/1887","10/10/1935","4/21/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.firstbankrichmond.com","20196","5625","14571","1010","2164","215","458","","1491","11523","6915","972","3636","4202","62","871","3393","0","3393","0","3393","329","0","0","3343.4"
"14276","11028","239556","1978414","First Bank, Upper Michigan","Gladstone","MI","49837","6/30/2019","11/18/2019","NM","1400 Delta Avenue","FIRST BANCSHARES CORPORATION","9","0","0","4","1","Delta","","","8/14/1916","4/23/1934","11/4/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","","10481","1508","8973","300","2779","1329","207","","1243","7570","4533","734","2303","3882","0","0","3882","0","3882","0","3882","225","3472","0","3882"
"16501","10232","344647","1404632","First Bankers Trust Company, National Association","Quincy","IL","62301","6/30/2019","11/18/2019","N","12th And Broadway","FIRST BANKERS TRUSTSHARES, INC.","10","0","0","4","0","Adams","","","10/23/1946","10/23/1946","11/23/2009","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.firstbankers.com","16024","2922","13102","1400","3411","0","565","0","2846","10127","5959","1021","3147","4986","-55","1043","3888","0","3888","0","3888","18","1600","0","3931.45"
"4228","11338","988452","1051175","First Bethany Bank & Trust","Bethany","OK","73008","6/30/2019","11/18/2019","SM","6500 Northwest 39th Expwy.","FIRST BETHANY BANCORP, INC.","3","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","1/1/1923","1/1/1934","1/9/2019","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","3986","836","3150","95","502","0","183","","319","2382","1465","263","654","1175","1","0","1176","0","1176","0","1176","0","1240","0","1175"
"15229","10824","537449","1247428","First Business Bank","Madison","WI","53719","6/30/2019","11/18/2019","NM","401 Charmany Drive","FIRST BUSINESS FINANCIAL SERVICES, INC.","8","0","1","4","0","Dane","31540","Madison, WI","5/1/1909","1/1/1934","6/1/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","0","http://www.firstbusiness.com","50987","15036","35951","-736","10403","3905","1520","0","4978","33428","13688","1109","18631","13662","-1","-1095","14756","0","14756","0","14756","-130","7000","371","14757"
"58636","0","3633016","0","First Cahawba Bank","Selma","AL","36701","6/30/2019","11/18/2019","NM","2610 Citizens Parkway","","4","0","0","4","0","Dallas","","","9/10/2007","9/10/2007","1/1/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","2705","388","2317","0","206","0","46","","160","2004","1059","118","827","519","-2","130","387","0","387","0","387","4","0","0","388.58"
"3399","15546","919568","2366755","First Capital Bank","Quanah","TX","79252","6/30/2019","11/18/2019","SM","Third And Mercer Streets","QUANAH FINANCIAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN","2","0","0","2","0","Hardeman","","","1/1/1907","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","1744","272","1472","102","286","0","178","","108","1340","715","151","474","316","0","76","240","0","240","0","240","39","0","0","240"
"34966","15575","2849463","3836385","First Capital Bank","Laurinburg","NC","28352","6/30/2019","11/18/2019","NM","909 South Main Street","FIRST CAPITAL BANCSHARES, INC.","4","0","1","4","0","Scotland","","","9/27/1999","9/27/1999","7/9/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","2495","413","2082","188","35","0","15","","20","2462","1540","308","614","-533","0","-116","-417","0","-417","0","-417","30","0","0","-417"
"57552","0","3177426","3684746","First Capital Bank","Germantown","TN","38138","6/30/2019","11/18/2019","NM","7575 Poplar Avenue","GERMANTOWN CAPITAL CORPORATION, INC.","1","0","0","4","0","Shelby","32820","Memphis, TN-MS-AR","5/19/2003","5/19/2003","5/4/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","","7342","2820","4522","0","177","0","10","","167","2751","1565","391","795","1948","0","540","1408","0","1408","0","1408","0","520","88","1408"
"35530","0","2963266","4346706","First Carolina Bank","Rocky Mount","NC","27804","6/30/2019","11/18/2019","NM","171 North Winstead Avenue","FIRST CAROLINA FINANCIAL SERVICES, INC.","4","0","0","4","0","Nash","40580","Rocky Mount, NC","11/29/2000","11/29/2000","10/31/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.firstcarolinabank.com","11820","4451","7369","392","272","0","86","0","186","4164","2515","331","1318","3085","110","638","2557","0","2557","0","2557","-15","0","0","2469"
"10637","0","134156","1050495","First Central Bank","Cambridge","NE","69022","6/30/2019","11/18/2019","NM","623 Patterson St","CENTRAL BANCSHARES, INC.","3","0","0","2","0","Furnas","","","6/15/1907","1/1/1934","12/31/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","2746","706","2040","90","290","0","128","","162","1548","913","205","430","692","0","134","558","0","558","0","558","227","415","0","558"
"34995","0","2726050","1050495","First Central Bank McCook","Mccook","NE","69001","6/30/2019","11/18/2019","NM","904 North Highway 83","CENTRAL BANCSHARES, INC.","2","0","0","2","0","Red Willow","","","1/4/1999","1/4/1999","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","3421","896","2525","150","165","0","158","","7","1395","854","102","439","1145","0","234","911","0","911","0","911","174","482","0","911"
"34969","0","2797359","0","First Central Savings Bank","Glen Cove","NY","11542","6/30/2019","11/18/2019","SB","70 Glen Street","","9","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","4/5/1999","4/5/1999","7/26/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://FIRSTCENTRALSAVINGS.COM","14453","4605","9848","335","556","0","188","0","368","8199","4370","1262","2567","1870","0","381","1489","0","1489","0","1489","97","0","0","1489"
"19716","9647","639549","1200311","First Central State Bank","Dewitt","IA","52742","6/30/2019","11/18/2019","NM","914 Sixth Avenue","OHNWARD BANCSHARES, INC.","6","0","0","2","0","Clinton","","","6/12/1967","6/12/1967","2/4/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","11841","3241","8600","310","1578","0","363","","1215","5933","3337","669","1927","3935","0","818","3117","0","3117","0","3117","16","837","0","3117"
"1700","12840","999935","1135646","First Century Bank","Tazewell","TN","37879","6/30/2019","11/18/2019","NM","1780 North Broad Street","CLAIBORNE HOLDING COMPANY, INC.","10","0","0","4","0","Claiborne","","","10/10/1899","1/1/1934","7/29/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.fcbtn.com","9509","1856","7653","175","1717","0","609","0","1108","5287","2976","1061","1250","3908","0","995","2913","0","2913","0","2913","-2","600","0","2913"
"57123","0","2997748","2997739","First Century Bank, National Association","Gainesville","GA","30501","6/30/2019","11/18/2019","N","807 Dorsey Street","FIRST CENTURY BANCORP.","1","0","0","7","0","Hall","23580","Gainesville, GA","3/25/2002","3/25/2002","9/25/2007","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","3535","199","3336","-145","1648","0","2","","1646","2578","1089","133","1356","2551","0","643","1908","0","1908","0","1908","313","0","39","1908"
"57252","0","3075474","3031902","First Chatham Bank","Savannah","GA","31401","6/30/2019","11/18/2019","NM","111 Barnard Street","FCB FINANCIAL CORP.","8","0","0","4","0","Chatham","42340","Savannah, GA","1/23/2002","1/23/2002","1/1/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","7893","809","7084","250","3579","0","521","","3058","7794","3362","975","3457","2619","-5","-92","2706","0","2706","0","2706","38","0","0","2711"
"57966","0","3374878","5163003","First Choice Bank","Cerritos","CA","90703","6/30/2019","11/18/2019","SM","17785 Center Court Dr N","FIRST CHOICE BANCORP","11","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","8/18/2005","8/18/2005","10/1/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","44110","5675","38435","900","4307","0","981","0","3326","20925","13074","2298","5553","20917","74","6662","14329","0","14329","0","14329","-97","8000","3417","14270.54"
"5006","13028","968744","2524911","First Choice Bank","Pontotoc","MS","38863","6/30/2019","11/18/2019","SM","19 South Main Street","PONTOTOC BANCSHARES CORP.","3","0","0","4","0","Pontotoc","","","1/1/1900","1/1/1934","6/29/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","","6828","1262","5566","255","1404","0","789","","615","4499","2649","409","1441","2216","3","494","1725","0","1725","0","1725","169","100","0","1722.63"
"23152","14558","541231","1143379","First Citizens Bank","Luverne","AL","36049","6/30/2019","11/18/2019","NM","100 West Third Street","FIRST CITIZENS-CRENSHAW BANCSHARES, INC.","5","0","0","4","0","Crenshaw","","","7/8/1980","7/8/1980","3/19/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.fcbl.com","5759","789","4970","50","835","0","357","0","478","3438","1866","334","1238","2317","27","452","1892","0","1892","0","1892","94","450","0","1870.13"
"4433","11448","186744","1203509","First Citizens Bank","Mason City","IA","50401","6/30/2019","11/18/2019","SM","2601 Fourth Street, S.W.","FIRST CITIZENS FINANCIAL CORP.","9","0","1","2","1","Cerro Gordo","","","1/9/1892","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","26113","6411","19702","900","4585","1486","766","0","2333","13227","8650","1171","3406","10160","56","424","9792","0","9792","0","9792","499","6800","0","9738.24"
"22502","0","666358","2351247","First Citizens Bank of Butte","Butte","MT","59701","6/30/2019","11/18/2019","SM","3220 Harrison Avenue","BUTTE BANK SHARES, INC.","2","0","0","4","1","Silver Bow","","","7/27/1977","7/27/1977","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","1447","132","1315","0","122","0","73","","49","1248","756","67","425","189","0","0","189","0","189","0","189","0","200","0","189"
"21478","12088","620752","1128330","First Citizens Bank of Polson, National Association","Polson","MT","59860","6/30/2019","11/18/2019","N","213 First Street West","FLATHEAD LAKE BANCORPORATION, INC.","1","0","0","4","0","Lake","","","3/5/1974","3/5/1974","4/30/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","372","5","367","0","96","0","56","","40","1198","376","65","757","-735","0","0","-735","0","-735","0","-735","41","0","0","-735"
"7593","9836","978118","1118368","First Citizens Community Bank","Mansfield","PA","16933","6/30/2019","11/18/2019","SM","15 South Main Street","CITIZENS FINANCIAL SERVICES, INC.","28","0","1","2","0","Tioga","","","6/11/1932","1/1/1934","12/9/2017","Stock","0","1","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.firstcitizensbank.com","30549","6061","24488","750","4151","441","1088","0","2622","16513","10033","1444","5036","11376","0","1830","9546","0","9546","0","9546","330","4893","0","9546"
"4972","10429","133850","1098796","First Citizens National Bank","Dyersburg","TN","38024","6/30/2019","11/18/2019","N","One First Citizens Place","FIRST CITIZENS BANCSHARES, INC.","25","0","0","4","0","Dyer","","","1/1/1889","1/1/1934","9/30/2016","Stock","0","1","OCC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","0","","35771","8489","27282","405","7382","543","2473","0","4366","23790","14795","2624","6371","10469","129","1540","9058","0","8996","62","9058","74","3200","0","8948.35"
"11228","12845","831642","1203536","First Citizens State Bank","Whitewater","WI","53190","6/30/2019","11/18/2019","NM","207 West Main Street","WHITEWATER BANCORP., INC.","8","0","0","4","0","Walworth","","","10/25/1863","1/1/1934","2/22/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","5677","751","4926","0","1261","34","182","","1045","3706","2335","371","1000","2481","0","479","2002","0","2002","0","2002","23","850","0","2002"
"34899","0","2765602","3547841","First Citrus Bank","Tampa","FL","33618","6/30/2019","11/18/2019","NM","10824 N. Dale Mabry Highway","FIRST CITRUS BANCORPORATION, INC.","5","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","2/1/1999","2/1/1999","7/10/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","9359","1944","7415","47","756","0","148","","608","5266","3391","619","1256","2858","0","708","2150","0","2150","0","2150","0","0","59","2150"
"741","9425","978417","0","First City Bank","Columbus","OH","43212","6/30/2019","11/18/2019","NM","1885 Northwest Boulevard","","1","0","0","4","1","Franklin","18140","Columbus, OH","1/1/1907","1/1/1934","5/31/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.myfirstcitybank.com","1590","419","1171","0","16","0","7","0","9","1014","640","93","281","173","0","0","173","0","173","0","173","0","77","0","173"
