cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,eqcprev,eqcrest,netinc,eqcstkrx,eqctrstx,eqcmrg,eqcdivp,eqcdivc,eqccompi,eqcbhctr,eq
"33568","0","1945247","2259268","United Bank of Philadelphia","Philadelphia","PA","19102","6/30/2019","11/18/2019","NM","30 S. 15th St., 1st Fl.","UNITED BANCSHARES, INC.","3","0","0","4","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","3/23/1992","3/23/1992","4/15/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","1850","0","-1215","0","0","0","0","0","83","2500","3218"
"14334","0","562058","1248368","United Bank of Union","Union","MO","63084","6/30/2019","11/18/2019","NM","15 East Main Street","CARDINAL BANCORP II, INC.","3","0","0","4","1","Franklin","41180","St. Louis, MO-IL","3/22/1934","5/7/1934","6/30/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","37019","0","2745","0","0","0","0","2181","1930","0","39513"
"22180","0","930358","2291727","United Bankers' Bank","Bloomington","MN","55431","6/30/2019","11/18/2019","SM","1650 W 82nd St, Suite 1500","UNITED BANKERS' BANCORPORATION, INC","2","0","1","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","12/15/1975","12/15/1975","8/31/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","0","www.ubb.com","100949","0","2152","0","0","0","0","0","209","0","103310"
"57716","0","3281510","5069897","United Business Bank","Walnut Creek","CA","94596","6/30/2019","11/18/2019","SM","500 Ygnacio Valley Rd Suite","BAYCOM CORP","25","0","1","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","7/20/2004","7/20/2004","5/25/2019","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","","170388","0","7340","0","0","0","0","0","1388","59110","238226"
"15249","9186","336147","1137145","United Citizens Bank & Trust Company","Campbellsburg","KY","40011","6/30/2019","11/18/2019","NM","8198 Main Street","UNITED CITIZENS FINANCIAL CORPORATION","5","0","0","2","0","Henry","31140","Louisville-Jefferson County, KY-IN","1/1/1872","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","","13143","0","692","0","0","0","0","225","370","0","13980"
"57867","0","3306598","3370085","United Citizens Bank of Southern Kentucky","Columbia","KY","42728","6/30/2019","11/18/2019","NM","700 Jamestown Street","UNITED CITIZENS BANCORP, INC.","4","0","0","2","0","Adair","","","12/6/2004","12/6/2004","7/29/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","","19391","0","1291","0","0","0","0","1008","271","0","19945"
"8544","11950","847157","1126242","United Community Bank","Perham","MN","56573","6/30/2019","11/18/2019","NM","301 West Main Street","PERHAM STATE BANCSHARES, INC.","4","0","0","4","1","Otter Tail","","","1/1/1911","1/1/1934","6/26/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.ucbankmn.com","26219","0","1409","0","0","0","0","1372","2258","0","28514"
"19459","11023","439338","1097182","United Community Bank","Chatham","IL","62629","6/30/2019","11/18/2019","NM","301 North Main Street","UNITED COMMUNITY BANCORP, INC.","47","0","1","4","0","Sangamon","44100","Springfield, IL","7/12/1965","7/12/1965","4/6/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.ucbbank.com","185559","0","12288","0","0","40571","0","5810","9830","0","242438"
"16889","10976","1017939","1249347","United Community Bank","Blairsville","GA","30512","6/30/2019","11/18/2019","NM","177 Highway 515 East","UNITED COMMUNITY BANKS, INC.","142","0","1","4","0","Union","","","3/1/1950","3/1/1950","5/1/2019","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","0","www.ucbi.com","1522401","-549","90834","0","0","52093","0","0","48349","0","1713128"
"19143","10326","90337","1977154","United Community Bank","Raceland","LA","70394","6/30/2019","11/18/2019","NM","4626 Highway #1","COMMUNITY BANCORP OF LOUISIANA, INC.","10","0","0","4","1","Lafourche","26380","Houma-Thibodaux, LA","6/20/1964","6/20/1964","3/23/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","HTTP://WWW.UCBANKING.COM","70702","0","4142","0","0","0","0","0","446","0","75290"
"13656","14255","884648","1201952","United Community Bank","Milford","IA","51351","6/30/2019","11/18/2019","NM","1000 Okoboji Avenue","MILFORD BANCORPORATION","5","0","0","2","1","Dickinson","","","6/10/1931","11/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","22740","0","1106","0","0","0","0","1350","230","0","22726"
"10249","0","680055","1133781","United Community Bank of North Dakota","Leeds","ND","58346","6/30/2019","11/18/2019","NM","105 Central Avenue South","AMERICAN BANCOR, LTD.","4","0","0","2","0","Benson","","","1/1/1912","1/1/1934","8/6/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.ucbnd.bank","43527","0","2975","0","0","0","0","3400","610","0","43712"
"57301","0","3070545","3260216","United Community Bank of West Kentucky, Inc.","Morganfield","KY","42437","6/30/2019","11/18/2019","NM","500 North Morgan Street","UNITED COMMUNITY BANCSHARES, INC.","5","0","0","4","0","Union","","","12/10/2001","12/10/2001","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","www.ucbwest.com","34105","0","2171","0","0","0","0","3","1250","0","37523"
"303","11755","425818","1071342","United Cumberland Bank","Whitley City","KY","42653","6/30/2019","11/18/2019","NM","47 South Main Street","MCCREARY BANCSHARES INC.","7","0","1","4","1","Mccreary","","","1/1/1906","1/1/1934","6/12/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","unitedcumberland.com","37013","0","2507","0","0","0","0","1650","871","0","38741"
"8821","15672","328656","1126738","United Farmers State Bank","Adams","MN","55909","6/30/2019","11/18/2019","NM","15 4th Street Sw","ADAMS BANCSHARES, INC.","3","0","0","2","1","Mower","","","1/1/1914","1/1/1934","1/17/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","18253","0","1373","0","0","0","0","1402","65","0","18289"
"29566","3676","391575","3848931","United Fidelity Bank, fsb","Evansville","IN","47708","6/30/2019","11/18/2019","SA","18 Nw Fourth Street","PEDCOR FINANCIAL, LLC","16","0","1","7","0","Vanderburgh","21780","Evansville, IN-KY","1/1/1931","3/21/1936","5/26/2017","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","2","1","www.unitedfidelity.com","94867","0","8052","0","0","0","0","0","9064","1576","113559"
"32441","8266","809276","3828054","United Midwest Savings Bank, National Association","De Graff","OH","43318","6/30/2019","11/18/2019","N","101 South Main Street","MSB CAPITAL CORPORATION","6","0","1","4","0","Logan","","","5/5/1889","1/2/1986","6/18/2018","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.umwsb.com","28656","0","1841","0","0","0","0","0","45","0","30542"
"10567","0","842853","1128451","United Minnesota Bank","New London","MN","56273","6/30/2019","11/18/2019","NM","105 Central Avenue","CARLSON BANKSHARES, INC.","1","0","0","4","0","Kandiyohi","","","5/5/1890","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","2366","0","226","0","0","0","0","125","0","-18","2449"
"21083","12014","544335","1081686","United Mississippi Bank","Natchez","MS","39120","6/30/2019","11/18/2019","NM","75 Melrose-Montebello Pkwy.","SOUTHWEST SECURITY, INC.","11","0","1","4","1","Adams","","","5/14/1973","5/14/1973","1/14/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","36058","0","1699","0","0","0","0","650","956","0","38064"
"35427","0","2914727","0","United National Bank","Cairo","GA","39828","6/30/2019","11/18/2019","N","722 N Broad St","","1","0","0","2","0","Grady","","","5/26/2000","5/26/2000","7/13/2007","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","30038","0","1555","46","0","0","0","1167","21","0","30493"
"23373","10769","70218","0","United Orient Bank","New York","NY","10038","6/30/2019","11/18/2019","NM","10 Chatham Square","","2","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/9/1981","4/9/1981","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","13348","0","312","0","0","0","0","0","16","0","13676"
"23805","0","609467","0","United Pacific Bank","City Of Industry","CA","91748","6/30/2019","11/18/2019","NM","1630 South Azusa Avenue","","2","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","5/11/1982","5/11/1982","3/26/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","www.upbnet.com","23853","0","450","0","0","0","0","0","2","0","24305"
"10958","0","712059","1123885","United Prairie Bank","Mountain Lake","MN","56159","6/30/2019","11/18/2019","NM","1141 3rd Ave","FARMERS STATE CORPORATION","12","0","0","2","1","Cottonwood","","","7/21/1919","1/1/1934","1/13/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","62432","0","4282","0","0","0","0","4806","2502","0","64410"
"58359","0","3387140","1050495","United Republic Bank","Elkhorn","NE","68022","6/30/2019","11/18/2019","NM","111 North 181st Street","CENTRAL BANCSHARES, INC.","2","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/11/2006","12/11/2006","3/5/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","17462","0","168","1000","0","0","0","0","134","0","18764"
"29170","3034","644776","2589666","United Roosevelt Savings Bank","Carteret","NJ","7008","6/30/2019","11/18/2019","SB","11-15 Cooke Avenue","UNITED ROOSEVELT MHC","1","0","0","5","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1914","2/13/1940","4/1/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","ursbank.com","13183","0","86","0","0","0","0","0","20","0","13289"
"28836","2458","459372","0","United Savings Bank","Philadelphia","PA","19145","6/30/2019","11/18/2019","SB","1510 Packer Avenue","","6","0","0","8","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1923","8/6/1936","10/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","60718","0","1469","0","0","0","0","0","0","0","62187"
"27132","14091","1162017","3015975","United Security Bank","Fresno","CA","93711","6/30/2019","11/18/2019","SM","2126 Inyo Street","UNITED SECURITY BANCSHARES","13","0","0","4","0","Fresno","23420","Fresno, CA","12/21/1987","12/21/1987","9/4/2019","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","","117832","0","7728","192","0","0","0","4389","413","0","121776"
"1427","0","630340","1247736","United Security Bank","Fulton","MO","65251","6/30/2019","11/18/2019","NM","2050 Bluff Street","MID-MO BANCSHARES, INC.","3","0","0","8","1","Callaway","27620","Jefferson City, MO","1/25/1930","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","","8244","0","444","0","0","0","0","400","404","0","8692"
"9309","12011","110945","1140574","United Southern Bank","Hopkinsville","KY","42240","6/30/2019","11/18/2019","NM","1813 East Ninth Street","TODD BANCSHARES, INC.","9","0","0","2","0","Christian","17300","Clarksville, TN-KY","6/22/1922","1/1/1934","2/3/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","","23225","0","1200","0","0","0","0","0","1172","0","25597"
"15465","13655","327435","1141601","United Southern Bank","Umatilla","FL","32784","6/30/2019","11/18/2019","NM","750 North Central Avenue","UNISOUTH, INC.","13","0","0","4","0","Lake","36740","Orlando-Kissimmee-Sanford, FL","3/1/1937","3/1/1937","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","","46850","0","2497","0","0","0","0","826","3886","0","52407"
"10208","0","343257","1124930","United Southwest Bank","Cottonwood","MN","56229","6/30/2019","11/18/2019","NM","111 West Main Street","EMPIRE BANCSHARES, INC.","4","0","0","2","0","Lyon","","","1/1/1916","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","","3944","0","120","0","0","0","0","80","118","0","4102"
"12214","11557","659556","1096091","United State Bank","Lewistown","MO","63452","6/30/2019","11/18/2019","NM","102 West Main St","RIVER VALLEY BANCSHARES, INCORPORATED","5","0","0","2","1","Lewis","","","9/8/1928","1/1/1934","3/14/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.usb1.com","16171","0","1352","0","0","0","0","677","347","0","17193"
"26626","0","726953","4378529","United Texas Bank","Dallas","TX","75240","6/30/2019","11/18/2019","SM","13101 Preston Rd, Suite 100","UTB FINANCIAL HOLDING COMPANY","2","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","4/7/1986","4/7/1986","11/13/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.unitedtexasbank.com","53487","0","2335","-1185","0","0","0","0","918","0","55555"
"35393","16310","2949970","3848566","United Trust Bank","Palos Heights","IL","60463","6/30/2019","11/18/2019","SA","12330 South Harlem Avenue","UNITED BANCORP, INC.","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/24/2000","11/24/2000","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.utbhome.com","3920","0","-673","0","0","0","0","0","0","0","3247"
"15478","0","922559","1140211","United Valley Bank","Cavalier","ND","58220","6/30/2019","11/18/2019","NM","211 Division Avenue South","FIRST HOLDING COMPANY OF CAVALIER, INC.","8","0","1","2","1","Pembina","","","8/25/1905","3/22/1937","10/15/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","39133","0","2181","0","0","0","0","2370","1346","0","40290"
"8714","0","443353","1122990","Unity Bank","Augusta","WI","54722","6/30/2019","11/18/2019","NM","207 West Lincoln","KIMBERLY LEASING CORPORATION","14","0","1","2","1","Eau Claire","20740","Eau Claire, WI","12/1/1914","1/2/1934","2/22/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","","16762","0","2688","0","0","26395","0","500","330","0","45675"
"33503","0","1890525","2181426","Unity Bank","Clinton","NJ","8809","6/30/2019","11/18/2019","NM","64 Old Highway 22","UNITY BANCORP, INC.","19","0","1","4","0","Hunterdon","35620","New York-Newark-Jersey City, NY-NJ-PA","9/13/1991","9/13/1991","5/23/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.unitybank.com","142293","0","11039","604","0","0","0","1600","122","0","152458"
"26351","0","853251","0","Unity National Bank of Houston","Houston","TX","77004","6/30/2019","11/18/2019","N","2602 Blodgett Street","","3","0","1","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","8/1/1985","8/1/1985","7/11/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","9031","0","-527","75","0","0","0","0","235","0","8814"
"30722","5801","208570","2967835","Universal Bank","West Covina","CA","91792","6/30/2019","11/18/2019","SA","3455 Nogales St., Suite 105","UNIVERSAL FINANCIAL, INC.","5","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","11/17/1954","11/17/1954","3/20/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","www.universalbank.com","57197","0","241","0","0","0","0","0","361","0","57800"
"14587","9279","137652","1496253","University Bank","Ann Arbor","MI","48104","6/30/2019","11/18/2019","NM","2015 Washtenaw Avenue","UNIVERSITY BANCORP, INC.","1","0","0","8","0","Washtenaw","11460","Ann Arbor, MI","5/8/1908","7/23/1934","5/26/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","http://www.university-bank.com","24269","0","72","0","0","0","0","0","0","0","24341"
"7759","9352","354310","1116609","Univest  Bank and Trust Co.","Souderton","PA","18964","6/30/2019","11/18/2019","SM","10 West Broad Street","UNIVEST FINANCIAL CORPORATION","47","0","1","4","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","4/1/1876","1/1/1934","7/1/2016","Stock","0","1","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","0","http://www.univest.net","638500","-1647","35994","0","0","0","0","14781","6074","0","664140"
"1090","0","236957","1129159","Upper Peninsula State Bank","Escanaba","MI","49829","6/30/2019","11/18/2019","NM","430 North Lincoln Road","S.B.E. CORP.","3","0","0","4","0","Delta","","","1/1/1902","1/1/1934","9/28/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","http://www.upstatebank.net","31680","0","1377","0","0","0","0","260","1031","0","33828"
"58310","0","3470154","0","US Metro Bank","Garden Grove","CA","92844","6/30/2019","11/18/2019","NM","9866 Garden Grove Boulevard","","7","0","1","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","9/15/2006","9/15/2006","8/12/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","52826","0","2051","84","0","0","0","0","0","0","54961"
"32188","7975","619877","1447376","USAA Federal Savings Bank","San Antonio","TX","78288","6/30/2019","11/18/2019","SA","10750 Mcdermott Freeway","UNITED SERVICES AUTOMOBILE ASSOCIATION","1","0","0","6","0","Bexar","41700","San Antonio-New Braunfels, TX","12/30/1983","12/30/1983","12/1/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","0","www.usaa.com","7919154","6886","460902","0","0","0","6050","144176","188517","0","8425233"
"34351","0","2502656","1447376","USAA Savings Bank","Las Vegas","NV","89109","6/30/2019","11/18/2019","NM","3773 Howard Hughes Parkway,","UNITED SERVICES AUTOMOBILE ASSOCIATION","1","0","0","9","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","9/27/1996","9/27/1996","3/9/2018","Stock","32188","0","FDIC","DIF","San Francisco","DALLAS","Phoenix","San Francisco","Western","West","0","0","www.usaa.com","284910","0","121374","0","0","0","0","104034","315","0","302565"
"58541","0","3620922","4989907","USNY Bank","Geneva","NY","14456","6/30/2019","11/18/2019","NM","389 Hamilton Street","UPSTATE NEW YORK BANCORP, INC.","4","0","0","2","0","Ontario","40380","Rochester, NY","7/31/2007","7/31/2007","7/31/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.usnybank.com","41145","0","2470","230","0","0","0","0","231","0","44076"
"22514","0","256179","0","Utah Independent Bank","Salina","UT","84654","6/30/2019","11/18/2019","SM","55 South State Street","","3","0","0","4","1","Sevier","","","8/29/1977","8/29/1977","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","","12093","-60","1277","0","0","0","0","0","150","0","13460"
"24919","9693","590220","2082532","Uwharrie Bank","Albemarle","NC","28001","6/30/2019","11/18/2019","SM","167 North Second Street","UWHARRIE CAPITAL CORP","10","0","0","4","0","Stanly","","","1/26/1984","1/26/1984","9/1/2013","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","http://www.uwharrie.com","53697","0","2155","0","0","0","280","750","1786","0","56608"
"27518","0","1401891","2807100","Valley Bank","Glasgow","MT","59230","6/30/2019","11/18/2019","SM","110 Sixth Street South","MILK RIVER BANQUO, INC.","1","0","0","2","0","Valley","","","6/9/1989","6/9/1989","10/3/2019","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","4194","0","187","0","0","0","0","0","67","0","4448"
"251","15673","943143","1919976","Valley Bank & Trust","Mapleton","IA","51034","6/30/2019","11/18/2019","NM","401 Main Street","BEULAH BANCORPORATION, INC.","2","0","0","2","1","Monona","","","10/3/1878","1/1/1934","10/31/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","12053","0","526","0","0","0","0","600","321","0","12300"
"22600","0","481159","1130810","Valley Bank of Commerce","Roswell","NM","88202","6/30/2019","11/18/2019","NM","217 West 2nd Street","COMMERCE BANCSHARES OF ROSWELL, INC.","3","0","0","2","1","Chaves","","","2/1/1978","2/1/1978","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","","18031","0","2180","0","0","0","0","2577","2","0","17636"
"1980","11420","473257","1125900","Valley Bank of Kalispell","Kalispell","MT","59901","6/30/2019","11/18/2019","NM","41 3rd Street West","VALLEY BANCSHARES, INC.","2","0","0","4","0","Flathead","","","7/1/1911","1/1/1934","3/13/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.valleybankmt.com","13085","0","2090","0","0","0","0","1983","406","0","13598"
"57933","0","3370357","0","Valley Bank of Nevada","North Las Vegas","NV","89031","6/30/2019","11/18/2019","NM","6385 Simmons Street","","2","0","0","4","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","8/1/2005","8/1/2005","8/11/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","www.valleybanknv.com","14229","0","89","0","0","0","0","0","73","0","14391"
"24966","10207","624956","1141580","Valley Bank of Ronan","Ronan","MT","59864","6/30/2019","11/18/2019","SM","63659 Us Highway 93 South","VALLEY HOLDING COMPANY","6","0","0","4","0","Lake","","","2/21/1984","2/21/1984","4/11/2015","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","10888","0","368","0","0","0","0","0","0","0","11256"
"28555","1834","320070","4352574","Valley Central Bank","Liberty Township","OH","45011","6/30/2019","11/18/2019","SA","6550 Princeton Glendale Rd.","VALLEY CENTRAL, MHC","2","0","0","4","0","Hamilton","17140","Cincinnati, OH-KY-IN","1/1/1884","10/9/1957","8/29/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","http://www.valleycentral.org","27815","0","50","0","0","0","0","0","119","0","27984"
"9947","0","300157","1122468","Valley Exchange Bank","Lennox","SD","57039","6/30/2019","11/18/2019","NM","214 S Main St.","LINCOLN INVESTMENT COMPANY","2","0","0","2","0","Lincoln","43620","Sioux Falls, SD","1/1/1883","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","7683","0","397","0","0","0","0","150","0","0","7930"
"9396","13550","229801","1048773","Valley National Bank","Passaic","NJ","7055","6/30/2019","11/18/2019","N","615 Main Avenue","VALLEY NATIONAL BANCORP","227","0","1","4","0","Passaic","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1927","1/1/1934","1/15/2018","Stock","0","1","OCC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","0","valley.com","3508009","2968","210037","0","0","0","0","80000","34248","0","3675262"
"11409","0","1008955","2161437","Valley Premier Bank","Hawley","MN","56549","6/30/2019","11/18/2019","NM","416 Sixth Street","VALLEY PREMIER BANK EMPLOYEE STOCK OWNERSHIP PLAN & TRUST","2","0","0","4","1","Clay","22020","Fargo, ND-MN","8/1/1892","1/1/1934","11/17/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","10358","0","603","0","0","0","0","1442","1216","0","10735"
"58828","0","3885123","4989000","Valley Republic Bank","Bakersfield","CA","93309","6/30/2019","11/18/2019","NM","5000 California Ave, # 110","VALLEY REPUBLIC BANCORP","4","0","0","4","0","Kern","12540","Bakersfield, CA","2/2/2009","2/2/2009","7/28/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","66440","0","5547","-997","0","0","0","0","1165","18000","90155"
"26021","15710","595337","1493609","Valley State Bank","Russellville","AL","35653","6/30/2019","11/18/2019","NM","15565 Highway 43 Bypass","VALLEY BANCSHARES, INC.","3","0","0","8","0","Franklin","","","4/1/1985","4/1/1985","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","21063","0","586","0","0","0","0","127","544","0","22066"
"57841","53354","3267738","3447400","Valliance Bank","Oklahoma City","OK","73118","6/30/2019","11/18/2019","NM","1601 N. W. Expressway","VALLIANCE FINANCIAL CORP.","5","0","1","4","1","Oklahoma","36420","Oklahoma City, OK","10/20/2004","10/20/2004","7/20/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","39503","0","1409","0","0","0","0","1489","863","0","40286"
"9467","0","129358","1056723","VALOR BANK","Edmond","OK","73013","6/30/2019","11/18/2019","NM","1501 Renaissance Blvd.","FIRST OF GRANDFIELD CORPORATION","1","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","6/1/1930","1/1/1934","1/28/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","valor.bank","7944","0","681","0","0","0","0","860","1","0","7766"
"19700","0","964157","2490520","ValueBank Texas","Corpus Christi","TX","78408","6/30/2019","11/18/2019","NM","3649 Leopard Street","FIRST INTERNATIONAL BANCSHARES, INC.","8","0","0","4","0","Nueces","18580","Corpus Christi, TX","4/27/1967","5/11/1967","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","24297","0","3119","0","0","0","0","1600","642","0","26458"
"29495","3551","380878","0","Van Wert Federal Savings Bank","Van Wert","OH","45891","6/30/2019","11/18/2019","SA","976 South Shannon Street","","1","0","0","5","0","Van Wert","","","1/1/1889","2/27/1936","11/2/2012","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","24271","0","270","0","0","0","0","0","297","0","24838"
