cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,eqcprev,eqcrest,netinc,eqcstkrx,eqctrstx,eqcmrg,eqcdivp,eqcdivc,eqccompi,eqcbhctr,eq
"17122","0","706450","1142868","Lake Country Community Bank","Morristown","MN","55052","6/30/2019","11/18/2019","NM","111 Division Street","MORRISTOWN HOLDING COMPANY","2","0","0","8","0","Rice","","","5/2/1928","7/1/1952","5/24/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","2533","0","50","0","0","0","0","0","104","0","2687"
"15443","9141","1015850","2360043","Lake Elmo Bank","Lake Elmo","MN","55042","6/30/2019","11/18/2019","NM","11465 39th Street North","LAKE ELMO BANCSHARES, INC.","7","0","0","4","1","Washington","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/1/1911","12/19/1936","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.lakeelmobank.com","33170","0","3371","0","0","0","0","1257","1580","0","36864"
"27589","14238","1917301","2260406","Lake Forest Bank & Trust Company, National Association","Lake Forest","IL","60045","6/30/2019","11/18/2019","N","727 North Bank Lane","WINTRUST FINANCIAL CORPORATION","10","0","1","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/21/1986","12/26/1991","10/1/2017","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.lakeforestbank.com","434314","-100","43529","566","0","0","0","57000","5302","0","426611"
"10965","12357","164153","1125647","Lake Region Bank","New London","MN","56273","6/30/2019","11/18/2019","NM","51 Main Street","KANDI BANCSHARES, INC.","3","0","0","4","1","Kandiyohi","","","1/12/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","10484","0","736","0","0","0","0","0","861","0","12081"
"30530","5506","301574","3793086","Lake Shore Savings Bank","Dunkirk","NY","14048","6/30/2019","11/18/2019","SA","128 East 4th St","LAKE SHORE, MHC","12","0","0","4","0","Chautauqua","","","1/1/1891","12/19/1951","1/16/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","76347","-10","1799","0","0","0","0","0","1244","-2385","76995"
"8172","11663","11145","4764346","Lake-Osceola State Bank","Baldwin","MI","49304","6/30/2019","11/18/2019","NM","790 North Michigan Avenue","LAKE FINANCIAL CORPORATION","10","0","0","4","0","Lake","","","1/1/1908","1/1/1934","4/1/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.losb.com","23979","0","1502","0","0","0","0","400","326","0","25407"
"19953","0","687009","1404799","Lakeland Bank","Newfoundland","NJ","7435","6/30/2019","11/18/2019","NM","2717 Route 23 South","LAKELAND BANCORP, INC.","54","0","1","4","0","Passaic","35620","New York-Newark-Jersey City, NY-NJ-PA","5/19/1969","5/19/1969","1/4/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.lakelandbank.com","694333","126","35175","1264","0","55005","0","17400","10139","0","778642"
"19573","0","201834","2128917","Lakeside Bank","Chicago","IL","60601","6/30/2019","11/18/2019","NM","55 West Wacker Drive","LAKESIDE BANCORP, INC.","7","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/1/1966","4/1/1966","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://WWW.LAKESIDEBANK.COM","202577","205","14535","1793","0","0","0","14669","585","0","205026"
"58961","0","4165907","5166134","Lakeside Bank","Lake Charles","LA","70605","6/30/2019","11/18/2019","NM","4735 Nelson Road","LAKESIDE BANCSHARES, INC.","4","0","0","4","0","Calcasieu","29340","Lake Charles, LA","7/26/2010","7/26/2010","12/13/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Atlanta","Southern","Western","0","1","","24023","0","397","0","0","0","0","100","611","0","24931"
"21255","17181","391557","2224408","Lakeside Bank of Salina","Salina","OK","74365","6/30/2019","11/18/2019","SM","103 West Ferry","FIRST PRYOR BANCORP, INC.","1","0","0","8","0","Mayes","","","10/9/1973","10/9/1973","6/17/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","4491","0","213","0","0","0","0","0","0","0","4704"
"21693","0","32766","1895007","Lakeside National Bank","Rockwall","TX","75087","6/30/2019","11/18/2019","N","2805 Ridge Road","A.N.B. HOLDING COMPANY, LTD.","1","0","0","7","0","Rockwall","19100","Dallas-Fort Worth-Arlington, TX","7/12/1974","7/12/1974","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","6255","0","206","0","0","0","0","0","0","0","6461"
"22217","9250","635457","3825183","Lakeside State Bank","Oologah","OK","74053","6/30/2019","11/18/2019","NM","6695 East 400 Rd","LAKESIDE HOLDING CORPORATION","2","0","0","8","1","Rogers","46140","Tulsa, OK","2/9/1976","2/9/1976","8/18/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","5520","33","-62","0","0","0","0","49","641","0","6083"
"14913","0","184142","1363681","Lakestone Bank & Trust","Lapeer","MI","48446","6/30/2019","11/18/2019","SM","83 West Nepessing Street","COUNTY BANK CORP","13","0","0","4","0","Lapeer","19820","Detroit-Warren-Dearborn, MI","1/1/1902","1/1/1934","12/5/2016","Stock","0","1","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","WWW.LAKESTONEBANK.COM","59939","0","3731","0","0","0","0","2799","5358","0","66229"
"57785","0","3253834","3253825","Lakeview Bank","Lakeville","MN","55044","6/30/2019","11/18/2019","NM","9725 163rd Street West","LAKEVIEW BANCORPORATION, INC.","2","0","0","4","0","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","7/8/2004","7/8/2004","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.lakeview-bank.com","8799","0","551","0","0","0","0","250","126","0","9226"
"1964","0","767255","1067354","Lamar Bank and Trust Company","Lamar","MO","64759","6/30/2019","11/18/2019","SM","1000 Broadway","LAMAR TRUST BANCSHARES, INC.","1","0","0","2","1","Barton","","","3/25/1925","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","0","1","","16310","0","1336","0","0","0","0","1092","445","696","17695"
"23597","0","2161","1136906","Lamar National Bank","Paris","TX","75460","6/30/2019","11/18/2019","N","200 South Collegiate","LAMAR BANCORPORATION, INC.","1","0","0","4","1","Lamar","","","10/26/1981","10/26/1981","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.lamarnational.com","16515","0","821","0","0","0","0","648","249","0","16937"
"8681","0","519874","0","Lamont Bank of St. John","Saint John","WA","99171","6/30/2019","11/18/2019","NM","E 6 Front St","","1","0","0","2","0","Whitman","","","1/1/1908","1/1/1934","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","5970","0","422","0","0","0","0","100","622","0","6914"
"4537","10195","103255","1054514","Landmark Bank","Columbia","MO","65201","6/30/2019","11/18/2019","NM","801 East Broadway","LANDRUM COMPANY","38","0","1","4","0","Boone","17860","Columbia, MO","7/19/1865","1/1/1934","12/29/2017","Stock","0","1","FDIC","DIF","Kansas City","DALLAS","Columbia Mo","St. louis","Western","West","0","1","http://www.landmarkbank.com","262914","0","16856","0","0","0","500","4328","9903","0","284844"
"307","0","535034","1085460","Landmark Bank","Clinton","LA","70722","6/30/2019","11/18/2019","NM","12225 St. Helena Street","CLINTON BANCSHARES, INC.","5","0","0","4","1","East Feliciana","12940","Baton Rouge, LA","11/1/1897","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","13112","0","168","0","0","0","0","305","550","459","13984"
"34982","0","2758024","0","Landmark Community Bank","Collierville","TN","38017","6/30/2019","11/18/2019","NM","1015 West Poplar Avenue","","8","0","0","5","0","Shelby","32820","Memphis, TN-MS-AR","3/15/1999","3/15/1999","3/24/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","HTTPS://WWW.LCBTN.BANK","87460","0","4244","129","0","0","0","954","-2049","0","88830"
"57112","0","2963547","3734762","Landmark Community Bank","Pittston","PA","18640","6/30/2019","11/18/2019","SM","2 South Main Street","LANDMARK BANCORP INC","6","0","0","4","0","Luzerne","42540","Scranton-Wilkes-Barre-Hazleton, PA","3/1/2001","3/1/2001","6/26/2018","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","27707","0","560","0","0","0","0","0","919","2750","31937"
"5826","13644","481177","3030307","Landmark National Bank","Manhattan","KS","66502","6/30/2019","11/18/2019","N","701 Poyntz Avenue","LANDMARK BANCORP, INC.","29","0","0","4","0","Riley","31740","Manhattan, KS","5/2/1919","1/1/1934","11/1/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.banklandmark.com","110862","0","4933","0","0","0","0","2390","7816","129","121350"
"11601","0","178150","1128189","Laona State Bank","Laona","WI","54541","6/30/2019","11/18/2019","NM","5308 Beech Street","NORTHERN WISCONSIN BANK HOLDING COMPANY, INC.","7","0","0","8","0","Forest","","","1/1/1914","1/1/1934","7/5/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","","21991","0","782","0","0","0","0","0","877","0","23651"
"22839","0","51356","1066964","Latimer State Bank","Wilburton","OK","74578","6/30/2019","11/18/2019","NM","301 West Main Street","FIRST LATIMER CORPORATION","1","0","0","7","1","Latimer","","","4/9/1979","4/9/1979","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","14047","0","393","0","0","0","0","321","74","0","14193"
"58257","0","3428258","3958821","LAUREL ROAD BANK","Darien","CT","6820","6/30/2019","11/18/2019","NM","1001 Post Rd","ALCAR INC.","3","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","4/24/2006","4/24/2006","10/1/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","","62008","-950","117399","0","0","0","409","91839","1356","-43857","43709"
"15320","0","855648","1204113","Laurens State Bank","Laurens","IA","50554","6/30/2019","11/18/2019","NM","102 South Third Street","LAURENS BANCORP., LTD.","3","0","0","2","1","Pocahontas","","","5/1/1935","12/16/1935","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","7807","0","434","0","0","0","0","570","471","0","8141"
"29186","3067","834175","0","Lawrenceburg Federal Bank","Lawrenceburg","TN","38464","6/30/2019","11/18/2019","SB","118 West Gaines Street","","1","0","0","5","0","Lawrence","","","10/1/1934","6/5/1935","5/31/2012","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","14829","73","212","0","0","0","0","0","0","0","15114"
"58148","0","3407084","0","LCA Bank Corporation","Park City","UT","84098","6/30/2019","11/18/2019","NM","1441 W Ute Blvd, # 260","","1","0","0","8","0","Summit","","","1/26/2006","1/26/2006","5/24/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","","24460","0","1740","0","0","0","122","500","14","0","25593"
"6623","0","785923","2759900","LCNB National Bank","Lebanon","OH","45036","6/30/2019","11/18/2019","N","2 N. Broadway St","LCNB CORP.","35","0","0","4","0","Warren","17140","Cincinnati, OH-KY-IN","5/10/1877","1/1/1934","5/31/2018","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","0","","215396","0","9393","0","0","0","0","10225","4666","0","219231"
"12259","12563","1015252","2148586","Lea County State Bank","Hobbs","NM","88241","6/30/2019","11/18/2019","SM","1017 North Turner","LEA COUNTY BANCSHARES, INC.","3","0","0","7","1","Lea","","","1/1/1928","1/1/1934","9/14/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","www.onlinelcsb.com","29962","0","4207","0","0","0","0","1045","5820","0","38944"
"8283","15390","893855","2963501","Lead Bank","Garden City","MO","64747","6/30/2019","11/18/2019","NM","D And 3rd Streets","LEAD FINANCIAL GROUP, INC.","3","0","0","4","1","Cass","28140","Kansas City, MO-KS","1/12/1928","1/1/1934","11/21/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","26248","0","1255","0","0","0","0","0","58","-745","26816"
"57134","0","3109146","3439236","Leader Bank, National Association","Arlington","MA","2476","6/30/2019","11/18/2019","N","141 Massachusetts Avenue","LEADER BANCORP, INC","7","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","5/8/2002","5/8/2002","7/6/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.leaderbank.com","158491","0","11037","0","0","0","0","310","913","0","170131"
"33418","10057","1863097","3625123","Ledyard National Bank","Norwich","VT","5055","6/30/2019","11/18/2019","N","320 Main Street","LEDYARD FINANCIAL GROUP, INC.","10","0","1","4","0","Windsor","","","5/22/1991","5/22/1991","7/30/2008","Stock","0","1","OCC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.ledyardbank.com","44317","0","2940","0","0","0","0","1400","2799","0","48655"
"33645","7811","790703","1985131","Lee Bank","Lee","MA","1238","6/30/2019","11/18/2019","SB","75 Park Street","BERKSHIRE FINANCIAL SERVICES, INC.","5","0","0","4","0","Berkshire","38340","Pittsfield, MA","7/1/1992","7/1/1992","7/9/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","31367","0","1310","0","0","0","0","0","951","0","33628"
"11582","13526","661223","0","Lee Bank and Trust Company","Pennington Gap","VA","24277","6/30/2019","11/18/2019","NM","41371 West Morgan Avenue","","4","0","0","4","0","Lee","","","8/22/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","https://www.lbtc.com","22414","0","614","0","0","0","0","0","49","0","23077"
"5819","11539","625140","1143810","Lee County Bank","Fort Madison","IA","52627","6/30/2019","11/18/2019","SM","801 Avenue F","LEE CAPITAL CORP.","3","0","0","8","1","Lee","","","9/12/1888","1/1/1934","11/30/2018","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","21027","0","1487","0","0","0","0","407","53","0","22160"
"12699","9268","478252","0","Legacy Bank","Wiley","CO","81092","6/30/2019","11/18/2019","NM","220 Main Street","","10","0","0","4","1","Prowers","","","5/25/1907","1/1/1934","10/2/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","52421","0","3263","27","27","0","0","1240","1389","0","55860"
"4042","14537","320052","1054091","Legacy Bank","Hinton","OK","73047","6/30/2019","11/18/2019","NM","101 West Main","MIDSTATE BANCORP, INC.","11","0","0","4","1","Caddo","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.legacybank.com","38976","0","1879","0","0","0","0","627","227","0","40455"
"17676","0","785950","1416448","Legacy Bank","Colwich","KS","67030","6/30/2019","11/18/2019","NM","123 East Chicago","COLWICH FINANCIAL CORPORATION","8","0","0","4","0","Sedgwick","48620","Wichita, KS","2/22/1886","10/4/1956","5/15/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","49146","0","3173","0","0","0","0","776","802","0","52345"
"15414","0","767040","1202388","Legacy Bank","Altoona","IA","50009","6/30/2019","11/18/2019","NM","502 8th Street, S.W.","F. S. BANCOR, INC.","4","0","0","4","1","Polk","19780","Des Moines-West Des Moines, IA","1/1/1904","8/20/1936","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","8328","-47","420","0","0","0","0","392","46","0","8355"
"22319","0","397755","1095469","Legacy Bank & Trust Company","Rogersville","MO","65742","6/30/2019","11/18/2019","SM","175 Johnstown Drive","CENTURY BANCSHARES, INC.","7","0","0","4","0","Webster","44180","Springfield, MO","10/17/1907","8/17/1976","2/17/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","27377","0","2296","0","0","0","0","750","36","690","29650"
"58247","0","3444539","0","Legacy Bank of Florida","Boca Raton","FL","33431","6/30/2019","11/18/2019","NM","2300 Glades Rd, # 120/140 W","","5","0","0","4","0","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","5/15/2006","5/15/2006","5/15/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","45664","0","1999","62","0","0","0","0","892","0","48617"
"57953","0","3306280","5070192","Legacy National Bank","Springdale","AR","72762","6/30/2019","11/18/2019","N","4055 West Sunset","LEGACY BANCSHARES, INC.","6","0","0","4","0","Washington","22220","Fayetteville-Springdale-Rogers, AR-MO","3/28/2005","3/28/2005","10/23/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","48353","0","2804","0","0","0","0","1840","163","0","49480"
"57882","0","3340903","0","Legacy State Bank","Loganville","GA","30052","6/30/2019","11/18/2019","NM","3825 Harrison Road","","1","0","0","4","0","Gwinnett","12060","Atlanta-Sandy Springs-Roswell, GA","3/15/2005","3/15/2005","11/8/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","9947","0","713","0","0","0","0","0","453","0","11113"
"58006","17993","878898","4191465","LegacyTexas Bank","Plano","TX","75024","6/30/2019","11/18/2019","SM","5851 Legacy Drive","LEGACYTEXAS FINANCIAL GROUP, INC.","43","0","0","4","0","Collin","19100","Dallas-Fort Worth-Arlington, TX","1/1/2006","1/1/2006","10/31/2019","Stock","0","0","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.legacytexas.com","1177167","0","62247","1037","0","0","0","31500","7519","0","1216470"
"10886","10062","635840","1491481","Legence Bank","Eldorado","IL","62930","6/30/2019","11/18/2019","NM","1108 Us Highway 45","FIRST ELDORADO BANCSHARES, INC.","14","0","1","2","1","Saline","","","1/1/1906","1/1/1934","10/13/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","49895","0","3600","0","0","0","0","1750","3077","0","54823"
"3108","16061","100357","1416578","Legend Bank, N.A.","Bowie","TX","76230","6/30/2019","11/18/2019","N","101 West Tarrant","LEGEND BANCORP, INC.","14","0","0","2","1","Montague","","","3/1/1890","1/1/1934","5/31/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","73025","0","5562","0","0","0","0","2382","4704","0","80909"
"34936","16144","2745426","3100349","Legends Bank","Clarksville","TN","37040","6/30/2019","11/18/2019","NM","310 N First St","LEGENDS FINANCIAL HOLDINGS, INC.","8","0","0","4","0","Montgomery","17300","Clarksville, TN-KY","11/12/1998","11/12/1998","6/24/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.legendsbank.com","45890","0","2534","0","0","0","0","1750","1860","0","48534"
"12616","15693","865151","1119271","Legends Bank","Linn","MO","65051","6/30/2019","11/18/2019","NM","200 East Main Street","LINN HOLDING COMPANY","10","0","0","4","0","Osage","27620","Jefferson City, MO","3/17/1913","1/1/1934","9/17/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","","50226","0","3007","0","0","0","0","437","652","0","53448"
"10118","0","936640","1137172","Leighton State Bank","Pella","IA","50219","6/30/2019","11/18/2019","NM","900 Washington Street","LEIGHTON INVESTMENT COMPANY","3","0","0","2","1","Marion","","","7/14/1911","1/1/1934","5/23/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","22522","0","1147","0","0","0","0","960","518","0","23227"
"12395","0","478533","1137453","Lena State Bank","Lena","IL","61048","6/30/2019","11/18/2019","NM","915 South Logan Street","FORESIGHT FINANCIAL GROUP, INC.","2","0","0","2","0","Stephenson","","","1/1/1867","1/1/1934","6/30/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.lenastatebank.com","10227","0","501","8","0","0","0","260","411","0","10887"
"58604","0","3612525","3612543","Level One Bank","Farmington Hills","MI","48334","6/30/2019","11/18/2019","NM","32991 Hamilton Court","LEVEL ONE BANCORP, INC.","12","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","10/5/2007","10/5/2007","3/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","WWW.LEVELONEBANK.COM","155248","0","7357","253","0","0","0","0","5882","0","168741"
"58428","0","3489071","0","Lewis & Clark Bank","Oregon City","OR","97045","6/30/2019","11/18/2019","NM","1900 Mcloughlin Blvd Ste 67","","3","0","0","4","0","Clackamas","38900","Portland-Vancouver-Hillsboro, OR-WA","12/15/2006","12/15/2006","5/10/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","22606","0","1072","13","0","10936","0","120","207","0","34714"
"297","9961","580847","1250071","Lewisburg Banking Company","Lewisburg","KY","42256","6/30/2019","11/18/2019","SM","287 North Main St","LEWISBURG BANCSHARES CORPORATION","4","0","0","8","1","Logan","","","2/10/1894","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","","12888","0","1258","0","0","0","0","1314","827","0","13659"
"17943","6722","587800","0","Liberty Bank","Middletown","CT","6457","6/30/2019","11/18/2019","SB","315 Main Street","","55","0","0","4","0","Middlesex","25540","Hartford-West Hartford-East Hartford, CT","5/15/1825","1/2/1959","10/10/2019","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","0","www.liberty-bank.com","738876","0","40725","0","0","0","0","0","533","0","780134"
"23754","0","478766","2942832","Liberty Bank","South San Franci","CA","94080","6/30/2019","11/18/2019","SM","500 Linden Avenue","LIBERTY BANCORP","3","0","0","4","0","San Mateo","41860","San Francisco-Oakland-Hayward, CA","4/7/1982","4/7/1982","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","35125","0","854","0","0","0","0","400","51","0","35630"
"11719","12285","371942","1100297","LIBERTY BANK","Liberty","IL","62347","6/30/2019","11/18/2019","NM","1002 North Main Street","LIBERTY BANCORPORATION, INC.","4","0","0","2","0","Adams","","","6/23/1903","1/1/1934","5/7/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","","11373","0","639","0","0","0","0","51","258","0","12219"
"28463","1639","534073","4099365","Liberty Bank","Ironton","OH","45638","6/30/2019","11/18/2019","SA","314 Park Avenue","LIBERTY FEDERAL BANCORP, MHC","2","0","0","5","0","Lawrence","26580","Huntington-Ashland, WV-KY-OH","1/1/1896","2/21/1938","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.libbk.com","8413","0","153","0","0","0","0","0","162","0","8728"
"20429","0","386432","1084753","Liberty Bank","Geraldine","AL","35974","6/30/2019","11/18/2019","NM","40956 Alabama Highway 75","FIRST BANCORPORATION OF GERALDINE, INC.","6","0","0","8","0","De Kalb","","","5/29/1971","5/29/1971","5/25/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","15242","0","633","0","0","0","0","0","1093","0","16969"
"20856","10886","283438","1130548","Liberty Bank and Trust Company","New Orleans","LA","70127","6/30/2019","11/18/2019","NM","6600 Plaza Drive, Suite 600","LIBERTY FINANCIAL SERVICES, INC.","21","0","1","4","0","Orleans","35380","New Orleans-Metairie, LA","11/16/1972","11/16/1972","7/11/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.libertybank.net","50441","0","2509","0","0","0","0","0","4443","0","57393"
"29009","2758","757377","0","Liberty Bank for Savings","Chicago","IL","60647","6/30/2019","11/18/2019","SB","2392 N Milwaukee Avenue","","5","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1898","4/22/1939","3/31/2006","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","191257","0","1523","0","0","0","0","0","4685","0","197465"
"26891","11882","1387203","3800658","Liberty Bank Minnesota","Saint Cloud","MN","56301","6/30/2019","11/18/2019","SM","2842 2nd Street South","LIBERTY FINANCIAL SERVICES OF ST. CLOUD, INC.","6","0","0","5","1","Stearns","41060","St. Cloud, MN","1/1/1987","1/1/1987","11/19/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.libertybankmn.com","27375","0","802","0","0","0","0","525","1070","0","28721"
"26816","10020","593771","0","Liberty Bank, Inc.","Salt Lake City","UT","84102","6/30/2019","11/18/2019","NM","326 South 500 East","","1","0","0","8","0","Salt Lake","41620","Salt Lake City, UT","11/5/1956","10/20/1986","3/9/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","www.libertybankofutah.com","588","0","-33","343","0","0","0","0","0","0","898"
"58778","0","3943210","0","Liberty Bay Bank","Poulsbo","WA","98370","6/30/2019","11/18/2019","NM","19917 Seventh Avenue Ne","","1","0","0","4","0","Kitsap","14740","Bremerton-Silverdale, WA","6/11/2009","6/11/2009","11/6/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","9775","0","117","1161","0","0","0","0","365","0","11419"
"58852","0","3690121","3810956","Liberty Capital Bank","Addison","TX","75001","6/30/2019","11/18/2019","NM","5055 Keller Springs Rd, # 12","LIBERTY CAPITAL BANCSHARES. INC.","1","0","0","4","1","Dallas","19100","Dallas-Fort Worth-Arlington, TX","9/15/2008","9/15/2008","9/15/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","25328","0","2451","0","0","0","0","1930","0","2","25851"
