cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,ntlnlsr,ntrer,ntrecosr,ntrenrsr,ntremulr,ntreresr,ntrelocr,ntreothr,idntcir,idntconr,idntcrdr,idntcoor,idntator,idntcotr,ntcomrer
"4032","0","39756","1066003","NBC OKLAHOMA","Oklahoma City","OK","73156","6/30/2019","11/18/2019","NM","13401 N. Pennsylvania Ave.","NBC CORP. OF OKLAHOMA","7","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","8/1/1931","1/1/1934","2/8/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.nbc.bank","0.19964329025402","-8.80658967750269E-03","0","0","0","-2.93573672313067E-02","0","-3.50636586566855E-02","0.703914872630265","-0.111337910558545","","-0.111337910558545","-0.545204247141085","-4.29615086363373E-02","0"
"59052","0","4210227","3973888","NBH Bank","Greenwood Villag","CO","80111","6/30/2019","11/18/2019","SM","7800 E Orchard Rd Suite 200","NATIONAL BANK HOLDINGS CORPORATION","105","0","1","4","0","Arapahoe","19740","Denver-Aurora-Lakewood, CO","12/10/2010","12/10/2010","1/1/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","0","www.nbhbank.com","1.78377066763788E-02","8.75793931526538E-04","-1.29585050408879E-02","4.69133920141679E-04","0","4.08693051049951E-03","2.38420288476628E-02","1.04792007513587E-03","8.06673673351458E-03","2.79615632067253","","2.79615752723017","0","3.94945429877988","0"
"35014","0","2747587","2772990","NBKC Bank","Overland Park","KS","66211","6/30/2019","11/18/2019","NM","10700 Nall Ave","AMERI-NATIONAL CORPORATION","4","0","1","4","1","Johnson","28140","Kansas City, MO-KS","3/30/1999","3/30/1999","12/18/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","-1.92445784242394E-02","-9.74598421150558E-03","0","-4.47530606032095E-02","0","-7.48915009380161E-04","0","-7.66906452750894E-04","-8.25061776500516E-02","-0.172891947395464","","-0.172892040806844","0","-0.177380347255289",""
"7230","10286","702117","1139279","NBT Bank, National Association","Norwich","NY","13815","6/30/2019","11/18/2019","N","52 South Broad Street","NBT BANCORP INC.","151","0","1","4","0","Chenango","","","3/3/1856","1/1/1934","12/19/2016","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","0","www.nbtbank.com","0.387744829581634","6.27025328045024E-02","1.32286794860949E-03","3.52565066264041E-02","-5.01084163918296E-03","0.102552363041524","0.155085418988203","9.02849357115542E-02","0.288576348528117","1.2023523023809","","1.2023523023809","0.535915549132893","2.48362471961263","0"
"5331","0","881544","1248555","NBW BANK","Waupun","WI","53963","6/30/2019","11/18/2019","SM","210 East Main Street","NATIONAL BANCSHARES WAUPUN, INC.","4","0","0","4","0","Fond Du Lac","22540","Fond du Lac, WI","9/1/1905","1/1/1934","8/1/2017","Stock","0","0","FED","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.nbwbank.com","0.11107093467146","9.95350982605635E-02","0","0","0","0.326567414067967","0","0.417508259789932","0","0.715359864890293","19.7802197802198","0.441686358516817","0.873724907712807","0",""
"58724","18064","3614846","4181130","Nebraska Bank of Commerce","Lincoln","NE","68516","6/30/2019","11/18/2019","NM","6000 Village Drive, # 100","NBC BANCSHARES LLC","2","0","0","4","0","Lancaster","30700","Lincoln, NE","12/3/2007","12/3/2007","2/5/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","-3.11527280405004E-03","-1.85686073368096E-03","0","0","0","-7.4602731131384E-03","0","-8.44404532256886E-03","-1.02340161298328E-02","0","","0","0","0",""
"13696","0","70955","0","Nebraska State Bank","Bristow","NE","68719","6/30/2019","11/18/2019","NM","301 Prairie Street","","1","0","0","2","0","Boyd","","","11/14/1924","1/19/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","","0","0","","0","","0","","0","0","0","","0","0","0",""
"16516","0","514057","1840801","Nebraska State Bank","Lynch","NE","68746","6/30/2019","11/18/2019","NM","202 N 4th St","JDJ BANCO, INC.","1","0","0","2","0","Boyd","","","12/9/1946","12/9/1946","8/13/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","","-0.2115654920815","0","","0","","0","","0","-0.544133784359781","0","","0","0","0",""
"9819","52466","911759","1051399","Nebraska State Bank","Oshkosh","NE","69154","6/30/2019","11/18/2019","NM","218 Main Street","O & F CATTLE COMPANY","1","0","0","2","1","Garden","","","6/21/1921","1/1/1934","7/24/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","0","0","","0","","","","","0","0","","0","0","0",""
"8322","52873","412153","1051072","Nebraska State Bank and Trust Company","Broken Bow","NE","68822","6/30/2019","11/18/2019","NM","945 South D Street","FIRST CENTRAL NEBRASKA CO.","4","0","0","2","1","Custer","","","2/23/1917","1/1/1934","1/5/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","8.6499507649608E-03","0","0","0","0","0","0","0","0","0","","0","0","0","0"
"34811","0","2667957","2947350","NebraskaLand National Bank","North Platte","NE","69101","6/30/2019","11/18/2019","N","1400 South Dewey","NEBRASKALAND FINANCIAL SERVICES, INC.","7","0","1","4","0","Lincoln","","","5/14/1998","5/14/1998","12/13/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.nebraskalandbank.com","-4.48000904603427E-04","0","0","0","0","0","0","0","-1.92576799868509E-03","0","","0","0","0","0"
"26483","12669","339773","0","Needham Bank","Needham","MA","2492","6/30/2019","11/18/2019","SM","1063 Great Plain Avenue","","10","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1892","1/13/1986","2/6/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.needhambank.com","4.16482358038982E-04","-8.74972131454041E-04","0","-4.7862873346491E-03","0","0","0","0","-1.08092522334955E-02","-7.22398072641942E-02","","-7.22398072641942E-02","","-7.22398072641942E-02",""
"18885","12860","705556","1124024","Neighborhood National Bank","Mora","MN","55051","6/30/2019","11/18/2019","N","45 North Union Street","PEOPLES BANKSHARES, INC.","6","0","0","4","1","Kanabec","","","9/26/1963","9/26/1963","6/12/2015","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.neighborhood.bank","1.30682226563776E-03","-3.90197966938526E-02","-0.148628077101387","-6.17480820273871E-03","0","-2.69439740475642E-02","-0.026476039184538","-2.70235760433296E-02","2.17320438987287E-02","0.491082967174981","0","0.492568693889296","0.965366216755201","0",""
"34548","16008","2333140","2333131","Neighborhood National Bank","San Diego","CA","92113","6/30/2019","11/18/2019","N","3511 National Avenue","NEIGHBORHOOD BANCORP","2","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","9/19/1997","9/19/1997","5/28/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","-5.42879937351655E-02","-6.80162796965454E-02","0","0","0","-0.55891942244993","","-0.55891942244993","0","0","","0","","0",""
"16247","0","503640","4975496","Neighbors Bank","Clarence","MO","63437","6/30/2019","11/18/2019","NM","101 East Chestnut","COLUMBIA BANCSHARES, INC","1","0","0","2","1","Shelby","","","3/31/1945","4/7/1945","7/7/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","","0","0","","0","","0","","0","0","0","","0","0","0",""
"2482","0","791942","1204074","Nekoosa Port Edwards State Bank","Nekoosa","WI","54457","6/30/2019","11/18/2019","NM","405 Market Street","NEKOOSA PORT EDWARDS BANCORPORATION, INC.","3","0","0","8","1","Wood","","","12/13/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","","-0.074191002367798","-5.32153938298347E-03","0","-7.62117574164519E-03","","-5.95527617369933E-03","","-5.95527617369933E-03","-1.564401181992","4.56864039546151E-02","0","4.61432332102078E-02","0","0.110844468583906",""
"28085","871","840578","0","Nelsonville Home and Savings","Nelsonville","OH","45764","6/30/2019","11/18/2019","NM","9 West Columbus Street","","1","0","0","5","0","Athens","","","1/1/1888","8/19/1936","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","0","0","0","0","","0","0","0","","0","","0","0","0",""
"22669","0","400767","0","Nevada Bank and Trust Company","Caliente","NV","89008","6/30/2019","11/18/2019","NM","210 Front Street","","4","0","0","7","0","Lincoln","","","6/21/1978","6/21/1978","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","","-8.6024594861794E-03","0","0","0","0","0","0","0","-2.39511492360182E-02","-2.68949871778149E-02","","-2.68949871778149E-02","0","-7.91035980271563E-02","0"
"8506","14541","234841","0","New Albin Savings Bank","New Albin","IA","52160","6/30/2019","11/18/2019","NM","118 Main Street","","1","0","0","2","0","Allamakee","","","1/1/1898","1/1/1934","6/3/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","-1.69423732001023E-02","0","0","0","0","0","","0","-0.668244466100515","-0.678477195627591","","-0.678477195627591","-0.86083390209859","-0.389609124645699",""
"31257","6624","294676","4869072","New Buffalo Savings Bank","New Buffalo","MI","49117","6/30/2019","11/18/2019","SA","45 North Whittaker St","NEW BANCORP, INC.","3","0","0","4","0","Berrien","35660","Niles-Benton Harbor, MI","1/1/1921","12/14/1961","10/19/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","0","0","0","0","0","0","0","0","0","0","","0","0","0",""
"29173","3043","646873","0","New Carlisle Federal Savings Bank","New Carlisle","OH","45344","6/30/2019","11/18/2019","SA","400 North Main Street","","3","0","0","4","0","Clark","44220","Springfield, OH","1/1/1883","10/26/1935","9/25/2017","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","5.17747224299603E-02","4.13672980622687E-02","0","0","0","6.54878847413229E-02","0.56238731164243","-2.44223453877281E-02","0","0.809307030854831","0","0.96076476875593","0","3.09675421448894",""
"8108","0","392152","3333790","New Century Bank","Belleville","KS","66935","6/30/2019","11/18/2019","SM","1211 28th Street","REPUBLIC BANCORP, INC.","2","0","0","4","1","Republic","","","5/5/1905","1/1/1934","4/2/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","0.292814181703071","9.41232786365033E-02","0.308196485532743","0","","0","0","0","5.86972083035075","1.42292208908678","","1.42292208908678","0","2.95930949445129",""
"14546","13764","1014657","1119628","New Era Bank","Fredericktown","MO","63645","6/30/2019","11/18/2019","NM","101 South Mine La Motte","NEW ERA BANCORPORATION, INC.","8","0","0","4","1","Madison","","","1/1/1934","7/3/1934","7/26/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.newerabank.com","2.66748605561858E-02","2.06221311421393E-02","0","0","0","4.53763788130585E-02","0","4.92111927220497E-02","0","-4.96277915632754E-02","","-4.96277915632754E-02","-0.126395884549999","0","0"
"32306","8122","918776","0","New Foundation Savings Bank","Cincinnati","OH","45239","6/30/2019","11/18/2019","SA","8249 Clara Avenue","","1","0","0","5","0","Hamilton","17140","Cincinnati, OH-KY-IN","10/28/1891","4/12/1985","1/3/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","-0.121621621621622","-0.129297990924718","0","-5.14771069865874","0","0","0","0","0","0","","0","0","0",""
"35597","0","2917184","1097173","NEW FRONTIER BANK","Saint Charles","MO","63303","6/30/2019","11/18/2019","SM","1771 Zumbehl Road","LINCOLN COUNTY BANCORP, INC.","2","0","0","4","1","Saint Charles","41180","St. Louis, MO-IL","10/16/2000","10/16/2000","7/9/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","-3.63294086563073E-02","-4.29201295407546E-02","0","-4.73447440084487E-02","0","-5.09799623258078E-02","0","-6.57558026756036E-02","0","0","","0","0","0",""
"58857","0","3816154","0","New Horizon Bank, National Association","Powhatan","VA","23139","6/30/2019","11/18/2019","N","1870 Stoneridge Commerce Dr","","1","0","0","4","0","Powhatan","40060","Richmond, VA","10/7/2009","10/7/2009","6/11/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","8.69569376201365E-02","0.101510819361497","0","0","0","0","0","0","0","0","","0","0","0","0"
"1931","0","165758","1143904","New Market Bank","Elko New Market","MN","55020","6/30/2019","11/18/2019","NM","101 Old Town Road","MARKET BANCORPORATION, INC.","3","0","0","4","0","Scott","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/10/1905","1/1/1934","5/11/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","-5.62820077536908E-03","-6.78284205490948E-03","0","0","0","-2.45800951618384E-02","-7.36015250235985E-02","0","0","0","","0","0","0",""
"34726","0","2649122","1206546","New Mexico Bank & Trust","Albuquerque","NM","87102","6/30/2019","11/18/2019","NM","320 Gold Street, S.W.","HEARTLAND FINANCIAL USA, INC.","17","0","0","4","0","Bernalillo","10740","Albuquerque, NM","5/4/1998","5/4/1998","8/21/2015","Stock","0","1","FDIC","DIF","Dallas","KANSAS CITY","Albuquerque","Kansas City","Western","West","0","0","http://www.nmb-t.com","1.92187883489901E-02","-3.36119894361754E-02","-1.8702367990972E-03","0.011206070389454","-0.446981766684369","-5.38536423703888E-02","-4.50679737714408E-02","-5.71987866612048E-02","-1.01894624007216E-02","4.29821366754733","5.58706715411803","4.14547150420161","0.858814757560498","6.06520782457413",""
"35151","0","2833882","5011832","New Millennium Bank","Fort Lee","NJ","7024","6/30/2019","11/18/2019","NM","222 Bridge Plaza South","NMB FINANCIAL CORPORATION","6","0","1","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","7/19/1999","7/19/1999","11/22/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","0.120302135855953","0.169727734913307","-2.59369731552328E-02","-1.18181295156334E-02","0","0.802974496831742","52.6117141125204","0","-0.136601950153547","0","","0","","0",""
"23086","15473","300063","4357252","New OMNI Bank, National Association","Alhambra","CA","91801","6/30/2019","11/18/2019","N","1235 South Garfield Avenue","CKH CAPITAL, INC.","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/12/1980","2/12/1980","3/16/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","0","0","0","0","0","0","0","0","0","0","","","0","","0"
"34890","0","2736451","3049617","New Peoples Bank, Inc.","Honaker","VA","24260","6/30/2019","11/18/2019","SM","53 Commerce Drive","NEW PEOPLES BANKSHARES, INC.","22","0","1","4","0","Russell","","","10/28/1998","10/28/1998","6/29/2007","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.newpeoples.bank","0.151421843868864","-2.95659797725421E-02","-0.222052925008482","-2.64620847611006E-03","-0.449606594230049","-2.24306851773226E-02","0.065439672801636","-2.69549725606803E-02","1.76110534416723","-3.42431598218157E-02","2.10948212213901","-9.69220209474921E-02","-0.312846453005575","-0.034121288670083",""
"34860","15223","2754222","0","New Republic Savings Bank","Roanoke Rapids","NC","27870","6/30/2019","11/18/2019","SA","420 Becker Drive","","3","0","0","4","0","Halifax","","","12/15/1998","12/15/1998","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","0","0","0","0","0","0","0","0","0","0","","0","0","0",""
"7659","11349","331713","1138106","New Tripoli Bank","New Tripoli","PA","18066","6/30/2019","11/18/2019","SM","Market And Madison Streets","NEW TRIPOLI BANCORP, INC.","3","0","0","5","0","Lehigh","10900","Allentown-Bethlehem-Easton, PA-NJ","3/10/1910","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","-3.78573118436843E-02","-4.07746365450835E-02","0","0","0","-5.68878926432068E-02","0","-5.98138637198251E-02","0","-0.286259541984733","","-0.286259541984733","-0.747663551401869","-0.128122998078155",""
"59143","0","5316920","0","New Valley Bank & Trust","Springfield","MA","1144","6/30/2019","11/18/2019","NM","One Monarch Place Suite 910","","1","0","0","7","0","Hampden","44140","Springfield, MA","5/30/2019","5/30/2019","5/30/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","0","0","","0","0","","","","0","","","","","",""
"16022","11158","694904","2132932","New York Community Bank","Westbury","NY","11590","6/30/2019","11/18/2019","SB","615 Merrick Avenue","NEW YORK COMMUNITY BANCORP, INC.","241","0","1","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1859","7/1/1943","11/30/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","https://www.mynycb.com","0.04604806430817","-1.1088793886674E-04","-1.25895506729415E-02","0","0","0","0","0","1.06883419862871","0.767867690490254","","0.767867690490254","","0.767867690490254","0"
"58203","0","3472859","0","NewBank","Flushing","NY","11354","6/30/2019","11/18/2019","NM","146-01 Northern Boulevard","","5","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/29/2006","9/29/2006","1/1/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","2.16193433376245","0.322087372551727","0","0.355290900794783","0","0","","0","4.79122697637423","0","","0","","0",""
"90251","8496","67209","4267472","Newburyport Five Cents Savings Bank","Newburyport","MA","1950","6/30/2019","11/18/2019","SB","63 State Street","NEWBURYPORT FIVE CENTS BANCORP MHC","12","0","1","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","4/1/1854","7/1/1985","6/13/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","","-2.50324726798375E-03","-2.70618771173382E-03","0","0","0","-5.34569305083959E-03","0","-5.88792010432609E-03","0","0","","0","0","0",""
"14646","0","632410","1830361","Newfield National Bank","Newfield","NJ","8344","6/30/2019","11/18/2019","N","18-24 West Boulevard","NEWFIELD BANCORP, INC.","11","0","0","4","0","Gloucester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1934","7/31/1934","4/27/2010","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.newfieldnationalbank.bank","0.198337586297215","5.27389841922507E-02","0","1.86604364226033E-02","0","0.10287624624124","0","0.117818875128708","1.37825745849325","-0.209667781400371","-0.555900419704817","0","0","0",""
"3183","0","938859","3213922","NewFirst National Bank","El Campo","TX","77437","6/30/2019","11/18/2019","N","200 East Jackson Street","NEWFIRST FINANCIAL GROUP, INC.","9","0","0","4","1","Wharton","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","WWW.NEWFIRST.COM","4.19849421572317E-02","1.83742434622517E-02","7.08364443933912E-02","0","0","0","","0","-3.56941961399323E-02","3.43752208130504","","3.4375155165631","0","5.31809600345085","0"
"29089","2892","894272","3842108","Newport Federal Bank","Newport","TN","37821","6/30/2019","11/18/2019","SA","170 West Broadway","UNITED TENNESSEE BANKSHARES","3","0","0","5","0","Cocke","","","8/1/1934","11/1/1934","5/11/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","0.126981323226884","0.116393354055877","1.81989331659868","0","0","4.80488156747729E-03","0","4.84494187462671E-03","0","0.615926088869336","","0.615926088869336","1.38461005919208","0.142214131818279",""
"29510","3575","321273","5061734","Newton Federal Bank","Covington","GA","30014","6/30/2019","11/18/2019","SA","3175 Highway 278","COMMUNITY FIRST BANCSHARES, MHC","2","0","0","4","0","Newton","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1928","1/20/1947","4/27/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","-0.106785465497032","-0.158316306084788","0","-0.190918996381695","0","-0.166712562685238","0","-0.170263247688619","1.55470642672882E-02","0.505149578999922","","0.505150004293775","6.07267166177648E-02","2.70360931844012",""
"18199","8506","507509","5045444","Newtown Savings Bank","Newtown","CT","6470","6/30/2019","11/18/2019","SB","39 Main Street","NSB MUTUAL HOLDING COMPANY","18","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","10/1/1855","7/1/1960","1/1/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","www.nsbonline.com","0.148671732998915","6.13544770300329E-02","0","0","0","0.088289878644676","-5.56502714341989E-02","0.106340025554837","-2.08194184798103E-02","3.40971813855901","4.72788788995841","3.34056735389862","0.253976741077396","7.60007378712415",""
"29209","3102","652874","4970802","NexBank, SSB","Dallas","TX","75201","6/30/2019","11/18/2019","SB","2515 Mckinney Ave, # 1100","SLHC TRUST, THE","3","0","0","5","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","11/30/1934","11/30/1934","12/1/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.nexbank.com","1.61574657186099E-02","2.17889513122737E-02","0","0","0","3.16282302000597E-02","0","3.19117019686748E-02","-2.72655761317801E-04","0","","0","0","0",""
"7900","9637","18827","2264404","NEXTIER BANK, NATIONAL ASSOCIATION","Kittanning","PA","16201","6/30/2019","11/18/2019","N","222 Market Street","NEXTIER INCORPORATED","30","0","1","4","0","Armstrong","38300","Pittsburgh, PA","1/1/1897","1/1/1934","4/30/2017","Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","http://www.nextierbank.com","-1.23838079834282E-02","8.47558872438188E-03","0","0","0","1.98121620239742E-02","0","2.14315235115906E-02","-1.99744327261106E-03","-0.194791648963982","","-0.194791648963982","0.405589016649429","-0.203750214341191",""
"57038","0","2941068","3103603","Nicolet National Bank","Green Bay","WI","54301","6/30/2019","11/18/2019","N","111 N. Washington Street","NICOLET BANKSHARES, INC.","38","0","1","4","0","Brown","24580","Green Bay, WI","10/31/2000","10/31/2000","4/28/2017","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.nicoletbank.com","7.46736896361115E-03","9.8450229537765E-04","0","2.69134087985316E-03","0","-1.28285443664516E-03","-8.76801978766706E-03","5.31256009003514E-04","-1.31442933293949E-02","0.918374843876277","2.19847824661199","7.31871095543942E-02","0","9.86166548737584E-02","0"
"4652","0","789051","0","NINNESCAH VALLEY BANK","Cunningham","KS","67035","6/30/2019","11/18/2019","NM","101 East First Street","","1","0","0","2","1","Kingman","","","7/23/1925","1/1/1934","7/2/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","0","0","0","0","","0","0","0","0","0","","0","0","0",""
"58196","0","3388165","0","Noah Bank","Elkins Park","PA","19027","6/30/2019","11/18/2019","NM","7301 Old York Rd","","6","0","1","4","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","7/17/2006","7/17/2006","6/19/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","1.05714936449765","1.08786005594291","","1.10631879056207","0","0","","0","0.852976245070164","0","","0","","0",""
"58111","0","3385744","5109672","NobleBank & Trust","Anniston","AL","36201","6/30/2019","11/18/2019","SM","1509 Quintard Avenue","NOBLE BANCSHARES, INC.","5","0","0","4","0","Calhoun","11500","Anniston-Oxford-Jacksonville, AL","10/11/2005","10/11/2005","11/6/2013","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","8.91928069300123E-02","7.17424446238006E-02","0","0","0","0.219919344580375","0.942637084722382","1.91597369623578E-02","0","1.24463519313305","0","1.26416739319965","0","2.15426786463769",""
"29532","3607","285777","0","Nokomis Savings Bank","Nokomis","IL","62075","6/30/2019","11/18/2019","SB","100 West State Street","","1","0","0","2","0","Montgomery","","","1/1/1881","7/11/1938","9/1/2017","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.nokomissavings.com","0.133042635175475","0","0","0","","0","0","0","0","1.94280070912226","","1.94278498227209","2.08574135069134","0",""
"3368","0","958763","4839310","Normangee State Bank","Normangee","TX","77871","6/30/2019","11/18/2019","NM","202 Main Street","NORMANGEE BANCSHARES, INC.","1","0","0","8","0","Leon","","","1/1/1912","1/1/1934","6/25/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","0.796951516735916","0","0","0","0","0","","0","3.63530153572687","2.24814847472549","","2.24814847472549","2.24633542737483","2.24914017245491","0"
"23244","0","258146","1134171","North Adams State Bank","Ursa","IL","62376","6/30/2019","11/18/2019","NM","114 North Warsaw Street","NORTH ADAMS BANCSHARES, INC.","2","0","0","2","0","Adams","","","11/10/1980","11/10/1980","8/5/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","","0","0","","0","0","0","0","0","0","0","","0","0","0",""
"27560","0","1402384","5140312","North Alabama Bank","Hazel Green","AL","35750","6/30/2019","11/18/2019","NM","13914 Highway 231-431 North","BOLC CORP.","4","0","0","4","0","Madison","26620","Huntsville, AL","8/14/1989","8/14/1989","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","DALLAS","Shelby","Atlanta","Southern","Southeast","0","1","","-5.31575590048905E-03","-1.75779541985896E-02","-0.083429915047489","0","0","0","0","0","-4.98877525567473E-02","0.545354398555902","","0.545357372686321","0.437957802765704","0.651940064976693",""
"34836","0","2631846","2631798","North American Banking Company","Roseville","MN","55113","6/30/2019","11/18/2019","SM","2230 Albert Street North","N.A. CORPORATION","5","0","0","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","7/21/1998","7/21/1998","2/17/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.nabankco.com","0.259105765233106","0.279234077823423","2.46910933053674","-0.046906315295723","0","0","0","0","1.78308355516803E-02","12.9334825369869","","12.9334098091479","0","14.6434324205594",""
