cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,p3asset,p3re,p3renus,IDP3REDM,p3recons,P3recnfm,p3recnot,p3reag,p3reres,p3remult,p3renres,P3RENROW,P3RENROT,p3refor,p3dep,p3depnus,p3ag,p3ci,p3cinus,p3con,p3crcd,P3AUTO,P3CONOTH,p3fg,p3othln,p3ls,p3scdebt,p3agsm,P3LNSALE,P3GTYPAR,P3LTOT,p9asset,p9re,p9renus,IDP9REDM,p9recons,P9recnfm,p9recnot,p9reag,p9reres,p9remult,p9renres,P9RENROW,P9RENROT,p9refor,p9dep,p9depnus,p9ag,p9ci,p9cinus,p9con,p9crcd,P9AUTO,P9CONOTH,p9fg,p9othln,p9ls,p9scdebt,p9agsm,P9LNSALE,P9GTYPAR,P9LTOT,naasset,nare,narenus,IDNAREDM,narecons,narecnfm,narecnot,nareag,nareres,naremult,narenres,NARENROW,NARENROT,narefor,nadep,nadepnus,naag,naci,nacinus,nacon,nacrcd,NAAUTO,NACONOTH,nafg,naothln,nals,nascdebt,naagsm,NALNSALE,NAGTYPAR,NALTOT
"3858","9959","705444","1099243","Arkansas County Bank","De Witt","AR","72042","6/30/2019","11/18/2019","SM","220 W Cross Street","DEWITT FIRST BANKSHARES CORPORATION","3","0","0","2","1","Arkansas","","","4/12/1912","1/1/1934","8/24/2012","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","974","811","","811","11","0","11","0","133","0","667","667","0","","0","","","41","","51","0","31","20","","71","0","0","71","0","0","0","100","100","","100","0","0","0","0","100","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","2022","1442","","1442","0","0","0","485","957","0","0","0","0","","0","","","445","","48","0","1","47","","87","0","0","87","0","0","0"
"1391","16044","270353","1123728","Arlington State Bank","Arlington","MN","55307","6/30/2019","11/18/2019","NM","230 West Main Street","ARLCO, INC.","2","0","0","2","1","Sibley","","","6/4/1895","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","76","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","7","0","0","7","","69","0","0","0","0","0","0","875","875","","875","0","0","0","875","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","295","295","","295","0","0","0","130","165","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"4666","10192","983457","2107707","Armed Forces Bank, National Association","Fort Leavenworth","KS","66027","6/30/2019","11/18/2019","N","320 Kansas Avenue","DICKINSON FINANCIAL CORPORATION II","37","0","1","4","0","Leavenworth","28140","Kansas City, MO-KS","1/1/1907","1/1/1934","6/19/2015","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","0","","205","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","70","32","0","38","","135","0","0","0","0","0","0","229","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","218","0","11","1","0","10","","0","0","0","0","0","0","0","14143","2029","0","2029","0","0","0","0","1956","0","73","73","0","","0","0","","12114","0","0","0","0","0","","0","0","0","0","0","0","0"
"28812","2407","168571","5046816","Armor Bank","Forrest City","AR","72335","6/30/2019","11/18/2019","NM","715 N Washington","BIG CREEK BANCSHARES, INC","5","0","0","4","0","Saint Francis","","","1/1/1919","12/14/1951","6/14/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","0","1","","734","691","","691","48","0","48","500","128","0","15","15","0","","0","","","20","","23","0","19","4","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1101","1101","","1101","0","0","0","0","255","0","846","0","846","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"2315","0","470452","3488485","Armstrong Bank","Muskogee","OK","74401","6/30/2019","11/18/2019","NM","1215 West Okmulgee Street","IRONHORSE FINANCIAL GROUP, INC.","21","0","1","4","0","Muskogee","","","3/15/1910","1/1/1934","5/23/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.armstrong.bank","5714","2819","0","2819","159","141","18","360","1526","0","774","621","153","","0","0","","662","0","2035","74","935","1026","","198","0","0","198","0","0","0","147","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","147","5","34","108","","0","0","0","0","0","0","0","13148","12525","0","12525","990","213","777","1549","5027","57","4902","2325","2577","","0","0","","422","0","112","0","93","19","","89","0","0","89","0","719","0"
"29471","3506","269571","0","Armstrong County Building and Loan Association","Ford City","PA","16226","6/30/2019","11/18/2019","SB","935 Fifth Avenue","","1","0","0","5","0","Armstrong","38300","Pittsburgh, PA","1/1/1925","1/4/1937","2/25/2019","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","1105","1062","","1062","0","0","0","0","1062","0","0","0","0","","0","","","0","","43","0","0","43","","0","0","0","0","0","0","0","261","257","","257","0","0","0","0","257","0","0","0","0","","0","","","0","","4","0","0","4","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"29743","3995","351878","0","Aroostook County Federal Savings and Loan Association","Caribou","ME","4736","6/30/2019","11/18/2019","SA","43 High St","","2","0","0","5","0","Aroostook","","","7/29/1936","7/29/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","","851","751","","751","0","0","0","0","686","0","65","65","0","","0","","","0","","100","0","100","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","616","565","","565","0","0","0","0","565","0","0","0","0","","0","","","0","","51","0","20","31","","0","0","0","0","0","0","0"
"1198","0","570558","1237447","Arrowhead Bank","Llano","TX","78643","6/30/2019","11/18/2019","NM","108 West Sandstone Street","ARROWHEAD COMPANY","5","0","0","4","1","Llano","","","3/16/1923","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.arrowheadbanktexas.com","2309","1920","","1920","891","189","702","0","1029","0","0","0","0","","0","","","146","","205","0","31","174","","38","0","0","0","0","0","0","407","407","","407","0","0","0","0","407","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","8","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","8","0","8","0","","0","0","0","0","0","0","0"
"15085","11451","591320","3137019","Arthur State Bank","Union","SC","29379","6/30/2019","11/18/2019","NM","100 East Main Street","HAO MANAGEMENT COMPANY, LLC","17","0","0","4","0","Union","","","4/1/1933","3/13/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://wwwarthurstatebank.com","1961","1714","0","1714","178","0","178","0","1250","0","286","165","121","","0","0","","204","0","43","1","12","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","307","265","0","265","0","0","0","0","255","0","10","10","0","","0","0","","0","0","42","0","42","0","","0","0","0","0","0","0","0"
"17123","13184","73116","0","Artisans' Bank","Wilmington","DE","19808","6/30/2019","11/18/2019","SB","2961 Centerville Road","","13","0","0","4","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2/28/1861","7/3/1952","1/1/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","1","","58","26","","26","0","0","0","0","26","0","0","0","0","","0","","","32","","0","0","0","0","","0","0","0","0","0","0","0","146","47","","47","30","0","30","0","17","0","0","0","0","","0","","","96","","3","0","0","3","","0","0","0","0","0","0","0","5001","4735","","4735","0","0","0","0","811","60","3864","3864","0","","0","","","264","","2","0","0","2","","0","0","0","0","0","63","0"
"28780","2349","390372","0","Arundel Federal Savings Bank","Glen Burnie","MD","21061","6/30/2019","11/18/2019","SA","655 Crain Highway, S","","7","0","0","5","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","1/1/1906","7/31/1935","9/22/2019","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.arundelfederal.com","1649","1649","","1649","0","0","0","0","1649","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","631","631","","631","0","0","0","0","631","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","7423","7423","","7423","0","0","0","0","4413","3010","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"8728","10375","311845","1095674","Arvest Bank","Fayetteville","AR","72701","6/30/2019","11/18/2019","SM","75 North East Street","ARVEST BANK GROUP, INC.","277","0","1","4","0","Washington","22220","Fayetteville-Springdale-Rogers, AR-MO","1/1/1871","1/1/1934","4/21/2018","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","0","www.arvest.com","76740","44562","0","44562","8796","3140","5656","944","26908","714","7200","5525","1675","","0","0","","17620","0","13562","1910","5388","6264","","994","2","0","777","0","1477","0","3223","1814","0","1814","70","0","70","0","985","0","759","117","642","","0","0","","496","0","913","839","33","41","","0","0","0","0","0","0","0","89118","71748","0","71748","3600","1211","2389","10979","39071","267","17831","14858","2973","","0","0","","7966","0","4983","1174","1645","2164","","4364","57","0","4143","0","2217","0"
"11343","10514","821643","1250419","Ashton State Bank","Ashton","IA","51232","6/30/2019","11/18/2019","NM","317 Third Street","ASHTON BANCSHARES, INC.","1","0","0","2","1","Osceola","","","3/1/1884","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.ashtonstatebank.com","360","0","","0","0","0","0","0","0","0","0","0","0","","0","","","44","","0","0","0","0","","316","0","0","316","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","648","648","","648","0","0","0","0","0","0","648","648","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"1436","0","336950","0","Ashton State Bank","Ashton","NE","68817","6/30/2019","11/18/2019","NM","295 Center Ave.","","1","0","0","2","0","Sherman","","","12/2/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","429","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","429","0","0","0","0","0","0","2998","1491","","1491","0","0","0","1491","0","0","0","0","0","","0","","","0","","0","0","0","0","","1507","0","0","0","0","2279","0","364","0","","0","0","0","0","0","0","0","0","0","0","","0","","","88","","0","0","0","0","","276","0","0","0","0","0","0"
"34759","0","2785477","2785459","Asian Bank","Philadelphia","PA","19107","6/30/2019","11/18/2019","SM","1023 Race Street","ASIAN FINANCIAL CORPORATION","2","0","0","4","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/9/1999","6/9/1999","12/5/2016","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1003","1003","","1003","0","0","0","0","97","0","906","543","363","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"33013","0","1462986","0","Asian Pacific National Bank","San Gabriel","CA","91776","6/30/2019","11/18/2019","N","333 West Valley Boulevard","","2","0","0","4","1","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/25/1990","7/25/1990","2/15/2013","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","608","608","","608","0","0","0","0","0","0","608","608","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"3934","0","668053","3435957","Aspire Financial","Fargo","ND","58104","6/30/2019","11/18/2019","NM","5195 45th Street South","ASPIRE BANCSHARES, INC.","2","0","0","4","0","Cass","22020","Fargo, ND-MN","9/19/1905","1/1/1934","8/4/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","267","235","","235","0","0","0","0","235","0","0","0","0","","0","","","32","","0","0","0","0","","0","0","0","0","0","0","0","363","138","","138","0","0","0","0","138","0","0","0","0","","0","","","225","","0","0","0","0","","0","0","0","0","0","0","0","83","68","","68","0","0","0","0","0","0","68","68","0","","0","","","15","","0","0","0","0","","0","0","0","0","0","0","0"
"5296","0","917742","1199563","Associated Bank, National Association","Green Bay","WI","54301","6/30/2019","11/18/2019","N","200 North Adams Street","ASSOCIATED BANC-CORP","256","0","1","4","0","Brown","24580","Green Bay, WI","1/1/1874","1/1/1934","6/14/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","0","www.associatedbank.com","31875","19134","0","19134","151","0","151","0","15583","1160","2240","2018","222","0","0","0","0","4908","0","7832","1252","15","6565","0","1","0","0","","0","6376","","10687","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","294","0","10393","1340","0","9053","0","0","0","0","","0","9051","0","166707","82484","0","82484","427","39","388","137","80001","111","1808","571","1237","0","0","0","0","83927","0","72","0","0","72","0","224","0","0","","0","391","0"
"17636","0","1003455","1060917","Astra Bank","Scandia","KS","66966","6/30/2019","11/18/2019","NM","323 4th Street","FIRST BELLEVILLE BANCSHARES, INC.","9","0","1","2","1","Republic","","","10/2/1939","7/27/1956","3/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","869","407","","407","0","0","0","61","330","0","16","16","0","","0","","","235","","7","0","0","7","","220","0","0","220","0","0","0","581","308","","308","0","0","0","308","0","0","0","0","0","","0","","","0","","0","0","0","0","","273","0","0","273","0","0","0","948","696","","696","0","0","0","171","80","0","445","79","366","","0","","","118","","76","0","0","76","","58","0","0","58","0","0","0"
"24064","0","851060","0","Atascosa Bank","Pleasanton","TX","78064","6/30/2019","11/18/2019","NM","1525 West Oaklawn","","1","0","0","7","0","Atascosa","41700","San Antonio-New Braunfels, TX","9/7/1982","9/7/1982","12/15/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","46","0","","0","0","0","0","0","0","0","0","0","0","","0","","","35","","11","0","4","7","","0","0","0","0","0","0","0","10","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","10","0","0","10","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"90146","14766","408307","0","Athol Savings Bank","Athol","MA","1331","6/30/2019","11/18/2019","SB","388 Main Street","","8","0","0","5","0","Worcester","49340","Worcester, MA-CT","2/12/1867","9/10/1985","7/10/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","http://www.atholsb.com","614","451","0","451","0","0","0","0","451","0","0","0","0","","0","0","","0","0","163","0","93","70","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","1","0","0","1","","0","0","0","0","0","0","0","1329","1328","0","1328","0","0","0","0","1328","0","0","0","0","","0","0","","0","0","1","0","1","0","","0","0","0","0","0","0","0"
"9096","12602","739346","0","Atkins Savings Bank & Trust","Atkins","IA","52206","6/30/2019","11/18/2019","NM","97 Main Avenue","","1","0","0","2","0","Benton","16300","Cedar Rapids, IA","4/15/1915","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","970","599","","599","0","0","0","147","232","0","220","220","0","","0","","","257","","45","0","32","13","","69","0","0","0","0","0","0","853","659","","659","0","0","0","379","280","0","0","0","0","","0","","","161","","33","0","33","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"35525","0","3555695","3555686","Atlantic Capital Bank, National Association","Atlanta","GA","30326","6/30/2019","11/18/2019","N","945 E Paces Ferry Rd Suite 1","ATLANTIC CAPITAL BANCSHARES, INC.","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","6/26/2000","6/26/2000","3/19/2019","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","0","http://atlanticcapitalbank.com","8257","4416","0","4416","0","0","0","0","0","0","4416","4331","85","","0","0","","3841","0","0","0","0","0","","0","0","0","0","0","0","0","353","248","0","248","0","0","0","0","248","0","0","0","0","","0","0","","105","0","0","0","0","0","","0","0","0","0","0","0","0","5409","2931","0","2931","0","0","0","0","1089","0","1842","1735","107","","0","0","","2478","0","0","0","0","0","","0","0","0","0","0","0","0"
"24829","0","959715","4923497","Atlantic Community Bankers Bank","Camp Hill","PA","17011","6/30/2019","11/18/2019","SM","1400 Market Street","ATLANTIC COMMUNITY BANCSHARES INC","3","0","1","4","0","Cumberland","25420","Harrisburg-Carlisle, PA","11/21/1983","11/21/1983","1/1/2018","Stock","0","1","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.acbb.com","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","369","369","0","369","0","0","0","0","0","133","236","236","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0"
"26390","12877","527507","2290560","Atlantic Stewardship Bank","Midland Park","NJ","7432","6/30/2019","11/18/2019","NM","630 Godwin Avenue","STEWARDSHIP FINANCIAL CORPORATION","12","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","9/28/1985","9/28/1985","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","3","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","1","0","0","1","","2","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1906","1906","","1906","0","0","0","0","1305","0","601","154","447","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"34589","14594","693224","1971693","Atlantic Union Bank","Richmond","VA","23219","6/30/2019","11/18/2019","SM","1051 E Cary St, Suite 1200","ATLANTIC UNION BANKSHARES CORPORATION","154","0","1","4","0","Richmond City","40060","Richmond, VA","11/4/1997","11/4/1997","5/20/2019","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","www.atlanticunionbank.com","37849","26570","0","26570","2810","893","1917","30","19639","1218","2873","2452","421","","0","0","","4643","0","6636","0","2419","4217","","0","0","0","0","0","0","0","20993","18391","0","18391","2151","0","2151","62","7176","0","9002","6514","2488","","0","0","","1376","0","1226","0","122","1104","","0","0","0","0","0","0","0","27462","25610","0","25610","5619","1730","3889","0","14244","0","5747","4062","1685","","0","0","","1183","0","564","0","449","115","","105","0","0","105","0","0","0"
"284","9664","811541","2151670","Auburn Banking Company","Auburn","KY","42206","6/30/2019","11/18/2019","NM","218 W. Main Street","FIRST COMMUNITY BANCORP, INC","2","0","0","4","1","Logan","","","1/1/1929","1/1/1934","5/18/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","","1225","1160","","1160","0","0","0","212","614","0","334","0","334","","0","","","24","","11","0","8","3","","30","0","0","0","0","0","0","498","491","","491","0","0","0","479","12","0","0","0","0","","0","","","0","","7","0","7","0","","0","0","0","0","0","316","0","29","22","","22","0","0","0","0","22","0","0","0","0","","0","","","0","","7","0","7","0","","0","0","0","0","0","0","0"
"28288","1305","229173","3799369","Auburn Savings Bank, FSB","Auburn","ME","4210","6/30/2019","11/18/2019","SA","256 Court St","AUBURN BANCORP, MHC","2","0","0","5","0","Androscoggin","30340","Lewiston-Auburn, ME","1/1/1887","1/17/1951","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.auburnsavings.com","173","173","","173","0","0","0","0","173","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","492","452","","452","0","0","0","0","391","0","61","0","61","","0","","","15","","25","0","0","25","","0","0","0","0","0","0","0"
"11477","0","979151","0","Auburn State Bank","Auburn","NE","68305","6/30/2019","11/18/2019","SM","1212 J Street","","1","0","0","2","0","Nemaha","","","1/1/1905","1/1/1934","10/16/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","341","206","","206","0","0","0","0","81","0","125","125","0","","0","","","83","","52","0","26","26","","0","0","0","0","0","0","0","123","79","","79","0","0","0","0","79","0","0","0","0","","0","","","24","","20","0","12","8","","0","0","0","0","0","0","0","10","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","10","0","8","2","","0","0","0","0","0","0","0"
"35","9177","749635","1129533","AuburnBank","Auburn","AL","36830","6/30/2019","11/18/2019","SM","100 North Gay Street","AUBURN NATIONAL BANCORPORATION, INC.","8","0","0","4","0","Lee","12220","Auburn-Opelika, AL","1/3/1907","1/1/1934","12/31/2015","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","669","565","","565","351","0","351","0","214","0","0","0","0","","0","","","84","","0","0","0","0","","20","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","131","131","","131","0","0","0","0","131","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"5814","0","760649","5085664","Audubon State Bank","Audubon","IA","50025","6/30/2019","11/18/2019","NM","315 Broadway","AUDUBON COUNTY INVESTMENT COMPANY","2","0","0","2","1","Audubon","","","1/1/1876","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.audubonstatebank.com","41","0","","0","0","0","0","0","0","0","0","0","0","","0","","","9","","24","0","9","15","","8","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","202","202","","202","0","0","0","0","202","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"3276","16121","548351","3035227","Austin Bank, Texas National Association","Jacksonville","TX","75766","6/30/2019","11/18/2019","N","200 East Commerce Street","JSA FAMILY LIMITED PARTNERSHIP","33","0","0","4","0","Cherokee","","","10/1/1900","1/1/1934","10/9/2010","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.austinbank.com","7331","4957","0","4957","111","56","55","126","4173","0","547","547","0","","0","0","","1257","0","997","0","356","641","","120","0","0","120","0","0","0","301","215","0","215","0","0","0","0","98","0","117","117","0","","0","0","","57","0","29","0","21","8","","0","0","0","0","0","0","0","13305","11223","0","11223","179","0","179","0","4029","0","7015","4981","2034","","0","0","","1319","0","360","0","16","344","","403","0","0","403","0","2811","0"
"58082","0","3347911","0","Austin Capital Bank SSB","Austin","TX","78757","6/30/2019","11/18/2019","SB","8100 Shoal Creek Blvd.","","11","0","1","5","0","Travis","12420","Austin-Round Rock, TX","1/9/2006","1/9/2006","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","804","763","","763","0","0","0","0","763","0","0","0","0","","0","","","0","","41","0","0","41","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","72","72","","72","0","0","0","0","72","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"58484","0","3463875","4230216","Austin County State Bank","Bellville","TX","77418","6/30/2019","11/18/2019","NM","436 South Front Street","AUSTIN COUNTY BANCSHARES, INC.","4","0","0","4","1","Austin","26420","Houston-The Woodlands-Sugar Land, TX","6/26/2007","6/26/2007","7/23/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","3076","1927","","1927","590","590","0","0","882","0","455","455","0","","0","","","942","","92","0","30","62","","115","0","0","0","0","0","0","279","207","","207","0","0","0","0","207","0","0","0","0","","0","","","38","","34","0","1","33","","0","0","0","0","0","0","0","46","0","","0","0","0","0","0","0","0","0","0","0","","0","","","31","","15","0","10","5","","0","0","0","0","0","0","0"
"35115","15850","2860459","4265508","Auto Club Trust, FSB","Dearborn","MI","48126","6/30/2019","11/18/2019","SA","One Auto Club Drive","AUTO CLUB GROUP, THE","1","0","0","5","0","Wayne","19820","Detroit-Warren-Dearborn, MI","11/30/1999","11/30/1999","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.aaa.com/banking","1257","1154","0","1154","0","0","0","0","1154","0","0","0","0","","0","0","","0","0","103","0","101","2","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","1391","1260","0","1260","0","0","0","0","1260","0","0","0","0","","0","0","","0","0","131","0","130","1","","0","0","0","0","0","0","0"
"11771","0","859141","1203451","Availa Bank","Carroll","IA","51401","6/30/2019","11/18/2019","NM","126 West 6th","CARROLL COUNTY BANCSHARES, INC.","17","0","0","2","0","Carroll","","","1/1/1870","1/1/1934","6/23/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.availa.bank","4523","986","0","986","130","0","130","46","681","0","129","0","129","","0","0","","918","0","15","0","11","4","","2604","0","0","2604","0","0","0","73","60","0","60","0","0","0","0","60","0","0","0","0","","0","0","","13","0","0","0","0","0","","0","0","0","0","0","0","0","2133","672","0","672","0","0","0","0","72","0","600","600","0","","0","0","","1327","0","0","0","0","0","","134","0","0","0","0","0","0"
