cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"8252","0","2785646","2816803","Old Missouri Bank","Springfield","MO","65807","6/30/2019","11/18/2019","SM","3570 South National","JAMESMARK BANCSHARES, INC.","6","0","0","2","0","Greene","44180","Springfield, MO","4/13/1883","1/1/1934","3/19/2016","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","245927","11378","18768","539","170993","139999","183","1209","4","","","81281"
"3832","15401","208244","1098303","Old National Bank","Evansville","IN","47708","6/30/2019","11/18/2019","N","1 Main Street","OLD NATIONAL BANCORP","203","0","1","4","0","Vanderburgh","21780","Evansville, IN-KY","8/27/1907","1/1/1934","11/1/2018","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","0","www.oldnational.com","8445967","715356","248008","19471","1323867","5779881","6603","15155","37","","","614428"
"58314","0","3404207","2260406","Old Plank Trail Community Bank, National Association","New Lenox","IL","60451","6/30/2019","11/18/2019","N","280 Veterans Pkwy","WINTRUST FINANCIAL CORPORATION","14","0","1","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/16/2006","3/16/2006","11/15/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.oldplanktrailbank.com","829417","49997","44556","2526","273764","557789","564","3988","12","","","36465"
"3603","14165","936136","1206911","Old Second National Bank","Aurora","IL","60506","6/30/2019","11/18/2019","N","37-39 South River Street","OLD SECOND BANCORP, INC.","28","0","0","4","0","Kane","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/21/1887","1/1/1934","4/20/2018","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.oldsecond.com","1407069","104905","96370","3832","365121","580700","897","7739","21","","","56132"
"28599","1925","550279","0","Olympia Federal Savings and Loan Association","Olympia","WA","98507","6/30/2019","11/18/2019","SB","421 Capitol Way S","","8","0","0","5","0","Thurston","36500","Olympia-Tumwater, WA","1/1/1906","12/7/1934","3/19/2018","Non-Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","418522","25024","30865","1551","214440","80907","199","5031","14","","","23012"
"8871","0","854548","0","OmniBank","Bay Springs","MS","39422","6/30/2019","11/18/2019","NM","531 3rd Street","","3","0","0","4","0","Jasper","","","1/1/1907","1/1/1934","6/8/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","http://www.theomnibankonline.com","29172","3437","1449","99","8327","9420","18","0","0","","","1157"
"34171","0","2391588","3153260","ONB Bank","Rochester","MN","55901","6/30/2019","11/18/2019","NM","975 34th Avenue Nw","OLMSTED HOLDING CORPORATION","3","0","0","4","1","Olmsted","40340","Rochester, MN","5/9/1996","5/9/1996","5/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","54758","2209","1208","91","28637","19601","39","0","0","","","2175"
"6078","0","95051","0","One American Bank","Centerville","SD","57014","6/30/2019","11/18/2019","NM","549 Broadway","","3","0","0","4","0","Turner","43620","Sioux Falls, SD","1/1/1883","1/1/1934","5/1/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.oneamericanbank.com","51538","3472","2714","138","19672","17289","36","0","0","","","3221"
"58811","18099","3807880","0","One Florida Bank","Orlando","FL","32806","6/30/2019","11/18/2019","NM","1601 S Orange Ave","","3","0","0","4","0","Orange","36740","Orlando-Kissimmee-Sanford, FL","10/29/2008","10/29/2008","6/11/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","51490","2538","1908","53","19662","98196","123","599","2","","","12669"
"57901","0","3296859","3311109","One World Bank","Dallas","TX","75229","6/30/2019","11/18/2019","NM","2449 Walnut Hill Lane","ONE WORLD HOLDING, INC.","3","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","4/4/2005","4/4/2005","7/11/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","47729","995","1930","33","33078","45957","75","515","2","","","21082"
"15813","14771","1015832","2037569","OneSouth Bank","Blakely","GA","39823","6/30/2019","11/18/2019","NM","12347 Columbia Street","ONE SOUTH FINANCIAL, INC.","3","0","0","2","1","Early","","","1/9/1939","4/28/1941","5/2/2019","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","82134","5391","3589","246","37376","37220","72","520","2","","","13633"
"23966","9061","935308","0","OneUnited Bank","Boston","MA","2110","6/30/2019","11/18/2019","NM","100 Franklin St","","6","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","8/2/1982","8/2/1982","7/21/2019","Stock","0","0","FDIC","DIF","New York","SAN FRANCISCO","North Boston","Boston","Northeastern","Northeast","0","1","https://www.oneunited.com/","311827","34022","2024","142","185993","70277","96","0","0","","","38230"
"10380","13267","248745","2128944","Oostburg State Bank","Oostburg","WI","53070","6/30/2019","11/18/2019","NM","905 Center Avenue","OOSTBURG BANCORP, INC.","3","0","0","4","0","Sheboygan","43100","Sheboygan, WI","3/1/1908","1/1/1934","3/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","144031","14308","9853","621","51776","33861","68","634","2","","","3719"
"57944","0","3357219","4980409","Open Bank","Los Angeles","CA","90017","6/30/2019","11/18/2019","NM","1000 Wilshire Blvd, # 100","OP BANCORP","10","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","6/10/2005","6/10/2005","2/15/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","","369828","10281","1268","73","205116","606521","744","0","0","","","211305"
"30182","4902","685676","4126609","Opportunity Bank of Montana","Helena","MT","59601","6/30/2019","11/18/2019","SM","1400 Prospect Avenue","EAGLE BANCORP MONTANA, INC.","21","0","0","4","0","Lewis And Clark","","","1/1/1922","3/26/1942","1/1/2019","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","550365","41913","28627","1237","166408","169101","317","1142","3","","","41319"
"35430","0","2953418","3251661","OptimumBank","Plantation","FL","33324","6/30/2019","11/18/2019","NM","10197 Cleary Boulevard","OPTIMUMBANK HOLDINGS, INC.","3","0","0","4","0","Broward","33100","Miami-Fort Lauderdale-West Palm Beach, FL","11/1/2000","11/1/2000","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.optimumbank.com","58516","1332","2143","76","26811","25430","54","0","0","","","2577"
"57408","0","3202702","0","Optum Bank, Inc.","Salt Lake City","UT","84120","6/30/2019","11/18/2019","NM","2525 Lake Park Blvd, # 110","","1","0","0","9","0","Salt Lake","41620","Salt Lake City, UT","7/21/2003","7/21/2003","2/23/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.optumbank.com","8172478","4023877","0","0","0","198589","24","0","0","","","0"
"35241","0","2794732","3334489","OPTUS Bank","Columbia","SC","29201","6/30/2019","11/18/2019","NM","1545 Sumter Street","SCCB FINANCIAL CORPORATION","1","0","0","4","0","Richland","17900","Columbia, SC","3/26/1999","3/26/1999","4/1/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.optus.bank","27209","1991","698","42","13692","33090","41","0","0","","","25058"
"33806","0","2047504","0","Opus Bank","Irvine","CA","92612","6/30/2019","11/18/2019","NM","19900 Macarthur Blvd, 12th F","","47","0","1","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","5/20/1993","5/20/1993","5/16/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","www.opusbank.com","1381865","39405","43558","1292","481593","4784724","3751","22349","25","","","398317"
"12944","14523","176101","3596009","Orange Bank &Trust Company","Middletown","NY","10940","6/30/2019","11/18/2019","SM","212 Dolson Ave","ORANGE COUNTY BANCORP, INC.","13","0","0","4","0","Orange","39100","                                        39100","5/2/1892","1/1/1934","7/27/2016","Stock","0","1","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.orangebanktrust.com","507772","23326","8964","387","64460","565127","713","1107","3","","","29292"
"57373","0","3125557","3392881","Oregon Coast Bank","Newport","OR","97365","6/30/2019","11/18/2019","NM","909 Se Bay Boulevard","OREGON COAST BANCSHARES, INC.","6","0","0","2","1","Lincoln","","","7/8/2002","7/8/2002","3/19/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","130384","7409","6112","239","39344","75045","124","269","1","","","8741"
"22334","14075","247140","1205473","Oregon Community Bank","Oregon","WI","53575","6/30/2019","11/18/2019","SM","733 North Main Street","BOSSHARD FINANCIAL GROUP, INC.","6","0","0","4","0","Dane","31540","Madison, WI","9/15/1976","9/15/1976","9/1/2018","Stock","0","1","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","244357","20043","13598","759","69346","138531","169","830","3","","","8338"
"23007","10782","160360","3152423","Oregon Pacific Banking Company dba Oregon Pacific Bank","Florence","OR","97439","6/30/2019","11/18/2019","SM","1355 Highway 101","OREGON PACIFIC BANCORP","5","0","0","4","0","Lane","21660","Eugene, OR","12/17/1979","12/17/1979","11/16/2017","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","194452","10231","6324","238","17379","104348","199","0","0","","","2736"
"31469","7034","245276","2490575","Oriental Bank","San Juan","PR","918","6/30/2019","11/18/2019","NM","254 Munoz Rivera Avenue","OFG BANCORP","0","0","0","4","0","San Juan","41980","San Juan-Carolina-Caguas, PR","3/25/1965","3/25/1965","11/25/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","39","1","http://www.orientalbank.com","2545421","224135","196597","19112","1097199","2207686","2410","4448","14","","","403388"
"12614","12804","667757","1885307","Origin Bank","Choudrant","LA","71227","6/30/2019","11/18/2019","SM","3921 Elm Street","ORIGIN BANCORP, INC.","44","0","1","4","0","Lincoln","","","11/23/1912","1/1/1934","10/9/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","0","www.origin.bank","1585363","83908","86770","2641","490532","2177618","2337","19167","45","","","349262"
"28866","2519","2376","2692892","Oritani Bank","Township Of Wash","NJ","7676","6/30/2019","11/18/2019","SB","370 Pascack Road","ORITANI FINANCIAL CORP","27","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1911","9/27/1939","5/4/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://www.oritani.com","1987945","68795","113340","4724","1018076","841432","1362","10240","29","","","230281"
"1388","0","845452","1124574","Ormsby State Bank","Ormsby","MN","56162","6/30/2019","11/18/2019","NM","513 Main Street","ORMSBY BANCSHARES, INC.","1","0","0","2","1","Martin","","","7/1/1901","1/1/1934","9/11/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.ormsbybank.com","17036","902","2479","199","9968","1559","4","0","0","","","1010"
"713","10038","342410","1248153","Orrstown Bank","Shippensburg","PA","17257","6/30/2019","11/18/2019","SM","77 East King Street","ORRSTOWN FINANCIAL SERVICES, INC.","39","0","1","4","0","Cumberland","25420","Harrisburg-Carlisle, PA","5/1/1919","1/1/1934","5/1/2019","Stock","0","1","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.orrstown.com","1376720","81468","70027","3673","596700","583282","806","4719","13","","","64702"
"1008","0","382742","0","OSB Community Bank","Brooklyn","MI","49230","6/30/2019","11/18/2019","SM","417 South Main Street","","2","0","0","4","0","Jackson","27100","Jackson, MI","10/1/1907","1/1/1934","6/30/2019","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","73118","4510","1346","83","34384","13708","38","0","0","","","2789"
"1837","0","948643","1138375","Ossian State Bank","Ossian","IN","46777","6/30/2019","11/18/2019","NM","102 North Jefferson Street","OSSIAN FINANCIAL SERVICES, INC.","3","0","0","4","1","Wells","","","10/19/1912","1/1/1934","1/2/2008","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.ossianstatebank.com","58733","4999","3441","150","10774","36030","49","982","3","","","849"
"27989","17997","725077","5009204","Ottawa Savings Bank","Ottawa","IL","61350","6/30/2019","11/18/2019","SA","925 La Salle St","OTTAWA BANCORP, INC.","3","0","0","6","0","La Salle","","","1/1/1871","4/3/1935","12/31/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","172170","12045","12520","407","94181","45725","67","2422","5","","","17271"
"27955","16021","474777","2412586","Our Community Bank","Spencer","IN","47460","6/30/2019","11/18/2019","NM","279 East Morgan Street","HOME FINANCIAL BANCORP","2","0","0","5","0","Owen","14020","Bloomington, IN","1/1/1911","12/16/1935","7/15/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","37496","5003","1049","61","14801","14792","20","0","0","","","6637"
"13112","8907","38740","1207954","Owen County State Bank","Spencer","IN","47460","6/30/2019","11/18/2019","NM","201 West Morgan Street","OWEN FINANCIAL CORPORATION","5","0","0","4","0","Owen","14020","Bloomington, IN","1/1/1934","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","127869","11465","10635","584","49588","55783","70","566","2","","","10564"
"9672","16019","492810","1071735","Owingsville Banking Company","Owingsville","KY","40360","6/30/2019","11/18/2019","NM","49 West Main Street","BATH COUNTY BANKING COMPANY","3","0","0","2","0","Bath","","","5/10/1893","1/1/1934","7/15/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.bankobc.com; www.bankobc.net","54634","4175","1847","86","29831","5017","13","0","0","","","1680"
"9719","12402","448040","1249383","Oxford Bank","Oxford","MI","48371","6/30/2019","11/18/2019","NM","60 South Washington Street","OXFORD BANK CORPORATION","9","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","6/4/1884","1/1/1934","5/1/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","214613","16409","10887","742","38023","190243","214","0","0","","","2628"
"9260","11032","647432","1248032","Oxford Bank & Trust","Oak Brook","IL","60523","6/30/2019","11/18/2019","NM","1111 W. 22nd St., Suite 800","OXFORD FINANCIAL CORPORATION","8","0","0","4","1","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/10/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","387231","24858","15387","623","123181","101188","212","619","2","","","17193"
"57034","0","2938769","3260551","Oxford University Bank","Oxford","MS","38655","6/30/2019","11/18/2019","NM","1500 University Avenue","LAFAYETTE BANCORP, INC.","5","0","0","4","0","Lafayette","","","11/27/2000","11/27/2000","6/16/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","http://www.oubol.com","94092","5231","5200","134","51472","44366","91","278","1","","","20935"
"1654","14406","882952","0","Ozark Bank","Ozark","MO","65721","6/30/2019","11/18/2019","NM","106-112 North 2nd Avenue","","4","0","0","4","1","Christian","44180","Springfield, MO","9/25/1906","1/1/1934","11/2/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","119352","8594","6302","275","36294","84918","98","1304","3","","","19177"
"28277","1283","1016174","0","Ozarks Federal Savings and Loan Association","Farmington","MO","63640","6/30/2019","11/18/2019","SA","2 East Columbia","","5","0","0","5","0","Saint Francois","","","1/1/1930","12/3/1934","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.ozarksfederal.com","160284","10178","16640","648","111044","23511","63","510","2","","","11191"
"58234","0","3546862","0","Pacific Alliance Bank","Rosemead","CA","91770","6/30/2019","11/18/2019","NM","8400 East Valley Boulevard","","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/27/2006","12/27/2006","6/28/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","155742","2673","2745","67","130519","91233","139","573","2","","","73717"
"57463","0","3212402","3595084","Pacific City Bank","Los Angeles","CA","90010","6/30/2019","11/18/2019","NM","3701 Wilshire Blvd, # 900","PACIFIC CITY FINANCIAL CORPORATION","13","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","9/18/2003","9/18/2003","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","http://www.paccitybank.com","701055","18426","4551","214","480786","746037","970","1924","3","","","294778"
"34252","0","2451240","2731586","Pacific Coast Bankers' Bank","Walnut Creek","CA","94596","6/30/2019","11/18/2019","SM","1676 N California Blvd, # 30","PACIFIC COAST BANKERS' BANCSHARES","1","0","0","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","1/2/1997","1/2/1997","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","http://pcbb.com","60282","32986","0","0","33133","487420","330","0","0","","","2625"
"34585","0","2643595","2713685","Pacific Crest Savings Bank","Lynnwood","WA","98037","6/30/2019","11/18/2019","SB","3500 188th St, S.W, # 575","PACIFIC CREST BANCORP, INC.","1","0","0","4","1","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","1/2/1998","1/2/1998","8/4/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","101875","1460","6532","173","76716","64037","102","544","2","","","5898"
"58415","0","3490871","3490880","Pacific Enterprise Bank","Irvine","CA","92614","6/30/2019","11/18/2019","SM","17748 Sky Park Circle","PACIFIC ENTERPRISE BANCORP","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","4/30/2007","4/30/2007","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","194108","1737","282","5","129484","234432","101","0","0","","","35579"
"34089","0","2360904","3082342","Pacific Global Bank","Chicago","IL","60616","6/30/2019","11/18/2019","SM","2323 South Wentworth Avenue","PGB HOLDINGS, INC.","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/9/1995","11/9/1995","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.pacificglobalbank.com","153727","11075","8088","1590","80542","35099","97","0","0","","","13148"
"34940","0","2717012","2869733","Pacific Mercantile Bank","Costa Mesa","CA","92626","6/30/2019","11/18/2019","SM","949 S Coast Drive, 3rd Fl","PACIFIC MERCANTILE BANCORP","7","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","3/1/1999","3/1/1999","9/19/2017","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","303462","5913","24616","335","157848","876224","684","2693","9","","","101287"
"26299","10618","577137","0","Pacific National Bank","Miami","FL","33131","6/30/2019","11/18/2019","N","1390 Brickell Avenue","","3","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/22/1985","7/22/1985","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","0","www.pnb.com","186704","3131","1358","22","95296","208091","488","621","1","","","59063"
"32172","7946","431172","3489594","Pacific Premier Bank","Irvine","CA","92614","6/30/2019","11/18/2019","SM","17901 Von Karman Ave Suite 1","PACIFIC PREMIER BANCORP, INC.","43","0","1","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","8/5/1983","8/5/1983","7/1/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","http://www.ppbi.com","4066031","112479","55298","1596","1060190","4821026","5579","7293","18","","","500595"
"57740","0","3293540","0","Pacific Valley Bank","Salinas","CA","93901","6/30/2019","11/18/2019","NM","422 Main Street","","3","0","0","4","0","Monterey","41500","Salinas, CA","9/14/2004","9/14/2004","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","107205","3418","3135","105","35623","175117","214","0","0","","","20699"
"57872","0","3303944","0","Pacific West Bank","West Linn","OR","97068","6/30/2019","11/18/2019","NM","2040 8th Avenue","","2","0","0","4","0","Clackamas","38900","Portland-Vancouver-Hillsboro, OR-WA","11/5/2004","11/5/2004","2/14/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","34736","1476","442","19","11649","24833","54","0","0","","","4471"
"24045","0","494261","2875332","Pacific Western Bank","Beverly Hills","CA","90212","6/30/2019","11/18/2019","NM","9701 Wilshire Blvd, # 101","PACWEST BANCORP","80","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","8/26/1982","8/26/1982","6/28/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","www.pacwest.com","6215112","115372","378646","3754","2284024","12319041","8322","7399","20","","","467412"
"17563","12235","277820","1076329","Palmetto State Bank","Hampton","SC","29924","6/30/2019","11/18/2019","NM","601 First Street, West","PALMETTO STATE BANKSHARES, INC.","8","0","0","5","0","Hampton","","","1/1/1907","12/28/1955","4/25/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","250757","21969","15193","545","59032","179150","275","1009","3","","","23569"
"13990","0","90047","1201596","Palo Savings Bank","Palo","IA","52324","6/30/2019","11/18/2019","NM","2801 Hollenbeck Road","BANKERS EQUITY CORPORATION","1","0","0","2","1","Linn","16300","Cedar Rapids, IA","1/1/1908","3/3/1934","12/19/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","21872","1786","2609","103","11786","6341","14","0","0","","","1299"
"34108","0","2343167","3618545","Pan American Bank & Trust","Melrose Park","IL","60160","6/30/2019","11/18/2019","NM","1440 West North Avenue","AMERICAN BANCORP OF ILLINOIS, INC.","6","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/22/1995","12/22/1995","9/16/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","187372","5756","7349","253","118837","146785","222","651","2","","","48433"
"24763","0","1013856","2860918","Panola National Bank","Carthage","TX","75633","6/30/2019","11/18/2019","N","1510 West Panola","PANOLA NATIONAL BANCSHARES, INC.","2","0","0","5","1","Panola","","","10/6/1983","10/6/1983","8/29/2014","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.panolanationalbank.com","71241","5035","3056","109","16941","24768","48","0","0","","","2335"
"18001","16105","88240","1131901","Panora State Bank","Panora","IA","50216","6/30/2019","11/18/2019","NM","120 East Main","EMMETSBURG BANK SHARES, INC.","1","0","0","8","1","Guthrie","19780","Des Moines-West Des Moines, IA","5/18/1959","5/18/1959","9/22/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","34491","2796","1747","117","11823","16777","34","0","0","","","4928"
"29676","3871","102874","0","Paper City Savings Association","Wisconsin Rapids","WI","54494","6/30/2019","11/18/2019","SA","4200 8th Street South","","3","0","0","5","0","Wood","","","1/1/1933","5/26/1958","7/21/2011","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.papercitysavings.com","105698","11923","15548","776","61117","12882","29","275","1","","","5679"
"58030","0","3368635","4977342","Paradise Bank","Boca Raton","FL","33431","6/30/2019","11/18/2019","SM","2420 N. Federal Hwy","PARADISE BANCORP, INC.","3","0","0","4","1","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/25/2005","7/25/2005","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.ParadiseBank.com","126413","4087","401","18","18751","160782","208","0","0","","","14394"
"57874","0","3288452","4645324","Paragon Bank","Memphis","TN","38119","6/30/2019","11/18/2019","NM","5400 Poplar Avenue","PARAGON FINANCIAL SOLUTIONS, INC","6","0","1","4","0","Shelby","32820","Memphis, TN-MS-AR","1/19/2005","1/19/2005","5/6/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","","243118","6545","2084","86","112660","106029","221","0","0","","","8674"
"57884","0","3308574","5119363","Paramount Bank","Hazelwood","MO","63042","6/30/2019","11/18/2019","NM","90 Village Sq Shopping Ctr","PARAMOUNT FINANCIAL GROUP, LLC","1","0","0","5","0","Saint Louis","41180","St. Louis, MO-IL","12/30/2004","12/30/2004","7/26/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","31902","687","681","26","25242","3990","11","0","0","","","990"
"26218","0","200640","1201363","Park Bank","Milwaukee","WI","53202","6/30/2019","11/18/2019","NM","330 East Kilbourn Avenue","BANKMANAGERS CORP.","6","0","0","4","1","Milwaukee","33340","Milwaukee-Waukesha-West Allis, WI","5/22/1985","5/22/1985","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","239064","11795","4821","333","31173","571588","559","256","1","","","84820"
"13054","13185","518354","4281197","Park Bank","Holmen","WI","54636","6/30/2019","11/18/2019","NM","1200 Main Street","GOLDEN OAK BANCSHARES, INC.","3","0","0","4","0","La Crosse","29100","La Crosse-Onalaska, WI-MN","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","0","1","","33007","2856","1416","107","3700","10337","19","0","0","","","0"
"34038","0","2316714","2536857","Park Ridge Community Bank","Park Ridge","IL","60068","6/30/2019","11/18/2019","NM","626 Talcott Road","COMMUNITY BANK CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/3/1995","7/3/1995","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.timetobank.com","147746","5362","8844","392","50758","107896","164","779","3","","","5731"
