cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"58581","0","3548567","3593286","The Bank of San Antonio","San Antonio","TX","78213","6/30/2019","11/18/2019","NM","1900 N.W. Loop 410","SOUTHWEST BANCSHARES, INC.","5","0","0","4","0","Bexar","41700","San Antonio-New Braunfels, TX","6/22/2007","6/22/2007","10/21/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.thebankofsa.com","167761","4894","362","2","5838","508202","487","0","0","","","18218"
"18942","0","678052","1107456","The Bank of San Jacinto County, Coldspring, Texas","Coldspring","TX","77331","6/30/2019","11/18/2019","NM","100 Hwy 150","BANC OF SAN JACINTO COUNTY BANCSHARES, INC., THE","1","0","0","8","1","San Jacinto","","","11/9/1963","11/9/1963","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","26075","1960","743","42","6348","7205","17","395","1","","","2454"
"889","0","260831","1250736","The Bank of Soperton","Soperton","GA","30457","6/30/2019","11/18/2019","NM","1202 Second Street North","SOPERTON BANCSHARES, INCORPORATED","2","0","0","4","1","Treutlen","","","6/1/1903","1/1/1934","2/22/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","59121","4085","922","31","29963","20707","42","258","1","","","7497"
"26912","0","246022","2297701","The Bank of South Carolina","Charleston","SC","29401","6/30/2019","11/18/2019","NM","256 Meeting Street","BANK OF SOUTH CAROLINA CORPORATION","4","0","0","4","0","Charleston","16700","Charleston-North Charleston, SC","2/26/1987","2/26/1987","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.banksc.com","176390","8584","2639","107","17841","205484","287","518","1","","","8177"
"11580","10229","610128","1076105","The Bank of Southside Virginia","Carson","VA","23830","6/30/2019","11/18/2019","NM","17208 Halligan Park Rd.","BANK OF SOUTHSIDE VIRGINIA CORPORATION, THE","15","0","0","7","0","Dinwiddie","40060","Richmond, VA","8/10/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","299473","19673","20067","1474","85606","136098","185","1196","3","","","4536"
"10635","0","384353","2847665","The Bank of Steinauer","Steinauer","NE","68441","6/30/2019","11/18/2019","NM","215 Main St","STEINAUER BANCORP","1","0","0","2","0","Pawnee","","","6/28/1888","1/1/1934","1/3/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","9900","899","0","0","3559","894","3","0","0","","","0"
"21031","13789","273336","1246467","The Bank of Tampa","Tampa","FL","33606","6/30/2019","11/18/2019","NM","601 Bayshore Blvd, # 100","TAMPA BAY BANKING COMPANY","12","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","3/30/1973","3/30/1973","1/1/2010","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.bankoftampa.com","486803","17217","3963","145","11194","1017818","1154","2120","2","","","10654"
"1868","14521","54058","1841004","The Bank of Tescott","Tescott","KS","67484","6/30/2019","11/18/2019","NM","104 S Main St","TESCOTT BANCSHARES, INC.","5","0","0","2","1","Ottawa","","","1/1/1887","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.bankoftescott.com","225421","14199","18845","614","123421","72953","114","2039","5","","","37791"
"25703","17589","401755","1993547","The Bank of the West","Thomas","OK","73669","6/30/2019","11/18/2019","NM","101 South Main","BANCWEST, INC.","4","0","0","4","1","Custer","","","10/19/1984","10/19/1984","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","86883","4426","1800","75","41488","39226","82","0","0","","","11977"
"17280","0","768953","1207785","The Bank of Tioga","Tioga","ND","58852","6/30/2019","11/18/2019","NM","7 North Main Street","TREYNOR BANCSHARES, INC.","2","0","0","2","0","Williams","","","7/16/1952","12/7/1953","8/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","209149","4135","3193","160","130387","93852","129","306","1","","","17553"
"51","14338","382537","1139998","The Bank of Vernon","Vernon","AL","35592","6/30/2019","11/18/2019","NM","44825 Highway 17","FIRST VERNON BANCSHARES, INC.","3","0","1","4","0","Lamar","","","11/11/1911","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.bankofvernon.com","81239","5643","17139","565","50053","33400","57","1571","5","","","5238"
"1086","0","625850","3643837","The Bank of Versailles","Versailles","MO","65084","6/30/2019","11/18/2019","SM","113 East Newton Street","BOV HOLDING COMPANY","5","0","0","5","0","Morgan","","","1/1/1882","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","","138269","9478","11170","452","40518","51768","64","272","1","","","7573"
"2375","13517","505831","1085488","The Bank of Waynesboro","Waynesboro","TN","38485","6/30/2019","11/18/2019","NM","201 South Main Street","FCB CORPORATION","5","0","0","4","0","Wayne","","","1/1/1904","1/1/1934","5/28/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","115976","9230","9951","446","45609","24423","55","447","1","","","7441"
"2317","0","59754","1063105","The Bank of Wyandotte","Wyandotte","OK","74370","6/30/2019","11/18/2019","SM","2 E Broadway","UNITED CAPITAL BANCSHARES, INC.","1","0","0","8","1","Ottawa","","","9/27/1902","1/1/1934","6/1/2010","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","8379","1041","598","21","2016","2185","5","0","0","","","0"
"4146","17723","829050","1056684","The Bank, National Association","Mcalester","OK","74501","6/30/2019","11/18/2019","N","2nd And Carl Albert Parkway","NBM CORPORATION","4","0","0","4","1","Pittsburg","","","5/17/1927","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","221144","18933","13591","442","65134","103826","121","1883","5","","","7860"
"26677","11705","859655","1138209","The Bankers Bank","Oklahoma City","OK","73120","6/30/2019","11/18/2019","SM","9020 N. May Ave., Suite 200","BANKERS BANCORP OF OKLAHOMA, INC.","2","0","1","4","0","Oklahoma","36420","Oklahoma City, OK","5/28/1986","5/28/1986","8/10/2009","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","0","","76654","290","0","0","69359","66600","129","0","0","","","0"
"27219","0","1187551","1248005","The Bankers' Bank of Kentucky, Inc.","Frankfort","KY","40602","6/30/2019","11/18/2019","SM","107 Progress Drive (40601)","INDEPENDENT COMMUNITY BANCORP, INC.","1","0","0","7","0","Franklin","","","4/12/1988","4/12/1988","12/31/2017","Stock","0","0","FED","DIF","Chicago","CHICAGO","Lexington","St. louis","Central","Southeast","0","0","","2368","67","0","0","0","21393","79","0","0","","","0"
"12432","0","1000856","2366652","The Baxter State Bank","Baxter Springs","KS","66713","6/30/2019","11/18/2019","NM","1401 Military Avenue","BAXTER BANCSHARES, INC.","1","0","0","8","1","Cherokee","","","1/1/1905","1/1/1934","1/15/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","http://www.baxterstatebank.com","15156","1522","1268","50","2788","1909","5","0","0","","","0"
"17410","17903","1008151","1056648","The Bendena State Bank","Bendena","KS","66008","6/30/2019","11/18/2019","NM","933 Friendship Road","BENDENA BANCSHARES, INC.","2","0","0","2","1","Doniphan","41140","St. Joseph, MO-KS","1/1/1904","3/17/1955","8/1/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.bendenastatebank.com","38784","2814","1657","105","16295","15661","27","0","0","","","500"
"16402","13539","1016259","1051906","The Bennington State Bank","Salina","KS","67401","6/30/2019","11/18/2019","NM","2130 South Ohio Street","BERCO, INC.","7","0","0","2","1","Saline","","","1/1/1884","4/4/1946","11/4/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","282724","23887","26179","1446","114430","257209","269","2454","7","","","28379"
"14316","0","208347","2983246","The Benton State Bank","Benton","WI","53803","6/30/2019","11/18/2019","NM","42 West Main Street","BSB COMMUNITY BANCORPORATION, INC.","3","0","0","8","1","Lafayette","","","12/5/1894","5/5/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://bentonbank.com","45504","2715","2797","293","17695","7930","7","0","0","","","9103"
"27503","14486","1396764","2728157","The Berkshire Bank","New York","NY","10016","6/30/2019","11/18/2019","NM","4 East 39th Street","BERKSHIRE BANCORP INC.","12","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","5/8/1989","5/8/1989","4/5/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","269318","8832","14709","573","150198","257874","245","252","1","","","23430"
"1847","12387","443148","1210217","The Bippus State Bank","Huntington","IN","46750","6/30/2019","11/18/2019","NM","150 Hauenstein Road","BIPPUS STATE CORPORATION","5","0","0","2","1","Huntington","","","6/23/1911","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","106327","10812","5343","230","28329","37964","70","253","1","","","3888"
"8672","15735","755421","0","The Blue Grass Valley Bank","Blue Grass","VA","24413","6/30/2019","11/18/2019","NM","2583 Blue Grass Valley Road","","2","0","0","2","0","Highland","","","12/2/1915","1/1/1934","1/28/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","31082","2530","2562","88","13874","4585","12","317","1","","","579"
"3799","0","720746","2456919","The Bradford National Bank of Greenville","Greenville","IL","62246","6/30/2019","11/18/2019","N","100 East College Avenue","BRADFORD BANCORP, INC.","4","0","0","8","1","Bond","41180","St. Louis, MO-IL","1/1/1867","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","175091","16253","9990","394","59130","72355","71","532","2","","","10454"
"3109","0","101952","1106990","The Brady National Bank","Brady","TX","76825","6/30/2019","11/18/2019","N","101-109 S. Blackburn Street","TEXAS COUNTRY BANCSHARES, INC.","1","0","0","4","1","Mcculloch","","","7/10/1905","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","52461","3471","2402","79","15035","55242","59","0","0","","","6670"
"28837","2460","580874","0","The Brattleboro Savings and Loan Association","Brattleboro","VT","5301","6/30/2019","11/18/2019","SB","221 Main Street","","5","0","0","4","0","Windham","","","1/1/1912","3/9/1962","1/3/2017","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","115472","9812","9327","479","35494","50138","72","0","0","","","8999"
"3113","12346","227357","1108789","The Brenham National Bank","Brenham","TX","77833","6/30/2019","11/18/2019","N","2211 South Day Street","BRENHAM BANCSHARES, INC.","3","0","0","4","1","Washington","","","4/22/1933","1/1/1934","12/4/2008","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","208599","9635","4871","154","68049","104869","157","373","1","","","3352"
"28663","2076","559179","0","The Brookville Building and Savings Association","Brookville","OH","45309","6/30/2019","11/18/2019","NM","510 Arlington Road","","2","0","0","5","0","Montgomery","19430","                                        19430","1/1/1903","6/10/1940","4/12/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","30692","2114","2236","173","11829","3182","8","1298","2","","","3057"
"11866","8887","765019","1140994","The Bryn Mawr Trust Company","Bryn Mawr","PA","19010","6/30/2019","11/18/2019","SM","801 Lancaster Avenue","BRYN MAWR BANK CORPORATION","44","0","1","4","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","3/25/1889","1/1/1934","12/15/2017","Stock","0","1","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.bmt.com","1767213","99137","46941","2712","532347","1905358","1970","3900","11","","","83549"
"11916","0","53051","0","The Buckholts State Bank","Buckholts","TX","76518","6/30/2019","11/18/2019","NM","100 North Fourth Street","","3","0","0","8","1","Milam","","","1/1/1907","1/1/1934","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","46433","3713","3947","213","16790","11121","24","0","0","","","1086"
"12223","0","719656","1097098","The Callaway Bank","Fulton","MO","65251","6/30/2019","11/18/2019","SM","5 East Fifth Street","CALLAWAY SECURITY BANKS, INC.","8","0","0","4","0","Callaway","27620","Jefferson City, MO","1/1/1857","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.callawaybank.com","199114","17813","6308","571","53546","96278","142","0","0","","","20552"
"4255","9393","593007","1130249","The Camden National Bank","Camden","ME","4843","6/30/2019","11/18/2019","N","2 Elm Street","CAMDEN NATIONAL CORPORATION","62","0","1","4","0","Knox","","","1/1/1875","1/1/1934","12/1/2016","Stock","0","1","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.camdennational.com","2344717","166141","98854","5813","569449","1179833","1280","4305","11","","","185337"
"16757","10677","398248","1203901","The Campbell & Fetter Bank","Kendallville","IN","46755","6/30/2019","11/18/2019","NM","126 S. Orchard Street","C&F BANC SHARES CORP.","8","0","0","8","0","Noble","","","1/1/1863","1/3/1949","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.campbellfetterbank.com","168004","13387","12139","504","39555","40502","87","571","2","","","5051"
"6985","9221","161602","1133503","The Canandaigua National Bank and Trust Company","Canandaigua","NY","14424","6/30/2019","11/18/2019","N","72 South Main Street","CANANDAIGUA NATIONAL CORPORATION","24","0","0","4","0","Ontario","40380","Rochester, NY","12/1/1887","1/1/1934","3/1/2018","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","1341290","138335","56097","3613","278912","944863","1116","5170","15","","","198135"
"23287","14063","664206","4369808","The Cape Cod Five Cents Savings Bank","Harwich Port","MA","2646","6/30/2019","11/18/2019","SB","532 Main St.","CAPE COD FIVE MUTUAL COMPANY","22","0","0","5","0","Barnstable","12700","Barnstable Town, MA","3/16/1855","1/2/1981","4/29/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.capecodfive.com","1646143","149521","103615","4181","534211","1209127","1657","20112","51","","","270932"
"15708","13596","646145","1398768","The Casey County Bank, Inc.","Liberty","KY","42539","6/30/2019","11/18/2019","SM","176 Wallace Wilkinson Blvd.","CASEY COUNTY BANCORP, INC.","5","0","0","8","0","Casey","","","12/20/1939","12/20/1939","11/2/2009","Stock","0","1","FED","DIF","Chicago","CHICAGO","Lexington","St. louis","Central","Southeast","0","1","","102795","11793","12322","419","48770","48545","61","1049","2","","","4515"
"8774","12147","982142","1928633","The Cecilian Bank","Cecilia","KY","42724","6/30/2019","11/18/2019","NM","104 East Main","FIRST CECILIAN BANCORP, INC.","16","0","0","4","0","Hardin","21060","Elizabethtown-Fort Knox, KY","5/1/1903","1/1/1934","5/21/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","","451053","42329","39642","1780","145738","221229","260","8395","22","","","49996"
"4181","16114","459354","1067411","The Central National Bank of Poteau","Poteau","OK","74953","6/30/2019","11/18/2019","N","209 Clayton Street","CENTRAL BANCSHARES OF POTEAU, INC.","6","0","0","2","1","Le Flore","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","137584","12398","8781","226","47652","77935","110","671","2","","","11873"
"12633","11369","853952","1094314","The Central Trust Bank","Jefferson City","MO","65101","6/30/2019","11/18/2019","SM","238 Madison Street","CENTRAL BANCOMPANY, INC","15","0","1","9","0","Cole","27620","Jefferson City, MO","2/3/1902","1/1/1934","7/15/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","0","www.centralbank.net","938816","115143","46338","3674","206729","778300","590","5106","14","","","27712"
"24272","0","675051","0","The Chasewood Bank","Houston","TX","77070","6/30/2019","11/18/2019","NM","20333 Hwy 249, # 100","","2","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","2/14/1983","2/14/1983","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","38683","1836","2191","85","16465","35905","66","1656","3","","","22476"
"26847","11320","304520","2857758","The Chesapeake Bank & Trust Co.","Chestertown","MD","21620","6/30/2019","11/18/2019","NM","245 High Street","CHESAPEAKE BANCORP EMPLOYEE STOCK OWNERSHIP PLAN WITH 401(K) PROVISIONS","3","0","0","8","1","Kent","","","12/15/1986","12/15/1986","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","48806","2653","2133","137","10297","25370","43","399","1","","","5209"
"28157","1016","815772","4301394","The Cincinnatus Savings & Loan Co.","Cincinnati","OH","45211","6/30/2019","11/18/2019","SA","3300 Harrison Ave","CINCINNATUS COMMUNITY BANCORP, MHC","3","0","0","4","0","Hamilton","17140","Cincinnati, OH-KY-IN","1/1/1885","8/17/1959","11/30/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","51679","3153","3595","212","25080","7359","18","259","1","","","1693"
"9306","9775","617145","1099270","The Citizens Bank","Hickman","KY","42050","6/30/2019","11/18/2019","NM","1522 Union City Highway","CITIZENS BANCORP OF HICKMAN, INC.","3","0","1","2","1","Fulton","","","1/1/1930","1/1/1934","5/14/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","www.citizenshickman.com","76464","5222","5750","357","44735","39675","58","0","0","","","3544"
"17211","0","856748","1131077","The Citizens Bank","Batesville","AR","72501","6/30/2019","11/18/2019","SM","655 Saint Louis Street","CITIZENS BANCSHARES OF BATESVILLE, INC.","21","0","0","4","0","Independence","","","4/24/1953","4/24/1953","1/22/2019","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.thecitizensbank.net","455489","32322","43538","1546","219289","230985","329","5496","17","","","77635"
"1164","9949","961259","2749031","The Citizens Bank","Farmington","NM","87401","6/30/2019","11/18/2019","NM","500 West Broadway","EMPLOYEE STOCK BONUS TRUST FOR THE EMPLOYEES OF CITIZENS BANK","6","0","0","7","1","San Juan","22140","Farmington, NM","1/1/1905","1/1/1934","10/22/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","","317412","32766","10757","696","36802","229243","300","906","3","","","36661"
"15932","14608","898627","1357121","The Citizens Bank","Olanta","SC","29114","6/30/2019","11/18/2019","NM","124 East Main Street","CITIZENS BANCSHARES CORPORATION","21","0","0","4","0","Florence","22500","Florence, SC","9/24/1938","3/1/1943","11/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","350570","30345","14905","598","103628","118734","224","1220","4","","","17819"
"16369","11094","374130","1080737","The Citizens Bank","Enterprise","AL","36330","6/30/2019","11/18/2019","NM","301 South Edwards Street","ENTERPRISE CAPITAL CORPORATION, INC.","2","0","0","4","0","Coffee","","","2/5/1946","2/5/1946","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","74291","3368","2986","117","23560","50533","74","0","0","","","2182"
"15934","14451","809539","1134050","The Citizens Bank","Nashville","GA","31639","6/30/2019","11/18/2019","NM","301 South Davis Street","NASHVILLE HOLDING COMPANY, THE","4","0","0","8","1","Berrien","","","11/5/1941","4/15/1943","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","133980","19205","8610","621","66829","69045","118","803","2","","","24199"
"10520","9464","962313","1071865","The Citizens Bank","Morehead","KY","40351","6/30/2019","11/18/2019","NM","114 West Main Street","CITIZENS BANCORP OF MOREHEAD INCORPORATED, THE","5","0","0","8","1","Rowan","","","9/28/1928","1/1/1934","12/1/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","90055","11320","5215","209","22121","25557","47","0","0","","","1368"
"22358","14223","571135","1086382","The Citizens Bank","Greensboro","AL","36744","6/30/2019","11/18/2019","NM","1301 State Street","CITIZENS BANCSHARES, INC.","1","0","0","2","0","Hale","46220","Tuscaloosa, AL","11/1/1976","11/1/1976","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","55287","5426","5432","325","31813","16479","32","697","2","","","4937"
"10266","0","1010015","1071856","The Citizens Bank Company","Beverly","OH","45715","6/30/2019","11/18/2019","NM","501 Fifth Street","MUSKINGUM VALLEY BANCSHARES, INC.","5","0","0","4","0","Washington","","","1/1/1863","1/1/1934","11/16/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","128739","13068","3304","232","25707","52044","62","0","0","","","2123"
"11491","0","710859","1106628","The Citizens Bank of Clovis","Clovis","NM","88101","6/30/2019","11/18/2019","NM","421 Pile Street","CBC, INC.","5","0","0","2","1","Curry","","","1/1/1916","1/1/1934","12/3/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","","172894","8941","14137","301","71527","105969","170","0","0","","","25226"
"16275","0","278733","1246252","The Citizens Bank of Cochran","Cochran","GA","31014","6/30/2019","11/18/2019","NM","124 East Dykes Street","PUTNAM-GREENE FINANCIAL CORPORATION","2","0","0","4","0","Bleckley","","","1/1/1934","6/12/1945","3/14/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","56811","4046","2664","151","28948","28926","48","854","3","","","19138"
"12457","15978","699253","1095816","The Citizens Bank of Edina","Edina","MO","63537","6/30/2019","11/18/2019","NM","117 South Main Street","T & C BANCORP, INC.","1","0","0","2","0","Knox","","","9/10/1914","1/1/1934","4/18/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","","46389","3886","2500","237","20918","10082","21","0","0","","","1300"
"4084","10667","172457","3078215","The Citizens Bank of Edmond","Edmond","OK","73034","6/30/2019","11/18/2019","SM","1 East 1st Street","CITIZENS BANCSHARES, INC., ESOP","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","1/1/1912","1/1/1934","8/18/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","156377","10982","3235","170","27274","91526","151","507","2","","","20225"
"5600","0","438434","1416907","The Citizens Bank of Fayette","Fayette","AL","35555","6/30/2019","11/18/2019","NM","100 Temple Avenue South","F.B.H. CORPORATION","2","0","0","7","1","Fayette","","","6/1/1913","1/1/1934","1/28/2016","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","90968","5768","10068","447","47596","43004","73","2557","9","","","24224"
"34229","0","2505451","2497211","The Citizens Bank of Georgia","Cumming","GA","30040","6/30/2019","11/18/2019","NM","651 Veterans Memorial Blvd.","FORSYTH BANCSHARES, INC.","4","0","0","4","0","Forsyth","12060","Atlanta-Sandy Springs-Roswell, GA","2/3/1997","2/3/1997","9/1/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","175350","9872","9827","448","48474","104231","198","1719","4","","","20803"
"12204","10889","29636","1083475","The Citizens Bank of Philadelphia, Mississippi","Philadelphia","MS","39350","6/30/2019","11/18/2019","NM","521 Main Street","CITIZENS HOLDING COMPANY","23","0","0","4","0","Neshoba","","","1/1/1908","1/1/1934","9/30/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","417795","40946","29845","923","161526","344526","323","4962","10","","","58401"
"11295","0","268136","1976607","The Citizens Bank of Swainsboro","Swainsboro","GA","30401","6/30/2019","11/18/2019","NM","121 North Main Street","SWAINSBORO BANKSHARES, INC.","3","0","0","4","0","Emanuel","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","125758","10718","9979","484","53521","48473","83","518","2","","","7215"
"19674","10319","639633","1133969","The Citizens Bank of Weston","Weston","WV","26452","6/30/2019","11/18/2019","NM","201 Main Avenue","CITIZENS BANCSHARES, INC.","2","0","0","4","0","Lewis","","","12/23/1891","2/2/1967","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","111109","8705","5197","206","29939","54345","77","643","2","","","3643"
"52","12748","293437","1833616","The Citizens Bank of Winfield","Winfield","AL","35594","6/30/2019","11/18/2019","NM","236 Bankhead Highway","CITIZENS BANCORP OF WINFIELD, INC.","1","0","0","7","0","Marion","","","5/22/1920","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","92502","5235","10712","271","62559","39864","45","1706","6","","","11127"
"4511","11217","424240","2511322","The Citizens First National Bank of Storm Lake","Storm Lake","IA","50588","6/30/2019","11/18/2019","N","East 5th And Lake Avenue","FNC., INC.","3","0","0","2","1","Buena Vista","","","2/1/1902","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","111536","6799","16346","836","42016","48446","86","3908","10","","","3404"
"4678","13907","991555","1055669","The Citizens National Bank","Greenleaf","KS","66943","6/30/2019","11/18/2019","N","417 Commercial Street","PADGETT AGENCY, INC.","7","0","0","2","0","Washington","","","1/1/1915","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","109350","8959","5717","525","37196","37507","56","0","0","","","5711"
"6531","8897","738013","3248821","The Citizens National Bank of Bluffton","Bluffton","OH","45817","6/30/2019","11/18/2019","N","102 South Main Street","CITIZENS BANCSHARES, INC.","12","0","0","4","1","Allen","30620","Lima, OH","1/13/1920","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","345901","19531","2851","207","95099","225391","314","261","1","","","32177"
