cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","6/30/2019","11/18/2019","SA","6 Bowery","","6","0","1","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","98","341795","46770","43070","0","0","282138","2888","0","5290","0","2171","5426","341796","295874","294342","218793","294342","90.8782441231315","0","0","0","0","1532","45922","45922","0","2000","0","43922","0","229","0","1066","325208","127514","343481.67","345375.5","182685","344516","0","0","0","0","7742","614","0","96","5033","40446","2358","5033","0"
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","6/30/2019","11/18/2019","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","21","52591","3987","3654","1964","0","39733","513","0","1542","6","4413","946","52592","36510","35546","33804","35546","89.3906588308073","0","0","0","0","964","16082","16082","0","0","0","16082","0","580","0","214","45351","22713","54005","53452","37543","53195","0","0","0","0","2357","25","0","1107","18750","14573","488","18750","5469"
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","6/30/2019","11/18/2019","SB","205 South Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","17","79838","7761","6450","22031","0","45363","599","0","477","129","0","4077","79838","70542","58421","50188","58421","97.4102221765773","0","0","11750","0","371","9296","9296","0","0","0","9296","0","112","0","331","73844","47904","78063","78374.5","40090","77147","2317","2317","0","0","4479","660","11750","0","3230","8316","502","3230","0"
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","6/30/2019","11/18/2019","NM","401 East Spruce Street","ABBY BANCORP, INC.","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","10/24/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","","107","519566","26932","17827","74206","5599","387733","5153","0","13182","421","2535","8958","519566","473595","426439","357112","426439","90.1381653772168","5500","0","40000","0","1656","45971","45971","0","3000","10027","32944","0","4217","170","1572","485365","119584","510325","511455","419523","507022","6420","6420","0","0","51870","1301","40000","1344","57336","45406","5164","57336","2842"
"26590","13875","61476","3728930","ABINGTON BANK","Abington","MA","2351","6/30/2019","11/18/2019","SM","6 Harrison Avenue","HOMETOWN FINANCIAL GROUP MHC","6","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1916","3/6/1986","5/18/2019","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","","83","590197","33621","28622","51412","4993","440122","144","0","14436","0","27396","18217","590197","502986","456221","392796","456221","83.4536694854698","0","0","42657","0","4108","87211","87211","0","1","86459","751","0","1258","0","1638","525149","249076","380205.33","437031","376169","412749","10608","10608","0","0","70910","176","42657","0","63266","60087","346","63266","0"
"19600","0","535753","2107707","Academy Bank, National Association","Kansas City","MO","64154","6/30/2019","11/18/2019","N","8551 N Boardwalk Avenue","DICKINSON FINANCIAL CORPORATION II","73","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","10/17/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","582","1590993","113679","68491","172344","0","1258765","16780","0","16667","71","3207","26260","1590993","1354597","1283088","1043683","1283088","80.7629889696305","3737","0","55000","0","12772","236396","236396","0","12400","186099","37897","0","3791","135","4935","1499600","600781","1549246.33","1592790","1344702","1568274","0","0","0","0","104888","15121","55000","13634","274498","232031","16813","274498","30370"
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","6/30/2019","11/18/2019","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","21","129792","2062","292","20615","0","100035","1899","0","1364","45","0","5671","129792","116372","114067","95741","114067","76.4819209583775","0","0","1522","0","783","13420","13420","0","300","4642","8478","0","3747","0","2667","120942","32110","131482","131089","113299","132723","2143","2143","0","0","5859","86","1522","0","8901","13248","1422","8901","0"
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","6/30/2019","11/18/2019","NM","8712 West Dodge Road","3MV BANCORP, INC.","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.ACCESSBANK.COM","109","577700","39324","30697","46867","0","460645","6675","0","8943","0","11922","9999","577700","505955","493897","342182","493897","51.9961881021848","0","0","8061","0","3997","71745","71745","0","789","55553","15403","0","344","0","1717","538209","124019","552159.33","561714","555021","534964","4959","4959","0","0","25094","19882","8061","2488","120039","60195","6675","120039","38268"
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","6/30/2019","11/18/2019","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","5","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","71","389154","23042","19456","53843","9482","282948","3797","0","8932","0","443","10464","389154","351687","350240","268034","350240","65.3048119184885","0","0","0","0","1447","37467","37467","0","3311","32848","1308","0","3262","2562","987","365729","69720","385183.67","387598","301237","385565","6069","6069","0","0","43983","1549","0","693","55278","37274","3767","55278","3818"
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","6/30/2019","11/18/2019","NM","16 Lincoln Square","ACNB CORPORATION","29","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","7/1/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","337","1665469","76606","58390","201476","0","1268216","14057","0","28000","0","14854","76317","1665469","1497309","1385891","1309055","1385891","92.9182160553291","24137","0","73927","0","13354","168160","168160","0","4798","43353","120009","0","4395","0","4840","1528082","494681","1652305.33","1661485.5","1180793","1654414","50076","43891","0","6185","105290","5261","70216","3009","293901","162952","14138","293901","0"
"18489","12279","463650","5006472","Adams Bank & Trust","Ogallala","NE","69153","6/30/2019","11/18/2019","SM","315 North Spruce Street","ADAGE, LLC","20","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","191","799985","29667","20634","21666","0","716282","11092","0","13508","199","0","18663","799985","711551","673882","544101","673882","83.601505420016","0","0","33605","0","4064","88434","88434","20000","3000","17000","48434","0","1405","512","6976","758582","70195","789529.33","794101.5","738369","787687","2251","2251","0","0","44220","19","33605","1104","148102","88434","9253","148102","0"
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","6/30/2019","11/18/2019","SB","2 Center Street","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","102","615142","18870","10466","41960","8717","509962","3955","0","7176","423","8112","19922","615142","559344","502054","443747","502054","76.3428425848339","0","0","52500","0","4790","55798","55798","0","0","0","55798","0","2195","0","1786","571105","343182","595487.33","603351.5","370774","600882","11998","10514","0","1484","49015","1281","52500","0","59297","50221","4285","59297","0"
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","6/30/2019","11/18/2019","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","14","171652","5248","3775","52107","0","106169","1210","0","896","0","0","7232","171652","155055","104868","85465","104868","82.1704835575201","515","0","48408","0","1264","16597","16597","0","400","1700","14497","0","241","0","2065","162051","58380","167935.33","168541","126323","169321","2666","1733","0","933","11413","211","45521","0","21859","16802","1210","21859","0"
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","6/30/2019","11/18/2019","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","9","51173","4761","2410","9821","0","35019","297","0","680","0","0","892","51173","41389","34798","27937","34798","86.4254952627046","0","0","6550","0","41","9784","9784","0","100","3000","6684","0","16","0","476","47250","11213","50004.67","50184.5","40785","49872","0","0","0","0","3410","1577","6550","0","4995","9754","297","4995","0"
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","6/30/2019","11/18/2019","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","190","861454","30283","0","279424","8491","504882","3189","0","5384","135","2416","30439","861454","792915","724113","511847","724113","62.1032627746695","31421","0","31510","0","5871","68539","68539","0","3792","20527","44220","0","10513","0","3172","792797","322013","847828.67","861020.5","427186","854521","15899","15899","0","0","161880","8921","31510","1411","103381","66416","3191","103381","0"
"27015","13964","541307","1250138","Admirals Bank","Boston","MA","2116","6/30/2019","11/18/2019","SA","579 Boylston Street","ADMIRALS BANCORP, INC.","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","9/30/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","54","226046","35592","34589","0","0","182317","1712","0","1812","0","483","5842","226046","188683","171035","170470","171035","71.4783756321463","0","0","13000","0","4648","37363","37363","0","250","66279","-29166","0","715","66","712","216906","86507","239591.67","239261.5","182660","248690","0","0","0","0","29534","0","13000","0","3526","36880","1909","3526","0"
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","6/30/2019","11/18/2019","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","31","142057","11549","8103","33085","1902","93226","1199","0","756","42","0","1497","142057","125204","124639","95496","124639","86.8736968471599","0","0","0","0","565","16853","16853","0","100","600","16153","0","822","0","1144","136316","62245","142632.33","142676.5","100249","142772","0","0","0","0","3971","400","0","0","9682","16464","1199","9682","0"
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","6/30/2019","11/18/2019","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","","11","49863","5516","4375","1651","0","41680","446","0","162","0","0","854","49863","45085","44108","35344","44108","79.5350100740271","59","0","810","0","108","4778","4778","0","120","3755","903","0","11","0","679","47706","6075","49690.67","49406.5","42628","49686","0","0","0","0","5111","3675","750","0","3193","4767","446","3193","0"
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","6/30/2019","11/18/2019","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","8","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","10/8/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","20","57297","1451","0","16248","3472","33092","285","0","1836","729","0","469","57297","49335","49302","36536","49302","87.9280630968553","0","0","0","0","33","7962","7962","0","337","337","7288","0","437","76","207","52812","13532","57740.67","57702.5","40585","57746","0","0","0","0","551","20","0","0","4340","7840","285","4340","0"
"57072","0","2927615","0","Advantage Bank","Loveland","CO","80538","6/30/2019","11/18/2019","NM","1475 North Denver Avenue","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","8/4/2019","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","","39","309906","35520","29832","7335","0","256271","2148","0","7086","726","575","2393","309906","268075","255469","196625","255469","86.7798798740047","0","0","12000","0","606","41831","41831","0","2431","18635","20765","0","1240","0","892","293438","16654","309157","308529.5","249274","309095","0","0","0","0","29864","1823","12000","0","37169","40869","2148","37169","0"
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","6/30/2019","11/18/2019","NM","101 W Business County Rd. A","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","7/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.advantagecommunity.com","29","145230","21237","18776","25256","1318","90462","1159","0","1931","0","805","4221","145230","126466","122906","105045","122906","90.2191145981544","0","0","2018","0","1542","18764","18764","0","90","6986","11688","0","0","0","501","135812","18374","147037.67","145107.5","99402","142276","3257","3257","0","0","2032","4213","2018","0","22688","18203","1159","22688","0"
"34885","14544","965789","5189450","Affiliated Bank, National Association","Bedford","TX","76021","6/30/2019","11/18/2019","N","500 Harwood Rd.","SBH MANAGER, LLC","4","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","2/28/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.affiliatedbank.com","206","877645","59272","52779","0","864","753353","2782","0","15453","586","36869","11248","877645","763333","711415","577183","711415","72.3711473438604","0","0","48000","0","3918","114312","114312","0","3","107566","6743","0","499","0","3078","806996","269893","809326.33","838145.5","798250","808631","0","0","0","0","160933","880","48000","17244","262696","81937","2807","262696","65743"
"57264","0","3118447","3118456","AFFINITY BANK","Atlanta","GA","30339","6/30/2019","11/18/2019","NM","400 Galleria Pkwy Se, # 900","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","12/27/2017","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.myaffinitybank.com","28","307542","13583","10016","18245","11259","248271","2946","0","852","1532","0","13800","307542","274599","227581","154256","227581","83.2248801306707","8005","0","38000","0","1013","32943","32943","0","5961","39707","-12725","0","100","0","627","287791","157046","304088","312975","283089","307397","7349","7349","0","0","24377","2561","38000","0","27630","30517","2946","27630","0"
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","6/30/2019","11/18/2019","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","10","36891","2645","0","31339","0","0","0","0","331","0","0","2576","36891","1338","500","500","500","50.0998003992016","0","0","0","0","838","35553","35553","0","0","32008","3545","0","0","0","19","31339","20025","36060.33","36550.5","6146","33750","0","0","0","0","500","0","0","0","0","32969","0","0","0"
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","6/30/2019","11/18/2019","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","20","0","0","4","0","Lamb","","","9/19/1925","1/1/1934","4/27/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","241","1434731","65084","42633","319603","0","990577","11659","0","21624","739","15724","21380","1434731","1271798","1248506","916139","1248506","66.2872300647661","15403","0","0","0","7889","162933","162933","0","979","91428","70526","0","516","0","6456","1352813","471501","1418651.67","1427444.5","1087205","1403780","7893","7893","0","0","189137","5140","0","2824","229168","143898","11659","229168","56250"
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","6/30/2019","11/18/2019","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","8","21024","4450","3916","601","0","12663","158","0","12","2823","0","475","21024","16849","15510","14095","15510","91.7165861513688","0","0","1200","0","139","4175","4175","0","1","9999","-5825","0","780","0","55","17180","1362","22298.67","21508.5","16611","21385","0","0","0","0","2105","864","1200","0","1997","4117","158","1997","0"
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","6/30/2019","11/18/2019","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","36","256366","59635","54245","66836","0","125485","2156","0","2216","0","0","2194","256366","230138","229662","174589","229662","58.3645695926444","0","0","0","0","476","26228","26228","0","300","300","25628","0","393","0","1742","246566","56405","253170.67","256929","138487","256065","0","0","0","0","6967","14840","0","0","26833","25765","1736","26833","0"
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","6/30/2019","11/18/2019","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","66","597163","104198","95669","58085","0","426184","5018","0","3246","145","1112","4193","597163","499427","496643","383315","496643","58.1208769106999","0","0","0","0","2784","97736","97736","0","0","5789","91947","0","3214","0","1734","579938","14919","599207.67","598389.5","461158","601091","0","0","0","0","92750","29808","0","0","89398","96271","5018","89398","0"
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","6/30/2019","11/18/2019","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","41","197372","6557","1040","14268","19000","146041","2552","0","3605","0","0","7901","197372","171922","170978","85403","170978","84.2394259951231","0","0","0","0","944","25450","25450","0","1560","14538","9352","0","424","0","485","180349","34465","193471.33","196370.5","170656","194795","6576","6576","0","0","4530","465","0","0","25347","25181","2138","25347","0"
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","6/30/2019","11/18/2019","SM","13216 Broadway","","2","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","60","344860","9902","2422","43470","5575","270908","3559","0","1899","861","0","12245","344860","301645","296500","229035","296500","81.2787142746391","0","0","4000","0","1145","43215","43215","0","263","1000","41952","0","9313","0","1249","322375","66614","339293","342987","246345","344623","9145","6567","0","2578","14470","808","4000","0","38146","43215","3085","38146","0"
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","6/30/2019","11/18/2019","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","17","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","792","2203635","44920","11627","256253","0","1736822","21246","0","30923","381","52001","82335","2203635","1934492","1760320","1247344","1760320","48.5414747653963","6445","0","135000","0","32727","269143","269143","0","4100","85056","179987","0","4651","0","7817","2004702","741232","2197053.67","2207340.5","1859592","2150854","31159","22849","0","8310","177580","665","135000","44616","533491","221218","21246","533491","303142"
"13080","0","585235","1201989","Algonquin State Bank","Algonquin","IL","60102","6/30/2019","11/18/2019","NM","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","12/23/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","24","139881","11956","10540","29960","0","89195","630","0","2542","1652","496","4080","139881","124344","123566","94166","123566","84.3523492104582","0","0","0","0","778","15537","15537","0","300","8696","6541","0","0","0","572","129695","36287","144652.33","143302","104862","141967","3313","3313","0","0","1116","1892","0","0","15876","14935","630","15876","0"
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","6/30/2019","11/18/2019","NM","200 South Rockwell Avenue","","7","0","0","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","110","442235","10943","5241","46485","234","365486","3572","0","5585","559","3610","9333","442235","397505","396723","344208","396723","89.2193430261697","0","0","0","0","782","44730","44730","0","1608","36907","6215","0","4561","0","5155","417446","38257","437696.33","437297.5","373626","435322","0","0","0","0","9556","412","0","0","47565","41078","3572","47565","0"
