"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
7581,6/30/2019 0:00:00,3494,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00
7586,6/30/2019 0:00:00,3497,0.00,0.00,0.00,0.00,0.00,0.00,75034.00,75034.00,0.00,0.00,0.00,0.00,347392.00,0.00,347392.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1965.00,0.00,1965.00,0.00,0.00,0.00,424391.00,424391.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7590,6/30/2019 0:00:00,3499,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14517723.00,0.00,14517723.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,558131.00,558131.00,0.00,4748013.00,0.00,4748013.00,191619.00,0.00,191619.00,42740944.00,42740944.00,0.00,23283589.00,0.00,23283589.00,40.00,9.00,0.00,5.00,0.00,0.00,7.00,2.00,16.00,7.00,26.00,9.00,35.00,9.00,0.00,2.00,0.00,14.00,49.00,1227.00,319.00,0.00,0.00,0.00,0.00,0.00,0.00,585.00
7594,6/30/2019 0:00:00,3502,0.00,0.00,0.00,0.00,0.00,0.00,596416.00,596416.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,0.00,600.00,0.00,0.00,0.00,606661.00,606661.00,0.00,9645.00,0.00,9645.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
7599,6/30/2019 0:00:00,3506,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169274.00,0.00,169274.00,0.00,0.00,0.00,169274.00,169274.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00
7604,6/30/2019 0:00:00,3509,0.00,0.00,0.00,0.00,0.00,0.00,271516.00,271516.00,0.00,0.00,0.00,0.00,10485009.00,0.00,10485009.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,345868.00,0.00,345868.00,551247.00,0.00,551247.00,14641640.00,14641640.00,0.00,2988000.00,0.00,2988000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,126.00
7608,6/30/2019 0:00:00,3511,0.00,0.00,0.00,0.00,0.00,0.00,27753569.00,27753569.00,0.00,0.00,0.00,0.00,38966017.00,0.00,38966017.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1150175.00,0.00,1150175.00,70503109.00,70503109.00,0.00,2633348.00,0.00,2633348.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,23.00,23.00,0.00,0.00,0.00,0.00,0.00,23.00,455.00,45.00,1211.00,0.00,0.00,0.00,0.00,0.00,713.00
7610,6/30/2019 0:00:00,3513,0.00,0.00,0.00,0.00,0.00,0.00,179648.00,179648.00,0.00,0.00,0.00,0.00,0.00,287250.00,287250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,466898.00,179648.00,287250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00
7617,6/30/2019 0:00:00,3517,0.00,0.00,0.00,0.00,0.00,0.00,985680.00,985680.00,0.00,0.00,0.00,0.00,2918816.00,0.00,2918816.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27331.00,0.00,27331.00,109902.00,0.00,109902.00,4315234.00,4315234.00,0.00,273505.00,0.00,273505.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,27.00,3.00,0.00,0.00,0.00,0.00,0.00,22.00
7628,6/30/2019 0:00:00,3522,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2357110.00,0.00,2357110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191743.00,0.00,191743.00,0.00,0.00,0.00,3439277.00,3439277.00,0.00,890424.00,0.00,890424.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00
7633,6/30/2019 0:00:00,3525,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,296909.00,0.00,296909.00,0.00,0.00,0.00,296909.00,296909.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,54.00
7641,6/30/2019 0:00:00,3531,0.00,0.00,0.00,0.00,0.00,0.00,293417.00,293417.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,937368.00,0.00,937368.00,363703.00,0.00,363703.00,1708886.00,1708886.00,0.00,114398.00,0.00,114398.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,2.00,1.00,0.00,1.00,0.00,1.00,3.00,209.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,486.00
7644,6/30/2019 0:00:00,3532,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00
7652,6/30/2019 0:00:00,3536,0.00,0.00,0.00,0.00,0.00,0.00,1069747.00,1069747.00,0.00,0.00,0.00,0.00,1328365.00,0.00,1328365.00,0.00,0.00,0.00,0.00,0.00,0.00,23585.00,0.00,23585.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2414231.00,2414231.00,0.00,16119.00,0.00,16119.00,2.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,10.00,12.00,0.00,0.00,1.00,10.00,0.00,12.00,137.00,133.00,0.00,1.00,0.00,0.00,0.00,1.00,67.00
7656,6/30/2019 0:00:00,3539,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98497.00,98497.00,0.00,98497.00,0.00,98497.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00
7662,6/30/2019 0:00:00,3544,0.00,0.00,0.00,0.00,0.00,0.00,226.00,226.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226.00,226.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,27.00
7672,6/30/2019 0:00:00,3550,0.00,0.00,0.00,0.00,0.00,0.00,87375.00,87375.00,0.00,0.00,0.00,0.00,1064948.00,0.00,1064948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1152323.00,1152323.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,288.00
7673,6/30/2019 0:00:00,3551,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.00
7674,6/30/2019 0:00:00,3552,0.00,0.00,0.00,0.00,0.00,0.00,3140334.00,3140334.00,0.00,0.00,0.00,0.00,3053015.00,0.00,3053015.00,0.00,0.00,0.00,0.00,62876.00,62876.00,0.00,0.00,0.00,62876.00,0.00,62876.00,0.00,0.00,0.00,0.00,0.00,0.00,6946276.00,6946276.00,0.00,752927.00,0.00,752927.00,4.00,16.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,10.00,2.00,15.00,13.00,2.00,0.00,0.00,0.00,3.00,20.00,135.00,183.00,21.00,1.00,0.00,0.00,1.00,2.00,112.00
7677,6/30/2019 0:00:00,3555,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00
7684,6/30/2019 0:00:00,3560,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00
7688,6/30/2019 0:00:00,3561,0.00,0.00,0.00,0.00,0.00,0.00,5139177.00,5139177.00,0.00,332330.00,332330.00,0.00,24861644.00,0.00,24861644.00,0.00,0.00,0.00,1865422.00,0.00,1865422.00,0.00,0.00,0.00,2238853.00,2238853.00,0.00,8030667.00,0.00,8030667.00,36886.00,0.00,36886.00,49986263.00,49986263.00,0.00,11585559.00,0.00,11585559.00,26.00,3.00,1.00,0.00,0.00,0.00,10.00,0.00,3.00,0.00,18.00,3.00,20.00,7.00,0.00,1.00,0.00,8.00,29.00,671.00,511.00,5.00,3.00,0.00,0.00,0.00,3.00,385.00
7698,6/30/2019 0:00:00,3568,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
7700,6/30/2019 0:00:00,3570,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
7715,6/30/2019 0:00:00,3575,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
7716,6/30/2019 0:00:00,3576,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139352.00,0.00,139352.00,149352.00,149352.00,0.00,10000.00,0.00,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00
7717,6/30/2019 0:00:00,3577,0.00,0.00,0.00,0.00,0.00,0.00,1806560.00,1806560.00,0.00,0.00,0.00,0.00,5160448.00,0.00,5160448.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,208742.00,0.00,208742.00,959836.00,0.00,959836.00,10024386.00,10024386.00,0.00,1888800.00,0.00,1888800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,219.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00
7722,6/30/2019 0:00:00,3579,0.00,0.00,0.00,0.00,0.00,0.00,288815.00,288815.00,0.00,0.00,0.00,0.00,4871660.00,0.00,4871660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3980621.00,0.00,3980621.00,12097058.00,12097058.00,0.00,2955962.00,0.00,2955962.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,235.00
7723,6/30/2019 0:00:00,3580,0.00,0.00,0.00,0.00,0.00,0.00,11603798.00,11603798.00,0.00,0.00,0.00,0.00,41866009.00,0.00,41866009.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600000.00,0.00,600000.00,0.00,0.00,0.00,54744910.00,54744910.00,0.00,675103.00,0.00,675103.00,1.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,7.00,0.00,0.00,7.00,8.00,433.00,951.00,0.00,0.00,0.00,0.00,0.00,0.00,437.00
7724,6/30/2019 0:00:00,3581,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,880196.00,0.00,880196.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1213796.00,1213796.00,0.00,333600.00,0.00,333600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00
7731,6/30/2019 0:00:00,3585,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,588718.00,0.00,588718.00,685318.00,685318.00,0.00,96600.00,0.00,96600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00
7748,6/30/2019 0:00:00,3596,0.00,0.00,0.00,0.00,0.00,0.00,8317695.00,8317695.00,0.00,0.00,0.00,0.00,18559603.00,0.00,18559603.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27073385.00,27073385.00,0.00,196087.00,0.00,196087.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,348.00,288.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00
7770,6/30/2019 0:00:00,3606,0.00,0.00,0.00,0.00,0.00,0.00,1629909.00,1629909.00,0.00,0.00,0.00,0.00,3679611.00,0.00,3679611.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,621084.00,0.00,621084.00,0.00,0.00,0.00,8160390.00,8160390.00,0.00,2229786.00,0.00,2229786.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,5.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,15.00,49.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
7772,6/30/2019 0:00:00,3607,0.00,0.00,0.00,0.00,0.00,0.00,539976.00,539976.00,0.00,0.00,0.00,0.00,2821265.00,0.00,2821265.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3618.00,0.00,3618.00,0.00,0.00,0.00,6182998.00,6182998.00,0.00,2818139.00,0.00,2818139.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00
7776,6/30/2019 0:00:00,3609,0.00,0.00,0.00,0.00,0.00,0.00,3588409.00,3588409.00,0.00,0.00,0.00,0.00,16629220.00,0.00,16629220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1516300.00,0.00,1516300.00,0.00,0.00,0.00,27493382.00,27493382.00,0.00,5759453.00,0.00,5759453.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,426.00,419.00,0.00,0.00,0.00,0.00,0.00,0.00,1992.00
7783,6/30/2019 0:00:00,3612,0.00,0.00,0.00,0.00,0.00,0.00,2350330.00,2350330.00,0.00,706539.00,706539.00,0.00,13899559.00,0.00,13899559.00,30000.00,30000.00,0.00,0.00,22720.00,22720.00,0.00,0.00,0.00,483074.00,460354.00,22720.00,640939.00,0.00,640939.00,805187.00,0.00,805187.00,18917893.00,18917893.00,0.00,515339.00,0.00,515339.00,94.00,7.00,0.00,18.00,0.00,0.00,34.00,4.00,18.00,2.00,63.00,7.00,70.00,13.00,0.00,11.00,0.00,31.00,101.00,476.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,615.00
7790,6/30/2019 0:00:00,3616,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00
7810,6/30/2019 0:00:00,3628,0.00,0.00,0.00,0.00,0.00,0.00,137828.00,137828.00,0.00,0.00,0.00,0.00,334459.00,0.00,334459.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15780.00,0.00,15780.00,262251.00,0.00,262251.00,750318.00,750318.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00
7817,6/30/2019 0:00:00,3633,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4185932.00,0.00,4185932.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47758.00,0.00,47758.00,0.00,0.00,0.00,4726944.00,4726944.00,0.00,493254.00,0.00,493254.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,14.00,14.00,0.00,0.00,0.00,0.00,0.00,14.00,34.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,176.00
7821,6/30/2019 0:00:00,3634,0.00,0.00,0.00,0.00,0.00,0.00,305318.00,305318.00,0.00,0.00,0.00,0.00,1984032.00,0.00,1984032.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1456597.00,0.00,1456597.00,4984947.00,4984947.00,0.00,1239000.00,0.00,1239000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00
7822,6/30/2019 0:00:00,3635,0.00,0.00,0.00,0.00,0.00,0.00,25000.00,25000.00,0.00,0.00,0.00,0.00,2967272.00,0.00,2967272.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109210.00,0.00,109210.00,0.00,0.00,0.00,3101806.00,3101806.00,0.00,324.00,0.00,324.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,261.00
7825,6/30/2019 0:00:00,3637,0.00,0.00,0.00,0.00,0.00,0.00,471174.00,471174.00,0.00,0.00,0.00,0.00,6949776.00,0.00,6949776.00,0.00,0.00,0.00,704073.00,0.00,704073.00,0.00,0.00,0.00,1225890.00,1225890.00,0.00,0.00,0.00,0.00,1599109.00,0.00,1599109.00,11053012.00,11053012.00,0.00,2032953.00,0.00,2032953.00,31.00,37.00,0.00,0.00,0.00,0.00,18.00,12.00,13.00,25.00,31.00,37.00,65.00,0.00,0.00,0.00,0.00,0.00,68.00,99.00,238.00,16.00,0.00,0.00,0.00,0.00,0.00,156.00
7835,6/30/2019 0:00:00,3647,0.00,0.00,0.00,0.00,0.00,0.00,31685629.00,31685629.00,0.00,0.00,0.00,0.00,76856863.00,0.00,76856863.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266368.00,266368.00,0.00,19657739.00,0.00,19657739.00,0.00,0.00,0.00,146625993.00,146625993.00,0.00,18425762.00,0.00,18425762.00,125.00,10.00,0.00,7.00,0.00,0.00,38.00,0.00,46.00,10.00,110.00,10.00,118.00,8.00,0.00,26.00,0.00,16.00,135.00,613.00,1164.00,0.00,0.00,0.00,0.00,0.00,0.00,598.00
7840,6/30/2019 0:00:00,3650,0.00,0.00,0.00,0.00,0.00,0.00,253829269.00,253829269.00,0.00,23131.00,23131.00,0.00,129127714.00,0.00,129127714.00,0.00,0.00,0.00,0.00,11746277.00,11746277.00,0.00,0.00,0.00,10639232.00,10639232.00,0.00,133300844.00,0.00,133300844.00,1928417.00,0.00,1928417.00,555968062.00,555968062.00,0.00,37758687.00,0.00,37758687.00,894.00,4.00,1.00,693.00,0.00,0.00,82.00,0.00,63.00,2.00,155.00,4.00,159.00,45.00,0.00,7.00,0.00,445.00,898.00,4742.00,9644.00,219.00,2.00,0.00,0.00,0.00,2.00,3982.00
