Fips State,Fips County,State,County Name,Census Tract,
1,1,AL,Autauga County,20200,
1,1,AL,Autauga County,20300,
1,1,AL,Autauga County,20700,
1,1,AL,Autauga County,20900,
1,1,AL,Autauga County,21000,
1,1,AL,Autauga County,21100,
1,3,AL,Baldwin County,10100,
1,3,AL,Baldwin County,10200,
1,3,AL,Baldwin County,10400,
1,3,AL,Baldwin County,10500,
1,3,AL,Baldwin County,10600,
1,3,AL,Baldwin County,10800,
1,3,AL,Baldwin County,10903,
1,3,AL,Baldwin County,10904,
1,3,AL,Baldwin County,10905,
1,3,AL,Baldwin County,10906,
1,3,AL,Baldwin County,11000,
1,3,AL,Baldwin County,11401,
1,3,AL,Baldwin County,11403,
1,3,AL,Baldwin County,11407,
1,3,AL,Baldwin County,11408,
1,3,AL,Baldwin County,11501,
1,3,AL,Baldwin County,11502,
1,3,AL,Baldwin County,11601,
1,3,AL,Baldwin County,11602,
1,5,AL,Barbour County,950200,
1,5,AL,Barbour County,950300,
1,5,AL,Barbour County,950400,
1,5,AL,Barbour County,950600,
1,5,AL,Barbour County,950700,
1,5,AL,Barbour County,950900,
1,7,AL,Bibb County,10002,
1,7,AL,Bibb County,10003,
1,7,AL,Bibb County,10004,
1,9,AL,Blount County,50101,
1,9,AL,Blount County,50102,
1,9,AL,Blount County,50200,
1,9,AL,Blount County,50300,
1,9,AL,Blount County,50400,
1,9,AL,Blount County,50500,
1,9,AL,Blount County,50700,
1,11,AL,Bullock County,952100,
1,11,AL,Bullock County,952200,
1,13,AL,Butler County,952700,
1,13,AL,Butler County,952900,
1,13,AL,Butler County,953100,
1,13,AL,Butler County,953200,
1,13,AL,Butler County,953400,
1,13,AL,Butler County,953500,
1,15,AL,Calhoun County,200,
1,15,AL,Calhoun County,300,
1,15,AL,Calhoun County,400,
1,15,AL,Calhoun County,500,
1,15,AL,Calhoun County,600,
1,15,AL,Calhoun County,700,
1,15,AL,Calhoun County,800,
1,15,AL,Calhoun County,900,
1,15,AL,Calhoun County,1100,
1,15,AL,Calhoun County,1201,
1,15,AL,Calhoun County,1202,
1,15,AL,Calhoun County,1300,
1,15,AL,Calhoun County,1400,
1,15,AL,Calhoun County,1500,
1,15,AL,Calhoun County,1600,
1,15,AL,Calhoun County,1700,
1,15,AL,Calhoun County,1800,
1,15,AL,Calhoun County,2101,
1,15,AL,Calhoun County,2102,
1,15,AL,Calhoun County,2103,
1,15,AL,Calhoun County,2200,
1,15,AL,Calhoun County,2300,
1,15,AL,Calhoun County,2400,
1,15,AL,Calhoun County,2600,
1,17,AL,Chambers County,953800,
1,17,AL,Chambers County,953900,
1,17,AL,Chambers County,954000,
1,17,AL,Chambers County,954300,
1,17,AL,Chambers County,954400,
1,17,AL,Chambers County,954500,
1,17,AL,Chambers County,954600,
1,17,AL,Chambers County,954700,
1,19,AL,Cherokee County,955702,
1,21,AL,Chilton County,60101,
1,21,AL,Chilton County,60200,
1,21,AL,Chilton County,60300,
1,21,AL,Chilton County,60401,
1,21,AL,Chilton County,60402,
1,21,AL,Chilton County,60500,
1,21,AL,Chilton County,60600,
1,21,AL,Chilton County,60700,
1,23,AL,Choctaw County,956700,
1,23,AL,Choctaw County,956800,
1,23,AL,Choctaw County,957000,
1,25,AL,Clarke County,957500,
1,25,AL,Clarke County,957700,
1,25,AL,Clarke County,957902,
1,25,AL,Clarke County,958001,
1,25,AL,Clarke County,958002,
1,27,AL,Clay County,959000,
1,27,AL,Clay County,959100,
1,29,AL,Cleburne County,959500,
1,29,AL,Cleburne County,959600,
1,31,AL,Coffee County,10500,
1,31,AL,Coffee County,11300,
1,33,AL,Colbert County,20100,
1,33,AL,Colbert County,20200,
1,33,AL,Colbert County,20300,
1,33,AL,Colbert County,20500,
1,33,AL,Colbert County,20600,
1,33,AL,Colbert County,20704,
1,33,AL,Colbert County,20801,
1,33,AL,Colbert County,20802,
1,33,AL,Colbert County,20901,
1,33,AL,Colbert County,20902,
1,33,AL,Colbert County,21000,
1,35,AL,Conecuh County,960200,
1,35,AL,Conecuh County,960400,
1,35,AL,Conecuh County,960500,
1,35,AL,Conecuh County,960600,
1,37,AL,Coosa County,961000,
1,37,AL,Coosa County,961200,
1,39,AL,Covington County,961800,
1,39,AL,Covington County,962000,
1,39,AL,Covington County,962100,
1,39,AL,Covington County,962600,
1,39,AL,Covington County,962700,
1,39,AL,Covington County,962800,
1,39,AL,Covington County,963000,
1,41,AL,Crenshaw County,963400,
1,41,AL,Crenshaw County,963700,
1,41,AL,Crenshaw County,963800,
1,43,AL,Cullman County,964100,
1,43,AL,Cullman County,964800,
1,43,AL,Cullman County,965000,
1,43,AL,Cullman County,965401,
1,45,AL,Dale County,20500,
1,45,AL,Dale County,20700,
1,45,AL,Dale County,21102,
1,45,AL,Dale County,21400,
1,47,AL,Dallas County,956201,
1,47,AL,Dallas County,956300,
1,47,AL,Dallas County,956400,
1,47,AL,Dallas County,956500,
1,47,AL,Dallas County,956600,
1,47,AL,Dallas County,956702,
1,47,AL,Dallas County,956800,
1,47,AL,Dallas County,956900,
1,47,AL,Dallas County,957000,
1,47,AL,Dallas County,957100,
1,47,AL,Dallas County,957200,
1,47,AL,Dallas County,957300,
1,49,AL,DeKalb County,960200,
1,49,AL,DeKalb County,960400,
1,49,AL,DeKalb County,960500,
1,49,AL,DeKalb County,960600,
1,49,AL,DeKalb County,960700,
1,49,AL,DeKalb County,960800,
1,49,AL,DeKalb County,960900,
1,49,AL,DeKalb County,961000,
1,49,AL,DeKalb County,961100,
1,49,AL,DeKalb County,961300,
1,49,AL,DeKalb County,961400,
1,51,AL,Elmore County,30500,
1,51,AL,Elmore County,30600,
1,51,AL,Elmore County,30800,
1,51,AL,Elmore County,30902,
1,51,AL,Elmore County,31200,
1,51,AL,Elmore County,31300,
1,53,AL,Escambia County,969800,
1,53,AL,Escambia County,970200,
1,53,AL,Escambia County,970300,
1,53,AL,Escambia County,970400,
1,53,AL,Escambia County,970600,
1,55,AL,Etowah County,200,
1,55,AL,Etowah County,300,
1,55,AL,Etowah County,400,
1,55,AL,Etowah County,500,
1,55,AL,Etowah County,600,
1,55,AL,Etowah County,700,
1,55,AL,Etowah County,800,
1,55,AL,Etowah County,900,
1,55,AL,Etowah County,1000,
1,55,AL,Etowah County,1200,
1,55,AL,Etowah County,1300,
1,55,AL,Etowah County,1600,
1,55,AL,Etowah County,1700,
1,55,AL,Etowah County,10100,
1,55,AL,Etowah County,10200,
1,55,AL,Etowah County,10300,
1,55,AL,Etowah County,10401,
1,55,AL,Etowah County,10602,
1,55,AL,Etowah County,10700,
1,55,AL,Etowah County,10800,
1,55,AL,Etowah County,10900,
1,55,AL,Etowah County,11001,
1,55,AL,Etowah County,11002,
1,55,AL,Etowah County,11100,
1,55,AL,Etowah County,11200,
1,57,AL,Fayette County,20000,
1,57,AL,Fayette County,20200,
1,57,AL,Fayette County,20300,
1,57,AL,Fayette County,20400,
1,59,AL,Franklin County,973000,
1,59,AL,Franklin County,973500,
1,59,AL,Franklin County,973600,
1,59,AL,Franklin County,973700,
1,61,AL,Geneva County,50100,
1,61,AL,Geneva County,50200,
1,61,AL,Geneva County,50300,
1,61,AL,Geneva County,50400,
1,61,AL,Geneva County,50500,
1,61,AL,Geneva County,50600,
1,63,AL,Greene County,60000,
1,63,AL,Greene County,60100,
1,63,AL,Greene County,60200,
1,65,AL,Hale County,40000,
1,65,AL,Hale County,40100,
1,65,AL,Hale County,40200,
1,65,AL,Hale County,40300,
1,65,AL,Hale County,40400,
1,65,AL,Hale County,40500,
1,67,AL,Henry County,30100,
1,67,AL,Henry County,30200,
1,67,AL,Henry County,30300,
1,67,AL,Henry County,30400,
1,67,AL,Henry County,30600,
1,69,AL,Houston County,40301,
1,69,AL,Houston County,40302,
1,69,AL,Houston County,40600,
1,69,AL,Houston County,40700,
1,69,AL,Houston County,40800,
1,69,AL,Houston County,41000,
1,69,AL,Houston County,41100,
1,69,AL,Houston County,41200,
1,69,AL,Houston County,41400,
1,69,AL,Houston County,41500,
1,69,AL,Houston County,41600,
1,69,AL,Houston County,41700,
1,69,AL,Houston County,41800,
1,69,AL,Houston County,41900,
1,69,AL,Houston County,42000,
1,69,AL,Houston County,42100,
1,71,AL,Jackson County,950100,
1,71,AL,Jackson County,950200,
1,71,AL,Jackson County,950300,
1,71,AL,Jackson County,950400,
1,71,AL,Jackson County,950500,
1,71,AL,Jackson County,950600,
1,71,AL,Jackson County,950800,
1,71,AL,Jackson County,951000,
1,73,AL,Jefferson County,100,
1,73,AL,Jefferson County,300,
1,73,AL,Jefferson County,400,
1,73,AL,Jefferson County,500,
1,73,AL,Jefferson County,700,
1,73,AL,Jefferson County,800,
1,73,AL,Jefferson County,1100,
1,73,AL,Jefferson County,1200,
1,73,AL,Jefferson County,1400,
1,73,AL,Jefferson County,1500,
1,73,AL,Jefferson County,1600,
1,73,AL,Jefferson County,1902,
1,73,AL,Jefferson County,2000,
1,73,AL,Jefferson County,2100,
1,73,AL,Jefferson County,2200,
1,73,AL,Jefferson County,2303,
1,73,AL,Jefferson County,2400,
1,73,AL,Jefferson County,2700,
1,73,AL,Jefferson County,2900,
1,73,AL,Jefferson County,3001,
1,73,AL,Jefferson County,3002,
1,73,AL,Jefferson County,3100,
1,73,AL,Jefferson County,3200,
1,73,AL,Jefferson County,3300,
1,73,AL,Jefferson County,3400,
1,73,AL,Jefferson County,3500,
1,73,AL,Jefferson County,3600,
1,73,AL,Jefferson County,3700,
1,73,AL,Jefferson County,3802,
1,73,AL,Jefferson County,3803,
1,73,AL,Jefferson County,3900,
1,73,AL,Jefferson County,4000,
1,73,AL,Jefferson County,4200,
1,73,AL,Jefferson County,4500,
1,73,AL,Jefferson County,4901,
1,73,AL,Jefferson County,4902,
1,73,AL,Jefferson County,5000,
1,73,AL,Jefferson County,5101,
1,73,AL,Jefferson County,5103,
1,73,AL,Jefferson County,5104,
1,73,AL,Jefferson County,5200,
1,73,AL,Jefferson County,5500,
1,73,AL,Jefferson County,5600,
1,73,AL,Jefferson County,5701,
1,73,AL,Jefferson County,5702,
1,73,AL,Jefferson County,5800,
1,73,AL,Jefferson County,5903,
1,73,AL,Jefferson County,5905,
1,73,AL,Jefferson County,5908,
1,73,AL,Jefferson County,5909,
1,73,AL,Jefferson County,10001,
1,73,AL,Jefferson County,10002,
1,73,AL,Jefferson County,10100,
1,73,AL,Jefferson County,10200,
1,73,AL,Jefferson County,10301,
1,73,AL,Jefferson County,10302,
1,73,AL,Jefferson County,10401,
1,73,AL,Jefferson County,10402,
1,73,AL,Jefferson County,10500,
1,73,AL,Jefferson County,10602,
1,73,AL,Jefferson County,10603,
1,73,AL,Jefferson County,10701,
1,73,AL,Jefferson County,10704,
1,73,AL,Jefferson County,10706,
1,73,AL,Jefferson County,10900,
1,73,AL,Jefferson County,11001,
1,73,AL,Jefferson County,11002,
1,73,AL,Jefferson County,11205,
1,73,AL,Jefferson County,11207,
1,73,AL,Jefferson County,11209,
1,73,AL,Jefferson County,11210,
1,73,AL,Jefferson County,11301,
1,73,AL,Jefferson County,11400,
1,73,AL,Jefferson County,11500,
1,73,AL,Jefferson County,11706,
1,73,AL,Jefferson County,11802,
1,73,AL,Jefferson County,11803,
1,73,AL,Jefferson County,11804,
1,73,AL,Jefferson County,11901,
1,73,AL,Jefferson County,11904,
1,73,AL,Jefferson County,12103,
1,73,AL,Jefferson County,12402,
1,73,AL,Jefferson County,12403,
1,73,AL,Jefferson County,12500,
1,73,AL,Jefferson County,12602,
1,73,AL,Jefferson County,12701,
1,73,AL,Jefferson County,12908,
1,73,AL,Jefferson County,12912,
1,73,AL,Jefferson County,12913,
1,73,AL,Jefferson County,13002,
1,73,AL,Jefferson County,13100,
1,73,AL,Jefferson County,13200,
1,73,AL,Jefferson County,13300,
1,73,AL,Jefferson County,13400,
1,73,AL,Jefferson County,13601,
1,73,AL,Jefferson County,13801,
1,73,AL,Jefferson County,13901,
1,73,AL,Jefferson County,13902,
1,73,AL,Jefferson County,14105,
1,73,AL,Jefferson County,14301,
1,75,AL,Lamar County,30000,
1,77,AL,Lauderdale County,10100,
1,77,AL,Lauderdale County,10200,
1,77,AL,Lauderdale County,10300,
1,77,AL,Lauderdale County,10400,
1,77,AL,Lauderdale County,10600,
1,77,AL,Lauderdale County,10700,
1,77,AL,Lauderdale County,10800,
1,77,AL,Lauderdale County,10900,
1,77,AL,Lauderdale County,11000,
1,77,AL,Lauderdale County,11200,
1,77,AL,Lauderdale County,11300,
1,77,AL,Lauderdale County,11400,
1,77,AL,Lauderdale County,11502,
1,77,AL,Lauderdale County,11602,
1,77,AL,Lauderdale County,11700,
1,77,AL,Lauderdale County,11801,
1,77,AL,Lauderdale County,11802,
1,79,AL,Lawrence County,979100,
1,79,AL,Lawrence County,979200,
1,79,AL,Lawrence County,979400,
1,79,AL,Lawrence County,979500,
1,79,AL,Lawrence County,979600,
1,79,AL,Lawrence County,979700,
1,79,AL,Lawrence County,979900,
1,81,AL,Lee County,40200,
1,81,AL,Lee County,40300,
1,81,AL,Lee County,40400,
1,81,AL,Lee County,40602,
1,81,AL,Lee County,40603,
1,81,AL,Lee County,40604,
1,81,AL,Lee County,40700,
1,81,AL,Lee County,40800,
1,81,AL,Lee County,40901,
1,81,AL,Lee County,40902,
1,81,AL,Lee County,41100,
1,81,AL,Lee County,41300,
1,81,AL,Lee County,41400,
1,81,AL,Lee County,41600,
1,81,AL,Lee County,41700,
1,81,AL,Lee County,41800,
1,81,AL,Lee County,42006,
1,81,AL,Lee County,42101,
1,83,AL,Limestone County,20101,
1,83,AL,Limestone County,20102,
1,83,AL,Limestone County,20201,
1,83,AL,Limestone County,20202,
1,83,AL,Limestone County,20300,
1,83,AL,Limestone County,20401,
1,83,AL,Limestone County,20402,
1,83,AL,Limestone County,20500,
1,83,AL,Limestone County,20600,
1,83,AL,Limestone County,20700,
1,83,AL,Limestone County,21000,
1,83,AL,Limestone County,21100,
1,85,AL,Lowndes County,780800,
1,85,AL,Lowndes County,781000,
1,85,AL,Lowndes County,781100,
1,85,AL,Lowndes County,781200,
1,87,AL,Macon County,231400,
1,87,AL,Macon County,231602,
1,87,AL,Macon County,231700,
1,87,AL,Macon County,231800,
1,87,AL,Macon County,231900,
1,87,AL,Macon County,232000,
1,87,AL,Macon County,232100,
1,87,AL,Macon County,232300,
1,89,AL,Madison County,201,
1,89,AL,Madison County,202,
1,89,AL,Madison County,301,
1,89,AL,Madison County,302,
1,89,AL,Madison County,403,
1,89,AL,Madison County,501,
1,89,AL,Madison County,502,
1,89,AL,Madison County,503,
1,89,AL,Madison County,601,
1,89,AL,Madison County,602,
1,89,AL,Madison County,701,
1,89,AL,Madison County,702,
1,89,AL,Madison County,1000,
1,89,AL,Madison County,1200,
1,89,AL,Madison County,1301,
1,89,AL,Madison County,1302,
1,89,AL,Madison County,1402,
1,89,AL,Madison County,1500,
1,89,AL,Madison County,2100,
1,89,AL,Madison County,2200,
1,89,AL,Madison County,2300,
1,89,AL,Madison County,2400,
1,89,AL,Madison County,2501,
1,89,AL,Madison County,2502,
1,89,AL,Madison County,2600,
1,89,AL,Madison County,3000,
1,89,AL,Madison County,3100,
1,89,AL,Madison County,10301,
1,89,AL,Madison County,10302,
1,89,AL,Madison County,10401,
1,89,AL,Madison County,10622,
1,89,AL,Madison County,10902,
1,89,AL,Madison County,11021,
1,89,AL,Madison County,11100,
1,89,AL,Madison County,11400,
1,91,AL,Marengo County,972900,
1,91,AL,Marengo County,973100,
1,91,AL,Marengo County,973200,
1,91,AL,Marengo County,973300,
1,93,AL,Marion County,964000,
1,93,AL,Marion County,964100,
1,93,AL,Marion County,964200,
1,93,AL,Marion County,964300,
1,93,AL,Marion County,964400,
1,93,AL,Marion County,964600,
1,95,AL,Marshall County,30100,
1,95,AL,Marshall County,30701,
1,95,AL,Marshall County,30802,
1,95,AL,Marshall County,30903,
1,95,AL,Marshall County,31000,
1,95,AL,Marshall County,31100,
1,97,AL,Mobile County,401,
1,97,AL,Mobile County,402,
1,97,AL,Mobile County,500,
1,97,AL,Mobile County,600,
1,97,AL,Mobile County,701,
1,97,AL,Mobile County,702,
1,97,AL,Mobile County,800,
1,97,AL,Mobile County,901,
1,97,AL,Mobile County,903,
1,97,AL,Mobile County,1001,
1,97,AL,Mobile County,1002,
1,97,AL,Mobile County,1100,
1,97,AL,Mobile County,1200,
1,97,AL,Mobile County,1302,
1,97,AL,Mobile County,1400,
1,97,AL,Mobile County,1501,
1,97,AL,Mobile County,1502,
1,97,AL,Mobile County,1800,
1,97,AL,Mobile County,1901,
1,97,AL,Mobile County,1902,
1,97,AL,Mobile County,2100,
1,97,AL,Mobile County,2200,
1,97,AL,Mobile County,2301,
1,97,AL,Mobile County,2302,
1,97,AL,Mobile County,2400,
1,97,AL,Mobile County,2600,
1,97,AL,Mobile County,2700,
1,97,AL,Mobile County,2800,
1,97,AL,Mobile County,2900,
1,97,AL,Mobile County,3202,
1,97,AL,Mobile County,3203,
1,97,AL,Mobile County,3204,
1,97,AL,Mobile County,3205,
1,97,AL,Mobile County,3301,
1,97,AL,Mobile County,3302,
1,97,AL,Mobile County,3402,
1,97,AL,Mobile County,3404,
1,97,AL,Mobile County,3405,
1,97,AL,Mobile County,3406,
1,97,AL,Mobile County,3408,
1,97,AL,Mobile County,3602,
1,97,AL,Mobile County,3605,
1,97,AL,Mobile County,3606,
1,97,AL,Mobile County,3607,
1,97,AL,Mobile County,3608,
1,97,AL,Mobile County,3707,
1,97,AL,Mobile County,3710,
1,97,AL,Mobile County,3800,
1,97,AL,Mobile County,3901,
1,97,AL,Mobile County,3902,
1,97,AL,Mobile County,4000,
1,97,AL,Mobile County,4100,
1,97,AL,Mobile County,4800,
1,97,AL,Mobile County,4900,
1,97,AL,Mobile County,5000,
1,97,AL,Mobile County,5100,
1,97,AL,Mobile County,5200,
1,97,AL,Mobile County,5300,
1,97,AL,Mobile County,5400,
1,97,AL,Mobile County,5500,
1,97,AL,Mobile County,5800,
1,97,AL,Mobile County,5900,
1,97,AL,Mobile County,6000,
1,97,AL,Mobile County,6102,
1,97,AL,Mobile County,6103,
1,97,AL,Mobile County,6104,
1,97,AL,Mobile County,6105,
1,97,AL,Mobile County,6200,
1,97,AL,Mobile County,6301,
1,97,AL,Mobile County,6402,
1,97,AL,Mobile County,6403,
1,97,AL,Mobile County,6600,
1,97,AL,Mobile County,6701,
1,97,AL,Mobile County,6702,
1,97,AL,Mobile County,6802,
1,97,AL,Mobile County,6901,
1,97,AL,Mobile County,6902,
1,97,AL,Mobile County,7101,
1,97,AL,Mobile County,7102,
1,97,AL,Mobile County,7201,
1,97,AL,Mobile County,7300,
1,97,AL,Mobile County,7400,
1,97,AL,Mobile County,7500,
1,97,AL,Mobile County,7600,
1,97,AL,Mobile County,7700,
1,99,AL,Monroe County,75600,
1,99,AL,Monroe County,75700,
1,99,AL,Monroe County,75800,
1,99,AL,Monroe County,75900,
1,99,AL,Monroe County,76000,
1,99,AL,Monroe County,76100,
1,99,AL,Monroe County,76200,
1,101,AL,Montgomery County,100,
1,101,AL,Montgomery County,200,
1,101,AL,Montgomery County,300,
1,101,AL,Montgomery County,400,
1,101,AL,Montgomery County,500,
1,101,AL,Montgomery County,600,
1,101,AL,Montgomery County,700,
1,101,AL,Montgomery County,900,
1,101,AL,Montgomery County,1000,
1,101,AL,Montgomery County,1100,
1,101,AL,Montgomery County,1200,
1,101,AL,Montgomery County,1300,
1,101,AL,Montgomery County,1500,
1,101,AL,Montgomery County,1600,
1,101,AL,Montgomery County,1700,
1,101,AL,Montgomery County,1800,
1,101,AL,Montgomery County,2100,
1,101,AL,Montgomery County,2201,
1,101,AL,Montgomery County,2202,
1,101,AL,Montgomery County,2300,
1,101,AL,Montgomery County,2400,
1,101,AL,Montgomery County,2500,
1,101,AL,Montgomery County,2800,
1,101,AL,Montgomery County,2900,
1,101,AL,Montgomery County,3000,
1,101,AL,Montgomery County,3100,
1,101,AL,Montgomery County,3200,
1,101,AL,Montgomery County,5102,
1,101,AL,Montgomery County,5301,
1,101,AL,Montgomery County,5302,
1,101,AL,Montgomery County,5402,
1,101,AL,Montgomery County,5403,
1,101,AL,Montgomery County,5409,
1,101,AL,Montgomery County,5410,
1,101,AL,Montgomery County,5501,
1,101,AL,Montgomery County,5603,
1,101,AL,Montgomery County,5606,
1,101,AL,Montgomery County,5610,
1,101,AL,Montgomery County,5700,
1,101,AL,Montgomery County,5800,
1,101,AL,Montgomery County,5902,
1,101,AL,Montgomery County,6000,
1,101,AL,Montgomery County,6100,
1,103,AL,Morgan County,100,
1,103,AL,Morgan County,300,
1,103,AL,Morgan County,400,
1,103,AL,Morgan County,600,
1,103,AL,Morgan County,700,
1,103,AL,Morgan County,800,
1,103,AL,Morgan County,900,
1,103,AL,Morgan County,1000,
1,103,AL,Morgan County,5103,
1,103,AL,Morgan County,5106,
1,103,AL,Morgan County,5109,
1,103,AL,Morgan County,5302,
1,103,AL,Morgan County,5303,
1,103,AL,Morgan County,5405,
1,103,AL,Morgan County,5500,
1,103,AL,Morgan County,5701,
1,103,AL,Morgan County,5702,
1,105,AL,Perry County,686800,
1,105,AL,Perry County,687000,
1,105,AL,Perry County,687100,
1,107,AL,Pickens County,50000,
1,107,AL,Pickens County,50100,
1,107,AL,Pickens County,50200,
1,107,AL,Pickens County,50300,
1,107,AL,Pickens County,50400,
1,109,AL,Pike County,188700,
1,109,AL,Pike County,188900,
1,109,AL,Pike County,189100,
1,109,AL,Pike County,189200,
1,109,AL,Pike County,189300,
1,111,AL,Randolph County,100,
1,111,AL,Randolph County,400,
1,113,AL,Russell County,30200,
1,113,AL,Russell County,30300,
1,113,AL,Russell County,30401,
1,113,AL,Russell County,30500,
1,113,AL,Russell County,30600,
1,113,AL,Russell County,30700,
1,113,AL,Russell County,30800,
1,113,AL,Russell County,30901,
1,113,AL,Russell County,30902,
1,113,AL,Russell County,31000,
1,113,AL,Russell County,31100,
1,113,AL,Russell County,31200,
1,115,AL,St. Clair County,40105,
1,115,AL,St. Clair County,40201,
1,115,AL,St. Clair County,40203,
1,115,AL,St. Clair County,40401,
1,115,AL,St. Clair County,40402,
1,117,AL,Shelby County,30102,
1,117,AL,Shelby County,30319,
1,117,AL,Shelby County,30337,
1,117,AL,Shelby County,30405,
1,117,AL,Shelby County,30406,
1,117,AL,Shelby County,30407,
1,117,AL,Shelby County,30408,
1,117,AL,Shelby County,30501,
1,117,AL,Shelby County,30701,
1,117,AL,Shelby County,30703,
1,117,AL,Shelby County,30704,
1,117,AL,Shelby County,30800,
1,117,AL,Shelby County,30900,
1,119,AL,Sumter County,11300,
1,119,AL,Sumter County,11400,
1,119,AL,Sumter County,11500,
1,119,AL,Sumter County,11600,
1,121,AL,Talladega County,10202,
1,121,AL,Talladega County,10301,
1,121,AL,Talladega County,10500,
1,121,AL,Talladega County,10600,
1,121,AL,Talladega County,10700,
1,121,AL,Talladega County,11000,
1,121,AL,Talladega County,11100,
1,121,AL,Talladega County,11200,
1,121,AL,Talladega County,11300,
1,121,AL,Talladega County,11400,
1,121,AL,Talladega County,11500,
1,121,AL,Talladega County,11800,
1,121,AL,Talladega County,11900,
1,121,AL,Talladega County,12000,
1,123,AL,Tallapoosa County,961900,
1,123,AL,Tallapoosa County,962100,
1,123,AL,Tallapoosa County,962400,
1,123,AL,Tallapoosa County,962600,
1,125,AL,Tuscaloosa County,10103,
1,125,AL,Tuscaloosa County,10204,
1,125,AL,Tuscaloosa County,10302,
1,125,AL,Tuscaloosa County,10403,
1,125,AL,Tuscaloosa County,10404,
1,125,AL,Tuscaloosa County,10500,
1,125,AL,Tuscaloosa County,10601,
1,125,AL,Tuscaloosa County,10702,
1,125,AL,Tuscaloosa County,10803,
1,125,AL,Tuscaloosa County,10804,
1,125,AL,Tuscaloosa County,11200,
1,125,AL,Tuscaloosa County,11401,
1,125,AL,Tuscaloosa County,11402,
1,125,AL,Tuscaloosa County,11600,
1,125,AL,Tuscaloosa County,11701,
1,125,AL,Tuscaloosa County,11703,
1,125,AL,Tuscaloosa County,11800,
1,125,AL,Tuscaloosa County,11901,
1,125,AL,Tuscaloosa County,11902,
1,125,AL,Tuscaloosa County,12000,
1,125,AL,Tuscaloosa County,12100,
1,125,AL,Tuscaloosa County,12303,
1,125,AL,Tuscaloosa County,12304,
1,125,AL,Tuscaloosa County,12305,
1,125,AL,Tuscaloosa County,12403,
1,125,AL,Tuscaloosa County,12404,
1,125,AL,Tuscaloosa County,12405,
1,125,AL,Tuscaloosa County,12501,
1,125,AL,Tuscaloosa County,12600,
1,125,AL,Tuscaloosa County,12700,
1,125,AL,Tuscaloosa County,12800,
1,127,AL,Walker County,20100,
1,127,AL,Walker County,20400,
1,127,AL,Walker County,20600,
1,127,AL,Walker County,20700,
1,127,AL,Walker County,20800,
1,127,AL,Walker County,20900,
1,127,AL,Walker County,21000,
1,127,AL,Walker County,21100,
1,127,AL,Walker County,21200,
1,127,AL,Walker County,21300,
1,127,AL,Walker County,21500,
1,127,AL,Walker County,21600,
1,127,AL,Walker County,21700,
1,127,AL,Walker County,21800,
1,127,AL,Walker County,21900,
1,129,AL,Washington County,43900,
1,129,AL,Washington County,44000,
1,129,AL,Washington County,44100,
1,129,AL,Washington County,44200,
1,129,AL,Washington County,44300,
1,131,AL,Wilcox County,34700,
1,131,AL,Wilcox County,34800,
1,131,AL,Wilcox County,35100,
1,131,AL,Wilcox County,35200,
1,133,AL,Winston County,965501,
1,133,AL,Winston County,965502,
1,133,AL,Winston County,965600,
1,133,AL,Winston County,965700,
1,133,AL,Winston County,965800,
1,133,AL,Winston County,965900,
2,13,AK,Aleutians East Borough,100,
2,16,AK,Aleutians West Census Area,200,
2,20,AK,Anchorage Municipality,300,
2,20,AK,Anchorage Municipality,400,
2,20,AK,Anchorage Municipality,500,
2,20,AK,Anchorage Municipality,600,
2,20,AK,Anchorage Municipality,701,
2,20,AK,Anchorage Municipality,702,
2,20,AK,Anchorage Municipality,703,
2,20,AK,Anchorage Municipality,801,
2,20,AK,Anchorage Municipality,802,
2,20,AK,Anchorage Municipality,901,
2,20,AK,Anchorage Municipality,902,
2,20,AK,Anchorage Municipality,1000,
2,20,AK,Anchorage Municipality,1100,
2,20,AK,Anchorage Municipality,1400,
2,20,AK,Anchorage Municipality,1731,
2,20,AK,Anchorage Municipality,1802,
2,20,AK,Anchorage Municipality,1900,
2,20,AK,Anchorage Municipality,2000,
2,20,AK,Anchorage Municipality,2100,
2,20,AK,Anchorage Municipality,2202,
2,20,AK,Anchorage Municipality,2712,
2,50,AK,Bethel Census Area,100,
2,50,AK,Bethel Census Area,300,
2,68,AK,Denali Borough,100,
2,70,AK,Dillingham Census Area,100,
2,90,AK,Fairbanks North Star Borough,100,
2,90,AK,Fairbanks North Star Borough,200,
2,90,AK,Fairbanks North Star Borough,300,
2,90,AK,Fairbanks North Star Borough,500,
2,90,AK,Fairbanks North Star Borough,1000,
2,90,AK,Fairbanks North Star Borough,1100,
2,90,AK,Fairbanks North Star Borough,1800,
2,105,AK,Hoonah-Angoon Census Area,200,
2,105,AK,Hoonah-Angoon Census Area,300,
2,122,AK,Kenai Peninsula Borough,100,
2,122,AK,Kenai Peninsula Borough,800,
2,122,AK,Kenai Peninsula Borough,1200,
2,150,AK,Kodiak Island Borough,300,
2,150,AK,Kodiak Island Borough,400,
2,150,AK,Kodiak Island Borough,500,
2,158,AK,Kusilvak Census Area,100,
2,164,AK,Lake and Peninsula Borough,100,
2,170,AK,Matanuska-Susitna Borough,101,
2,170,AK,Matanuska-Susitna Borough,102,
2,170,AK,Matanuska-Susitna Borough,200,
2,170,AK,Matanuska-Susitna Borough,401,
2,170,AK,Matanuska-Susitna Borough,402,
2,170,AK,Matanuska-Susitna Borough,501,
