Fips State,Fips County,State,County Name,Census Tract,
36,57,NY,Montgomery County,70800,
36,57,NY,Montgomery County,70900,
36,57,NY,Montgomery County,72400,
36,57,NY,Montgomery County,72500,
36,59,NY,Nassau County,300100,
36,59,NY,Nassau County,304202,
36,59,NY,Nassau County,304203,
36,59,NY,Nassau County,304204,
36,59,NY,Nassau County,404902,
36,59,NY,Nassau County,406701,
36,59,NY,Nassau County,406702,
36,59,NY,Nassau County,406801,
36,59,NY,Nassau County,406802,
36,59,NY,Nassau County,406900,
36,59,NY,Nassau County,407000,
36,59,NY,Nassau County,407101,
36,59,NY,Nassau County,407102,
36,59,NY,Nassau County,407201,
36,59,NY,Nassau County,407204,
36,59,NY,Nassau County,407301,
36,59,NY,Nassau County,407302,
36,59,NY,Nassau County,407401,
36,59,NY,Nassau County,407402,
36,59,NY,Nassau County,407501,
36,59,NY,Nassau County,407502,
36,59,NY,Nassau County,407802,
36,59,NY,Nassau County,411000,
36,59,NY,Nassau County,411100,
36,59,NY,Nassau County,413900,
36,59,NY,Nassau County,414001,
36,59,NY,Nassau County,414002,
36,59,NY,Nassau County,414201,
36,59,NY,Nassau County,414202,
36,59,NY,Nassau County,414301,
36,59,NY,Nassau County,414303,
36,59,NY,Nassau County,414304,
36,59,NY,Nassau County,414400,
36,59,NY,Nassau County,416500,
36,59,NY,Nassau County,517200,
36,59,NY,Nassau County,517302,
36,59,NY,Nassau County,980100,
36,59,NY,Nassau County,981100,
36,59,NY,Nassau County,982100,
36,61,NY,New York County,201,
36,61,NY,New York County,202,
36,61,NY,New York County,600,
36,61,NY,New York County,800,
36,61,NY,New York County,1002,
36,61,NY,New York County,1200,
36,61,NY,New York County,1402,
36,61,NY,New York County,1600,
36,61,NY,New York County,1800,
36,61,NY,New York County,2000,
36,61,NY,New York County,2201,
36,61,NY,New York County,2400,
36,61,NY,New York County,2500,
36,61,NY,New York County,2601,
36,61,NY,New York County,2602,
36,61,NY,New York County,2800,
36,61,NY,New York County,2900,
36,61,NY,New York County,3001,
36,61,NY,New York County,3002,
36,61,NY,New York County,3100,
36,61,NY,New York County,3200,
36,61,NY,New York County,3601,
36,61,NY,New York County,4100,
36,61,NY,New York County,4300,
36,61,NY,New York County,5200,
36,61,NY,New York County,6600,
36,61,NY,New York County,8300,
36,61,NY,New York County,9500,
36,61,NY,New York County,9700,
36,61,NY,New York County,10200,
36,61,NY,New York County,11202,
36,61,NY,New York County,11900,
36,61,NY,New York County,12700,
36,61,NY,New York County,13500,
36,61,NY,New York County,15100,
36,61,NY,New York County,15602,
36,61,NY,New York County,16200,
36,61,NY,New York County,16400,
36,61,NY,New York County,16600,
36,61,NY,New York County,16800,
36,61,NY,New York County,17000,
36,61,NY,New York County,17200,
36,61,NY,New York County,17401,
36,61,NY,New York County,17402,
36,61,NY,New York County,17800,
36,61,NY,New York County,18000,
36,61,NY,New York County,18200,
36,61,NY,New York County,18400,
36,61,NY,New York County,18600,
36,61,NY,New York County,18800,
36,61,NY,New York County,18900,
36,61,NY,New York County,19200,
36,61,NY,New York County,19300,
36,61,NY,New York County,19400,
36,61,NY,New York County,19600,
36,61,NY,New York County,19702,
36,61,NY,New York County,20000,
36,61,NY,New York County,20101,
36,61,NY,New York County,20102,
36,61,NY,New York County,20300,
36,61,NY,New York County,20500,
36,61,NY,New York County,20600,
36,61,NY,New York County,20800,
36,61,NY,New York County,20901,
36,61,NY,New York County,21000,
36,61,NY,New York County,21200,
36,61,NY,New York County,21303,
36,61,NY,New York County,21400,
36,61,NY,New York County,21500,
36,61,NY,New York County,21600,
36,61,NY,New York County,21800,
36,61,NY,New York County,21900,
36,61,NY,New York County,22000,
36,61,NY,New York County,22200,
36,61,NY,New York County,22301,
36,61,NY,New York County,22302,
36,61,NY,New York County,22400,
36,61,NY,New York County,22500,
36,61,NY,New York County,22600,
36,61,NY,New York County,22700,
36,61,NY,New York County,22800,
36,61,NY,New York County,22900,
36,61,NY,New York County,23000,
36,61,NY,New York County,23100,
36,61,NY,New York County,23200,
36,61,NY,New York County,23300,
36,61,NY,New York County,23400,
36,61,NY,New York County,23501,
36,61,NY,New York County,23502,
36,61,NY,New York County,23600,
36,61,NY,New York County,23700,
36,61,NY,New York County,23900,
36,61,NY,New York County,24000,
36,61,NY,New York County,24100,
36,61,NY,New York County,24200,
36,61,NY,New York County,24301,
36,61,NY,New York County,24302,
36,61,NY,New York County,24500,
36,61,NY,New York County,24700,
36,61,NY,New York County,24900,
36,61,NY,New York County,25100,
36,61,NY,New York County,25300,
36,61,NY,New York County,25500,
36,61,NY,New York County,25700,
36,61,NY,New York County,25900,
36,61,NY,New York County,26100,
36,61,NY,New York County,26300,
36,61,NY,New York County,26500,
36,61,NY,New York County,26700,
36,61,NY,New York County,26900,
36,61,NY,New York County,27100,
36,61,NY,New York County,27700,
36,61,NY,New York County,27900,
36,61,NY,New York County,28300,
36,61,NY,New York County,28500,
36,61,NY,New York County,28700,
36,61,NY,New York County,29100,
36,61,NY,New York County,29300,
36,61,NY,New York County,29500,
36,61,NY,New York County,29900,
36,61,NY,New York County,30300,
36,61,NY,New York County,30900,
36,63,NY,Niagara County,20200,
36,63,NY,Niagara County,20300,
36,63,NY,Niagara County,20400,
36,63,NY,Niagara County,20500,
36,63,NY,Niagara County,20600,
36,63,NY,Niagara County,20700,
36,63,NY,Niagara County,20900,
36,63,NY,Niagara County,21000,
36,63,NY,Niagara County,21100,
36,63,NY,Niagara County,21200,
36,63,NY,Niagara County,21300,
36,63,NY,Niagara County,21400,
36,63,NY,Niagara County,21700,
36,63,NY,Niagara County,22000,
36,63,NY,Niagara County,22300,
36,63,NY,Niagara County,22401,
36,63,NY,Niagara County,22500,
36,63,NY,Niagara County,22601,
36,63,NY,Niagara County,22602,
36,63,NY,Niagara County,22901,
36,63,NY,Niagara County,22902,
36,63,NY,Niagara County,23001,
36,63,NY,Niagara County,23100,
36,63,NY,Niagara County,23200,
36,63,NY,Niagara County,23500,
36,63,NY,Niagara County,23600,
36,63,NY,Niagara County,23700,
36,63,NY,Niagara County,23800,
36,63,NY,Niagara County,24002,
36,63,NY,Niagara County,24101,
36,63,NY,Niagara County,24406,
36,63,NY,Niagara County,940001,
36,65,NY,Oneida County,20102,
36,65,NY,Oneida County,20300,
36,65,NY,Oneida County,20705,
36,65,NY,Oneida County,20802,
36,65,NY,Oneida County,20803,
36,65,NY,Oneida County,20900,
36,65,NY,Oneida County,21000,
36,65,NY,Oneida County,21101,
36,65,NY,Oneida County,21102,
36,65,NY,Oneida County,21103,
36,65,NY,Oneida County,21201,
36,65,NY,Oneida County,21202,
36,65,NY,Oneida County,21301,
36,65,NY,Oneida County,21302,
36,65,NY,Oneida County,21303,
36,65,NY,Oneida County,21401,
36,65,NY,Oneida County,21402,
36,65,NY,Oneida County,21500,
36,65,NY,Oneida County,21601,
36,65,NY,Oneida County,21900,
36,65,NY,Oneida County,22000,
36,65,NY,Oneida County,22100,
36,65,NY,Oneida County,22500,
36,65,NY,Oneida County,23200,
36,65,NY,Oneida County,23300,
36,65,NY,Oneida County,23400,
36,65,NY,Oneida County,24101,
36,65,NY,Oneida County,24400,
36,65,NY,Oneida County,25003,
36,65,NY,Oneida County,25800,
36,65,NY,Oneida County,25900,
36,65,NY,Oneida County,26300,
36,65,NY,Oneida County,26400,
36,65,NY,Oneida County,26500,
36,65,NY,Oneida County,26600,
36,65,NY,Oneida County,26700,
36,67,NY,Onondaga County,200,
36,67,NY,Onondaga County,300,
36,67,NY,Onondaga County,400,
36,67,NY,Onondaga County,501,
36,67,NY,Onondaga County,600,
36,67,NY,Onondaga County,700,
36,67,NY,Onondaga County,800,
36,67,NY,Onondaga County,1000,
36,67,NY,Onondaga County,1400,
36,67,NY,Onondaga County,1500,
36,67,NY,Onondaga County,1600,
36,67,NY,Onondaga County,1701,
36,67,NY,Onondaga County,1800,
36,67,NY,Onondaga County,1900,
36,67,NY,Onondaga County,2000,
36,67,NY,Onondaga County,2101,
36,67,NY,Onondaga County,2300,
36,67,NY,Onondaga County,2400,
36,67,NY,Onondaga County,2700,
36,67,NY,Onondaga County,2901,
36,67,NY,Onondaga County,3000,
36,67,NY,Onondaga County,3200,
36,67,NY,Onondaga County,3400,
36,67,NY,Onondaga County,3500,
36,67,NY,Onondaga County,3601,
36,67,NY,Onondaga County,3602,
36,67,NY,Onondaga County,3800,
36,67,NY,Onondaga County,3900,
36,67,NY,Onondaga County,4000,
36,67,NY,Onondaga County,4200,
36,67,NY,Onondaga County,4301,
36,67,NY,Onondaga County,4302,
36,67,NY,Onondaga County,4400,
36,67,NY,Onondaga County,4500,
36,67,NY,Onondaga County,4900,
36,67,NY,Onondaga County,5100,
36,67,NY,Onondaga County,5200,
36,67,NY,Onondaga County,5300,
36,67,NY,Onondaga County,5400,
36,67,NY,Onondaga County,5500,
36,67,NY,Onondaga County,5602,
36,67,NY,Onondaga County,5700,
36,67,NY,Onondaga County,5800,
36,67,NY,Onondaga County,5900,
36,67,NY,Onondaga County,6000,
36,67,NY,Onondaga County,6101,
36,67,NY,Onondaga County,6102,
36,67,NY,Onondaga County,10700,
36,67,NY,Onondaga County,10800,
36,67,NY,Onondaga County,11102,
36,67,NY,Onondaga County,11700,
36,67,NY,Onondaga County,12200,
36,67,NY,Onondaga County,12500,
36,67,NY,Onondaga County,12900,
36,67,NY,Onondaga County,13600,
36,67,NY,Onondaga County,13701,
36,67,NY,Onondaga County,13900,
36,67,NY,Onondaga County,14000,
36,67,NY,Onondaga County,14200,
36,67,NY,Onondaga County,14300,
36,67,NY,Onondaga County,14600,
36,67,NY,Onondaga County,16200,
36,69,NY,Ontario County,50301,
36,69,NY,Ontario County,50800,
36,69,NY,Ontario County,51000,
36,69,NY,Ontario County,51100,
36,69,NY,Ontario County,51500,
36,69,NY,Ontario County,51700,
36,69,NY,Ontario County,51800,
36,69,NY,Ontario County,51900,
36,69,NY,Ontario County,52200,
36,71,NY,Orange County,100,
36,71,NY,Orange County,200,
36,71,NY,Orange County,300,
36,71,NY,Orange County,400,
36,71,NY,Orange County,501,
36,71,NY,Orange County,502,
36,71,NY,Orange County,600,
36,71,NY,Orange County,1100,
36,71,NY,Orange County,1200,
36,71,NY,Orange County,1500,
36,71,NY,Orange County,2100,
36,71,NY,Orange County,2200,
36,71,NY,Orange County,2300,
36,71,NY,Orange County,11601,
36,71,NY,Orange County,12100,
36,71,NY,Orange County,12602,
36,71,NY,Orange County,12700,
36,71,NY,Orange County,13600,
36,71,NY,Orange County,14501,
36,71,NY,Orange County,15003,
36,71,NY,Orange County,15004,
36,71,NY,Orange County,15005,
36,71,NY,Orange County,15006,
36,71,NY,Orange County,15100,
36,73,NY,Orleans County,40200,
36,73,NY,Orleans County,40300,
36,73,NY,Orleans County,40400,
36,73,NY,Orleans County,40500,
36,73,NY,Orleans County,40600,
36,73,NY,Orleans County,40700,
36,73,NY,Orleans County,40801,
36,73,NY,Orleans County,401200,
36,75,NY,Oswego County,20100,
36,75,NY,Oswego County,20301,
36,75,NY,Oswego County,20302,
36,75,NY,Oswego County,20500,
36,75,NY,Oswego County,20701,
36,75,NY,Oswego County,20702,
36,75,NY,Oswego County,20800,
36,75,NY,Oswego County,20901,
36,75,NY,Oswego County,21000,
36,75,NY,Oswego County,21101,
36,75,NY,Oswego County,21102,
36,75,NY,Oswego County,21104,
36,75,NY,Oswego County,21200,
36,75,NY,Oswego County,21300,
36,75,NY,Oswego County,21401,
36,75,NY,Oswego County,21601,
36,75,NY,Oswego County,21602,
36,75,NY,Oswego County,21604,
36,75,NY,Oswego County,21605,
36,77,NY,Otsego County,590900,
36,77,NY,Otsego County,591000,
36,77,NY,Otsego County,591100,
36,77,NY,Otsego County,591200,
36,77,NY,Otsego County,591300,
36,79,NY,Putnam County,10200,
36,79,NY,Putnam County,11200,
36,81,NY,Queens County,200,
36,81,NY,Queens County,400,
36,81,NY,Queens County,600,
36,81,NY,Queens County,1000,
36,81,NY,Queens County,1200,
36,81,NY,Queens County,1400,
36,81,NY,Queens County,1600,
36,81,NY,Queens County,1800,
36,81,NY,Queens County,2000,
36,81,NY,Queens County,2400,
36,81,NY,Queens County,2500,
36,81,NY,Queens County,2800,
36,81,NY,Queens County,3000,
36,81,NY,Queens County,3100,
36,81,NY,Queens County,3200,
36,81,NY,Queens County,3300,
36,81,NY,Queens County,3400,
36,81,NY,Queens County,3600,
36,81,NY,Queens County,3700,
36,81,NY,Queens County,3800,
36,81,NY,Queens County,3900,
36,81,NY,Queens County,4001,
36,81,NY,Queens County,4002,
36,81,NY,Queens County,4200,
36,81,NY,Queens County,4300,
36,81,NY,Queens County,4401,
36,81,NY,Queens County,4700,
36,81,NY,Queens County,5100,
36,81,NY,Queens County,5200,
36,81,NY,Queens County,5300,
36,81,NY,Queens County,5400,
36,81,NY,Queens County,5500,
36,81,NY,Queens County,5700,
36,81,NY,Queens County,6100,
36,81,NY,Queens County,6202,
36,81,NY,Queens County,6300,
36,81,NY,Queens County,6501,
36,81,NY,Queens County,6900,
36,81,NY,Queens County,7300,
36,81,NY,Queens County,7500,
36,81,NY,Queens County,7900,
36,81,NY,Queens County,8100,
36,81,NY,Queens County,8300,
36,81,NY,Queens County,8500,
36,81,NY,Queens County,8700,
36,81,NY,Queens County,9100,
36,81,NY,Queens County,9400,
36,81,NY,Queens County,9600,
36,81,NY,Queens County,9800,
36,81,NY,Queens County,10000,
36,81,NY,Queens County,10200,
36,81,NY,Queens County,10300,
36,81,NY,Queens County,10400,
36,81,NY,Queens County,10500,
36,81,NY,Queens County,10600,
36,81,NY,Queens County,10800,
36,81,NY,Queens County,11000,
36,81,NY,Queens County,11200,
36,81,NY,Queens County,11300,
36,81,NY,Queens County,11400,
36,81,NY,Queens County,11500,
36,81,NY,Queens County,11600,
36,81,NY,Queens County,11800,
36,81,NY,Queens County,11900,
36,81,NY,Queens County,12000,
36,81,NY,Queens County,12100,
36,81,NY,Queens County,12200,
36,81,NY,Queens County,12400,
36,81,NY,Queens County,12500,
36,81,NY,Queens County,12601,
36,81,NY,Queens County,12602,
36,81,NY,Queens County,12800,
36,81,NY,Queens County,13200,
36,81,NY,Queens County,13400,
36,81,NY,Queens County,13600,
36,81,NY,Queens County,13800,
36,81,NY,Queens County,14100,
36,81,NY,Queens County,14201,
36,81,NY,Queens County,14202,
36,81,NY,Queens County,14300,
36,81,NY,Queens County,14400,
36,81,NY,Queens County,14500,
36,81,NY,Queens County,14700,
36,81,NY,Queens County,14800,
36,81,NY,Queens County,14900,
36,81,NY,Queens County,15000,
36,81,NY,Queens County,15200,
36,81,NY,Queens County,15300,
36,81,NY,Queens County,15400,
36,81,NY,Queens County,15500,
36,81,NY,Queens County,15600,
36,81,NY,Queens County,15700,
36,81,NY,Queens County,15801,
36,81,NY,Queens County,15802,
36,81,NY,Queens County,15900,
36,81,NY,Queens County,16100,
36,81,NY,Queens County,16300,
36,81,NY,Queens County,16400,
36,81,NY,Queens County,16600,
36,81,NY,Queens County,16800,
36,81,NY,Queens County,16900,
36,81,NY,Queens County,17000,
36,81,NY,Queens County,17200,
36,81,NY,Queens County,17400,
36,81,NY,Queens County,17600,
36,81,NY,Queens County,17800,
36,81,NY,Queens County,17900,
36,81,NY,Queens County,18000,
36,81,NY,Queens County,18101,
36,81,NY,Queens County,18200,
36,81,NY,Queens County,18300,
36,81,NY,Queens County,18401,
36,81,NY,Queens County,18501,
36,81,NY,Queens County,18502,
36,81,NY,Queens County,18600,
36,81,NY,Queens County,18900,
36,81,NY,Queens County,19600,
36,81,NY,Queens County,19800,
36,81,NY,Queens County,19900,
36,81,NY,Queens County,20200,
36,81,NY,Queens County,20400,
36,81,NY,Queens County,20500,
36,81,NY,Queens County,20600,
36,81,NY,Queens County,20800,
36,81,NY,Queens County,21200,
36,81,NY,Queens County,21400,
36,81,NY,Queens County,22001,
36,81,NY,Queens County,23000,
36,81,NY,Queens County,23500,
36,81,NY,Queens County,23600,
36,81,NY,Queens County,23800,
36,81,NY,Queens County,24000,
36,81,NY,Queens County,24300,
36,81,NY,Queens County,24500,
36,81,NY,Queens County,24700,
36,81,NY,Queens County,24900,
36,81,NY,Queens County,25100,
36,81,NY,Queens County,25301,
36,81,NY,Queens County,25302,
36,81,NY,Queens County,25400,
36,81,NY,Queens County,25800,
36,81,NY,Queens County,25900,
36,81,NY,Queens County,26000,
36,81,NY,Queens County,26100,
36,81,NY,Queens County,26200,
36,81,NY,Queens County,26300,
36,81,NY,Queens County,26400,
36,81,NY,Queens County,26500,
36,81,NY,Queens County,26600,
36,81,NY,Queens County,26700,
36,81,NY,Queens County,26901,
36,81,NY,Queens County,26902,
36,81,NY,Queens County,27000,
36,81,NY,Queens County,27100,
36,81,NY,Queens County,27200,
36,81,NY,Queens County,27300,
36,81,NY,Queens County,27500,
36,81,NY,Queens County,27600,
36,81,NY,Queens County,27700,
36,81,NY,Queens County,27800,
36,81,NY,Queens County,27900,
36,81,NY,Queens County,28100,
36,81,NY,Queens County,28300,
36,81,NY,Queens County,28400,
36,81,NY,Queens County,28700,
36,81,NY,Queens County,28800,
36,81,NY,Queens County,28900,
36,81,NY,Queens County,29100,
36,81,NY,Queens County,29300,
36,81,NY,Queens County,29700,
36,81,NY,Queens County,30902,
36,81,NY,Queens County,30903,
36,81,NY,Queens County,30904,
36,81,NY,Queens County,31700,
36,81,NY,Queens County,32000,
36,81,NY,Queens County,32700,
36,81,NY,Queens County,32800,
36,81,NY,Queens County,32900,
36,81,NY,Queens County,33402,
36,81,NY,Queens County,33700,
36,81,NY,Queens County,34700,
36,81,NY,Queens County,35100,
36,81,NY,Queens County,35300,
36,81,NY,Queens County,35700,
36,81,NY,Queens County,36100,
36,81,NY,Queens County,36300,
36,81,NY,Queens County,36500,
36,81,NY,Queens County,36700,
36,81,NY,Queens County,36800,
36,81,NY,Queens County,37100,
36,81,NY,Queens County,37300,
36,81,NY,Queens County,37500,
36,81,NY,Queens County,37700,
36,81,NY,Queens County,37900,
36,81,NY,Queens County,38100,
36,81,NY,Queens County,38302,
36,81,NY,Queens County,39900,
36,81,NY,Queens County,40000,
36,81,NY,Queens County,40100,
36,81,NY,Queens County,40300,
36,81,NY,Queens County,40500,
36,81,NY,Queens County,40700,
36,81,NY,Queens County,40900,
36,81,NY,Queens County,41100,
36,81,NY,Queens County,41300,
36,81,NY,Queens County,41400,
36,81,NY,Queens County,41500,
36,81,NY,Queens County,42700,
36,81,NY,Queens County,43200,
36,81,NY,Queens County,43400,
36,81,NY,Queens County,43701,
36,81,NY,Queens County,43702,
36,81,NY,Queens County,43900,
36,81,NY,Queens County,44000,
36,81,NY,Queens County,44301,
36,81,NY,Queens County,44302,
36,81,NY,Queens County,44400,
36,81,NY,Queens County,44601,
36,81,NY,Queens County,44602,
36,81,NY,Queens County,44800,
36,81,NY,Queens County,45000,
36,81,NY,Queens County,45200,
36,81,NY,Queens County,45400,
36,81,NY,Queens County,45500,
36,81,NY,Queens County,45700,
36,81,NY,Queens County,45800,
36,81,NY,Queens County,45900,
36,81,NY,Queens County,46000,
36,81,NY,Queens County,46100,
36,81,NY,Queens County,46200,
36,81,NY,Queens County,46300,
36,81,NY,Queens County,46500,
36,81,NY,Queens County,46600,
36,81,NY,Queens County,46700,
36,81,NY,Queens County,46800,
36,81,NY,Queens County,46900,
36,81,NY,Queens County,47000,
36,81,NY,Queens County,47100,
36,81,NY,Queens County,47300,
36,81,NY,Queens County,47500,
36,81,NY,Queens County,47900,
36,81,NY,Queens County,48000,
36,81,NY,Queens County,48100,
36,81,NY,Queens County,48300,
36,81,NY,Queens County,48400,
36,81,NY,Queens County,48500,
36,81,NY,Queens County,48900,
36,81,NY,Queens County,49200,
36,81,NY,Queens County,49301,
36,81,NY,Queens County,49302,
36,81,NY,Queens County,49600,
36,81,NY,Queens County,49700,
36,81,NY,Queens County,49900,
36,81,NY,Queens County,50000,
36,81,NY,Queens County,50201,
36,81,NY,Queens County,50202,
36,81,NY,Queens County,50400,
36,81,NY,Queens County,50600,
36,81,NY,Queens County,50700,
36,81,NY,Queens County,50800,
36,81,NY,Queens County,51100,
36,81,NY,Queens County,51300,
36,81,NY,Queens County,51600,
36,81,NY,Queens County,52800,
36,81,NY,Queens County,53500,
36,81,NY,Queens County,53800,
36,81,NY,Queens County,53900,
36,81,NY,Queens County,54000,
36,81,NY,Queens County,54500,
36,81,NY,Queens County,54700,
36,81,NY,Queens County,54800,
36,81,NY,Queens County,54900,
36,81,NY,Queens County,55100,
36,81,NY,Queens County,55200,
36,81,NY,Queens County,55300,
36,81,NY,Queens County,55500,
36,81,NY,Queens County,55600,
36,81,NY,Queens County,55700,
36,81,NY,Queens County,55800,
36,81,NY,Queens County,55900,
36,81,NY,Queens County,56000,
36,81,NY,Queens County,56400,
36,81,NY,Queens County,56500,
36,81,NY,Queens County,56600,
36,81,NY,Queens County,56700,
36,81,NY,Queens County,57700,
36,81,NY,Queens County,57900,
36,81,NY,Queens County,58000,
36,81,NY,Queens County,58100,
36,81,NY,Queens County,58500,
36,81,NY,Queens County,58700,
36,81,NY,Queens County,58900,
36,81,NY,Queens County,59100,
36,81,NY,Queens County,59300,
36,81,NY,Queens County,59500,
36,81,NY,Queens County,59600,
36,81,NY,Queens County,59900,
36,81,NY,Queens County,60100,
36,81,NY,Queens County,60300,
36,81,NY,Queens County,62100,
36,81,NY,Queens County,62700,
36,81,NY,Queens County,62900,
36,81,NY,Queens County,66900,
36,81,NY,Queens County,67900,
36,81,NY,Queens County,68300,
36,81,NY,Queens County,69300,
36,81,NY,Queens County,69701,
36,81,NY,Queens County,71702,
36,81,NY,Queens County,71900,
36,81,NY,Queens County,72100,
36,81,NY,Queens County,74300,
36,81,NY,Queens County,74500,
36,81,NY,Queens County,77906,
36,81,NY,Queens County,77907,
36,81,NY,Queens County,77908,
36,81,NY,Queens County,78800,
36,81,NY,Queens County,79000,
36,81,NY,Queens County,79701,
36,81,NY,Queens County,79702,
36,81,NY,Queens County,79900,
36,81,NY,Queens County,80301,
36,81,NY,Queens County,80302,
36,81,NY,Queens County,80900,
36,81,NY,Queens County,81400,
36,81,NY,Queens County,81800,
36,81,NY,Queens County,83700,
36,81,NY,Queens County,84000,
36,81,NY,Queens County,84500,
36,81,NY,Queens County,84602,
36,81,NY,Queens County,84900,
36,81,NY,Queens County,85300,
36,81,NY,Queens County,85500,
36,81,NY,Queens County,85700,
36,81,NY,Queens County,85900,
36,81,NY,Queens County,86100,
36,81,NY,Queens County,86300,
36,81,NY,Queens County,86400,
36,81,NY,Queens County,86500,
36,81,NY,Queens County,86900,
36,81,NY,Queens County,87100,
36,81,NY,Queens County,88901,
36,81,NY,Queens County,90700,
36,81,NY,Queens County,91900,
36,81,NY,Queens County,92500,
36,81,NY,Queens County,92900,
36,81,NY,Queens County,93800,
36,81,NY,Queens County,94201,
36,81,NY,Queens County,94202,
36,81,NY,Queens County,94203,
36,81,NY,Queens County,94700,
36,81,NY,Queens County,95400,
36,81,NY,Queens County,96400,
36,81,NY,Queens County,97202,
36,81,NY,Queens County,97203,
36,81,NY,Queens County,97204,
36,81,NY,Queens County,99200,
36,81,NY,Queens County,99801,
36,81,NY,Queens County,99802,
36,81,NY,Queens County,100802,
36,81,NY,Queens County,101001,
36,81,NY,Queens County,101002,
36,81,NY,Queens County,102900,
36,81,NY,Queens County,103201,
36,81,NY,Queens County,103202,
36,81,NY,Queens County,104700,
36,81,NY,Queens County,108500,
36,81,NY,Queens County,113900,
36,81,NY,Queens County,115500,
36,81,NY,Queens County,115700,
36,81,NY,Queens County,115900,
36,81,NY,Queens County,116100,
36,81,NY,Queens County,116300,
36,81,NY,Queens County,116700,
36,81,NY,Queens County,117100,
36,81,NY,Queens County,118500,
36,81,NY,Queens County,118700,
36,81,NY,Queens County,118900,
36,81,NY,Queens County,119100,
36,81,NY,Queens County,119300,
36,81,NY,Queens County,119900,
36,81,NY,Queens County,120100,
36,81,NY,Queens County,120300,
36,81,NY,Queens County,120500,
36,81,NY,Queens County,121500,
36,81,NY,Queens County,122300,
36,81,NY,Queens County,122701,
36,81,NY,Queens County,122702,
36,81,NY,Queens County,124100,
36,81,NY,Queens County,125700,
36,81,NY,Queens County,126500,
36,81,NY,Queens County,126700,
36,81,NY,Queens County,134100,
36,81,NY,Queens County,138501,
36,81,NY,Queens County,140901,
36,81,NY,Queens County,143500,
36,81,NY,Queens County,144700,
36,81,NY,Queens County,155101,
36,83,NY,Rensselaer County,40100,
36,83,NY,Rensselaer County,40200,
36,83,NY,Rensselaer County,40300,
36,83,NY,Rensselaer County,40400,
36,83,NY,Rensselaer County,40500,
36,83,NY,Rensselaer County,40600,
36,83,NY,Rensselaer County,40700,
36,83,NY,Rensselaer County,40800,
36,83,NY,Rensselaer County,40900,
36,83,NY,Rensselaer County,41000,
36,83,NY,Rensselaer County,41100,
36,83,NY,Rensselaer County,41300,
36,83,NY,Rensselaer County,51500,
36,83,NY,Rensselaer County,51600,
36,83,NY,Rensselaer County,51701,
36,83,NY,Rensselaer County,51702,
36,83,NY,Rensselaer County,51800,
36,83,NY,Rensselaer County,52102,
36,83,NY,Rensselaer County,52103,
36,85,NY,Richmond County,300,
36,85,NY,Richmond County,700,
36,85,NY,Richmond County,1100,
36,85,NY,Richmond County,1700,
36,85,NY,Richmond County,1800,
36,85,NY,Richmond County,2100,
36,85,NY,Richmond County,2700,
36,85,NY,Richmond County,2900,
36,85,NY,Richmond County,3900,
36,85,NY,Richmond County,4000,
36,85,NY,Richmond County,4700,
36,85,NY,Richmond County,6400,
36,85,NY,Richmond County,7500,
36,85,NY,Richmond County,7700,
36,85,NY,Richmond County,11401,
36,85,NY,Richmond County,13301,
36,85,NY,Richmond County,13302,
36,85,NY,Richmond County,17300,
36,85,NY,Richmond County,20700,
36,85,NY,Richmond County,21300,
36,85,NY,Richmond County,22300,
36,85,NY,Richmond County,31901,
36,85,NY,Richmond County,31902,
36,85,NY,Richmond County,32300,
36,87,NY,Rockland County,10602,
36,87,NY,Rockland County,10701,
36,87,NY,Rockland County,10702,
36,87,NY,Rockland County,10703,
36,87,NY,Rockland County,11301,
36,87,NY,Rockland County,11505,
36,87,NY,Rockland County,11506,
36,87,NY,Rockland County,11800,
36,87,NY,Rockland County,12101,
36,87,NY,Rockland County,12102,
36,87,NY,Rockland County,12103,
36,87,NY,Rockland County,12105,
36,87,NY,Rockland County,12106,
36,87,NY,Rockland County,12202,
36,87,NY,Rockland County,12203,
36,87,NY,Rockland County,12204,
36,87,NY,Rockland County,12300,
36,87,NY,Rockland County,12401,
36,87,NY,Rockland County,12402,
36,87,NY,Rockland County,13003,
36,87,NY,Rockland County,13100,
36,87,NY,Rockland County,13200,
36,89,NY,St. Lawrence County,490100,
36,89,NY,St. Lawrence County,490600,
36,89,NY,St. Lawrence County,490800,
36,89,NY,St. Lawrence County,490900,
36,89,NY,St. Lawrence County,491100,
36,89,NY,St. Lawrence County,491200,
36,89,NY,St. Lawrence County,491500,
36,89,NY,St. Lawrence County,491600,
36,89,NY,St. Lawrence County,491900,
36,89,NY,St. Lawrence County,492100,
36,89,NY,St. Lawrence County,492400,
36,89,NY,St. Lawrence County,492500,
36,89,NY,St. Lawrence County,492700,
36,89,NY,St. Lawrence County,492900,
36,91,NY,Saratoga County,60200,
36,91,NY,Saratoga County,60300,
36,91,NY,Saratoga County,60400,
36,91,NY,Saratoga County,60501,
36,91,NY,Saratoga County,60502,
36,91,NY,Saratoga County,60902,
36,91,NY,Saratoga County,61303,
36,91,NY,Saratoga County,61401,
36,91,NY,Saratoga County,62200,
36,91,NY,Saratoga County,62300,
36,91,NY,Saratoga County,62800,
36,93,NY,Schenectady County,20102,
36,93,NY,Schenectady County,20200,
36,93,NY,Schenectady County,20300,
36,93,NY,Schenectady County,20700,
